t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,rot60_k
0.0,run,0.66,3.44,0.04,0.04,0.06,0.0,0.0,0.0,0.019,0.0,0.44,0.26,0.18,0.62,0.09,0.18,0.18,0.44,0.09,0.53,0.09,0.0,0.09,0.26,0.09,0.62,0.26,-0.01,-1.06,1.76,1.68,-0.93,1.59,1.68,-1.32,1.94,-1.41,1.94,1.59,1.5,-1.41,1.68,1.59,-0.97,1.76,-0.0003,0.3335,-0.0868,0.1321,0.4377,-0.3181,0.1661,-0.0846,-0.2022,-0.225,0.5719,-0.0854,0.07,-0.0315,-0.2554,0.4159,0.436,-0.1813,0.0,0.006,0.0,0.006,0.013,0.013,0.006,0.019,0.006,0.013,0.0,0.006,0.013,0.013,0.006,0.013,0.006,0.006,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0031,0.0,0.0,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0059,0.0,0.0,0.003,0.0,0.0,0.0,0.0032,0.0,0.003,0.0,0.0,0.0,-0.0012,0.0006,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.04,run,0.64,3.44,-0.16,0.02,0.15,0.0,0.0,0.0,0.019,0.0,0.44,0.26,0.18,0.53,0.35,0.18,-0.18,0.53,-0.26,0.53,0.26,0.09,-0.09,0.35,0.09,0.53,0.44,-0.46,0.44,3.26,3.18,0.57,3.09,3.18,-2.82,3.44,-2.11,3.44,3.09,3.0,-2.91,3.18,3.09,0.53,3.26,-0.0132,0.5439,-0.289,0.1646,0.5597,-0.4448,0.1799,0.1613,-0.1694,-0.0601,0.6153,-0.4046,0.1371,0.1328,-0.0299,0.3352,0.5776,-0.52,0.0,0.006,0.0,0.006,0.013,0.013,0.006,0.019,0.006,0.013,0.0,0.006,0.013,0.013,0.006,0.013,0.006,0.006,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,-0.0009,0.0,0.0,0.0021,0.0,0.0,0.0,0.0022,0.0,0.0021,0.0,-0.0,0.0006,0.0007,0.0007,0.0011,-0.0003,0.3335,-0.0868,0.1321,0.4377,-0.3181,0.1661,-0.0846,-0.2022,-0.225,0.5719,-0.0854,0.07,-0.0315,-0.2554,0.4159,0.436,-0.1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.08,run,0.66,3.48,0.44,0.58,0.72,0.0,0.0,0.0,0.019,-0.09,0.09,0.97,0.26,0.18,0.97,0.44,-0.62,1.05,-0.97,1.14,1.05,0.97,-0.88,1.14,1.23,0.26,0.97,-0.33,1.94,4.76,4.68,2.07,4.59,4.68,-4.32,4.94,-0.63,4.94,4.59,4.5,-4.41,4.68,4.59,2.03,4.76,-0.0094,0.6108,-0.3739,0.1917,0.634,-0.4832,0.2017,0.1771,-0.0871,-0.018,0.6317,-0.4581,0.1619,0.1742,-0.0767,0.2852,0.5579,-0.5106,0.0,0.006,0.0,0.006,0.013,0.013,0.006,0.019,0.006,0.013,0.0,0.006,0.013,0.013,0.006,0.013,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,-0.0061,0.0015,-0.0061,0.0015,0.0031,0.0015,-0.0031,0.0031,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,-0.0043,0.0171,0.0,-0.0235,0.0057,-0.0229,0.0015,0.0114,0.0057,-0.0114,0.0073,0.0,-0.0043,0.0114,-0.0016,0.0006,-0.0028,0.0003,0.0026,-0.0132,0.5439,-0.289,0.1646,0.5597,-0.4448,0.1799,0.1613,-0.1694,-0.0601,0.6153,-0.4046,0.1371,0.1328,-0.0299,0.3352,0.5776,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12,run,0.63,3.44,-0.66,-0.53,-1.65,0.0,0.0,0.0,0.026,-0.53,-0.26,1.76,1.49,-0.09,2.02,1.49,-1.49,1.32,-1.58,2.02,2.11,1.93,-1.85,2.2,2.11,0.0,1.76,-0.45,3.44,6.26,6.18,3.57,6.09,6.18,-5.82,6.44,-0.02,6.44,6.09,5.12,-5.91,6.18,6.09,3.53,6.26,-0.0128,0.5934,-0.387,0.1788,0.6294,-0.4955,0.1946,0.1738,-0.1105,-0.0006,0.6267,-0.477,0.1463,0.187,-0.1301,0.2747,0.576,-0.5398,0.006,0.0,0.013,0.006,0.0,0.013,0.013,0.026,0.026,0.006,0.006,0.006,0.019,0.026,0.013,0.026,0.0,0.006,-0.0015,-0.0061,0.0123,0.0015,-0.0061,0.0153,0.0046,-0.0138,0.0107,-0.0184,0.0123,0.0169,0.0169,-0.0169,0.0169,0.0199,-0.0046,0.0123,-0.0057,-0.0229,0.0459,0.0057,-0.0259,0.0522,0.0172,-0.0451,0.0384,-0.0619,0.0412,0.0596,0.0614,-0.0596,0.0567,0.0746,-0.0202,0.0424,0.0003,0.0037,0.0077,0.0102,0.0126,-0.0094,0.6108,-0.3739,0.1917,0.634,-0.4832,0.2017,0.1771,-0.0871,-0.018,0.6317,-0.4581,0.1619,0.1742,-0.0767,0.2852,0.5579,-0.5106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16,run,0.64,3.42,-0.04,0.0,0.73,0.0,0.0,0.0,0.026,-0.44,-0.18,2.9,2.64,-0.09,3.25,2.64,-2.81,2.64,-1.93,3.16,3.25,3.08,-2.99,3.34,3.08,0.09,2.9,-1.03,4.94,7.76,5.62,5.07,7.59,5.92,-7.32,7.94,0.12,7.42,7.59,3.82,-7.41,7.68,7.59,5.03,7.76,-0.0295,0.5583,-0.4032,0.1605,0.5864,-0.5054,0.1692,0.2028,-0.1955,0.0035,0.5895,-0.4946,0.1093,0.2124,-0.2619,0.2656,0.5756,-0.593,0.006,0.0,0.013,0.006,0.0,0.013,0.013,0.026,0.026,0.006,0.006,0.006,0.019,0.026,0.013,0.026,0.0,0.006,-0.0092,-0.0123,0.0261,0.023,-0.0107,0.0337,0.023,-0.0291,0.0153,-0.0291,0.0276,0.0353,0.0337,-0.0337,0.0353,0.0353,-0.0092,0.0261,-0.0327,-0.039,0.0837,0.0842,-0.0353,0.1052,0.0808,-0.0889,0.0441,-0.0834,0.0861,0.1105,0.106,-0.1047,0.1084,0.1095,-0.0313,0.0812,-0.0028,0.0005,-0.0116,-0.0093,-0.0287,-0.0128,0.5934,-0.387,0.1788,0.6294,-0.4955,0.1946,0.1738,-0.1105,-0.0006,0.6267,-0.477,0.1463,0.187,-0.1301,0.2747,0.576,-0.5398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,run,0.61,3.43,-0.49,-0.11,-2.46,0.0,0.0,0.0,0.026,-0.35,0.18,4.04,3.78,0.26,4.48,3.78,-4.04,3.96,-1.93,4.39,4.57,4.04,-4.13,4.66,4.83,0.35,4.13,-2.1,3.45,9.26,5.44,3.8,9.09,4.77,-8.82,9.44,0.03,5.92,9.09,2.32,-8.91,9.18,9.09,5.79,9.03,-0.0599,0.5172,-0.4267,0.1555,0.5237,-0.508,0.1364,0.2552,-0.325,0.0008,0.5281,-0.501,0.0509,0.2619,-0.4447,0.261,0.5599,-0.6585,0.006,0.0,0.013,0.006,0.0,0.013,0.013,0.026,0.026,0.006,0.006,0.006,0.019,0.026,0.013,0.026,0.0,0.006,-0.0077,-0.0107,0.046,0.043,-0.0107,0.0552,0.043,-0.0522,0.0383,-0.0353,0.0476,0.0552,0.0537,-0.0537,0.0552,0.0522,-0.0077,0.046,-0.0171,-0.0215,0.1338,0.1341,-0.0247,0.1546,0.1317,-0.1489,0.1176,-0.0815,0.1354,0.1525,0.1494,-0.1485,0.1511,0.1403,-0.0161,0.132,-0.0022,-0.0012,-0.0007,0.0001,0.0127,-0.0295,0.5583,-0.4032,0.1605,0.5864,-0.5054,0.1692,0.2028,-0.1955,0.0035,0.5895,-0.4946,0.1093,0.2124,-0.2619,0.2656,0.5756,-0.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.24,run,0.62,3.43,0.01,0.25,2.32,0.0,0.0,0.0,0.026,-1.32,1.05,5.45,4.75,1.05,5.98,4.75,-5.45,5.36,-1.49,5.45,5.89,4.66,-5.62,6.06,5.71,1.14,5.45,-2.7,2.32,10.76,5.8,2.3,10.59,3.92,-8.35,10.94,-0.57,4.42,10.59,0.82,-8.96,10.68,9.39,4.47,7.53,-0.0771,0.4968,-0.4621,0.1658,0.4544,-0.52,0.1121,0.3028,-0.4334,-0.0163,0.4652,-0.5202,0.0112,0.2917,-0.5814,0.2682,0.5358,-0.7209,0.0,0.006,0.006,0.006,0.0,0.006,0.006,0.019,0.019,0.0,0.0,0.006,0.0,0.019,0.006,0.019,0.013,0.0,-0.0061,-0.0046,0.066,0.0629,-0.0046,0.0767,0.0629,-0.0736,0.0614,-0.0353,0.069,0.0782,0.0706,-0.0736,0.0782,0.0828,-0.0031,0.0675,-0.0062,0.008,0.1685,0.1688,0.0057,0.1889,0.1671,-0.1849,0.1687,-0.0571,0.1754,0.1932,0.1679,-0.1788,0.1922,0.2134,0.006,0.1731,-0.0041,-0.0007,-0.0085,-0.0019,-0.0429,-0.0599,0.5172,-0.4267,0.1555,0.5237,-0.508,0.1364,0.2552,-0.325,0.0008,0.5281,-0.501,0.0509,0.2619,-0.4447,0.261,0.5599,-0.6585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.28,run,0.63,3.44,0.44,0.19,-2.51,0.0,0.0,0.0,0.026,-2.11,1.93,6.94,5.36,2.11,7.38,5.45,-6.68,6.77,-0.35,6.33,7.29,4.92,-6.77,7.47,7.29,2.2,6.68,-2.96,0.82,12.26,6.0,0.8,12.09,3.78,-7.12,12.44,-0.58,2.92,12.09,-0.3,-8.5,11.03,9.81,2.97,6.03,-0.0846,0.4539,-0.503,0.1715,0.3991,-0.5268,0.1079,0.3252,-0.4958,-0.0166,0.4023,-0.5294,-0.0085,0.2999,-0.6349,0.2804,0.4929,-0.7609,0.0,0.006,0.006,0.006,0.0,0.006,0.006,0.019,0.019,0.0,0.0,0.006,0.0,0.019,0.006,0.019,0.013,0.0,-0.023,0.0107,0.0905,0.0798,0.0092,0.1028,0.0798,-0.0982,0.0859,-0.0276,0.0874,0.1012,0.0813,-0.0997,0.1028,0.0982,0.0107,0.0905,-0.0676,0.0631,0.2099,0.1814,0.0557,0.2299,0.1802,-0.2214,0.2101,-0.0112,0.1918,0.2214,0.1578,-0.2229,0.2265,0.2068,0.0559,0.2074,-0.0037,-0.0002,0.0001,0.0043,0.0404,-0.0771,0.4968,-0.4621,0.1658,0.4544,-0.52,0.1121,0.3028,-0.4334,-0.0163,0.4652,-0.5202,0.0112,0.2917,-0.5814,0.2682,0.5358,-0.7209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.32,run,0.63,3.43,-0.01,0.13,0.52,0.0,0.0,0.0,0.026,-2.46,2.72,8.09,5.71,2.81,8.7,5.8,-7.56,8.17,-0.35,6.94,8.7,4.92,-7.73,8.79,8.26,3.08,7.65,-3.06,-0.68,13.76,5.5,-0.7,13.59,4.17,-8.1,13.94,-0.3,1.42,13.59,-0.19,-10.0,10.59,10.74,1.47,4.53,-0.0873,0.3926,-0.5371,0.1572,0.3274,-0.5336,0.1192,0.3073,-0.5242,-0.0087,0.3367,-0.5479,-0.0053,0.2697,-0.6402,0.3067,0.4429,-0.7983,0.0,0.006,0.006,0.006,0.0,0.006,0.006,0.019,0.019,0.0,0.0,0.006,0.0,0.019,0.006,0.019,0.013,0.0,-0.0368,0.0261,0.1166,0.0905,0.0276,0.1273,0.092,-0.1197,0.1104,-0.0077,0.1028,0.1258,0.0859,-0.1197,0.1273,0.1258,0.0291,0.112,-0.0991,0.1018,0.2449,0.1673,0.1081,0.2531,0.1722,-0.2356,0.2392,0.067,0.1919,0.2472,0.1277,-0.2309,0.2507,0.2485,0.1083,0.2258,-0.0025,-0.0,0.0076,0.0034,-0.0438,-0.0846,0.4539,-0.503,0.1715,0.3991,-0.5268,0.1079,0.3252,-0.4958,-0.0166,0.4023,-0.5294,-0.0085,0.2999,-0.6349,0.2804,0.4929,-0.7609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.36,run,0.6,3.42,-0.42,-0.5,2.12,0.0,0.0,0.0,0.026,-2.99,3.16,9.67,5.71,3.34,10.11,5.8,-8.17,9.58,-0.44,7.12,10.11,4.31,-8.61,9.76,8.96,3.78,8.35,-3.32,-2.18,15.26,4.85,-2.2,15.09,4.48,-9.33,15.44,0.07,-0.08,15.09,-0.06,-11.5,11.13,11.73,-0.03,3.03,-0.0948,0.3145,-0.5576,0.1385,0.2533,-0.5276,0.128,0.2849,-0.5433,0.0019,0.2691,-0.5417,-0.0016,0.2365,-0.6337,0.3353,0.3884,-0.813,0.006,0.0,0.006,0.0,0.006,0.006,0.013,0.019,0.013,0.013,0.0,0.006,0.006,0.026,0.0,0.006,0.0,0.006,-0.043,0.0399,0.1365,0.0966,0.0399,0.1503,0.0982,-0.135,0.135,-0.0077,0.1135,0.1503,0.0859,-0.1365,0.1503,0.1427,0.0445,0.1289,-0.0924,0.123,0.2462,0.1401,0.1217,0.2635,0.1436,-0.2225,0.2595,0.0469,0.1746,0.2651,0.0894,-0.2249,0.2618,0.2372,0.1333,0.2213,-0.0023,-0.0003,-0.0003,0.0022,0.0091,-0.0873,0.3926,-0.5371,0.1572,0.3274,-0.5336,0.1192,0.3073,-0.5242,-0.0087,0.3367,-0.5479,-0.0053,0.2697,-0.6402,0.3067,0.4429,-0.7983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
