time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,train/approx_kl,train/learning_rate,train/std,train/explained_variance,train/clip_range,train/clip_fraction,train/entropy_loss,train/value_loss,train/n_updates,train/policy_gradient_loss,train/loss
3801088,911.3192138671875,116,796.0,904,4200,0.040875215,0.00015,0.1749095469713211,0.9381283521652222,0.2,0.42266845703125,6.8204867243766785,0.02752814050230275,690,-0.0037580986239239187,0.009765674360096455
3833856,918.7921142578125,117,800.0,915,4188,0.043730214,0.00015,0.17480142414569855,0.9406594634056091,0.2,0.4276784261067708,6.833030226329963,0.03023855727224145,696,-0.005468016081370782,0.016252798959612846
3866624,903.2779541015625,118,800.0,925,4176,0.045071013,0.00015,0.17481841146945953,0.93035888671875,0.2,0.4371083577473958,6.838686150809129,0.02897022234052808,702,-0.00439356273636804,0.004882504232227802
3899392,908.8800048828125,119,800.0,936,4165,0.04366801,0.00015,0.17468751966953278,0.9381248354911804,0.2,0.4307810465494792,6.846890941262245,0.032190987355230995,708,-0.002682167573463327,0.00128925871104002
3932160,925.9232177734375,120,800.0,945,4157,0.042252973,0.00015,0.17475228011608124,0.944644570350647,0.2,0.4225209554036458,6.848367848743995,0.020673533181252424,714,-0.004584376077521786,-0.0027194004505872726
3964928,908.2734985351562,121,800.0,955,4149,0.043457143,0.00015,0.17480382323265076,0.945606529712677,0.2,0.4337310791015625,6.842544801533222,0.028654318123396177,720,-0.003757452631361957,-0.006174514070153236
3997696,897.0480346679688,122,798.0,964,4143,0.044831935,0.00015,0.17478644847869873,0.9337719678878784,0.2,0.4312591552734375,6.8361199125647545,0.036271264053842366,726,-0.0032205357989975405,0.012538334354758263
4030464,899.067138671875,123,798.0,974,4136,0.044304155,0.00015,0.1748390644788742,0.9410801529884338,0.2,0.427947998046875,6.833764097342889,0.03210198617307469,732,-0.0037023094091637176,0.02745351940393448
4063232,900.6632690429688,124,798.0,983,4130,0.045148544,0.00015,0.17474398016929626,0.9403783679008484,0.2,0.4265085856119792,6.840636247148116,0.029535582924533326,738,-0.004176807203596884,-0.0035540536046028137
4096000,914.3521118164062,125,800.0,992,4125,0.041165546,0.00015,0.1745661050081253,0.9364582300186157,0.2,0.4244181315104167,6.855649164567391,0.030384981573054876,744,-0.004118286348481585,-0.0018257107585668564
