t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,rot60_k
0.0,run,1.76,-0.58,0.25,0.26,-0.13,0.0,-0.0,0.0,0.026,-0.18,19.25,79.8,-0.09,16.35,79.01,-0.09,19.42,80.6,0.62,16.88,79.1,0.0,19.16,79.28,-0.09,17.75,79.1,-1.68,17.75,78.3,-1.59,15.11,80.34,1.41,17.92,81.83,1.85,15.64,80.6,1.5,17.57,77.78,-1.59,16.34,80.43,-1.0,-1.0,-0.3702,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.2009,-1.0,-0.5023,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.0,0.006,0.019,0.0,0.006,0.0,0.013,0.013,0.026,0.013,0.019,0.006,0.006,0.0,0.0,0.0,0.0,-0.0031,0.0031,0.0,0.0,0.0,0.0046,-0.0031,0.0,0.0,0.0015,0.0,0.0,-0.0015,0.0031,0.0,0.0,0.0,0.0,-0.0075,0.0075,0.0,0.0,0.0,0.0107,-0.007,0.0,0.0,0.0032,0.0,0.0,-0.0032,0.0075,0.0,0.0,-0.0197,-0.0025,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.04,run,1.67,-0.53,-1.74,-0.01,1.61,0.0,-0.0,0.0,0.026,-0.35,19.07,79.8,-0.26,16.17,79.19,-0.09,19.16,80.77,0.79,16.61,79.37,0.09,18.9,79.1,-0.26,17.49,79.28,-3.18,19.25,79.8,-3.09,13.61,81.84,-0.09,16.42,80.33,3.35,14.14,82.1,0.0,16.07,79.28,-3.09,14.84,81.93,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.3206,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.0,0.006,0.019,0.0,0.006,0.0,0.013,0.013,0.026,0.013,0.019,0.006,0.006,0.0,0.0,0.0,0.0,-0.0046,0.0031,0.0,0.0,0.0046,0.0046,-0.0046,0.0,0.0,0.0015,0.0,0.0,-0.0015,0.0031,0.0,0.0,0.0,0.0,-0.0078,0.0052,0.0,0.0,0.0076,0.0075,-0.0074,0.0,0.0,0.0023,0.0,0.0,-0.0023,0.0052,0.0013,0.0024,0.0044,0.0045,-0.0022,-1.0,-1.0,-0.3702,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.2009,-1.0,-0.5023,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.08,run,1.57,-0.6,-1.81,-3.01,-0.6,0.0,-0.0,0.0,0.026,-1.32,18.54,79.28,-0.88,15.64,79.98,0.18,18.46,81.21,1.49,16.0,80.07,0.88,18.11,78.22,-1.32,16.96,79.89,-4.68,20.75,81.3,-4.59,12.11,83.34,-1.59,17.92,81.83,4.85,12.64,83.6,-1.5,17.57,80.78,-4.59,13.34,83.43,-0.5882,1.0,0.2047,-1.0,-1.0,0.6933,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.7879,1.0,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.0,0.006,0.019,0.0,0.006,0.0,0.013,0.013,0.026,0.013,0.019,0.006,0.006,-0.0031,-0.0031,0.0,-0.0031,-0.0077,0.0061,0.0,-0.0046,0.0077,0.0077,-0.0092,0.0046,0.0015,-0.0031,-0.0031,-0.0031,-0.0061,0.0061,-0.0115,-0.0115,0.0,-0.0115,-0.017,0.0152,0.0,-0.0173,0.0168,0.0168,-0.0225,0.0173,0.0058,-0.0157,-0.0115,-0.0115,-0.0189,0.0152,-0.007,0.0063,-0.0304,-0.0002,0.028,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.3206,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.12,run,1.36,-0.48,-4.08,0.8,-5.47,0.0,-0.0,0.0,0.026,-2.2,18.28,79.1,-1.67,14.77,80.86,0.7,17.84,81.56,2.37,15.12,81.12,0.88,17.4,78.22,-2.11,16.17,80.68,-6.18,22.25,82.8,-6.09,10.61,84.84,-3.09,19.42,83.33,6.35,11.14,85.1,0.0,16.07,79.28,-6.09,11.84,84.93,-1.0,1.0,0.2446,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.9314,0.5563,-0.9791,-1.0,-1.0,1.0,0.019,0.0,0.0,0.013,0.013,0.013,0.0,0.013,0.0,0.013,0.0,0.006,0.0,0.013,0.006,0.026,0.013,0.006,-0.0199,-0.0123,-0.0092,-0.0138,-0.0169,0.0199,0.0046,-0.0169,0.0153,0.0199,-0.0199,0.0169,0.0153,-0.0169,-0.0184,-0.0215,-0.0153,0.0169,-0.0713,-0.0425,-0.0345,-0.0483,-0.0463,0.0624,0.0172,-0.0581,0.0405,0.0577,-0.0559,0.0581,0.0558,-0.0627,-0.0655,-0.077,-0.0477,0.0509,-0.0153,0.0005,-0.0316,-0.0526,-0.0105,-0.5882,1.0,0.2047,-1.0,-1.0,0.6933,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.7879,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.16,run,1.24,-0.33,-1.72,2.54,-5.71,0.0,-0.0,0.0,0.026,-3.52,18.28,79.1,-2.81,13.71,82.09,0.7,17.49,82.0,3.25,13.97,82.27,0.88,16.88,78.22,-3.43,15.03,81.83,-7.68,23.75,81.3,-7.59,9.11,86.34,-4.59,17.92,81.83,7.85,9.64,86.6,1.5,17.57,80.78,-7.59,10.34,86.43,-1.0,1.0,-0.0524,-1.0,-0.6541,1.0,-0.6769,0.7564,-0.2174,1.0,-1.0,1.0,1.0,0.7783,1.0,-1.0,-1.0,1.0,0.019,0.0,0.0,0.013,0.013,0.013,0.0,0.013,0.0,0.013,0.0,0.006,0.0,0.013,0.006,0.026,0.013,0.006,-0.0353,-0.0169,-0.0123,-0.0276,-0.0322,0.0353,0.0138,-0.0276,0.0215,0.0353,-0.0353,0.0353,0.0153,-0.0291,-0.0184,-0.0353,-0.0291,0.0307,-0.1077,-0.0471,-0.0357,-0.0859,-0.0903,0.1015,0.0468,-0.0811,0.0515,0.0982,-0.097,0.11,0.039,-0.0902,-0.0459,-0.106,-0.0854,0.0876,-0.0333,0.0107,-0.0713,0.0139,-0.0955,-1.0,1.0,0.2446,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.9314,0.5563,-0.9791,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.2,run,1.12,-0.64,-2.42,-8.5,-6.52,0.0,-0.0,0.0,0.026,-4.75,18.46,79.54,-3.96,12.39,83.41,0.7,17.67,82.62,4.83,12.66,83.67,0.18,16.08,79.19,-4.57,13.8,82.97,-9.18,25.25,82.8,-9.09,7.61,87.84,-6.09,19.42,83.33,9.35,8.14,88.1,3.0,16.07,82.28,-9.09,8.84,87.93,-1.0,1.0,0.6231,-1.0,-1.0,1.0,-1.0,1.0,0.5851,1.0,-1.0,1.0,1.0,0.1099,1.0,-1.0,-1.0,1.0,0.019,0.0,0.0,0.013,0.013,0.013,0.0,0.013,0.0,0.013,0.0,0.006,0.0,0.013,0.006,0.026,0.013,0.006,-0.0583,-0.0169,-0.0123,-0.0476,-0.0506,0.0568,0.0138,-0.0337,0.0291,0.0506,-0.0552,0.0552,0.0153,-0.0383,-0.0184,-0.0583,-0.0491,0.0506,-0.1619,-0.033,-0.025,-0.135,-0.1324,0.1517,0.0327,-0.0798,0.0649,0.1264,-0.1428,0.152,0.0273,-0.0977,-0.0321,-0.1606,-0.1347,0.1363,-0.0442,0.0239,-0.03,0.0443,-0.0996,-1.0,1.0,-0.0524,-1.0,-0.6541,1.0,-0.6769,0.7564,-0.2174,1.0,-1.0,1.0,1.0,0.7783,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.24,run,0.71,-0.78,-9.85,-3.57,-7.07,0.0,-0.0,0.0,0.058,-6.06,19.07,80.33,-5.1,11.07,84.73,-0.44,18.11,83.14,6.06,11.25,84.81,0.18,15.91,79.89,-5.98,12.48,84.2,-10.68,23.75,84.3,-10.59,6.11,89.34,-7.59,20.92,81.83,10.85,6.64,89.6,4.5,14.57,83.78,-10.59,7.34,89.43,-1.0,0.4117,0.3024,-1.0,-0.7192,1.0,-1.0,1.0,0.0335,1.0,-1.0,1.0,1.0,0.6432,0.4264,-1.0,-1.0,1.0,0.006,0.058,0.013,0.013,0.0,0.006,0.013,0.013,0.0,0.019,0.0,0.019,0.0,0.0,0.033,0.013,0.013,0.013,-0.0798,-0.0138,-0.0046,-0.0675,-0.0736,0.0798,0.0138,-0.0307,0.0399,0.0782,-0.0782,0.0798,0.0031,-0.0522,-0.0015,-0.0782,-0.0706,0.0706,-0.1934,-0.0117,0.0111,-0.1689,-0.1785,0.192,0.0229,-0.0445,0.0854,0.1915,-0.1858,0.1979,-0.0266,-0.1199,0.0405,-0.1868,-0.1744,0.1698,-0.0551,-0.0029,-0.0422,-0.1483,-0.1137,-1.0,1.0,0.6231,-1.0,-1.0,1.0,-1.0,1.0,0.5851,1.0,-1.0,1.0,1.0,0.1099,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.28,run,0.55,-1.2,-3.79,-10.43,-6.06,0.0,-0.0,0.0,0.058,-7.56,19.95,81.47,-6.68,9.76,86.22,-1.58,18.81,83.14,7.38,9.84,86.31,0.26,15.64,80.95,-7.38,11.43,85.08,-12.18,25.25,85.8,-12.09,4.61,90.84,-9.09,22.42,80.33,12.35,5.14,91.1,6.0,13.07,85.28,-12.09,5.84,90.93,-1.0,1.0,0.4694,-1.0,0.1904,1.0,-1.0,1.0,-0.3473,1.0,-1.0,1.0,1.0,-0.4099,0.3068,-1.0,-1.0,1.0,0.006,0.058,0.013,0.013,0.0,0.006,0.013,0.013,0.0,0.019,0.0,0.019,0.0,0.0,0.033,0.013,0.013,0.013,-0.1028,-0.0031,0.0092,-0.0874,-0.0966,0.1028,-0.0061,-0.023,0.0491,0.0997,-0.1028,0.0997,0.0031,-0.0552,0.0107,-0.1028,-0.0936,0.092,-0.2211,0.0318,0.0592,-0.1925,-0.2106,0.2201,-0.0582,-0.0026,0.0941,0.214,-0.2215,0.2128,-0.0187,-0.0953,0.074,-0.2222,-0.2078,0.1988,-0.0905,-0.0158,-0.172,-0.0623,-0.1235,-1.0,0.4117,0.3024,-1.0,-0.7192,1.0,-1.0,1.0,0.0335,1.0,-1.0,1.0,1.0,0.6432,0.4264,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.32,run,0.35,-1.42,-4.62,-7.12,-2.18,0.0,-0.0,0.0,0.058,-8.7,20.65,82.53,-7.82,8.44,87.54,-3.08,19.95,83.23,8.7,8.44,87.71,1.14,14.94,82.18,-8.7,10.28,86.75,-13.68,23.75,84.3,-13.59,3.11,89.34,-10.59,20.92,78.83,13.85,3.64,92.6,7.5,11.57,86.78,-13.59,4.34,92.43,-1.0,-1.0,-0.1465,-1.0,0.0053,-1.0,-1.0,0.8296,-1.0,1.0,-1.0,1.0,0.4053,0.151,1.0,-1.0,-1.0,1.0,0.006,0.058,0.013,0.013,0.0,0.006,0.013,0.013,0.0,0.019,0.0,0.019,0.0,0.0,0.033,0.013,0.013,0.013,-0.1289,0.0123,0.0291,-0.115,-0.1197,0.1289,-0.0261,-0.0107,0.0491,0.1227,-0.1273,0.1258,0.0046,-0.0598,0.0291,-0.1273,-0.112,0.1074,-0.2526,0.0798,0.1162,-0.2383,-0.2337,0.2519,-0.1155,0.0442,0.0659,0.2361,-0.2471,0.2468,-0.0073,-0.084,0.1208,-0.2476,-0.2145,0.1967,-0.104,-0.0521,-0.0662,-0.1821,-0.1057,-1.0,1.0,0.4694,-1.0,0.1904,1.0,-1.0,1.0,-0.3473,1.0,-1.0,1.0,1.0,-0.4099,0.3068,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.36,run,0.12,-1.78,-4.66,-10.97,1.51,0.0,-0.0,0.0,0.123,-10.11,21.53,83.67,-9.4,7.12,88.77,-4.48,21.01,83.14,10.11,7.12,89.03,2.02,13.97,83.41,-10.2,8.7,88.15,-15.18,22.25,85.8,-15.09,1.61,90.84,-12.09,22.42,77.33,15.35,2.14,94.1,6.0,10.07,88.28,-15.09,2.84,93.93,-1.0,-1.0,0.9293,-1.0,0.4694,0.3125,-1.0,1.0,-0.1459,1.0,-1.0,1.0,-1.0,-0.204,1.0,-1.0,-1.0,1.0,0.019,0.123,0.013,0.019,0.006,0.0,0.019,0.0,0.071,0.026,0.0,0.019,0.026,0.0,0.033,0.013,0.026,0.013,-0.1488,0.0245,0.0476,-0.135,-0.1427,0.1519,-0.0522,0.0092,0.0506,0.1457,-0.1519,0.1503,0.0199,-0.0721,0.0506,-0.1503,-0.1319,0.1365,-0.2517,0.102,0.1505,-0.2417,-0.2501,0.2628,-0.1789,0.1059,0.0519,0.2517,-0.2652,0.265,0.0525,-0.1049,0.1653,-0.2598,-0.2251,0.2472,-0.1222,-0.0715,-0.0806,-0.1242,-0.0381,-1.0,-1.0,-0.1465,-1.0,0.0053,-1.0,-1.0,0.8296,-1.0,1.0,-1.0,1.0,0.4053,0.151,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
