t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,rot60_k
0.0,run,1.19,0.65,-0.16,0.11,-0.67,0.0,-0.0,0.0,0.019,-0.09,18.81,80.07,-0.09,15.82,78.66,-0.26,19.42,80.42,0.35,16.08,79.01,-0.09,18.54,79.28,-0.09,17.4,78.66,-1.59,17.4,78.57,-1.59,14.58,80.16,1.24,17.92,81.74,1.76,14.85,80.51,1.41,17.22,77.78,-1.59,16.08,80.07,-1.0,-1.0,-0.4283,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.2651,-1.0,-0.322,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.013,0.006,0.013,0.0,0.006,0.0,0.006,0.013,0.006,0.013,0.019,0.0,0.006,0.0,-0.0015,0.0,0.0,-0.0015,0.0,0.0,0.0,0.0,0.0015,-0.0015,0.0,0.0,-0.0015,0.0,0.0,-0.0031,0.0015,0.0,-0.0037,0.0,0.0,-0.0037,0.0,0.0,0.0,0.0,0.0037,-0.0037,0.0,0.0,-0.0032,0.0,0.0,-0.0075,0.0037,0.0,0.0,0.0004,-0.0039,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.04,run,1.14,0.69,-0.93,-0.03,0.07,0.0,-0.0,0.0,0.019,-0.53,18.54,80.07,-0.26,15.56,78.84,-0.26,19.07,80.6,0.53,15.64,79.19,0.09,18.54,79.19,-0.44,17.23,78.75,-3.09,18.9,80.07,-3.09,13.08,81.66,-0.26,16.42,80.24,3.26,13.35,82.01,-0.09,15.72,79.28,-3.09,14.58,81.57,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.1433,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.013,0.006,0.013,0.0,0.006,0.0,0.006,0.013,0.006,0.013,0.019,0.0,0.006,0.0,-0.0015,0.0,0.0,-0.0046,0.0,0.0,0.0,0.0031,0.0015,-0.0046,0.0,0.0,-0.0031,0.0,0.0,-0.0031,0.0015,0.0,-0.0026,0.0,0.0,-0.0077,0.0,0.0,0.0,0.005,0.0026,-0.0077,0.0,0.0,-0.0047,0.0,0.0,-0.0052,0.0026,-0.0006,0.0011,-0.0028,0.0019,-0.0117,-1.0,-1.0,-0.4283,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.2651,-1.0,-0.322,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.08,run,0.94,0.73,-3.28,-0.48,1.2,0.0,-0.0,0.0,0.019,-1.23,18.02,79.8,-0.79,15.03,79.54,0.09,18.28,81.04,1.05,15.21,79.89,0.7,17.75,78.31,-1.05,16.7,79.28,-4.59,20.4,81.57,-4.59,11.58,83.16,-1.76,17.92,81.74,4.76,11.85,83.51,-1.59,17.22,80.78,-4.59,13.08,83.07,-0.3861,1.0,0.2976,-1.0,-1.0,0.7748,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.013,0.006,0.013,0.0,0.006,0.0,0.006,0.013,0.006,0.013,0.019,0.0,0.006,-0.0077,-0.0061,0.0,-0.0031,-0.0092,0.0031,0.0,-0.0061,0.0061,0.0046,-0.0123,0.0031,0.0031,-0.0031,-0.0015,-0.0061,-0.0061,0.0031,-0.0289,-0.0192,0.0,-0.0116,-0.0227,0.0116,0.0,-0.0232,0.0151,0.0134,-0.0343,0.0116,0.0116,-0.0033,-0.0058,-0.0232,-0.0152,0.0076,-0.0049,0.0046,-0.0162,-0.0005,0.0012,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.1433,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.12,run,0.85,0.61,-0.64,-3.43,-4.35,0.0,-0.0,0.0,0.026,-2.02,17.75,79.63,-1.41,14.24,80.68,0.53,17.58,81.39,2.37,14.33,81.04,0.88,16.88,78.31,-2.02,15.91,80.07,-6.09,21.9,80.07,-6.09,10.08,84.66,-3.26,19.42,83.24,6.26,10.35,85.01,-0.09,15.72,79.28,-6.09,11.58,84.57,-1.0,1.0,0.133,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.8624,0.3089,-1.0,-1.0,-1.0,1.0,0.026,0.006,0.0,0.019,0.006,0.013,0.0,0.0,0.006,0.013,0.0,0.013,0.0,0.006,0.0,0.019,0.013,0.019,-0.0199,-0.0153,-0.0046,-0.0123,-0.0184,0.0153,0.0061,-0.0199,0.0138,0.0138,-0.0199,0.0153,0.0138,-0.0169,-0.0169,-0.0169,-0.0153,0.0123,-0.066,-0.0478,-0.0172,-0.0424,-0.0502,0.0539,0.0229,-0.0677,0.0392,0.0437,-0.0526,0.0539,0.0482,-0.0538,-0.0613,-0.0563,-0.045,0.0397,-0.0224,0.008,-0.0573,-0.0083,0.021,-0.3861,1.0,0.2976,-1.0,-1.0,0.7748,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.16,run,0.72,0.67,-1.92,1.52,-7.68,0.0,-0.0,0.0,0.026,-3.34,17.75,79.54,-2.55,13.1,81.83,0.53,17.31,81.83,3.34,13.1,82.09,0.7,16.17,78.49,-3.25,14.77,80.68,-7.59,23.4,78.57,-7.59,8.58,86.16,-4.76,20.92,81.74,7.76,8.85,86.51,1.41,17.22,80.78,-7.59,10.08,86.07,-1.0,1.0,0.1073,-1.0,-1.0,1.0,-0.706,0.8589,-0.3492,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.026,0.006,0.0,0.019,0.006,0.013,0.0,0.0,0.006,0.013,0.0,0.013,0.0,0.006,0.0,0.019,0.013,0.019,-0.0337,-0.0199,-0.0077,-0.023,-0.0322,0.0353,0.0138,-0.0322,0.0199,0.0368,-0.0353,0.0353,0.0169,-0.0322,-0.0169,-0.0337,-0.0291,0.0261,-0.098,-0.0507,-0.0235,-0.0699,-0.0869,0.1124,0.0448,-0.0934,0.0504,0.1168,-0.0943,0.1124,0.0452,-0.0952,-0.0429,-0.1026,-0.0832,0.0795,-0.0305,-0.0018,-0.0112,-0.0599,-0.0759,-1.0,1.0,0.133,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.8624,0.3089,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.2,run,0.61,0.45,-2.81,-6.16,-4.59,0.0,-0.0,0.0,0.026,-4.83,17.84,79.72,-3.87,11.87,83.23,0.53,17.4,82.44,4.57,11.87,83.41,0.09,15.82,78.93,-4.48,13.89,82.35,-9.09,24.9,80.07,-9.09,7.08,87.66,-6.26,22.42,83.24,9.26,7.35,88.01,2.91,15.72,82.28,-9.09,8.58,87.57,-1.0,1.0,0.7625,-1.0,-1.0,1.0,-1.0,1.0,0.7359,1.0,-1.0,1.0,1.0,0.3713,1.0,-1.0,-1.0,1.0,0.026,0.006,0.0,0.019,0.006,0.013,0.0,0.0,0.006,0.013,0.0,0.013,0.0,0.006,0.0,0.019,0.013,0.019,-0.0568,-0.0199,-0.0092,-0.043,-0.0522,0.0552,0.0138,-0.0368,0.0276,0.0537,-0.0568,0.0537,0.0138,-0.0445,-0.0138,-0.0552,-0.0491,0.0368,-0.1549,-0.0355,-0.0222,-0.1238,-0.1356,0.1535,0.0313,-0.0826,0.0641,0.1451,-0.1466,0.1478,0.0201,-0.1126,-0.0185,-0.1524,-0.1331,0.0959,-0.0415,0.0034,-0.0336,0.0266,-0.134,-1.0,1.0,0.1073,-1.0,-1.0,1.0,-0.706,0.8589,-0.3492,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.24,run,0.51,0.08,-2.15,-9.55,-7.76,0.0,-0.0,0.0,0.091,-5.98,18.46,79.98,-5.19,10.55,84.73,-0.7,18.02,82.97,5.89,10.46,84.73,0.0,15.64,80.07,-5.89,12.92,83.67,-10.59,23.4,78.57,-10.59,5.58,89.16,-7.76,23.92,84.74,10.76,5.85,89.51,4.41,14.22,80.78,-10.59,7.08,89.07,-1.0,0.5838,0.0314,-1.0,-0.767,1.0,-1.0,1.0,0.3571,1.0,-1.0,1.0,1.0,0.4474,0.1113,-1.0,-1.0,1.0,0.013,0.091,0.0,0.013,0.0,0.0,0.006,0.006,0.0,0.026,0.0,0.013,0.0,0.006,0.019,0.019,0.013,0.019,-0.0828,-0.0184,-0.0061,-0.066,-0.0736,0.0798,0.0138,-0.0353,0.0383,0.0752,-0.0782,0.0767,0.0031,-0.0506,-0.0061,-0.0767,-0.0644,0.066,-0.2063,-0.0191,-0.004,-0.173,-0.1755,0.1996,0.0219,-0.0521,0.0851,0.1821,-0.1832,0.1898,-0.0262,-0.1019,0.0158,-0.1873,-0.1507,0.1765,-0.0511,-0.0161,-0.049,-0.1074,-0.08,-1.0,1.0,0.7625,-1.0,-1.0,1.0,-1.0,1.0,0.7359,1.0,-1.0,1.0,1.0,0.3713,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.28,run,0.46,-0.47,-1.18,-12.22,-3.2,0.0,-0.0,0.0,0.091,-7.47,19.42,79.98,-6.94,8.96,86.22,-2.02,18.81,83.5,7.38,8.88,86.4,0.53,15.21,80.95,-7.65,10.99,85.34,-12.09,21.9,80.07,-12.09,4.08,90.66,-9.26,25.42,83.24,12.26,4.35,91.01,5.91,15.72,82.28,-12.09,5.58,90.57,-1.0,0.3055,0.9784,-1.0,-0.725,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.8742,0.3134,-1.0,-1.0,1.0,0.013,0.091,0.0,0.013,0.0,0.0,0.006,0.006,0.0,0.026,0.0,0.013,0.0,0.006,0.019,0.019,0.013,0.019,-0.1028,-0.0077,-0.0015,-0.089,-0.0966,0.1058,-0.0077,-0.0245,0.0476,0.0982,-0.1028,0.0997,0.0015,-0.0537,0.0138,-0.1012,-0.0813,0.089,-0.2194,0.027,0.0145,-0.2076,-0.2094,0.2378,-0.0654,0.0039,0.0942,0.2141,-0.2206,0.2194,-0.0241,-0.0829,0.0861,-0.2234,-0.169,0.2101,-0.0602,-0.0485,-0.0376,-0.1667,-0.1355,-1.0,0.5838,0.0314,-1.0,-0.767,1.0,-1.0,1.0,0.3571,1.0,-1.0,1.0,1.0,0.4474,0.1113,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.32,run,0.53,-0.93,2.19,-12.32,1.06,0.0,-0.0,0.0,0.091,-8.96,20.13,79.8,-8.17,7.73,87.36,-3.52,20.21,84.11,8.7,7.47,87.71,1.05,14.5,81.47,-8.88,9.76,86.66,-13.59,20.4,81.57,-13.59,2.58,89.16,-10.76,26.92,81.74,13.76,2.85,92.51,7.41,17.22,83.78,-13.59,4.08,92.07,-1.0,-1.0,0.3745,-1.0,-0.82,-0.3811,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.4661,-1.0,-1.0,1.0,0.013,0.091,0.0,0.013,0.0,0.0,0.006,0.006,0.0,0.026,0.0,0.013,0.0,0.006,0.019,0.019,0.013,0.019,-0.1289,0.0092,-0.0015,-0.1197,-0.1243,0.1319,-0.0307,-0.0107,0.0568,0.1243,-0.1304,0.1289,0.0107,-0.0614,0.0291,-0.1319,-0.115,0.1181,-0.2363,0.0725,0.0101,-0.2427,-0.2342,0.2492,-0.1188,0.0466,0.0952,0.2326,-0.242,0.2461,0.0123,-0.0823,0.1089,-0.2537,-0.2254,0.2396,-0.0646,-0.0963,-0.0206,-0.2134,-0.0558,-1.0,0.3055,0.9784,-1.0,-0.725,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.8742,0.3134,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.36,run,0.53,-1.5,0.53,-15.82,3.87,0.0,-0.0,0.0,0.111,-10.2,20.74,79.37,-9.49,6.42,88.59,-4.83,21.53,84.64,10.02,6.24,89.03,2.29,14.41,82.0,-10.28,8.44,88.33,-15.09,18.9,83.07,-15.09,1.08,90.66,-12.26,28.42,80.24,15.26,1.35,94.01,7.24,18.72,85.28,-15.09,2.58,93.57,-1.0,-1.0,1.0,-1.0,-0.6223,0.9339,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.2068,1.0,0.6808,-1.0,-1.0,1.0,0.013,0.111,0.006,0.026,0.006,0.0,0.013,0.013,0.0,0.019,0.0,0.013,0.006,0.006,0.039,0.013,0.033,0.006,-0.1549,0.0215,-0.0046,-0.1411,-0.1457,0.1519,-0.0568,0.0138,0.0675,0.1473,-0.1549,0.1519,0.0199,-0.0736,0.0383,-0.1534,-0.1365,0.1411,-0.2618,0.0961,-0.0042,-0.2493,-0.2433,0.2481,-0.1795,0.1233,0.1063,0.2478,-0.2601,0.2573,0.0426,-0.103,0.1103,-0.257,-0.2371,0.2527,-0.0584,-0.1363,0.0382,-0.2151,0.0186,-1.0,-1.0,0.3745,-1.0,-0.82,-0.3811,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.4661,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
