t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,rot60_k
0.0,run,-0.88,1.05,-0.55,0.49,-0.11,0.0,-0.0,0.0,0.026,0.0,19.25,79.63,-0.09,16.17,79.45,-0.18,19.34,79.72,0.26,15.91,79.1,-0.09,18.37,79.28,0.26,17.05,78.93,-1.59,17.75,78.13,-1.5,14.85,80.69,1.32,17.84,81.22,1.68,14.76,80.6,-1.59,17.13,77.78,-1.41,15.81,80.43,-0.907,-1.0,-0.439,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.0746,-1.0,-0.2382,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.0,0.006,0.013,0.006,0.006,0.0,0.013,0.019,0.019,0.019,0.026,0.0,0.006,0.0,0.0,0.0,-0.0015,-0.0031,0.0046,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,-0.0046,0.0,0.0031,-0.0031,0.0,0.0,0.0,0.0,-0.0032,-0.0076,0.0113,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,-0.0108,0.0,0.007,-0.0076,0.0,0.0,0.0,0.0045,0.0021,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.04,run,-0.92,1.01,-0.43,-1.32,-0.85,0.0,-0.0,0.0,0.026,-0.62,19.07,79.37,-0.26,16.0,79.89,-0.18,18.9,79.8,0.26,15.56,79.45,-0.44,18.19,79.1,-0.35,16.88,79.28,-3.09,19.25,79.63,-3.0,13.35,82.19,-0.18,16.34,79.72,3.18,13.26,82.1,-3.09,15.63,79.28,-2.91,14.31,81.93,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0835,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.0,0.006,0.013,0.006,0.006,0.0,0.013,0.019,0.019,0.019,0.026,0.0,0.006,0.0015,0.0,0.0,-0.0015,-0.0031,0.0046,0.0,0.0,0.0,0.0015,-0.0061,0.0,0.0,-0.0046,0.0,0.0031,-0.0046,0.0,0.0025,0.0,0.0,-0.0022,-0.0053,0.0079,0.0,0.0,0.0,0.0026,-0.0101,0.0,0.0,-0.0075,0.0,0.0049,-0.0078,0.0,-0.0032,0.0043,-0.0096,0.0085,-0.002,-0.907,-1.0,-0.439,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.0746,-1.0,-0.2382,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.08,run,-1.17,0.97,-5.89,-1.63,-3.77,0.0,-0.0,0.0,0.026,-1.32,18.37,78.84,-0.88,15.29,80.51,0.35,18.02,80.51,1.32,15.03,80.16,-1.23,17.49,78.22,-0.97,16.26,79.89,-1.59,17.75,81.13,-4.5,11.85,83.69,-1.68,17.84,81.22,4.68,11.76,83.6,-4.59,17.13,80.78,-4.41,12.81,83.43,0.3797,0.5393,0.3592,-1.0,-1.0,0.7282,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.0,0.006,0.013,0.006,0.006,0.0,0.013,0.019,0.019,0.019,0.026,0.0,0.006,-0.0092,-0.0031,-0.0046,-0.0046,-0.0061,0.0123,0.0,-0.0077,0.0015,0.0015,-0.0123,0.0061,-0.0061,-0.0077,-0.0031,-0.0077,-0.0077,0.0061,-0.0322,-0.0097,-0.0146,-0.0113,-0.0134,0.0298,0.0,-0.0243,0.0049,0.0019,-0.0265,0.0194,-0.0194,-0.015,-0.0097,-0.0306,-0.0152,0.0194,-0.0067,0.0006,-0.0075,-0.0231,-0.0149,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0835,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.12,run,-0.82,1.01,7.86,1.26,-1.27,0.0,-0.0,0.0,0.026,-2.02,17.93,78.57,-1.76,14.5,81.47,0.88,17.4,80.86,2.02,14.15,81.12,-2.02,16.52,77.96,-1.85,15.47,80.68,-3.09,19.25,82.63,-6.0,10.35,85.19,-3.18,19.34,82.72,6.18,10.26,85.1,-3.09,15.63,79.28,-5.91,11.31,84.93,-1.0,1.0,0.3113,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.7685,0.6286,-0.1884,-1.0,-1.0,-1.0,1.0,0.006,0.006,0.0,0.013,0.006,0.0,0.0,0.006,0.006,0.026,0.0,0.019,0.019,0.013,0.0,0.026,0.013,0.006,-0.0215,-0.0153,-0.0138,-0.0153,-0.0184,0.023,0.0092,-0.023,0.0138,0.0199,-0.0215,0.0184,-0.0199,-0.0199,-0.0184,-0.0184,-0.0184,0.0169,-0.0681,-0.0524,-0.0444,-0.0478,-0.055,0.0608,0.0342,-0.074,0.049,0.0697,-0.0527,0.0592,-0.0649,-0.0561,-0.0638,-0.0613,-0.0505,0.0535,-0.0289,-0.0031,-0.1028,-0.0284,-0.0658,0.3797,0.5393,0.3592,-1.0,-1.0,0.7282,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.16,run,-1.08,0.92,-4.92,-2.02,-7.46,0.0,-0.0,0.0,0.026,-2.64,17.84,78.57,-2.64,13.1,82.97,0.88,17.31,81.3,3.43,12.66,82.44,-3.16,16.08,78.13,-3.25,14.24,81.83,-4.59,20.75,81.13,-7.5,8.85,86.69,-4.68,17.84,81.22,7.68,8.76,86.6,-1.59,17.13,80.78,-7.41,9.81,86.43,-1.0,1.0,-0.3536,-1.0,-1.0,1.0,-0.5438,-1.0,-0.3005,1.0,-1.0,1.0,0.4155,1.0,1.0,-1.0,-1.0,1.0,0.006,0.006,0.0,0.013,0.006,0.0,0.0,0.006,0.006,0.026,0.0,0.019,0.019,0.013,0.0,0.026,0.013,0.006,-0.0337,-0.023,-0.0184,-0.0307,-0.0322,0.0399,0.0184,-0.0337,0.0199,0.0322,-0.0368,0.0353,-0.0337,-0.0368,-0.023,-0.0337,-0.0322,0.0307,-0.0937,-0.0654,-0.0483,-0.0909,-0.0902,0.1058,0.0584,-0.092,0.0573,0.0948,-0.0944,0.1047,-0.0972,-0.1025,-0.0619,-0.1004,-0.0871,0.0892,0.0021,0.0007,0.1371,0.0221,-0.0222,-1.0,1.0,0.3113,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.7685,0.6286,-0.1884,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.2,run,-0.93,0.66,6.64,-5.86,-6.65,0.0,-0.0,0.0,0.026,-3.34,17.93,78.84,-4.39,11.95,84.02,0.97,17.31,81.74,4.48,11.6,83.58,-3.69,15.64,78.66,-4.48,13.18,82.71,-6.09,22.25,82.63,-9.0,7.35,88.19,-6.18,19.34,82.72,9.18,7.26,88.1,-0.09,15.63,82.28,-8.91,8.31,87.93,-0.8799,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.6662,1.0,-1.0,1.0,0.4255,-0.139,1.0,-1.0,-1.0,1.0,0.006,0.006,0.0,0.013,0.006,0.0,0.0,0.006,0.006,0.026,0.0,0.019,0.019,0.013,0.0,0.026,0.013,0.006,-0.0445,-0.0245,-0.0184,-0.046,-0.0568,0.066,0.0184,-0.0353,0.0276,0.0568,-0.0629,0.0583,-0.0537,-0.0445,-0.0199,-0.0583,-0.0537,0.0506,-0.0997,-0.0507,-0.0338,-0.1124,-0.1411,0.1568,0.0409,-0.0693,0.0645,0.1443,-0.1489,0.1463,-0.1313,-0.0961,-0.0336,-0.1482,-0.1292,0.1257,-0.0211,-0.0076,-0.0859,-0.0352,-0.1301,-1.0,1.0,-0.3536,-1.0,-1.0,1.0,-0.5438,-1.0,-0.3005,1.0,-1.0,1.0,0.4155,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.24,run,-1.28,0.41,-8.6,-6.11,-9.59,0.0,-0.0,0.0,0.058,-3.43,18.46,79.72,-4.83,10.72,85.34,-0.18,17.93,82.35,5.8,10.28,84.9,-3.96,15.47,79.72,-5.8,12.13,84.2,-7.59,20.75,84.13,-10.5,5.85,89.69,-7.68,17.84,84.22,10.68,5.76,89.6,-0.74,17.13,83.78,-10.41,6.81,89.43,-0.2488,-0.3681,0.3656,-1.0,-1.0,1.0,-1.0,0.4995,0.5147,1.0,-1.0,1.0,-0.0211,1.0,0.3164,-1.0,-1.0,1.0,0.019,0.058,0.006,0.033,0.006,0.0,0.006,0.0,0.0,0.045,0.0,0.013,0.0,0.019,0.013,0.026,0.033,0.013,-0.0568,-0.023,-0.0138,-0.0767,-0.0767,0.0844,0.0199,-0.0353,0.0353,0.0752,-0.0813,0.0782,-0.0629,-0.0522,-0.0107,-0.0798,-0.0721,0.066,-0.1154,-0.0298,-0.0066,-0.1928,-0.1729,0.1783,0.0343,-0.0485,0.0737,0.1695,-0.1727,0.1766,-0.1262,-0.0958,0.0107,-0.1836,-0.1589,0.1451,-0.008,-0.0301,0.1159,-0.1022,-0.116,-0.8799,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.6662,1.0,-1.0,1.0,0.4255,-0.139,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.28,run,-1.52,0.07,-7.56,-7.68,-1.45,0.0,-0.0,0.0,0.058,-4.92,19.16,80.77,-6.59,9.4,86.75,-1.23,18.72,82.79,7.03,8.88,86.22,-3.78,15.47,80.6,-7.21,11.07,85.52,-9.09,19.25,85.63,-12.0,4.35,91.19,-9.18,19.34,85.72,12.18,4.26,91.1,0.76,15.63,82.28,-11.91,5.31,90.93,-1.0,0.1373,0.5688,-1.0,-0.5664,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.416,-0.1046,-1.0,-1.0,-1.0,1.0,0.019,0.058,0.006,0.033,0.006,0.0,0.006,0.0,0.0,0.045,0.0,0.013,0.0,0.019,0.013,0.026,0.033,0.013,-0.0583,-0.0138,0.0015,-0.0844,-0.0982,0.1074,0.0,-0.0245,0.046,0.0982,-0.1043,0.1012,-0.0675,-0.0552,0.0077,-0.1028,-0.0905,0.092,-0.0866,0.0139,0.0532,-0.1639,-0.202,0.2115,-0.0511,0.0065,0.092,0.2053,-0.2076,0.2103,-0.1057,-0.0786,0.0769,-0.2153,-0.1806,0.1998,-0.0385,-0.052,-0.1501,-0.1066,-0.1674,-0.2488,-0.3681,0.3656,-1.0,-1.0,1.0,-1.0,0.4995,0.5147,1.0,-1.0,1.0,-0.0211,1.0,0.3164,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.32,run,-1.25,-0.22,5.89,-6.2,2.18,0.0,-0.0,0.0,0.058,-6.06,19.51,82.0,-7.91,8.09,88.07,-2.64,18.9,83.41,8.44,7.56,87.54,-3.16,15.47,81.74,-8.61,9.49,86.84,-10.59,17.75,84.13,-13.5,4.25,92.69,-10.68,17.84,84.22,13.68,2.76,92.6,-0.74,14.13,80.78,-13.41,3.81,92.43,-1.0,-1.0,0.0973,-1.0,0.5318,1.0,-1.0,-0.2452,-1.0,1.0,-1.0,1.0,-1.0,-0.0391,0.1456,-1.0,-1.0,1.0,0.019,0.058,0.006,0.033,0.006,0.0,0.006,0.0,0.0,0.045,0.0,0.013,0.0,0.019,0.013,0.026,0.033,0.013,-0.0844,-0.0015,0.0199,-0.115,-0.1212,0.1319,-0.0184,-0.0107,0.0537,0.1197,-0.1289,0.1243,-0.0644,-0.0552,0.023,-0.1273,-0.1089,0.115,-0.1574,0.0553,0.1056,-0.2286,-0.2268,0.2392,-0.1041,0.0558,0.0929,0.2235,-0.2364,0.2326,-0.0626,-0.055,0.1108,-0.2418,-0.1947,0.2253,-0.0595,-0.0814,-0.132,-0.1341,-0.0253,-1.0,0.1373,0.5688,-1.0,-0.5664,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.416,-0.1046,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.36,run,-1.19,-0.51,0.68,-8.64,4.06,0.0,-0.0,0.0,0.084,-7.47,19.6,83.23,-9.32,6.77,89.3,-4.04,19.34,84.11,9.76,6.24,88.95,-2.2,15.38,82.27,-10.11,8.17,88.33,-12.09,16.25,85.63,-15.0,2.75,91.19,-12.18,19.34,82.72,15.18,1.26,94.1,-2.24,15.63,82.28,-14.91,2.31,93.93,-0.9618,-1.0,0.8009,-1.0,-1.0,-1.0,-1.0,0.8975,-0.7146,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.006,0.084,0.0,0.026,0.006,0.006,0.019,0.0,0.0,0.039,0.0,0.026,0.0,0.026,0.033,0.013,0.033,0.013,-0.1043,0.0046,0.0414,-0.1381,-0.1442,0.1549,-0.043,-0.0077,0.0644,0.1442,-0.1519,0.1473,-0.0537,-0.0552,0.043,-0.1519,-0.1365,0.1381,-0.185,0.0617,0.1545,-0.2464,-0.2451,0.2538,-0.165,0.0506,0.1053,0.2485,-0.2519,0.2492,-0.0035,-0.0385,0.1524,-0.2614,-0.2399,0.2441,-0.0361,-0.107,0.1029,-0.1082,0.038,-1.0,-1.0,0.0973,-1.0,0.5318,1.0,-1.0,-0.2452,-1.0,1.0,-1.0,1.0,-1.0,-0.0391,0.1456,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
