t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,rot60_k
0.0,run,-0.22,-0.83,-0.83,-1.83,3.21,0.0,0.0,0.0,0.026,-3.34,6.5,92.72,2.55,16.52,79.54,-3.16,6.59,92.2,3.34,15.82,78.57,-3.25,6.59,92.64,3.43,16.88,79.37,-4.84,5.0,91.22,1.22,15.46,80.87,-1.66,5.09,93.7,4.84,14.76,80.25,-4.75,5.09,91.14,1.93,15.64,80.87,-0.9766,-1.0,-0.3504,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.1656,-1.0,-0.4972,-1.0,-1.0,1.0,0.013,0.006,0.006,0.0,0.0,0.006,0.0,0.019,0.006,0.006,0.006,0.026,0.013,0.0,0.013,0.013,0.0,0.006,0.0,0.0,0.0,-0.0015,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,-0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,-0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0081,-0.0086,-0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.04,run,-0.29,-0.78,-1.25,1.19,-0.41,0.0,0.0,0.0,0.026,-3.69,6.5,92.72,2.46,16.35,79.8,-3.16,6.33,92.2,3.34,15.38,78.75,-3.43,6.42,92.46,3.16,16.52,79.54,-6.34,6.5,92.72,-0.28,13.96,82.37,-3.16,3.59,92.2,6.34,13.26,81.75,-6.25,3.59,92.64,0.43,14.14,82.37,-1.0,0.6434,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.247,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.0,0.0,0.006,0.0,0.019,0.006,0.006,0.006,0.026,0.013,0.0,0.013,0.013,0.0,0.006,0.0,0.0,0.0,-0.0031,-0.0077,0.0031,0.0,0.0,0.0,0.0,-0.0077,-0.0031,0.0,0.0,0.0,0.0,-0.0046,0.0,0.0,0.0,0.0,-0.0052,-0.0126,0.0053,0.0,0.0,0.0,0.0,-0.0126,-0.0045,0.0,0.0,0.0,0.0,-0.0076,0.0,-0.0077,-0.0141,-0.0145,-0.0319,0.056,-0.9766,-1.0,-0.3504,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.1656,-1.0,-0.4972,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.08,run,-0.42,-0.95,-2.24,-4.48,0.41,0.0,0.0,0.0,0.026,-4.48,5.98,92.2,1.85,15.73,80.51,-2.99,5.62,92.46,4.31,14.77,79.54,-4.31,5.62,91.58,2.46,16.08,80.16,-4.84,8.0,94.22,-1.78,12.46,83.87,-4.66,5.09,93.7,7.84,11.76,83.25,-7.75,5.09,94.14,-1.07,12.64,83.87,0.0468,0.6046,0.4542,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.0,0.0,0.006,0.0,0.019,0.006,0.006,0.006,0.026,0.013,0.0,0.013,0.013,0.0,0.006,-0.0061,0.0,0.0,-0.0046,-0.0107,0.0077,0.0,-0.0046,0.0,0.0,-0.0153,0.0,-0.0031,-0.0031,-0.0031,-0.0046,-0.0107,0.0031,-0.0222,0.0,0.0,-0.0092,-0.02,0.0204,0.0,-0.0167,0.0,0.0,-0.0366,0.008,-0.0111,-0.0111,-0.0111,-0.0167,-0.0276,0.0111,-0.0135,-0.0098,-0.0218,0.0209,-0.0071,-1.0,0.6434,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.247,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.12,run,-0.71,-0.85,-7.36,1.2,-0.07,0.0,0.0,0.0,0.045,-5.36,5.62,91.67,1.05,14.77,81.47,-2.2,5.1,92.9,5.1,13.97,80.42,-5.19,4.92,91.23,1.49,15.21,81.04,-6.34,9.5,95.72,-3.28,10.96,85.37,-6.16,6.59,95.2,9.34,10.26,84.75,-6.25,3.59,92.64,-2.57,11.14,85.37,-1.0,0.7857,0.3772,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.5471,0.3471,-1.0,-1.0,-1.0,1.0,0.0,0.006,0.0,0.013,0.0,0.006,0.006,0.013,0.013,0.045,0.0,0.033,0.013,0.006,0.006,0.019,0.0,0.013,-0.0199,-0.0092,-0.0092,-0.0153,-0.0215,0.0199,0.0031,-0.0169,0.0046,0.0169,-0.0261,0.0138,-0.0184,-0.0169,-0.0184,-0.0169,-0.0184,0.0138,-0.067,-0.0343,-0.0343,-0.0465,-0.054,0.06,0.0114,-0.0574,0.0172,0.0629,-0.0657,0.0571,-0.065,-0.0593,-0.065,-0.0574,-0.0479,0.0478,-0.0249,-0.0246,-0.0392,-0.0783,0.0071,0.0468,0.6046,0.4542,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.16,run,-0.75,-0.75,0.39,0.26,-4.87,0.0,0.0,0.0,0.045,-5.36,5.54,91.58,0.0,13.71,82.79,-2.11,4.66,93.34,6.15,12.66,81.56,-6.15,4.22,91.41,0.35,14.06,82.09,-7.84,11.0,94.22,-4.78,9.46,86.87,-7.66,8.09,93.7,10.84,8.76,86.25,-5.16,2.09,94.14,-4.07,9.64,86.87,-1.0,1.0,0.2547,-1.0,-0.01,1.0,-0.4393,0.6198,0.0394,1.0,-1.0,1.0,-0.1473,0.2448,1.0,-1.0,-1.0,1.0,0.0,0.006,0.0,0.013,0.0,0.006,0.006,0.013,0.013,0.045,0.0,0.033,0.013,0.006,0.006,0.019,0.0,0.013,-0.0353,-0.0153,-0.0184,-0.0291,-0.0383,0.0368,0.0169,-0.0261,0.0123,0.0307,-0.0399,0.0291,-0.0337,-0.0291,-0.0245,-0.0337,-0.0337,0.0291,-0.1045,-0.0471,-0.0586,-0.0844,-0.1012,0.1054,0.0599,-0.0748,0.0408,0.0959,-0.0978,0.0975,-0.1031,-0.0876,-0.0685,-0.1036,-0.0911,0.0911,-0.0505,-0.0157,-0.1284,0.021,-0.0013,-1.0,0.7857,0.3772,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.5471,0.3471,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,run,-0.92,-0.51,-3.76,4.71,-16.75,0.0,0.0,0.0,0.045,-6.42,5.62,91.58,-1.32,12.39,84.11,-2.11,4.75,93.87,7.38,11.43,82.79,-6.86,3.25,92.11,-0.97,12.83,83.14,-9.34,12.5,95.72,-6.28,7.96,88.37,-9.16,9.59,95.2,12.34,7.26,87.75,-4.96,3.59,95.64,-5.57,8.14,88.37,-1.0,0.998,0.8715,-1.0,-1.0,0.9287,-1.0,0.6935,1.0,1.0,-1.0,1.0,-0.1417,1.0,1.0,-1.0,-1.0,1.0,0.0,0.006,0.0,0.013,0.0,0.006,0.006,0.013,0.013,0.045,0.0,0.033,0.013,0.006,0.006,0.019,0.0,0.013,-0.0353,-0.0169,-0.0199,-0.0476,-0.0568,0.0598,0.0184,-0.0337,0.0199,0.0491,-0.0629,0.0491,-0.0506,-0.0414,-0.0215,-0.0537,-0.0537,0.0476,-0.0732,-0.0387,-0.0468,-0.1285,-0.1402,0.1605,0.0477,-0.0813,0.0575,0.1365,-0.1552,0.1435,-0.1358,-0.1076,-0.0364,-0.1477,-0.139,0.1332,-0.0538,-0.0071,0.0068,0.0046,-0.085,-1.0,1.0,0.2547,-1.0,-0.01,1.0,-0.4393,0.6198,0.0394,1.0,-1.0,1.0,-0.1473,0.2448,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.24,run,-1.07,-0.33,-3.9,3.65,-9.01,0.0,0.0,0.0,0.052,-7.29,6.33,92.2,-2.64,11.07,85.52,-2.64,5.19,94.39,8.61,10.11,84.11,-7.12,2.9,92.9,-2.29,11.43,84.29,-10.84,14.0,94.22,-7.78,6.46,89.87,-10.66,11.09,96.7,13.84,5.76,89.25,-3.46,2.09,94.14,-7.07,6.64,89.87,-1.0,1.0,0.1631,-1.0,-0.3218,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.0342,-0.0685,-0.6644,-1.0,-1.0,1.0,0.019,0.013,0.006,0.006,0.0,0.0,0.013,0.013,0.013,0.052,0.0,0.039,0.006,0.006,0.006,0.026,0.0,0.006,-0.0537,-0.0153,-0.0199,-0.0706,-0.0798,0.0828,0.0184,-0.0322,0.0291,0.0706,-0.0844,0.0706,-0.0629,-0.0583,-0.0092,-0.0767,-0.0752,0.066,-0.1198,-0.0214,-0.0328,-0.1757,-0.1839,0.1981,0.0334,-0.0512,0.0745,0.1756,-0.1887,0.1805,-0.1408,-0.1382,0.0202,-0.1891,-0.1773,0.1618,-0.069,0.0143,-0.0655,0.0823,-0.2923,-1.0,0.998,0.8715,-1.0,-1.0,0.9287,-1.0,0.6935,1.0,1.0,-1.0,1.0,-0.1417,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.28,run,-1.25,-0.53,-4.21,-5.29,-3.59,0.0,0.0,0.0,0.052,-8.35,6.68,93.16,-4.04,9.76,87.01,-3.96,5.89,94.83,9.84,8.7,85.52,-7.12,2.29,93.6,-3.6,10.11,85.87,-12.34,15.5,95.72,-9.28,6.79,91.37,-12.16,9.59,95.2,15.34,4.26,90.75,-4.96,3.14,95.64,-8.57,5.14,91.37,-1.0,1.0,0.5039,-1.0,0.5779,1.0,-1.0,-1.0,-0.7872,1.0,-1.0,1.0,-1.0,0.5116,1.0,-1.0,-1.0,1.0,0.019,0.013,0.006,0.006,0.0,0.0,0.013,0.013,0.013,0.052,0.0,0.039,0.006,0.006,0.006,0.026,0.0,0.006,-0.069,-0.0031,-0.0092,-0.0936,-0.1028,0.1074,0.0092,-0.0245,0.0383,0.092,-0.1074,0.0936,-0.0675,-0.0644,0.0046,-0.0997,-0.0997,0.0859,-0.1415,0.0311,0.0174,-0.2093,-0.2151,0.2308,-0.0112,-0.007,0.0867,0.2035,-0.2185,0.2127,-0.1158,-0.1198,0.066,-0.2188,-0.2162,0.1881,-0.082,0.0292,-0.0681,0.0636,-0.1572,-1.0,1.0,0.1631,-1.0,-0.3218,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.0342,-0.0685,-0.6644,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.32,run,-1.31,-0.53,-2.43,-0.32,4.61,0.0,0.0,0.0,0.052,-9.67,8.26,93.87,-5.36,8.53,88.33,-5.19,7.12,95.54,11.16,7.38,86.92,-6.42,2.11,94.22,-5.01,8.79,87.19,-13.84,14.0,94.22,-10.78,5.29,89.87,-13.66,11.09,96.7,16.84,2.76,92.25,-6.46,1.64,97.14,-10.07,3.64,92.87,-0.4853,-1.0,-0.5309,-1.0,-0.6369,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0966,1.0,-1.0,-1.0,1.0,0.019,0.013,0.006,0.006,0.0,0.0,0.013,0.013,0.013,0.052,0.0,0.039,0.006,0.006,0.006,0.026,0.0,0.006,-0.0874,0.0031,0.0077,-0.1181,-0.1258,0.1335,-0.0138,-0.0123,0.046,0.1135,-0.1319,0.1181,-0.0675,-0.0752,0.0169,-0.1227,-0.1227,0.1135,-0.1684,0.0449,0.0758,-0.239,-0.2373,0.2599,-0.0945,0.0413,0.0896,0.2234,-0.2454,0.2414,-0.0811,-0.1243,0.0924,-0.2399,-0.2381,0.2357,-0.0976,0.0123,-0.0734,-0.0924,-0.0627,-1.0,1.0,0.5039,-1.0,0.5779,1.0,-1.0,-1.0,-0.7872,1.0,-1.0,1.0,-1.0,0.5116,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.36,run,-1.58,-0.97,-7.8,-9.7,-2.11,0.0,0.0,0.0,0.065,-10.9,9.32,94.66,-6.77,7.38,89.56,-6.68,8.44,96.06,12.66,5.98,88.33,-5.98,1.67,95.1,-6.42,7.47,88.42,-15.34,12.5,95.72,-12.28,3.79,91.37,-15.16,9.59,98.2,18.34,1.26,93.75,-7.96,3.14,95.64,-11.57,2.14,94.37,-1.0,-0.6402,0.7188,-1.0,0.0368,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.6047,-0.0894,-1.0,-1.0,1.0,0.019,0.052,0.006,0.013,0.0,0.0,0.013,0.0,0.006,0.058,0.0,0.065,0.0,0.013,0.013,0.026,0.013,0.033,-0.1104,0.0307,0.0199,-0.1411,-0.1473,0.1565,-0.0353,0.0092,0.0583,0.1365,-0.1549,0.1427,-0.0552,-0.0782,0.0276,-0.1473,-0.1457,0.1365,-0.2036,0.1343,0.0987,-0.253,-0.2461,0.2676,-0.1462,0.1089,0.1084,0.2421,-0.2575,0.2604,-0.011,-0.0984,0.1047,-0.2593,-0.2524,0.2507,-0.1027,0.0123,-0.0424,-0.0055,0.0805,-0.4853,-1.0,-0.5309,-1.0,-0.6369,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0966,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
