t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,rot60_k
0.0,run,-0.39,-0.56,-0.28,-0.22,-0.79,0.0,-0.0,0.0,0.026,0.0,19.95,79.19,-0.18,16.17,79.72,-0.09,19.34,79.63,0.18,16.17,78.93,0.0,18.81,79.98,0.0,17.58,78.93,-1.5,18.45,77.69,-1.59,14.85,80.95,1.41,17.84,81.13,1.68,14.94,80.43,1.5,17.31,78.3,-1.5,16.17,80.43,-1.0,-1.0,-0.3788,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.253,-1.0,-0.4612,-1.0,-1.0,1.0,0.019,0.006,0.006,0.006,0.006,0.0,0.0,0.013,0.006,0.013,0.0,0.013,0.013,0.013,0.026,0.013,0.006,0.006,0.0,0.0,0.0,-0.0015,-0.0031,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,-0.0015,0.0,0.0,0.0,0.0,-0.0032,-0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,-0.0038,0.0,0.0,0.0,0.0173,-0.0139,0.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.04,run,-0.38,-0.54,0.91,-0.16,-0.66,0.0,-0.0,0.0,0.026,-0.35,19.95,79.01,-0.26,16.08,80.24,-0.09,18.98,79.63,0.18,15.91,79.01,0.18,18.54,79.72,-0.35,17.4,79.01,-3.0,19.95,79.19,-3.09,13.35,82.45,-0.09,16.34,79.63,3.18,13.44,81.93,0.0,15.81,79.8,-3.0,14.67,81.93,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.1667,1.0,-1.0,-1.0,1.0,0.019,0.006,0.006,0.006,0.006,0.0,0.0,0.013,0.006,0.013,0.0,0.013,0.013,0.013,0.026,0.013,0.006,0.006,0.0,0.0,0.0,-0.0015,-0.0031,0.0046,0.0,0.0,0.0,0.0,-0.0046,0.0,0.0,0.0,0.0031,0.0,-0.0015,0.0,0.0,0.0,0.0,-0.0022,-0.0053,0.0078,0.0,0.0,0.0,0.0,-0.0075,0.0,0.0,0.0,0.0053,0.0,-0.0026,0.0,-0.0019,-0.0013,-0.0049,-0.0039,-0.0138,-1.0,-1.0,-0.3788,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.253,-1.0,-0.4612,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.08,run,-0.64,-0.42,-5.37,1.91,4.38,0.0,-0.0,0.0,0.026,-1.14,19.42,78.66,-0.88,15.38,80.77,0.09,18.19,80.16,1.23,15.29,79.8,0.88,17.75,79.19,-0.97,16.79,79.72,-4.5,21.45,80.69,-4.59,11.85,83.95,-1.59,17.84,81.13,4.68,11.94,83.43,-1.5,17.31,81.3,-4.5,13.17,83.43,-0.1513,0.9982,0.254,-1.0,-1.0,0.2883,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.8991,1.0,1.0,-1.0,-1.0,1.0,0.019,0.006,0.006,0.006,0.006,0.0,0.0,0.013,0.006,0.013,0.0,0.013,0.013,0.013,0.026,0.013,0.006,0.006,-0.0061,0.0,-0.0031,-0.0031,-0.0046,0.0138,0.0,-0.0061,0.0,0.0,-0.0092,0.0015,0.0031,-0.0046,-0.0015,-0.0061,-0.0046,0.0015,-0.0231,0.0,-0.0115,-0.0073,-0.0095,0.0401,0.0,-0.0231,0.0,0.0,-0.0226,0.0058,0.0115,-0.0173,-0.0136,-0.0231,-0.0134,0.0058,-0.0006,0.0007,0.0159,-0.0029,-0.0115,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.1667,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.12,run,-0.5,-0.39,4.86,-1.4,2.0,0.0,-0.0,0.0,0.026,-2.02,18.9,78.57,-1.76,14.59,81.65,0.62,17.49,80.6,2.11,14.41,80.86,0.97,16.96,79.01,-1.85,16.0,80.6,-6.0,22.95,80.58,-6.09,10.35,85.45,-3.09,19.34,82.63,6.18,10.44,84.93,0.0,15.81,79.8,-6.0,11.67,84.93,-1.0,1.0,0.1833,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.7934,0.2449,-1.0,-1.0,-1.0,1.0,0.013,0.013,0.0,0.013,0.0,0.0,0.0,0.0,0.006,0.026,0.0,0.019,0.006,0.006,0.006,0.019,0.006,0.013,-0.0199,-0.0092,-0.0092,-0.0138,-0.0169,0.023,0.0031,-0.0199,0.0092,0.0184,-0.0199,0.0153,0.0153,-0.0184,-0.0107,-0.0169,-0.0153,0.0138,-0.0679,-0.0345,-0.0311,-0.0454,-0.0526,0.0626,0.0115,-0.0679,0.0345,0.069,-0.0561,0.0558,0.0541,-0.0639,-0.044,-0.0564,-0.0496,0.05,-0.0237,0.0114,-0.0938,0.0334,0.0764,-0.1513,0.9982,0.254,-1.0,-1.0,0.2883,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.8991,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.16,run,-0.76,-0.34,-4.85,1.37,-9.13,0.0,-0.0,0.0,0.026,-3.25,18.63,78.57,-2.9,13.54,82.97,0.62,17.14,80.95,3.16,13.27,82.0,0.88,16.17,79.19,-3.16,14.85,81.56,-7.5,24.45,79.08,-7.59,8.85,86.95,-4.59,17.84,81.13,7.68,8.94,86.43,1.5,17.31,81.3,-7.5,10.17,86.43,-1.0,1.0,-0.2698,-1.0,-1.0,1.0,-0.9647,-0.0289,-0.3189,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.013,0.013,0.0,0.013,0.0,0.0,0.0,0.0,0.006,0.026,0.0,0.019,0.006,0.006,0.006,0.019,0.006,0.013,-0.0353,-0.0184,-0.0107,-0.0291,-0.0307,0.0383,0.0123,-0.0322,0.0169,0.0337,-0.0353,0.0337,0.0169,-0.0322,-0.0138,-0.0322,-0.0291,0.0291,-0.1047,-0.0585,-0.0275,-0.0889,-0.0883,0.101,0.0424,-0.0933,0.0527,0.1055,-0.0964,0.1077,0.0436,-0.0962,-0.0423,-0.0967,-0.0862,0.0922,-0.0117,0.0139,0.0847,-0.0244,0.035,-1.0,1.0,0.1833,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.7934,0.2449,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.2,run,-0.79,-0.28,0.31,0.99,-10.05,0.0,-0.0,0.0,0.026,-4.57,19.34,78.66,-4.04,12.3,84.38,0.62,17.14,81.3,4.39,12.04,83.32,0.26,15.91,79.89,-4.39,13.71,82.35,-9.0,25.95,80.58,-9.09,7.35,88.45,-6.09,19.34,82.63,9.18,7.44,87.93,3.0,15.81,82.8,-9.0,8.67,87.93,-0.9828,1.0,0.9813,-1.0,-1.0,1.0,-1.0,1.0,0.7517,1.0,-1.0,1.0,1.0,-0.1699,1.0,-1.0,-1.0,1.0,0.013,0.013,0.0,0.013,0.0,0.0,0.0,0.0,0.006,0.026,0.0,0.019,0.006,0.006,0.006,0.019,0.006,0.013,-0.0568,-0.023,-0.0107,-0.0491,-0.0491,0.0614,0.0123,-0.0383,0.023,0.0522,-0.0552,0.0537,0.0153,-0.046,-0.0107,-0.0552,-0.0491,0.046,-0.1544,-0.0583,-0.0192,-0.1375,-0.1313,0.1575,0.0296,-0.0885,0.0601,0.1433,-0.1428,0.1506,0.0247,-0.1194,-0.018,-0.1545,-0.1356,0.1282,-0.034,0.0183,-0.0846,0.0239,-0.1593,-1.0,1.0,-0.2698,-1.0,-1.0,1.0,-0.9647,-0.0289,-0.3189,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.24,run,-0.91,-0.69,-3.82,-10.3,-9.63,0.0,-0.0,0.0,0.039,-5.89,19.95,79.19,-5.45,10.99,85.69,-0.35,17.84,82.09,5.62,10.63,84.55,0.18,15.56,80.77,-5.8,12.83,83.94,-7.5,27.45,79.08,-10.59,5.85,89.95,-7.59,17.84,81.13,10.68,5.94,89.43,4.5,17.31,84.3,-10.5,7.17,89.43,-0.1347,1.0,0.0828,-1.0,-0.3437,1.0,-1.0,0.0532,0.0599,1.0,-1.0,1.0,0.8406,0.9221,1.0,-1.0,-1.0,1.0,0.013,0.039,0.006,0.013,0.006,0.0,0.013,0.0,0.0,0.033,0.0,0.019,0.0,0.019,0.006,0.013,0.039,0.0,-0.0798,-0.0107,-0.0092,-0.069,-0.0706,0.0859,0.0123,-0.0383,0.0291,0.0736,-0.0767,0.0767,0.0046,-0.0506,0.0015,-0.0767,-0.069,0.0598,-0.1943,0.0052,-0.0077,-0.171,-0.1724,0.2022,0.0208,-0.0619,0.065,0.1808,-0.1804,0.1917,-0.0229,-0.1008,0.0334,-0.1886,-0.1696,0.1415,-0.0366,0.0231,0.0055,0.0173,-0.1754,-0.9828,1.0,0.9813,-1.0,-1.0,1.0,-1.0,1.0,0.7517,1.0,-1.0,1.0,1.0,-0.1699,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.28,run,-1.1,-0.97,-5.91,-7.13,-2.35,0.0,-0.0,0.0,0.039,-7.12,20.92,79.54,-6.77,9.67,87.19,-1.67,18.46,82.71,6.94,9.23,85.96,0.44,15.56,81.65,-7.21,11.51,85.34,-9.0,25.95,80.58,-12.09,4.35,88.45,-9.09,19.34,82.63,12.18,4.44,90.93,6.0,15.81,82.8,-12.0,5.67,90.93,-1.0,-0.1449,0.4271,-1.0,-1.0,-0.2843,-1.0,1.0,0.256,1.0,-1.0,1.0,1.0,0.2975,-0.3108,-1.0,-1.0,1.0,0.013,0.039,0.006,0.013,0.006,0.0,0.013,0.0,0.0,0.033,0.0,0.019,0.0,0.019,0.006,0.013,0.039,0.0,-0.1028,0.0,0.0,-0.0936,-0.0936,0.1089,-0.0046,-0.0261,0.043,0.0951,-0.1012,0.0982,0.0031,-0.0568,0.0169,-0.1012,-0.0844,0.0874,-0.2223,0.0439,0.0291,-0.2117,-0.2069,0.2278,-0.0487,0.0027,0.0973,0.2071,-0.2183,0.2147,-0.0218,-0.0936,0.0809,-0.2241,-0.1763,0.2026,-0.0472,-0.0124,-0.0667,-0.1798,-0.1681,-0.1347,1.0,0.0828,-1.0,-0.3437,1.0,-1.0,0.0532,0.0599,1.0,-1.0,1.0,0.8406,0.9221,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.32,run,-1.15,-1.49,-2.91,-13.06,5.72,0.0,-0.0,0.0,0.039,-7.91,21.88,79.8,-8.09,8.35,88.33,-2.99,18.63,82.44,8.35,7.82,87.36,1.32,15.56,82.88,-8.7,9.93,86.75,-10.5,24.45,82.08,-13.59,2.85,89.95,-10.59,20.84,81.13,13.68,2.94,92.43,4.5,14.31,81.3,-13.5,4.17,92.43,-1.0,-0.6268,0.3827,-1.0,0.4704,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5642,0.4296,-0.0823,-1.0,-1.0,1.0,0.013,0.039,0.006,0.013,0.006,0.0,0.013,0.0,0.0,0.033,0.0,0.019,0.0,0.019,0.006,0.013,0.039,0.0,-0.1243,0.0169,0.0061,-0.1166,-0.1166,0.135,-0.0276,-0.0153,0.0537,0.1181,-0.1258,0.1227,0.0077,-0.0568,0.0322,-0.1258,-0.1074,0.112,-0.2361,0.094,0.0434,-0.2345,-0.2311,0.2572,-0.1204,0.0421,0.1084,0.2312,-0.2448,0.2423,0.002,-0.0655,0.1141,-0.2488,-0.2096,0.2338,-0.064,-0.0372,-0.1031,-0.1245,-0.041,-1.0,-0.1449,0.4271,-1.0,-1.0,-0.2843,-1.0,1.0,0.256,1.0,-1.0,1.0,1.0,0.2975,-0.3108,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.36,run,-1.23,-1.93,-3.54,-11.19,3.57,0.0,-0.0,0.0,0.058,-8.7,22.85,80.33,-9.49,7.29,89.12,-4.39,19.51,82.27,9.67,6.5,88.77,2.29,15.73,83.32,-10.11,8.61,88.68,-12.0,22.95,83.58,-15.09,1.35,88.45,-12.09,22.34,79.63,15.18,1.44,93.93,3.0,12.81,82.8,-15.0,2.67,93.93,-1.0,-1.0,0.2397,-1.0,-0.4419,-1.0,-1.0,1.0,0.1165,1.0,-1.0,1.0,-0.446,0.0527,0.9227,-1.0,-1.0,1.0,0.019,0.058,0.006,0.019,0.033,0.0,0.013,0.006,0.019,0.045,0.0,0.019,0.0,0.013,0.019,0.019,0.033,0.006,-0.1381,0.0337,0.0107,-0.1396,-0.1396,0.1549,-0.0506,-0.0123,0.0491,0.1427,-0.1503,0.1473,0.023,-0.0568,0.0537,-0.1519,-0.135,0.1365,-0.217,0.129,0.0476,-0.2503,-0.248,0.2548,-0.1704,0.041,0.0586,0.2538,-0.2633,0.2615,0.0588,-0.0459,0.1603,-0.2719,-0.2502,0.2556,-0.0679,-0.0822,-0.0508,-0.2279,0.0998,-1.0,-0.6268,0.3827,-1.0,0.4704,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5642,0.4296,-0.0823,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
