t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,rot60_k
0.0,run,0.35,1.52,0.05,0.0,-0.69,0.0,-0.0,0.0,0.019,-0.09,19.25,79.72,0.44,16.52,79.19,-0.09,19.42,79.63,0.18,16.88,79.63,-0.09,18.98,79.28,0.0,17.58,79.19,-1.59,17.75,78.22,-1.06,15.2,80.51,1.41,17.92,81.04,1.68,15.64,80.87,-1.59,17.48,77.78,-1.5,16.17,80.51,-0.9292,-1.0,-0.4436,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.1991,-1.0,-0.4537,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.006,0.006,0.013,0.0,0.006,0.0,0.0,0.019,0.019,0.019,0.019,0.006,0.006,0.0,0.0,0.0,0.0,-0.0015,0.0031,0.0,0.0,0.0,0.0,-0.0031,0.0031,0.0,0.0,0.0,0.0,-0.0015,0.0015,0.0,0.0,0.0,0.0,-0.0038,0.0075,0.0,0.0,0.0,0.0,-0.0075,0.0075,0.0,0.0,0.0,0.0,-0.0038,0.0038,0.0,0.0,-0.0114,0.0215,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.04,run,0.29,1.52,-0.94,-0.16,-0.34,0.0,-0.0,0.0,0.019,-0.44,19.07,79.63,0.35,16.52,79.54,-0.09,19.16,79.63,0.35,16.61,79.89,-0.35,18.81,79.1,-0.18,17.31,79.45,-3.09,19.25,79.72,-2.56,13.7,82.01,-0.09,16.42,79.54,3.18,14.14,82.37,-3.09,15.98,79.28,-3.0,14.67,82.01,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.3978,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.006,0.006,0.013,0.0,0.006,0.0,0.0,0.019,0.019,0.019,0.019,0.006,0.006,0.0,0.0,0.0,0.0,-0.0031,0.0031,0.0,0.0,0.0015,0.0,-0.0046,0.0046,0.0,0.0,0.0,0.0,-0.0015,0.0031,0.0,0.0,0.0,0.0,-0.0051,0.0053,0.0,0.0,0.0025,0.0,-0.0078,0.0078,0.0,0.0,0.0,0.0,-0.0026,0.0051,0.0,-0.0004,0.0008,0.0001,-0.0121,-0.9292,-1.0,-0.4436,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.1991,-1.0,-0.4537,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.08,run,0.28,1.43,0.83,-2.86,-0.83,0.0,-0.0,0.0,0.019,-1.14,18.54,79.19,-0.18,15.73,80.33,0.09,18.37,80.07,0.97,16.08,80.51,-1.14,18.11,78.22,-1.23,16.79,79.98,-1.59,17.75,81.22,-4.06,12.2,83.51,-1.59,17.92,81.04,4.68,12.64,83.87,-4.59,17.48,80.78,-4.5,13.17,83.51,0.2562,0.6381,0.2854,-1.0,-1.0,0.6119,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.006,0.0,0.006,0.006,0.013,0.0,0.006,0.0,0.0,0.019,0.019,0.019,0.019,0.006,0.006,-0.0061,-0.0031,-0.0015,-0.0015,-0.0031,0.0092,0.0,-0.0046,0.0015,0.0031,-0.0092,0.0092,-0.0046,-0.0031,-0.0031,-0.0031,-0.0061,0.0077,-0.023,-0.0115,-0.0058,-0.0058,-0.0036,0.0267,0.0,-0.0173,0.0018,0.0115,-0.0227,0.0227,-0.0173,-0.0115,-0.0115,-0.0115,-0.0191,0.0209,-0.0053,-0.0007,-0.0164,-0.0029,-0.006,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.3978,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.12,run,0.13,1.45,-3.8,-0.01,-2.48,0.0,-0.0,0.0,0.026,-1.93,18.11,78.93,-1.05,14.85,81.12,0.62,17.75,80.51,2.11,15.21,81.56,-2.02,17.31,78.31,-2.02,15.91,80.86,-3.09,19.25,82.72,-5.56,10.7,85.01,-3.09,19.42,82.54,6.18,11.14,85.37,-3.09,18.98,79.28,-6.0,11.67,85.01,-1.0,1.0,0.5087,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.4184,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.026,0.0,0.006,0.0,0.006,0.006,0.019,0.0,0.0,0.019,0.006,0.0,0.026,0.013,0.006,-0.0184,-0.0123,-0.0092,-0.0107,-0.0169,0.023,0.0031,-0.0184,0.0092,0.0138,-0.0184,0.0199,-0.0184,-0.0153,-0.0184,-0.0215,-0.0153,0.0169,-0.0621,-0.0425,-0.0328,-0.0385,-0.0542,0.0704,0.0115,-0.0638,0.03,0.0483,-0.0504,0.0561,-0.0638,-0.054,-0.0655,-0.077,-0.0479,0.0491,-0.0065,-0.0081,0.0145,-0.0499,-0.0145,0.2562,0.6381,0.2854,-1.0,-1.0,0.6119,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.16,run,-0.02,1.36,-2.91,-2.62,-8.04,0.0,-0.0,0.0,0.026,-2.46,17.93,78.93,-2.02,13.8,82.44,0.62,17.4,80.86,3.16,14.06,82.79,-3.08,16.88,78.49,-3.25,14.85,81.83,-4.59,20.75,81.22,-7.06,9.2,86.51,-4.59,20.92,84.04,7.68,9.64,86.87,-1.59,17.48,80.78,-7.5,10.17,86.51,-1.0,1.0,0.1024,-1.0,-0.9603,1.0,-1.0,1.0,0.5545,1.0,-1.0,1.0,0.334,0.6568,0.3795,-1.0,-1.0,1.0,0.0,0.0,0.0,0.026,0.0,0.006,0.0,0.006,0.006,0.019,0.0,0.0,0.019,0.006,0.0,0.026,0.013,0.006,-0.0322,-0.0199,-0.0138,-0.0261,-0.0322,0.0368,0.0123,-0.0291,0.0169,0.0337,-0.0337,0.0383,-0.0337,-0.0291,-0.0169,-0.0353,-0.0307,0.0322,-0.0953,-0.0586,-0.0402,-0.0846,-0.0956,0.1012,0.0426,-0.085,0.0498,0.1087,-0.0929,0.1084,-0.1023,-0.0897,-0.0401,-0.1058,-0.0911,0.092,-0.0193,-0.0068,-0.0663,-0.0002,-0.0433,-1.0,1.0,0.5087,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.4184,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.2,run,-0.22,1.43,-4.76,2.78,-8.73,0.0,-0.0,0.0,0.026,-3.43,17.93,79.37,-3.34,12.57,83.67,0.62,17.4,81.21,4.39,12.83,84.02,-3.6,16.61,79.28,-4.48,13.62,83.06,-6.09,22.25,82.72,-8.56,7.7,88.01,-6.09,22.42,85.54,9.18,8.14,88.37,-0.09,15.98,79.28,-9.0,8.67,88.01,-1.0,1.0,0.8015,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.2414,0.1066,-0.0769,-1.0,-1.0,1.0,0.0,0.0,0.0,0.026,0.0,0.006,0.0,0.006,0.006,0.019,0.0,0.0,0.019,0.006,0.0,0.026,0.013,0.006,-0.0414,-0.023,-0.0138,-0.043,-0.0506,0.0598,0.0123,-0.0353,0.023,0.0522,-0.0537,0.0598,-0.0522,-0.0368,-0.0138,-0.0568,-0.0491,0.0491,-0.1012,-0.0525,-0.0282,-0.1225,-0.1359,0.1571,0.0298,-0.0825,0.0579,0.1451,-0.1398,0.1564,-0.1406,-0.0915,-0.0166,-0.1546,-0.1328,0.1277,-0.0326,-0.0147,-0.0508,-0.0458,-0.1402,-1.0,1.0,0.1024,-1.0,-0.9603,1.0,-1.0,1.0,0.5545,1.0,-1.0,1.0,0.334,0.6568,0.3795,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.24,run,-0.88,1.2,-15.13,-7.34,-11.34,0.0,-0.0,0.0,0.058,-3.6,18.02,80.24,-4.66,11.16,85.17,-0.44,18.02,82.62,5.71,11.43,85.43,-4.04,17.14,79.98,-5.89,12.39,84.29,-7.59,23.75,84.22,-10.06,6.2,89.51,-7.59,20.92,87.04,10.68,6.64,89.87,-1.59,14.48,80.78,-10.5,7.17,89.51,-1.0,1.0,0.3496,-1.0,0.1523,1.0,-1.0,0.4081,0.3735,1.0,-1.0,1.0,-0.982,0.1167,0.3218,-1.0,-1.0,1.0,0.052,0.058,0.013,0.026,0.006,0.0,0.006,0.006,0.006,0.026,0.0,0.0,0.013,0.0,0.013,0.013,0.013,0.013,-0.0583,-0.023,-0.0061,-0.066,-0.0721,0.0813,0.0123,-0.0353,0.0291,0.0736,-0.0752,0.0813,-0.0614,-0.0414,0.0,-0.0782,-0.0706,0.0706,-0.1341,-0.0368,0.009,-0.1719,-0.1756,0.1904,0.0209,-0.0578,0.0635,0.182,-0.1783,0.1899,-0.1329,-0.0813,0.0401,-0.1886,-0.1734,0.1698,-0.0496,-0.0085,-0.083,0.0486,-0.1524,-1.0,1.0,0.8015,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.2414,0.1066,-0.0769,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.28,run,-0.35,0.46,11.28,-14.9,-1.87,0.0,-0.0,0.0,0.058,-5.27,18.81,81.3,-6.15,9.84,86.57,-1.76,18.72,83.5,7.21,10.02,86.84,-4.04,16.44,80.24,-7.47,11.34,85.17,-9.09,22.25,82.72,-11.56,4.7,88.01,-9.09,22.42,88.54,12.18,5.14,91.37,-3.09,12.98,82.28,-12.0,5.67,91.01,-1.0,-0.8809,-0.1676,-1.0,-0.0099,-0.277,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.4233,-1.0,-1.0,1.0,0.052,0.058,0.013,0.026,0.006,0.0,0.006,0.006,0.006,0.026,0.0,0.0,0.013,0.0,0.013,0.013,0.013,0.013,-0.0614,-0.0215,0.0092,-0.089,-0.0966,0.1074,-0.0061,-0.0245,0.0537,0.0966,-0.0997,0.1058,-0.069,-0.0322,0.0123,-0.1028,-0.092,0.092,-0.1054,-0.02,0.0639,-0.2068,-0.2151,0.2312,-0.0545,-0.0001,0.1366,0.2139,-0.217,0.2252,-0.1219,-0.0223,0.0742,-0.2242,-0.2021,0.1995,-0.1072,-0.0286,-0.2641,-0.1281,-0.1979,-1.0,1.0,0.3496,-1.0,0.1523,1.0,-1.0,0.4081,0.3735,1.0,-1.0,1.0,-0.982,0.1167,0.3218,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.32,run,-1.11,0.15,-20.1,-11.02,3.88,0.0,-0.0,0.0,0.058,-6.24,19.51,82.35,-7.38,8.53,87.71,-2.99,19.86,85.08,8.53,8.7,88.07,-3.78,16.08,80.51,-8.61,10.11,86.84,-10.59,20.75,84.22,-13.06,3.2,89.51,-10.59,20.92,90.04,13.68,3.64,92.87,-4.59,14.48,83.78,-13.5,4.17,92.51,-1.0,-1.0,0.8887,-1.0,-1.0,1.0,-1.0,-1.0,0.2969,1.0,-0.6128,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.052,0.058,0.013,0.026,0.006,0.0,0.006,0.006,0.006,0.026,0.0,0.0,0.013,0.0,0.013,0.013,0.013,0.013,-0.0905,-0.0077,0.0276,-0.115,-0.1197,0.1319,-0.0291,-0.0123,0.069,0.1227,-0.1243,0.1304,-0.069,-0.0445,0.0169,-0.1304,-0.1104,0.1074,-0.1759,0.0344,0.1092,-0.2361,-0.2312,0.2479,-0.1188,0.0429,0.1494,0.2411,-0.2379,0.2436,-0.0853,-0.0586,0.068,-0.2537,-0.2059,0.1934,-0.061,-0.0932,0.1969,-0.26,-0.0326,-1.0,-0.8809,-0.1676,-1.0,-0.0099,-0.277,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.4233,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
0.36,run,-0.64,-0.53,15.22,-16.83,3.26,0.0,-0.0,0.0,0.13,-7.56,20.04,83.14,-8.79,7.29,88.42,-4.39,21.01,86.13,9.84,7.29,89.38,-2.9,15.12,81.39,-10.11,8.61,88.24,-12.09,19.25,82.72,-14.56,4.7,91.01,-12.09,22.42,91.54,15.18,2.14,94.37,-6.09,12.98,82.28,-15.0,2.67,94.01,-1.0,-1.0,-0.5234,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.3706,-1.0,-0.0565,-1.0,-1.0,1.0,0.013,0.13,0.0,0.013,0.013,0.006,0.013,0.0,0.006,0.019,0.0,0.006,0.019,0.0,0.013,0.013,0.026,0.013,-0.1074,0.0046,0.046,-0.1365,-0.1427,0.1519,-0.0506,0.0077,0.0966,0.1457,-0.1473,0.1519,-0.0644,-0.0506,0.0215,-0.1503,-0.1319,0.1365,-0.1911,0.0736,0.1507,-0.2519,-0.2546,0.2539,-0.1697,0.1105,0.2159,0.2615,-0.2593,0.2571,-0.0411,-0.0658,0.0662,-0.258,-0.2307,0.2529,-0.1278,-0.1202,-0.3508,-0.1923,0.0677,-1.0,-1.0,0.8887,-1.0,-1.0,1.0,-1.0,-1.0,0.2969,1.0,-0.6128,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0
