t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,rot60_k
0.0,run,1.97,5.94,-0.69,-0.0,-0.4,0.0,0.0,0.0,0.058,-0.18,6.24,79.19,0.53,16.52,80.16,-0.35,19.42,80.42,0.0,17.49,79.1,0.18,18.72,79.37,-0.18,14.85,78.93,-4.05,-0.45,77.07,2.81,12.65,87.02,-0.87,16.25,84.29,-0.7,15.99,78.58,3.33,15.46,79.01,-4.58,9.13,83.33,-1.0,-1.0,-0.3214,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.013,0.006,0.0,0.006,0.006,0.019,0.006,0.013,0.026,0.006,0.0,0.019,0.0,0.006,0.006,0.013,0.058,0.006,0.0414,0.0491,0.0107,-0.0445,0.0291,-0.0522,0.0322,0.0276,-0.0276,0.0383,0.0,0.0307,-0.0552,0.0291,-0.0169,0.046,0.0353,-0.0322,0.0681,0.0852,0.0157,-0.0884,0.0571,-0.0879,0.0647,0.0374,-0.0546,0.0588,0.0,0.0467,-0.0913,0.0435,-0.0162,0.0733,0.0697,-0.0633,0.0,0.0,0.0003,0.0129,-0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.04,run,1.76,5.59,-2.32,-5.37,1.41,0.0,0.0,0.0,0.058,-0.35,7.38,79.19,0.53,16.52,79.37,-0.35,18.9,80.42,-0.53,17.31,78.84,0.18,18.54,79.1,-0.26,15.73,78.93,-5.55,-1.95,78.57,1.31,11.15,88.52,-2.37,14.75,85.79,0.8,14.49,80.08,1.83,13.96,80.51,-6.08,7.63,84.83,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.5561,1.0,-1.0,1.0,-1.0,0.5944,1.0,-1.0,-1.0,1.0,0.013,0.006,0.0,0.006,0.006,0.019,0.006,0.013,0.026,0.006,0.0,0.019,0.0,0.006,0.006,0.013,0.058,0.006,0.0414,0.0905,0.0107,-0.066,0.0414,-0.0936,0.0353,0.0291,-0.0414,0.0383,0.0,0.0353,-0.0813,0.0307,-0.0199,0.0506,0.0736,-0.0506,0.0477,0.1275,0.011,-0.0971,0.0601,-0.1294,0.0503,0.0287,-0.0609,0.0412,0.0,0.0403,-0.1067,0.033,-0.0164,0.0589,0.1117,-0.0745,-0.0103,-0.0095,-0.0121,-0.0001,-0.007,-1.0,-1.0,-0.3214,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.08,run,1.6,5.34,-3.5,-5.39,6.64,0.0,0.0,0.0,0.058,-1.49,8.0,78.66,0.97,16.17,79.1,-0.35,18.11,80.51,-0.62,16.61,78.84,0.44,17.84,79.28,-1.32,16.35,79.37,-7.05,-3.45,78.24,-0.19,9.65,90.02,-3.87,13.25,87.29,2.3,12.99,81.58,0.33,12.46,79.39,-7.58,6.13,86.33,-0.8872,-1.0,0.1558,-1.0,-1.0,1.0,-1.0,0.5625,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.1692,-1.0,-1.0,1.0,0.013,0.006,0.0,0.006,0.006,0.019,0.006,0.013,0.026,0.006,0.0,0.019,0.0,0.006,0.006,0.013,0.058,0.006,0.0383,0.1104,0.0107,-0.066,0.0414,-0.1074,0.0353,0.0199,-0.0414,0.0291,-0.0031,0.0307,-0.0813,0.0276,-0.0245,0.0491,0.089,-0.0506,0.0238,0.1518,0.0077,-0.068,0.0421,-0.1339,0.0352,-0.0088,-0.0426,-0.0,-0.0096,0.0138,-0.0747,0.0135,-0.0259,0.0364,0.1263,-0.0521,-0.0281,-0.0395,-0.0405,-0.0937,0.0246,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.5561,1.0,-1.0,1.0,-1.0,0.5944,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.12,run,1.54,5.1,-1.18,-4.96,3.33,0.0,0.0,0.0,0.058,-2.37,8.26,78.13,1.49,15.38,79.01,-1.05,17.14,81.3,-0.53,15.82,79.28,1.14,16.79,79.28,-2.2,16.52,80.16,-8.55,-4.95,79.74,-1.69,8.15,91.52,-5.37,11.75,88.79,3.8,11.49,83.08,-1.17,10.96,80.89,-9.08,4.63,87.83,-1.0,-1.0,0.9554,-1.0,-0.3853,1.0,-0.759,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.2557,1.0,-1.0,-1.0,1.0,0.013,0.0,0.0,0.0,0.013,0.0,0.013,0.013,0.0,0.019,0.006,0.006,0.0,0.033,0.0,0.033,0.039,0.0,0.0184,0.1212,0.0015,-0.0583,0.0353,-0.112,0.0353,0.0061,-0.0399,0.0276,-0.0153,0.0307,-0.0767,0.0153,-0.0215,0.0307,0.0997,-0.043,-0.0573,0.1461,-0.0287,-0.0191,0.0067,-0.1108,0.0247,-0.0573,-0.0242,-0.0057,-0.0522,0.0096,-0.0352,-0.036,-0.0068,-0.0427,0.1282,-0.0081,-0.0427,-0.0618,-0.061,-0.094,0.1158,-0.8872,-1.0,0.1558,-1.0,-1.0,1.0,-1.0,0.5625,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.1692,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.16,run,1.57,4.93,1.15,-3.63,-4.64,0.0,0.0,0.0,0.058,-3.6,8.26,78.05,1.67,14.24,79.45,-1.76,15.82,82.27,0.18,14.68,79.98,1.14,15.56,79.28,-3.43,16.52,81.3,-7.05,-6.45,81.24,-3.19,6.65,93.02,-6.87,10.25,90.29,5.3,9.99,84.58,-2.67,9.46,82.39,-10.58,3.13,89.33,-0.1185,-1.0,0.7442,-1.0,-0.9188,1.0,-1.0,-0.6542,1.0,1.0,-1.0,1.0,-1.0,0.0574,0.5781,-1.0,-1.0,1.0,0.013,0.0,0.0,0.0,0.013,0.0,0.013,0.013,0.0,0.019,0.006,0.006,0.0,0.033,0.0,0.033,0.039,0.0,0.0031,0.1258,-0.0077,-0.0491,0.0215,-0.1135,0.023,-0.0107,-0.0261,0.0291,-0.0291,0.0383,-0.0644,-0.0031,-0.0215,0.0153,0.1028,-0.0291,-0.0983,0.1197,-0.055,0.0215,-0.0477,-0.0834,-0.0293,-0.1041,0.0355,0.0018,-0.0889,0.0358,0.0219,-0.0951,-0.0047,-0.0881,0.1014,0.0467,-0.0472,-0.083,-0.0206,-0.0865,0.0581,-1.0,-1.0,0.9554,-1.0,-0.3853,1.0,-0.759,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.2557,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,run,1.46,4.66,-3.14,-7.58,-11.13,0.0,0.0,0.0,0.058,-5.01,8.0,78.13,1.49,12.83,80.42,-2.72,14.41,83.76,0.97,13.45,80.95,1.05,14.24,79.63,-4.92,16.35,82.62,-5.55,-7.95,82.74,-4.69,5.15,94.52,-8.37,8.75,91.79,6.8,8.49,86.08,-4.17,10.96,83.89,-12.08,1.63,90.83,-0.0147,-1.0,0.9597,-1.0,-0.5375,1.0,-1.0,-0.4223,0.5834,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.013,0.0,0.0,0.0,0.013,0.0,0.013,0.013,0.0,0.019,0.006,0.006,0.0,0.033,0.0,0.033,0.039,0.0,-0.0184,0.1258,-0.0092,-0.046,0.0015,-0.1058,0.0107,-0.0337,-0.0092,0.0414,-0.0491,0.0506,-0.0644,-0.0245,-0.0215,-0.0061,0.1028,-0.0092,-0.149,0.0838,-0.0442,0.0265,-0.1079,-0.0297,-0.0663,-0.1588,0.0879,0.0471,-0.1367,0.0709,0.0153,-0.1468,-0.0033,-0.1419,0.071,0.1072,-0.045,-0.097,0.0201,-0.0633,-0.081,-0.1185,-1.0,0.7442,-1.0,-0.9188,1.0,-1.0,-0.6542,1.0,1.0,-1.0,1.0,-1.0,0.0574,0.5781,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.24,run,1.48,4.74,-0.97,-0.03,-16.23,0.0,0.0,0.0,0.058,-6.24,7.03,78.75,0.88,11.43,81.56,-3.96,12.92,85.25,2.11,12.13,82.0,0.18,12.83,80.68,-6.33,15.64,83.94,-4.05,-9.45,84.24,-6.19,3.65,96.02,-9.87,10.25,93.29,8.3,6.99,87.58,-2.67,12.46,82.39,-13.58,0.13,92.33,0.5085,-1.0,0.9596,-1.0,-0.2971,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.7491,1.0,0.0172,-1.0,-1.0,1.0,0.0,0.026,0.026,0.019,0.006,0.006,0.026,0.006,0.0,0.033,0.0,0.013,0.006,0.013,0.006,0.019,0.0,0.006,-0.043,0.1212,-0.0077,-0.0491,-0.023,-0.089,-0.0061,-0.0583,0.0169,0.0552,-0.0706,0.0675,-0.066,-0.0476,-0.0153,-0.0322,0.0997,0.0138,-0.1959,0.0415,-0.0252,0.0071,-0.1671,0.0421,-0.1094,-0.2027,0.1588,0.0845,-0.1758,0.1126,0.005,-0.1886,0.0206,-0.1966,0.0382,0.1609,-0.0546,-0.1212,-0.0547,-0.1324,-0.1943,-0.0147,-1.0,0.9597,-1.0,-0.5375,1.0,-1.0,-0.4223,0.5834,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.28,run,1.65,4.97,4.18,4.23,-24.33,0.0,0.0,0.0,0.058,-6.59,5.98,79.72,-0.09,9.93,82.88,-5.36,11.6,86.66,3.6,10.72,83.67,-0.79,11.95,81.65,-7.82,14.5,85.43,-2.55,-10.95,82.74,-7.69,2.15,97.52,-8.37,11.04,91.79,9.8,5.49,89.08,-1.17,13.96,83.89,-15.08,-1.37,93.83,0.1606,0.1764,0.1542,-1.0,0.0359,1.0,0.9342,0.6553,0.252,1.0,-1.0,1.0,1.0,1.0,0.4015,-1.0,-1.0,1.0,0.0,0.026,0.026,0.019,0.006,0.006,0.026,0.006,0.0,0.033,0.0,0.013,0.006,0.013,0.006,0.019,0.0,0.006,-0.0644,0.1043,0.0031,-0.0598,-0.0476,-0.069,-0.0276,-0.0844,0.043,0.0752,-0.0936,0.0859,-0.0813,-0.0721,0.0031,-0.0568,0.0874,0.0368,-0.2181,-0.0346,0.0228,-0.0355,-0.2095,0.1047,-0.1575,-0.2402,0.2095,0.1343,-0.2098,0.1482,-0.0543,-0.2245,0.0838,-0.2302,-0.0195,0.1994,-0.0529,-0.1143,-0.0169,-0.0005,-0.2832,0.5085,-1.0,0.9596,-1.0,-0.2971,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.7491,1.0,0.0172,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.32,run,1.73,4.84,0.58,-2.08,-28.46,0.0,0.0,0.0,0.058,-7.47,4.66,80.95,-1.41,8.53,84.38,-6.68,10.63,88.15,5.01,9.4,84.9,-1.67,11.07,82.09,-9.23,13.1,86.84,-1.05,-9.45,84.24,-9.19,0.65,99.02,-9.87,9.54,90.29,11.3,3.99,90.58,0.33,15.46,85.39,-16.58,-2.87,95.33,0.707,1.0,1.0,-1.0,-0.6992,1.0,-1.0,0.1032,-0.3712,0.655,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.026,0.026,0.019,0.006,0.006,0.026,0.006,0.0,0.033,0.0,0.013,0.006,0.013,0.006,0.019,0.0,0.006,-0.0706,0.0859,0.0199,-0.0767,-0.0736,-0.046,-0.0522,-0.1074,0.0675,0.1012,-0.1181,0.115,-0.0982,-0.0874,0.0199,-0.0828,0.0675,0.0629,-0.1732,-0.0858,0.0724,-0.0813,-0.2339,0.1503,-0.1924,-0.2451,0.2287,0.1813,-0.229,0.2012,-0.0945,-0.2085,0.1151,-0.2483,-0.0804,0.2268,-0.0377,-0.0936,0.0729,0.0739,-0.4246,0.1606,0.1764,0.1542,-1.0,0.0359,1.0,0.9342,0.6553,0.252,1.0,-1.0,1.0,1.0,1.0,0.4015,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.36,run,2.11,4.75,8.21,-2.45,-20.81,0.0,0.0,0.0,0.058,-7.12,3.16,82.27,-2.9,7.21,85.69,-7.82,9.93,89.47,6.42,8.0,86.4,-2.29,10.72,83.23,-10.72,11.78,88.15,0.45,-10.95,85.74,-10.69,-0.85,100.52,-11.37,11.04,88.79,12.8,2.49,92.08,1.83,16.96,86.89,-18.08,-4.37,96.83,1.0,-0.506,0.904,-1.0,-0.2089,1.0,-1.0,1.0,-0.5029,1.0,-1.0,1.0,1.0,1.0,0.9679,-1.0,-1.0,1.0,0.0,0.026,0.0,0.013,0.006,0.006,0.013,0.0,0.0,0.033,0.006,0.013,0.006,0.0,0.013,0.019,0.0,0.006,-0.0859,0.0629,0.0414,-0.0997,-0.0982,-0.0199,-0.0752,-0.1243,0.0936,0.1258,-0.1411,0.1365,-0.1135,-0.1028,0.0276,-0.1074,0.043,0.0874,-0.1865,-0.1579,0.142,-0.1547,-0.2681,0.2161,-0.2325,-0.2433,0.271,0.2312,-0.2581,0.2322,-0.1314,-0.2112,0.1132,-0.2782,-0.1606,0.2631,-0.0312,-0.1053,0.0101,-0.0363,-0.4968,0.707,1.0,1.0,-1.0,-0.6992,1.0,-1.0,0.1032,-0.3712,0.655,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
