t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,rot60_k
0.0,run,1.11,3.22,-0.09,0.21,1.03,0.0,0.0,0.0,0.013,0.09,18.81,79.45,-0.09,16.7,78.66,-0.35,18.98,79.45,0.0,16.88,78.93,-0.09,18.46,78.93,0.0,17.31,78.49,-1.41,17.4,77.95,-1.59,15.29,80.16,1.15,17.75,80.95,1.5,15.64,80.43,1.41,17.13,77.6,-1.5,16.08,79.99,-1.0,-1.0,-0.3612,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.258,-1.0,-0.1959,-1.0,-1.0,1.0,0.013,0.006,0.006,0.013,0.0,0.013,0.006,0.0,0.006,0.006,0.0,0.006,0.013,0.0,0.006,0.013,0.0,0.006,0.0,-0.0015,0.0,0.0,-0.0015,0.0,0.0,-0.0046,0.0,0.0,-0.0031,0.0,0.0,-0.0031,-0.0015,0.0,-0.0046,0.0,0.0,-0.0037,0.0,0.0,-0.0037,0.0,0.0,-0.0096,0.0,0.0,-0.0075,0.0,0.0,-0.0069,-0.0032,0.0,-0.0112,0.0,0.0,0.0,-0.0052,-0.0042,-0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.04,run,1.03,3.22,-0.96,-0.08,0.14,0.0,0.0,0.0,0.013,-0.09,18.54,79.37,-0.26,16.52,78.75,-0.26,18.63,79.45,0.18,16.7,79.1,0.0,18.19,78.93,-0.35,17.05,78.57,-2.91,18.9,79.45,-3.09,13.79,81.66,-0.35,16.25,79.45,3.0,14.14,81.93,-0.09,15.63,79.1,-3.0,14.58,81.49,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0456,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.013,0.0,0.013,0.006,0.0,0.006,0.006,0.0,0.006,0.013,0.0,0.006,0.013,0.0,0.006,0.0,-0.0015,0.0,0.0,-0.0015,0.0,0.0,-0.0046,0.0,0.0,-0.0046,0.0,0.0,-0.0031,-0.0031,0.0,-0.0046,0.0,0.0,-0.0026,0.0,0.0,-0.0026,0.0,0.0,-0.0067,0.0,0.0,-0.0077,0.0,0.0,-0.0048,-0.0047,0.0,-0.0078,0.0,-0.0025,0.0018,-0.0016,0.0037,0.0179,-1.0,-1.0,-0.3612,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.258,-1.0,-0.1959,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.08,run,1.0,3.31,1.12,1.0,1.06,0.0,0.0,0.0,0.013,-0.97,18.02,78.84,-0.7,15.91,79.63,0.09,18.02,80.07,0.97,16.17,79.8,0.62,17.49,78.31,-0.97,16.52,78.93,-4.41,20.4,80.95,-4.59,12.29,83.16,-1.85,17.75,80.95,4.5,12.64,83.43,-1.59,17.13,80.6,-4.5,13.08,82.99,-0.464,1.0,0.2584,-1.0,-1.0,0.8771,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.9642,1.0,1.0,-1.0,-1.0,1.0,0.013,0.006,0.006,0.013,0.0,0.013,0.006,0.0,0.006,0.006,0.0,0.006,0.013,0.0,0.006,0.013,0.0,0.006,-0.0031,-0.0061,-0.0015,-0.0031,-0.0046,0.0015,0.0015,-0.0107,0.0,0.0031,-0.0077,0.0031,0.0015,-0.0077,-0.0031,-0.0061,-0.0092,0.0015,-0.0115,-0.0191,-0.0058,-0.0115,-0.0134,0.0058,0.0058,-0.0277,0.0,0.0115,-0.0169,0.0115,0.0058,-0.0207,-0.0033,-0.0231,-0.0228,0.0058,-0.0095,0.002,-0.0168,-0.0014,0.0024,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0456,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.12,run,0.9,3.42,-0.87,1.77,-3.81,0.0,0.0,0.0,0.033,-1.85,17.75,78.57,-1.41,15.03,80.68,0.35,17.31,80.68,1.85,15.29,80.68,0.7,16.7,78.13,-1.85,15.64,79.8,-5.91,21.9,79.45,-6.09,10.79,84.66,-3.35,19.25,82.45,6.0,11.14,84.93,-0.09,18.63,79.1,-6.0,11.58,84.49,-1.0,1.0,0.0878,-1.0,-1.0,1.0,-1.0,0.9636,1.0,1.0,-1.0,1.0,0.94,0.8298,-0.6847,-1.0,-1.0,1.0,0.019,0.006,0.0,0.019,0.006,0.013,0.0,0.0,0.0,0.019,0.006,0.033,0.006,0.006,0.0,0.026,0.0,0.013,-0.0184,-0.0153,-0.0107,-0.0107,-0.0153,0.0169,0.0077,-0.0215,0.0107,0.0169,-0.0169,0.0153,0.0123,-0.0199,-0.0138,-0.0169,-0.0184,0.0077,-0.0655,-0.0479,-0.0385,-0.0368,-0.0496,0.0615,0.027,-0.0596,0.0402,0.0598,-0.0463,0.054,0.0443,-0.0605,-0.0426,-0.0564,-0.0504,0.027,-0.0119,0.0098,0.0195,0.0175,0.0184,-0.464,1.0,0.2584,-1.0,-1.0,0.8771,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.9642,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.16,run,0.53,4.0,-7.41,10.91,-8.87,0.0,0.0,0.0,0.033,-3.25,17.75,78.57,-2.72,13.8,82.27,0.35,16.96,81.12,3.16,13.97,82.09,0.44,16.35,78.57,-3.34,14.33,81.21,-7.41,23.4,77.95,-7.59,9.29,86.16,-4.85,20.75,80.95,7.5,9.64,86.43,1.41,20.13,80.6,-7.5,10.08,85.99,-1.0,1.0,-0.2018,-1.0,-1.0,1.0,-0.8436,0.8598,0.1113,1.0,-1.0,1.0,1.0,0.9038,1.0,-1.0,-1.0,1.0,0.019,0.006,0.0,0.019,0.006,0.013,0.0,0.0,0.0,0.019,0.006,0.033,0.006,0.006,0.0,0.026,0.0,0.013,-0.0337,-0.0199,-0.0153,-0.023,-0.0307,0.0353,0.0123,-0.0337,0.0215,0.0322,-0.0322,0.0307,0.0138,-0.0337,-0.0169,-0.0322,-0.0337,0.023,-0.1034,-0.0508,-0.0442,-0.0718,-0.0923,0.1121,0.0362,-0.0878,0.0685,0.0994,-0.09,0.0954,0.0367,-0.0941,-0.0413,-0.097,-0.0929,0.0765,-0.0204,0.0194,-0.0152,0.0308,-0.0664,-1.0,1.0,0.0878,-1.0,-1.0,1.0,-1.0,0.9636,1.0,1.0,-1.0,1.0,0.94,0.8298,-0.6847,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,run,0.28,4.11,-7.01,2.1,-13.71,0.0,0.0,0.0,0.033,-4.31,17.75,78.84,-4.57,12.83,83.32,0.26,16.96,81.74,4.13,12.92,83.06,0.09,16.26,78.84,-4.31,13.36,82.27,-8.91,24.9,79.45,-9.09,7.79,87.66,-6.35,22.25,82.45,9.0,8.14,87.93,2.91,18.63,82.1,-9.0,8.58,87.49,-0.9976,1.0,0.4516,-1.0,-0.9676,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.019,0.006,0.0,0.019,0.006,0.013,0.0,0.0,0.0,0.019,0.006,0.033,0.006,0.006,0.0,0.026,0.0,0.013,-0.0583,-0.0199,-0.0153,-0.046,-0.0522,0.0629,0.0123,-0.0399,0.0291,0.0552,-0.0552,0.0552,0.0092,-0.0399,-0.0092,-0.0583,-0.0568,0.0476,-0.1519,-0.0355,-0.031,-0.1248,-0.1341,0.1679,0.0253,-0.0813,0.0728,0.1441,-0.1375,0.1463,0.0108,-0.0858,-0.0041,-0.1524,-0.1395,0.133,-0.0532,0.0698,-0.1294,0.1905,-0.1548,-1.0,1.0,-0.2018,-1.0,-1.0,1.0,-0.8436,0.8598,0.1113,1.0,-1.0,1.0,1.0,0.9038,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.24,run,0.21,4.22,-4.01,5.03,-17.33,0.0,0.0,0.0,0.111,-5.54,18.37,79.1,-5.36,12.22,84.11,-0.44,17.31,82.27,5.45,11.78,84.29,-0.09,16.26,79.45,-5.71,12.22,83.41,-7.41,26.4,80.95,-10.59,9.29,89.16,-6.38,20.75,80.95,10.5,6.64,89.43,1.41,17.13,83.6,-10.5,7.08,88.99,0.2197,1.0,0.8817,-1.0,0.6295,1.0,-0.1824,-0.8968,-0.5561,1.0,-1.0,1.0,-0.5275,-1.0,1.0,-1.0,-1.0,1.0,0.019,0.071,0.0,0.019,0.019,0.039,0.019,0.045,0.0,0.026,0.006,0.033,0.006,0.111,0.019,0.026,0.006,0.026,-0.0767,-0.0199,-0.0107,-0.0782,-0.069,0.0813,0.0107,-0.0399,0.0399,0.0721,-0.0736,0.0721,0.0031,-0.0414,-0.0046,-0.0752,-0.0736,0.066,-0.1872,-0.0249,-0.0015,-0.2288,-0.168,0.1984,0.011,-0.0569,0.0981,0.175,-0.1771,0.1765,-0.0194,-0.0668,0.0174,-0.1808,-0.1718,0.174,-0.0746,0.0792,-0.1223,0.0367,-0.2392,-0.9976,1.0,0.4516,-1.0,-0.9676,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.28,run,0.46,3.64,4.17,-13.0,-31.92,0.0,0.0,0.0,0.111,-6.68,19.16,79.37,-6.06,10.63,85.87,-1.76,17.93,82.27,6.86,10.37,85.87,0.18,16.7,80.51,-7.21,10.9,84.64,-5.91,27.9,79.45,-12.09,7.79,87.66,-7.88,19.25,82.45,12.0,5.14,90.93,-0.09,18.63,85.1,-12.0,5.58,90.49,1.0,1.0,-0.4043,-1.0,-1.0,-1.0,-1.0,-1.0,0.5086,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.019,0.071,0.0,0.019,0.019,0.039,0.019,0.045,0.0,0.026,0.006,0.033,0.006,0.111,0.019,0.026,0.006,0.026,-0.0982,-0.0092,-0.0061,-0.092,-0.0798,0.0951,-0.0015,-0.0337,0.0491,0.0951,-0.0936,0.0936,0.0,-0.0414,0.0061,-0.0997,-0.0936,0.0859,-0.2118,0.023,0.0163,-0.2121,-0.158,0.1908,-0.0385,-0.0168,0.1033,0.209,-0.199,0.2043,-0.0251,-0.0467,0.0525,-0.2188,-0.1952,0.1968,-0.0806,0.0888,-0.0701,0.0877,-0.3024,0.2197,1.0,0.8817,-1.0,0.6295,1.0,-0.1824,-0.8968,-0.5561,1.0,-1.0,1.0,-0.5275,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.32,run,0.27,4.23,-6.98,17.15,-32.2,0.0,0.0,0.0,0.111,-7.65,20.13,79.72,-8.26,9.58,87.19,-2.99,18.54,82.27,8.17,9.05,87.28,0.88,16.88,81.65,-8.61,9.49,86.04,-7.41,26.4,80.95,-13.59,6.29,86.16,-9.38,20.75,83.95,13.5,3.64,92.43,-1.59,20.13,83.6,-13.5,4.08,91.99,-1.0,-1.0,0.6595,-1.0,-1.0,-0.6019,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.0677,1.0,-0.5818,-1.0,-1.0,1.0,0.019,0.071,0.0,0.019,0.019,0.039,0.019,0.045,0.0,0.026,0.006,0.033,0.006,0.111,0.019,0.026,0.006,0.026,-0.1181,0.0046,-0.0015,-0.1043,-0.1074,0.1258,-0.0245,-0.023,0.0491,0.1197,-0.1181,0.1212,0.0046,-0.0337,0.0245,-0.1258,-0.1166,0.1074,-0.2235,0.0682,0.0288,-0.1948,-0.2148,0.2493,-0.1137,0.0288,0.0723,0.2389,-0.2319,0.2472,-0.0002,-0.0038,0.1062,-0.2516,-0.2235,0.2188,-0.0591,0.0384,0.0728,-0.2268,-0.5571,1.0,1.0,-0.4043,-1.0,-1.0,-1.0,-1.0,-1.0,0.5086,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.36,run,0.16,4.11,-5.11,-2.68,-11.18,0.0,0.0,0.0,0.195,-8.35,21.27,79.98,-8.96,8.7,87.98,-4.39,18.98,82.27,9.67,7.73,88.68,1.05,17.05,82.71,-9.93,8.17,87.45,-8.91,27.9,79.45,-15.09,7.79,87.66,-10.88,19.25,85.45,15.0,2.14,93.93,-3.09,18.63,82.1,-15.0,2.58,93.49,-1.0,1.0,-0.7756,-1.0,0.8514,1.0,-1.0,-1.0,0.7918,1.0,-1.0,1.0,-1.0,-1.0,-0.1395,-1.0,-1.0,1.0,0.006,0.182,0.013,0.039,0.013,0.006,0.033,0.111,0.0,0.026,0.013,0.019,0.006,0.195,0.033,0.019,0.013,0.026,-0.135,0.0215,0.0046,-0.1427,-0.1258,0.1488,-0.046,-0.0123,0.0491,0.1427,-0.1411,0.1457,0.0169,-0.0307,0.0445,-0.1503,-0.1411,0.1319,-0.2197,0.1109,0.0431,-0.2801,-0.2193,0.2607,-0.1601,0.0604,0.0506,0.2535,-0.2486,0.265,0.0458,0.0089,0.1491,-0.2681,-0.2484,0.2451,-0.0757,0.0902,-0.1219,0.2993,-0.5619,-1.0,-1.0,0.6595,-1.0,-1.0,-0.6019,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.0677,1.0,-0.5818,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
