t_unix,live,q0_deg,cur0_a,temp0_c,q1_deg,cur1_a,temp1_c,q2_deg,cur2_a,temp2_c,q3_deg,cur3_a,temp3_c,q4_deg,cur4_a,temp4_c,q5_deg,cur5_a,temp5_c,q6_deg,cur6_a,temp6_c,q7_deg,cur7_a,temp7_c,q8_deg,cur8_a,temp8_c,q9_deg,cur9_a,temp9_c,q10_deg,cur10_a,temp10_c,q11_deg,cur11_a,temp11_c,q12_deg,cur12_a,temp12_c,q13_deg,cur13_a,temp13_c,q14_deg,cur14_a,temp14_c,q15_deg,cur15_a,temp15_c,q16_deg,cur16_a,temp16_c,q17_deg,cur17_a,temp17_c
1786485234.345,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,37,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485234.645,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,35,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.006,36
1786485234.945,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.006,36,0.0,0.0,34,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485235.245,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485235.546,18,0.18,0.0,34,16.88,0.006,40,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.013,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485235.846,18,0.18,0.006,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.0,36
1786485236.146,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.013,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.0,36
1786485236.446,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,37,0.35,0.0,34,17.75,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485236.75,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485237.047,18,0.18,0.0,34,16.88,0.013,40,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485237.348,18,0.18,0.0,34,16.88,0.013,54,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.013,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485237.648,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485237.948,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.013,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485238.252,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.0,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.0,36
1786485238.549,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,37,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485238.851,18,0.18,0.0,35,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.0,36
1786485239.166,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485239.45,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.006,33,17.14,0.006,40,78.31,0.0,36
1786485239.751,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485240.052,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.75,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485240.355,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485240.652,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485240.952,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485241.269,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485241.573,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.0,36
1786485241.854,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.006,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485242.154,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485242.454,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485242.755,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485243.055,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485243.355,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.0,36
1786485243.655,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485243.956,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.006,38,78.66,0.006,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.013,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485244.256,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485244.557,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.006,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.006,36
1786485244.877,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.006,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.006,36
1786485245.159,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.006,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485245.459,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.013,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485245.763,18,0.18,0.0,34,16.88,0.006,38,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485246.06,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.006,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485246.36,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.0,36
1786485246.678,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.0,36
1786485246.961,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.006,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.013,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
1786485247.278,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.006,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.013,40,78.31,0.0,36
1786485247.562,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.006,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.013,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.006,36
1786485247.862,18,0.18,0.0,34,16.88,0.013,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.006,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.026,42,77.96,0.019,34,-0.09,0.0,34,17.14,0.0,40,78.31,0.0,36
1786485248.163,18,0.18,0.0,34,16.88,0.006,39,79.37,0.0,36,0.35,0.0,34,17.67,0.0,38,78.66,0.013,36,0.0,0.0,35,18.11,0.013,51,79.45,0.0,36,-0.09,0.0,32,16.96,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.58,0.019,42,77.96,0.013,34,-0.09,0.0,34,17.14,0.006,40,78.31,0.0,36
