t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,rot60_k
0.0,run,8.01,5.44,-1.28,3.22,1.06,0.0,0.0,0.0,0.019,-0.09,17.58,64.95,1.67,16.52,72.16,3.16,20.04,83.06,1.14,19.16,74.18,0.26,19.25,82.44,0.7,16.44,76.9,-0.04,16.43,63.71,3.08,15.55,71.1,4.58,19.51,81.91,-0.45,17.66,72.86,1.76,18.45,81.21,2.2,15.55,75.84,-0.0011,0.5862,-0.2626,0.2405,0.6926,-0.4371,0.1913,0.3701,0.0982,-0.1106,0.6446,-0.329,0.1083,0.2845,0.0649,0.2954,0.6522,-0.3699,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.019,0.0,0.013,0.013,0.006,0.013,0.006,0.0,0.013,0.013,0.0,0.0015,-0.0061,-0.0015,0.0015,0.0,-0.0061,0.0,-0.0169,-0.0046,0.0,0.0,-0.0015,0.0,0.0,-0.0046,0.0,0.0,0.0,0.0037,-0.015,-0.0037,0.0037,0.0,-0.015,0.0,-0.0412,-0.0096,0.0,0.0,-0.0027,0.0,0.0,-0.0101,0.0,0.0,0.0,0.0,0.0,-0.0044,-0.0328,0.0262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.04,run,8.12,5.44,2.01,1.45,-0.13,0.0,0.0,0.0,0.019,-0.09,17.23,64.69,1.67,16.17,71.81,3.16,19.95,82.79,0.7,18.98,74.0,0.44,19.07,82.09,0.7,15.91,76.64,0.79,14.93,62.21,4.58,14.05,69.6,6.08,18.01,80.41,-1.68,16.16,71.36,3.26,16.95,79.71,3.7,14.05,74.34,0.0226,0.6369,-0.2595,0.2193,0.7081,-0.3709,0.2002,0.4435,0.0805,-0.0481,0.684,-0.3309,0.1404,0.4206,0.1104,0.1842,0.6261,-0.2198,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.019,0.0,0.013,0.013,0.006,0.013,0.006,0.0,0.013,0.013,0.0,0.0015,-0.0061,-0.0046,0.0015,-0.0092,-0.0077,0.0015,-0.0169,-0.0061,0.0015,0.0,-0.0031,0.0,-0.0123,-0.0046,0.0,-0.0107,-0.0077,0.0026,-0.0105,-0.0076,0.0026,-0.0151,-0.013,0.0025,-0.0289,-0.0092,0.0025,0.0,-0.0044,0.0,-0.0201,-0.0071,0.0,-0.0176,-0.0125,-0.0105,0.0243,-0.0224,0.0562,0.0186,-0.0011,0.5862,-0.2626,0.2405,0.6926,-0.4371,0.1913,0.3701,0.0982,-0.1106,0.6446,-0.329,0.1083,0.2845,0.0649,0.2954,0.6522,-0.3699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.08,run,8.2,5.37,1.31,-1.58,9.18,0.0,0.0,0.0,0.019,0.0,16.79,64.25,2.2,15.56,71.19,3.25,19.07,82.27,0.0,18.37,73.39,1.05,18.11,81.47,1.67,15.38,76.11,0.19,13.43,60.71,5.88,12.73,68.1,5.19,16.51,78.91,-0.94,14.66,69.86,3.32,15.45,79.67,4.39,12.55,72.84,0.0054,0.6282,-0.1157,0.168,0.6861,-0.2138,0.1483,0.5262,0.1476,-0.0269,0.6664,-0.1789,0.095,0.5086,0.1726,0.1255,0.621,-0.0783,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.019,0.0,0.013,0.013,0.006,0.013,0.006,0.0,0.013,0.013,0.0,0.0015,-0.0123,-0.0092,0.0015,-0.0153,-0.0138,0.0015,-0.0184,-0.0107,-0.0061,-0.0031,-0.0061,0.0031,-0.0153,-0.0107,0.0,-0.0199,-0.0123,0.0018,-0.0307,-0.0229,0.0018,-0.0339,-0.0325,0.0018,-0.026,-0.024,-0.0275,-0.0117,-0.0147,0.0117,-0.0257,-0.0283,0.0,-0.0474,-0.0263,-0.0009,0.0245,0.0351,0.0253,-0.0024,0.0226,0.6369,-0.2595,0.2193,0.7081,-0.3709,0.2002,0.4435,0.0805,-0.0481,0.684,-0.3309,0.1404,0.4206,0.1104,0.1842,0.6261,-0.2198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12,run,8.41,5.41,4.85,-0.14,9.03,0.0,0.0,0.0,0.019,0.26,15.91,63.37,2.81,14.85,70.31,4.04,18.28,81.47,-0.62,17.93,72.42,1.93,17.4,80.6,2.46,14.5,75.32,-0.47,11.93,62.21,4.38,11.23,68.49,3.69,15.01,80.41,-0.51,13.16,70.49,1.82,13.95,81.17,2.89,11.05,73.39,-0.0133,0.6077,0.1061,0.1015,0.6269,0.0411,0.0706,0.5941,0.2575,-0.0145,0.6133,0.0646,0.0324,0.5913,0.2595,0.0482,0.6099,0.0987,0.019,0.0,0.0,0.019,0.0,0.0,0.006,0.0,0.0,0.006,0.013,0.013,0.013,0.0,0.0,0.013,0.0,0.0,0.0031,-0.0199,-0.0169,0.0107,-0.0261,-0.0245,0.0031,-0.0337,-0.0199,-0.0184,-0.0138,-0.0169,0.0138,-0.0322,-0.0215,0.0169,-0.0291,-0.0215,0.007,-0.05,-0.0445,0.0355,-0.0637,-0.0627,0.0069,-0.0753,-0.051,-0.0648,-0.0481,-0.0502,0.0481,-0.0808,-0.0598,0.0627,-0.0674,-0.0526,0.006,0.0183,0.0229,-0.0275,0.1602,0.0054,0.6282,-0.1157,0.168,0.6861,-0.2138,0.1483,0.5262,0.1476,-0.0269,0.6664,-0.1789,0.095,0.5086,0.1726,0.1255,0.621,-0.0783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16,run,8.53,5.49,3.3,1.03,13.01,0.0,0.0,0.0,0.019,0.26,14.59,62.4,3.78,13.62,69.17,4.57,16.61,80.51,-0.97,16.26,71.28,2.64,16.0,79.98,3.52,13.18,74.36,-0.21,10.43,63.71,2.88,9.73,69.99,2.19,13.51,81.91,-0.41,11.66,71.99,0.37,12.45,82.67,1.39,9.55,74.89,-0.006,0.6124,0.2286,0.0639,0.6013,0.1969,0.031,0.6096,0.3036,-0.0117,0.5989,0.1984,0.0106,0.6161,0.2889,0.0014,0.6151,0.1782,0.019,0.0,0.0,0.019,0.0,0.0,0.006,0.0,0.0,0.006,0.013,0.013,0.013,0.0,0.0,0.013,0.0,0.0,0.0077,-0.0353,-0.0322,0.0215,-0.0383,-0.0399,0.0169,-0.0476,-0.0337,-0.0291,-0.0215,-0.0337,0.0291,-0.0445,-0.0368,0.0307,-0.0445,-0.0353,0.022,-0.092,-0.0882,0.0648,-0.0902,-0.1009,0.0562,-0.104,-0.087,-0.0853,-0.0622,-0.0979,0.0907,-0.1021,-0.0988,0.0952,-0.1042,-0.0882,0.0247,0.0224,0.0846,-0.0025,0.1577,-0.0133,0.6077,0.1061,0.1015,0.6269,0.0411,0.0706,0.5941,0.2575,-0.0145,0.6133,0.0646,0.0324,0.5913,0.2595,0.0482,0.6099,0.0987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,run,9.04,6.06,14.12,15.0,13.34,0.0,0.0,0.0,0.019,-0.18,13.45,61.79,4.57,12.57,68.73,4.66,15.73,80.07,-0.62,15.03,70.75,2.9,14.85,80.07,4.04,12.04,73.92,0.05,8.93,65.21,2.41,8.23,71.49,0.8,12.01,83.41,-0.33,10.16,73.49,0.34,10.95,84.17,-0.11,9.26,76.39,0.0013,0.616,0.2334,0.0689,0.6026,0.2319,0.0229,0.6196,0.2992,-0.0093,0.6013,0.2132,0.0098,0.6225,0.2917,-0.0223,0.6229,0.1803,0.019,0.0,0.0,0.019,0.0,0.0,0.006,0.0,0.0,0.006,0.013,0.013,0.013,0.0,0.0,0.013,0.0,0.0,0.0077,-0.0583,-0.0491,0.0383,-0.0598,-0.0598,0.0261,-0.0767,-0.0506,-0.0353,-0.0506,-0.0537,0.0414,-0.069,-0.0476,0.0491,-0.0675,-0.0522,0.0154,-0.137,-0.115,0.0986,-0.1309,-0.1335,0.0684,-0.1648,-0.1142,-0.0791,-0.1355,-0.1314,0.1022,-0.1489,-0.1031,0.1247,-0.1455,-0.115,0.0346,0.0286,0.0576,0.0179,0.2271,-0.006,0.6124,0.2286,0.0639,0.6013,0.1969,0.031,0.6096,0.3036,-0.0117,0.5989,0.1984,0.0106,0.6161,0.2889,0.0014,0.6151,0.1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.24,run,8.99,6.18,-0.98,3.58,-1.42,0.0,0.0,0.0,0.026,0.0,12.22,61.44,4.92,11.34,68.29,4.66,14.24,79.8,-0.44,13.89,70.58,2.81,13.62,79.98,4.13,10.99,73.56,0.09,8.85,66.71,3.12,8.32,72.99,1.29,10.51,84.91,-0.33,8.66,74.99,0.79,9.45,85.67,-0.67,9.72,77.89,0.0026,0.6155,0.2172,0.0893,0.6058,0.2367,0.037,0.6161,0.2946,-0.0096,0.6003,0.1998,0.0225,0.6254,0.2953,-0.0191,0.6313,0.1771,0.0,0.0,0.0,0.0,0.0,0.013,0.026,0.0,0.006,0.0,0.013,0.0,0.006,0.0,0.026,0.0,0.0,0.006,0.0,-0.0782,-0.0598,0.0522,-0.0782,-0.0675,0.0276,-0.092,-0.0583,-0.0291,-0.0721,-0.0629,0.046,-0.089,-0.046,0.0583,-0.0874,-0.0598,-0.0175,-0.1693,-0.12,0.1198,-0.1594,-0.1217,0.0535,-0.1718,-0.1081,-0.0328,-0.1739,-0.1259,0.0885,-0.1777,-0.0665,0.1212,-0.1753,-0.1087,0.0793,0.0789,0.2465,0.2619,0.2328,0.0013,0.616,0.2334,0.0689,0.6026,0.2319,0.0229,0.6196,0.2992,-0.0093,0.6013,0.2132,0.0098,0.6225,0.2917,-0.0223,0.6229,0.1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.28,run,8.97,6.35,-1.7,5.94,-2.66,0.0,0.0,0.0,0.026,0.0,10.99,61.44,4.92,10.2,68.47,4.04,12.92,79.8,-0.44,12.57,70.84,2.46,12.22,80.6,3.69,10.02,73.56,0.22,9.09,68.21,3.05,8.34,74.49,1.08,9.59,86.41,-0.39,7.87,76.49,0.81,9.91,87.17,-1.22,9.81,78.79,0.0062,0.6198,0.1891,0.0873,0.6061,0.2214,0.031,0.6289,0.2897,-0.0112,0.5976,0.1878,0.0232,0.6347,0.306,-0.0347,0.633,0.1623,0.0,0.0,0.0,0.0,0.0,0.013,0.026,0.0,0.006,0.0,0.013,0.0,0.006,0.0,0.026,0.0,0.0,0.006,0.0031,-0.0997,-0.066,0.0583,-0.0997,-0.0752,0.0276,-0.1181,-0.0629,-0.0261,-0.092,-0.066,0.0445,-0.1104,-0.0476,0.0598,-0.1058,-0.066,-0.0006,-0.1995,-0.1071,0.107,-0.1926,-0.1141,0.0374,-0.2186,-0.0931,-0.0114,-0.1969,-0.0997,0.0562,-0.2054,-0.0523,0.0906,-0.1921,-0.0992,0.0751,0.0894,-0.017,0.0626,-0.0249,0.0026,0.6155,0.2172,0.0893,0.6058,0.2367,0.037,0.6161,0.2946,-0.0096,0.6003,0.1998,0.0225,0.6254,0.2953,-0.0191,0.6313,0.1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.32,run,9.1,6.36,2.21,1.73,-1.36,0.0,0.0,0.0,0.026,-0.09,10.02,61.7,4.92,9.23,68.99,3.16,11.69,80.24,-0.44,11.25,71.37,1.41,10.99,81.65,2.99,9.4,73.83,0.26,8.94,69.71,3.28,8.39,75.99,1.19,9.46,87.91,-0.49,7.7,77.99,1.03,9.96,88.67,-1.35,10.06,77.97,0.0075,0.6172,0.1715,0.0938,0.607,0.2144,0.0341,0.6266,0.2824,-0.0141,0.5945,0.1767,0.0295,0.6356,0.305,-0.0385,0.6374,0.1526,0.0,0.0,0.0,0.0,0.0,0.013,0.026,0.0,0.006,0.0,0.013,0.0,0.006,0.0,0.026,0.0,0.0,0.006,0.0031,-0.1212,-0.066,0.0583,-0.1197,-0.0721,0.0169,-0.1411,-0.0629,-0.0261,-0.115,-0.0614,0.0383,-0.135,-0.0368,0.0522,-0.1227,-0.066,-0.0005,-0.2201,-0.075,0.0749,-0.2095,-0.0684,-0.014,-0.2392,-0.0651,-0.008,-0.2241,-0.0525,0.0163,-0.2357,0.0036,0.0347,-0.1977,-0.0695,0.0728,0.1042,-0.0297,0.1036,-0.0465,0.0062,0.6198,0.1891,0.0873,0.6061,0.2214,0.031,0.6289,0.2897,-0.0112,0.5976,0.1878,0.0232,0.6347,0.306,-0.0347,0.633,0.1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.36,run,9.43,5.64,5.86,-15.81,-10.29,0.0,0.0,0.0,0.045,0.18,9.32,62.58,4.39,8.53,69.79,2.55,10.46,80.86,-0.44,10.02,72.42,1.23,10.2,82.71,1.93,9.05,74.62,0.38,8.77,71.21,3.24,8.33,77.49,1.27,9.1,88.39,-0.51,7.69,79.0,1.23,9.73,90.17,-1.35,10.21,77.17,0.0108,0.6141,0.1645,0.0925,0.606,0.2078,0.0364,0.62,0.2751,-0.0145,0.5943,0.1647,0.0351,0.6314,0.299,-0.0384,0.6401,0.1432,0.0,0.0,0.026,0.006,0.0,0.045,0.033,0.006,0.033,0.0,0.006,0.013,0.013,0.006,0.026,0.006,0.006,0.026,0.0015,-0.1381,-0.0614,0.0583,-0.1365,-0.0629,0.0015,-0.1626,-0.0552,-0.0261,-0.1381,-0.0522,0.0199,-0.1565,-0.0184,0.0399,-0.1335,-0.0614,-0.006,-0.2171,-0.0353,0.0524,-0.2097,-0.0135,-0.0671,-0.2477,-0.0169,-0.0056,-0.2428,-0.0024,-0.0574,-0.2452,0.0713,-0.0216,-0.1785,-0.0314,0.0848,0.1049,0.0386,0.0302,-0.0237,0.0075,0.6172,0.1715,0.0938,0.607,0.2144,0.0341,0.6266,0.2824,-0.0141,0.5945,0.1767,0.0295,0.6356,0.305,-0.0385,0.6374,0.1526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
