t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,rot60_k
4.24,run,8.34,5.73,0.15,0.07,-0.61,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.14,1.47,18.18,75.78,2.7,25.18,90.0,1.14,18.91,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0004,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7984,0.1304,0.0422,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.033,0.0,0.052,0.111,0.006,0.864,0.163,0.0,0.0,0.013,0.0,0.474,0.149,0.0,0.208,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0001,0.6931,0.1932,0.0029,0.0018,-0.0093,0.0004,0.7641,0.0252,0.0421,0.7852,0.1267,0.077,0.9123,0.2941,0.0326,0.7984,0.1304,0.0422,0.8594,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.28,run,8.34,5.73,0.18,-0.11,-0.64,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.47,22.27,87.31,1.53,18.92,76.15,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.033,0.0,0.052,0.111,0.006,0.864,0.163,0.0,0.0,0.013,0.0,0.474,0.149,0.0,0.208,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0001,0.6928,0.1932,0.0025,0.0013,-0.0106,0.0004,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7984,0.1304,0.0422,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.32,run,8.35,5.73,0.24,-0.02,-0.55,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.48,22.27,87.31,1.53,18.93,76.16,0.0003,0.7641,0.0253,0.042,0.7852,0.1268,0.0769,0.9124,0.2941,0.0326,0.7985,0.1305,0.0422,0.8595,0.2624,0.0436,0.7987,0.1312,0.006,0.019,0.026,0.006,0.071,0.071,0.013,0.897,0.163,0.0,0.006,0.013,0.0,0.566,0.189,0.0,0.189,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6929,0.1931,0.0031,-0.0019,-0.0111,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.36,run,8.35,5.73,0.2,0.07,-0.49,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.77,2.69,25.18,90.0,1.14,18.92,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0004,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7985,0.1304,0.0422,0.8594,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.026,0.006,0.071,0.071,0.013,0.897,0.163,0.0,0.006,0.013,0.0,0.566,0.189,0.0,0.189,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6932,0.1931,0.0041,-0.0003,-0.0095,0.0003,0.7641,0.0253,0.042,0.7852,0.1268,0.0769,0.9124,0.2941,0.0326,0.7985,0.1305,0.0422,0.8595,0.2624,0.0436,0.7987,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.4,run,8.34,5.73,0.21,0.11,-0.58,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.14,1.47,18.19,75.77,2.7,25.18,90.0,1.14,18.91,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0004,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7984,0.1304,0.0422,0.8594,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.026,0.006,0.071,0.071,0.013,0.897,0.163,0.0,0.006,0.013,0.0,0.566,0.189,0.0,0.189,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.1932,0.0035,0.0013,-0.0086,0.0004,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7985,0.1304,0.0422,0.8594,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.44,run,8.34,5.73,0.14,-0.03,-0.52,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.18,75.78,2.69,25.18,90.0,1.14,18.91,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0004,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7984,0.1305,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.026,0.026,0.006,0.058,0.084,0.006,0.923,0.175,0.0,0.006,0.013,0.0,0.468,0.182,0.0,0.175,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6929,0.1934,0.0036,0.0019,-0.0101,0.0004,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7984,0.1304,0.0422,0.8594,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.48,run,8.34,5.73,0.18,0.03,-0.52,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1304,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.026,0.026,0.006,0.058,0.084,0.006,0.923,0.175,0.0,0.006,0.013,0.0,0.468,0.182,0.0,0.175,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6927,0.1933,0.0024,-0.0005,-0.009,0.0004,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7984,0.1305,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.52,run,8.34,5.73,0.19,0.07,-0.55,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1304,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.026,0.026,0.006,0.058,0.084,0.006,0.923,0.175,0.0,0.006,0.013,0.0,0.468,0.182,0.0,0.175,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6925,0.1931,0.0032,0.0005,-0.0091,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1304,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.56,run,8.34,5.73,0.26,0.01,-0.52,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.18,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.47,22.27,87.31,1.53,18.92,76.15,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.026,0.006,0.058,0.104,0.006,0.838,0.214,0.0,0.006,0.013,0.0,0.5,0.189,0.0,0.221,0.091,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6924,0.1932,0.0033,0.0013,-0.0095,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1304,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.6,run,8.34,5.73,0.15,0.01,-0.53,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.18,75.77,2.69,25.18,90.0,1.14,18.91,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0004,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7985,0.1304,0.0422,0.8594,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.026,0.006,0.058,0.104,0.006,0.838,0.214,0.0,0.006,0.013,0.0,0.5,0.189,0.0,0.221,0.091,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6926,0.1929,0.0045,0.0002,-0.009,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.64,run,8.34,5.73,0.18,-0.02,-0.55,0.0,0.0,0.0,0.962,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1304,0.0422,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.026,0.006,0.058,0.104,0.006,0.838,0.214,0.0,0.006,0.013,0.0,0.5,0.189,0.0,0.221,0.091,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6928,0.193,0.0025,0.0002,-0.0093,0.0004,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7985,0.1304,0.0422,0.8594,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.68,run,8.34,5.73,0.14,0.05,-0.48,0.0,0.0,0.0,0.981,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0422,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.039,0.006,0.058,0.071,0.013,0.981,0.163,0.0,0.006,0.013,0.0,0.546,0.182,0.0,0.214,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6929,0.1934,0.0032,-0.0003,-0.0097,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1304,0.0422,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.72,run,8.34,5.73,0.16,-0.07,-0.53,0.0,0.0,0.0,0.981,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.48,22.27,87.31,1.53,18.92,76.15,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7985,0.1304,0.0422,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.039,0.006,0.058,0.071,0.013,0.981,0.163,0.0,0.006,0.013,0.0,0.546,0.182,0.0,0.214,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6928,0.1933,0.0024,0.0009,-0.0083,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0422,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.76,run,8.34,5.73,0.16,-0.02,-0.54,0.0,0.0,0.0,0.981,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.48,22.27,87.31,1.53,18.93,76.15,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.0769,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0436,0.7986,0.1312,0.006,0.019,0.039,0.006,0.058,0.071,0.013,0.981,0.163,0.0,0.006,0.013,0.0,0.546,0.182,0.0,0.214,0.071,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6926,0.1933,0.0028,-0.0013,-0.0093,0.0003,0.7641,0.0252,0.0421,0.7852,0.1268,0.077,0.9123,0.2941,0.0326,0.7985,0.1304,0.0422,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.8,run,8.34,5.74,0.18,0.07,-0.55,0.0,0.0,0.0,0.981,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.47,22.27,87.31,1.53,18.93,76.15,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.0769,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0436,0.7986,0.1312,0.006,0.019,0.026,0.0,0.058,0.078,0.006,0.916,0.201,0.0,0.006,0.006,0.0,0.455,0.136,0.0,0.189,0.097,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6925,0.1933,0.0028,-0.0003,-0.0094,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.0769,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0436,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.84,run,8.34,5.73,0.2,0.03,-0.57,0.0,0.0,0.0,0.981,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.47,22.27,87.31,1.53,18.92,76.15,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.006,0.019,0.026,0.0,0.058,0.078,0.006,0.916,0.201,0.0,0.006,0.006,0.0,0.455,0.136,0.0,0.189,0.097,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6927,0.1937,0.0032,0.0013,-0.0097,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.0769,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0436,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.88,run,8.34,5.74,0.18,0.0,-0.53,0.0,0.0,0.0,0.981,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.47,22.27,87.31,1.53,18.93,76.15,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.0769,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0436,0.7986,0.1312,0.006,0.019,0.026,0.0,0.058,0.078,0.006,0.916,0.201,0.0,0.006,0.006,0.0,0.455,0.136,0.0,0.189,0.097,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6926,0.1935,0.0035,0.0005,-0.0099,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.92,run,8.34,5.74,0.08,0.04,-0.46,0.0,0.0,0.0,0.981,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.48,22.27,87.31,1.53,18.93,76.15,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0422,0.8595,0.2625,0.0437,0.7986,0.1312,0.006,0.019,0.026,0.0,0.071,0.111,0.013,0.89,0.208,0.0,0.006,0.006,0.0,0.461,0.175,0.0,0.175,0.091,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6928,0.1937,0.0032,0.0001,-0.0093,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.0769,0.9124,0.2941,0.0326,0.7985,0.1305,0.0421,0.8595,0.2624,0.0436,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.96,run,8.34,5.74,0.21,0.0,-0.61,0.0,0.0,0.0,0.981,0.18,16.26,66.09,1.67,16.7,74.62,3.16,21.09,87.36,1.23,18.54,75.85,1.41,19.25,85.69,1.41,16.17,74.44,0.01,17.02,67.15,1.47,18.19,75.78,2.69,25.18,90.0,1.14,18.92,76.09,1.47,22.27,87.31,1.53,18.93,76.15,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0325,0.7985,0.1305,0.0421,0.8595,0.2625,0.0437,0.7986,0.1312,0.006,0.019,0.026,0.0,0.071,0.111,0.013,0.89,0.208,0.0,0.006,0.006,0.0,0.461,0.175,0.0,0.175,0.091,0.0046,0.2777,1.1505,0.0291,0.2838,1.3008,0.0583,0.3666,1.5171,0.0199,0.3175,1.3223,0.0261,0.3329,1.4941,0.023,0.2777,1.2947,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6927,0.194,0.0013,0.0007,-0.0081,0.0003,0.7641,0.0253,0.0421,0.7852,0.1268,0.077,0.9124,0.2941,0.0326,0.7985,0.1305,0.0422,0.8595,0.2625,0.0437,0.7986,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
