t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,rot60_k
0.0,run,0.42,3.56,-0.11,-0.04,0.05,0.0,0.0,0.0,0.019,0.0,0.44,0.18,0.09,0.0,0.09,-0.09,0.18,0.44,0.09,0.26,0.26,0.0,0.26,0.35,-0.09,0.18,0.26,-0.0,-1.15,1.68,1.59,-0.86,1.59,1.41,-1.32,1.94,-1.41,1.76,1.68,1.5,-1.32,1.76,1.41,-1.05,1.76,-0.0001,0.3348,-0.0853,0.1333,0.4388,-0.3166,0.1655,-0.0836,-0.2011,-0.2264,0.5733,-0.0839,0.0704,-0.0315,-0.2545,0.4156,0.4355,-0.178,0.0,0.006,0.006,0.006,0.013,0.013,0.006,0.019,0.006,0.013,0.006,0.006,0.013,0.013,0.006,0.006,0.006,0.006,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0027,0.0,0.0029,0.0029,0.0,0.0,0.0,0.0,0.0,-0.002,0.0005,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.04,run,0.43,3.56,-0.05,0.18,-0.05,0.0,0.0,0.0,0.019,0.0,0.44,0.18,0.09,0.0,0.35,-0.09,0.0,0.53,-0.09,0.35,0.35,0.09,0.0,0.35,0.0,0.18,0.35,-0.42,0.35,3.18,3.09,0.64,3.09,2.91,-2.82,3.44,-2.16,3.26,3.18,3.0,-2.82,3.26,2.91,0.45,3.26,-0.0121,0.547,-0.2878,0.1662,0.5617,-0.4436,0.1798,0.1619,-0.1663,-0.0618,0.6179,-0.4034,0.1384,0.1318,-0.0249,0.3345,0.5773,-0.5166,0.0,0.006,0.006,0.006,0.013,0.013,0.006,0.019,0.006,0.013,0.006,0.006,0.013,0.013,0.006,0.006,0.006,0.006,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,-0.0003,0.0,0.0,0.0,0.0019,0.0,0.002,0.002,0.0,0.0,0.0,-0.0006,-0.0005,-0.002,-0.0007,0.0008,-0.0001,0.3348,-0.0853,0.1333,0.4388,-0.3166,0.1655,-0.0836,-0.2011,-0.2264,0.5733,-0.0839,0.0704,-0.0315,-0.2545,0.4156,0.4355,-0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.08,run,0.43,3.58,0.31,0.6,1.9,0.0,0.0,0.0,0.019,0.0,0.0,0.79,0.35,-0.18,0.88,0.18,-0.62,1.05,-0.97,0.97,1.05,0.88,-0.7,1.14,0.97,-0.26,0.97,-0.3,1.85,4.68,4.59,2.14,4.59,4.41,-4.32,4.94,-0.66,4.76,4.68,4.5,-4.32,4.76,4.41,1.95,4.76,-0.0085,0.6119,-0.3744,0.193,0.6352,-0.4841,0.2029,0.1745,-0.084,-0.0181,0.6339,-0.4588,0.1631,0.1723,-0.0709,0.2864,0.5578,-0.5091,0.0,0.006,0.006,0.006,0.013,0.013,0.006,0.019,0.006,0.013,0.006,0.006,0.013,0.013,0.006,0.006,0.006,0.006,0.0,0.0015,0.0,0.0,0.0,0.0046,0.0,-0.0031,0.0015,-0.0031,0.0015,0.0031,0.0015,-0.0031,0.0015,0.0015,0.0,0.0015,0.0,0.0013,0.0,0.0,0.0,0.017,0.0,-0.0115,0.0057,-0.0113,0.0057,0.007,0.0057,-0.0155,0.0014,0.0057,0.0,0.0057,-0.0004,-0.0008,-0.0009,0.0031,-0.0009,-0.0121,0.547,-0.2878,0.1662,0.5617,-0.4436,0.1798,0.1619,-0.1663,-0.0618,0.6179,-0.4034,0.1384,0.1318,-0.0249,0.3345,0.5773,-0.5166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12,run,0.41,3.58,-0.2,-0.41,-0.68,0.0,0.0,0.0,0.039,-0.35,-0.35,1.58,1.41,-0.35,1.93,1.23,-1.49,1.32,-1.58,1.85,2.11,1.76,-1.58,2.29,1.76,-0.62,1.67,-0.46,3.35,6.18,6.09,3.64,6.09,5.91,-5.82,6.44,0.15,6.26,6.18,5.17,-5.82,6.26,5.91,3.45,6.26,-0.0131,0.588,-0.3793,0.1755,0.6299,-0.4918,0.195,0.1745,-0.1096,0.0041,0.6269,-0.4731,0.1477,0.1868,-0.1285,0.2734,0.5744,-0.5381,0.006,0.0,0.006,0.019,0.0,0.019,0.013,0.039,0.013,0.006,0.006,0.006,0.019,0.026,0.013,0.039,0.0,0.013,0.0,-0.0061,0.0107,0.0046,-0.0031,0.0138,0.0046,-0.0138,0.0107,-0.0184,0.0123,0.0153,0.0153,-0.0153,0.0153,0.0184,-0.0077,0.0123,0.0,-0.028,0.0405,0.0174,-0.0116,0.0466,0.0174,-0.0485,0.0387,-0.0658,0.0444,0.0512,0.056,-0.0571,0.053,0.0676,-0.0289,0.0444,0.0002,0.001,0.0055,0.0105,0.0331,-0.0085,0.6119,-0.3744,0.193,0.6352,-0.4841,0.2029,0.1745,-0.084,-0.0181,0.6339,-0.4588,0.1631,0.1723,-0.0709,0.2864,0.5578,-0.5091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16,run,0.39,3.58,0.28,0.26,0.96,0.0,0.0,0.0,0.039,-0.62,-0.44,2.81,2.55,-0.26,3.25,2.37,-2.81,2.72,-2.02,2.99,3.34,2.99,-2.9,3.52,2.99,-0.53,2.9,-1.06,4.85,7.68,5.53,5.14,7.59,5.95,-7.32,7.94,0.31,7.51,7.68,3.91,-7.32,7.76,7.41,4.95,7.76,-0.0304,0.5555,-0.3928,0.1581,0.5886,-0.4998,0.1701,0.2029,-0.1917,0.0089,0.5911,-0.4888,0.1118,0.211,-0.2564,0.2638,0.5751,-0.5892,0.006,0.0,0.006,0.019,0.0,0.019,0.013,0.039,0.013,0.006,0.006,0.006,0.019,0.026,0.013,0.039,0.0,0.013,-0.0061,-0.0123,0.0245,0.023,-0.0061,0.0322,0.023,-0.0291,0.0153,-0.0291,0.0276,0.0337,0.0307,-0.0307,0.0353,0.0322,-0.0138,0.0245,-0.0222,-0.0418,0.0782,0.0786,-0.0192,0.0991,0.0786,-0.0894,0.0437,-0.0848,0.0865,0.1023,0.0946,-0.0954,0.1092,0.0972,-0.0424,0.0754,-0.0016,0.001,-0.0035,-0.0071,-0.0119,-0.0131,0.588,-0.3793,0.1755,0.6299,-0.4918,0.195,0.1745,-0.1096,0.0041,0.6269,-0.4731,0.1477,0.1868,-0.1285,0.2734,0.5744,-0.5381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,run,0.37,3.56,-0.27,-0.66,-2.94,0.0,0.0,0.0,0.039,-0.53,-0.18,3.96,3.69,0.44,4.48,3.52,-4.04,3.96,-1.93,4.22,4.57,3.96,-4.04,4.75,4.48,-0.18,4.04,-2.1,3.35,9.18,5.39,3.83,9.09,4.79,-8.82,9.44,0.15,6.01,9.18,2.41,-8.82,9.26,8.91,5.93,9.15,-0.0599,0.5145,-0.4208,0.1539,0.5241,-0.5044,0.137,0.255,-0.3222,0.0044,0.5299,-0.4968,0.0531,0.2583,-0.4385,0.2604,0.5624,-0.657,0.006,0.0,0.006,0.019,0.0,0.019,0.013,0.039,0.013,0.006,0.006,0.006,0.019,0.026,0.013,0.039,0.0,0.013,-0.0107,-0.0138,0.046,0.043,-0.0046,0.0552,0.043,-0.0522,0.0399,-0.0368,0.0476,0.0552,0.0522,-0.0537,0.0568,0.0537,-0.0123,0.046,-0.0319,-0.0347,0.1314,0.1262,-0.008,0.1514,0.1262,-0.1446,0.1181,-0.0867,0.1317,0.1482,0.1428,-0.1489,0.153,0.1446,-0.0242,0.1294,-0.004,0.0008,0.0048,0.0046,0.0168,-0.0304,0.5555,-0.3928,0.1581,0.5886,-0.4998,0.1701,0.2029,-0.1917,0.0089,0.5911,-0.4888,0.1118,0.211,-0.2564,0.2638,0.5751,-0.5892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.24,run,0.38,3.57,-0.21,0.23,3.19,0.0,0.0,0.0,0.039,-0.97,0.79,5.45,4.75,1.49,5.98,4.57,-5.45,5.45,-1.67,5.45,6.06,4.66,-5.45,6.15,5.62,0.44,5.45,-2.78,2.16,10.68,5.75,2.33,10.59,3.98,-8.32,10.94,-0.48,4.51,10.68,0.91,-9.03,10.76,9.41,4.47,7.65,-0.0794,0.4938,-0.4569,0.1643,0.4534,-0.5165,0.1137,0.3032,-0.4331,-0.0136,0.4662,-0.5181,0.0115,0.2903,-0.5764,0.2689,0.5359,-0.7184,0.006,0.0,0.006,0.006,0.006,0.013,0.006,0.019,0.019,0.006,0.0,0.013,0.006,0.019,0.013,0.006,0.019,0.006,-0.0092,-0.0092,0.066,0.0629,0.0077,0.0767,0.0629,-0.0736,0.0614,-0.0353,0.069,0.0767,0.069,-0.0736,0.0782,0.0798,-0.0061,0.066,-0.0166,-0.007,0.1671,0.1634,0.0407,0.1869,0.1634,-0.1821,0.1636,-0.0549,0.1731,0.1846,0.1635,-0.1793,0.188,0.1995,0.0062,0.1657,-0.0049,-0.0007,-0.0047,-0.0115,-0.0512,-0.0599,0.5145,-0.4208,0.1539,0.5241,-0.5044,0.137,0.255,-0.3222,0.0044,0.5299,-0.4968,0.0531,0.2583,-0.4385,0.2604,0.5624,-0.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.28,run,0.41,3.57,0.35,0.04,-1.84,0.0,0.0,0.0,0.039,-2.11,1.85,6.94,5.36,2.46,7.38,5.27,-6.77,6.94,-0.53,6.42,7.47,5.01,-6.86,7.65,7.38,1.85,6.86,-3.1,0.66,12.18,5.86,0.83,12.09,3.74,-7.12,12.44,-0.38,3.01,12.18,-0.34,-8.5,10.55,9.81,2.97,6.15,-0.0887,0.4458,-0.4953,0.1673,0.3957,-0.5231,0.1069,0.3252,-0.5005,-0.0107,0.3999,-0.527,-0.0098,0.3,-0.6406,0.2803,0.4913,-0.7618,0.006,0.0,0.006,0.006,0.006,0.013,0.006,0.019,0.019,0.006,0.0,0.013,0.006,0.019,0.013,0.006,0.019,0.006,-0.0169,0.0077,0.092,0.0813,0.0261,0.1028,0.0813,-0.0982,0.0874,-0.0307,0.0905,0.1028,0.0813,-0.0982,0.1028,0.0997,0.0046,0.0905,-0.0382,0.0536,0.2073,0.1782,0.0922,0.2212,0.1782,-0.2125,0.2049,-0.0225,0.1956,0.2196,0.157,-0.2106,0.2166,0.2087,0.0415,0.201,-0.0044,0.0005,-0.0036,0.0039,0.0557,-0.0794,0.4938,-0.4569,0.1643,0.4534,-0.5165,0.1137,0.3032,-0.4331,-0.0136,0.4662,-0.5181,0.0115,0.2903,-0.5764,0.2689,0.5359,-0.7184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.32,run,0.34,3.57,-0.45,0.21,1.09,0.0,0.0,0.0,0.039,-2.37,2.55,8.09,5.62,3.16,8.7,5.62,-7.65,8.17,-0.35,7.03,8.79,4.92,-7.82,8.88,8.17,2.9,7.73,-3.19,-0.84,13.68,5.36,-0.67,13.59,4.19,-8.27,13.94,-0.17,1.51,13.68,-0.27,-10.0,10.29,10.85,1.47,4.65,-0.0912,0.3796,-0.5348,0.1531,0.3165,-0.529,0.1196,0.3043,-0.5297,-0.0048,0.3288,-0.5464,-0.0077,0.2665,-0.6436,0.31,0.4402,-0.8023,0.006,0.0,0.006,0.006,0.006,0.013,0.006,0.019,0.019,0.006,0.0,0.013,0.006,0.019,0.013,0.006,0.019,0.006,-0.0368,0.0261,0.1181,0.092,0.043,0.1273,0.0936,-0.1212,0.1135,-0.0107,0.1074,0.1273,0.0874,-0.1227,0.1289,0.1304,0.0291,0.115,-0.0937,0.0993,0.2327,0.1608,0.1212,0.2372,0.1659,-0.226,0.2309,0.0512,0.1935,0.2361,0.1305,-0.2298,0.2392,0.2491,0.1115,0.2231,-0.0019,0.0005,0.0061,0.0007,-0.0321,-0.0887,0.4458,-0.4953,0.1673,0.3957,-0.5231,0.1069,0.3252,-0.5005,-0.0107,0.3999,-0.527,-0.0098,0.3,-0.6406,0.2803,0.4913,-0.7618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.36,run,0.35,3.55,-0.08,-0.35,-0.2,0.0,0.0,0.0,0.039,-2.81,3.08,9.58,5.71,3.6,10.11,5.62,-8.26,9.67,-0.44,7.21,10.2,4.31,-8.7,9.76,9.14,3.52,8.44,-3.44,-2.34,15.18,4.71,-2.17,15.09,4.59,-9.59,15.44,0.2,0.01,15.18,-0.06,-11.5,11.61,11.88,-0.03,3.15,-0.0982,0.3001,-0.5556,0.1345,0.241,-0.5248,0.1312,0.2802,-0.5455,0.0058,0.2581,-0.5382,-0.0017,0.2304,-0.6281,0.3396,0.3805,-0.8165,0.0,0.006,0.006,0.013,0.0,0.006,0.013,0.013,0.019,0.013,0.0,0.006,0.013,0.019,0.013,0.006,0.0,0.006,-0.0414,0.0383,0.1381,0.0966,0.0552,0.1503,0.0997,-0.1365,0.135,-0.0077,0.1181,0.1503,0.0859,-0.1396,0.1503,0.1442,0.0476,0.1304,-0.0838,0.1182,0.2419,0.1308,0.1335,0.2573,0.1405,-0.2191,0.2468,0.048,0.1781,0.2565,0.0853,-0.2278,0.2526,0.2291,0.151,0.217,-0.0076,0.0003,-0.0078,0.0037,0.0191,-0.0912,0.3796,-0.5348,0.1531,0.3165,-0.529,0.1196,0.3043,-0.5297,-0.0048,0.3288,-0.5464,-0.0077,0.2665,-0.6436,0.31,0.4402,-0.8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
