time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/total_timesteps,train/explained_variance,train/std,train/loss,train/clip_fraction,train/value_loss,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/approx_kl
34,800.0,1323.3966064453125,301,3699,1114112,0.9584314227104187,0.17934425175189972,-0.0027526658959686756,0.4514261881510417,0.012321034371173786,198,0.00015,-0.0021890401976634166,0.2,7.7787176830073195,0.047567964
35,800.0,1285.7401123046875,311,3681,1146880,0.9630669355392456,0.17926380038261414,-0.012840332463383675,0.4500274658203125,0.01170288896052322,204,0.00015,-0.003925305602630639,0.2,7.801744767775138,0.046346694
36,796.0,1288.065185546875,321,3667,1179648,0.963212788105011,0.1792697012424469,-0.009350365959107876,0.4434814453125,0.013247195987787563,210,0.00015,-0.002888115422441236,0.2,7.8110198477904005,0.045880996
37,796.0,1313.09228515625,332,3647,1212416,0.9680277705192566,0.1792381852865219,-0.01726081594824791,0.4401041666666667,0.00934497730243796,216,0.00015,-0.0021116308028770923,0.2,7.811607604225476,0.04254228
38,800.0,1325.8179931640625,343,3630,1245184,0.9734835624694824,0.17925603687763214,-0.0002841237001121044,0.4407806396484375,0.00923037929169368,222,0.00015,-0.003491128697836151,0.2,7.81253291418155,0.04200548
39,798.0,1312.95849609375,353,3617,1277952,0.9698665738105774,0.17916114628314972,-0.011086972430348396,0.4450124104817708,0.009564657781690281,228,0.00015,-0.0033713857980425623,0.2,7.8189602208634215,0.043910384
40,798.0,1327.883544921875,363,3605,1310720,0.9539749026298523,0.17923447489738464,0.0031508421525359154,0.452972412109375,0.01302173196017975,234,0.00015,-0.002410303211339245,0.2,7.821241085728009,0.04698757
41,798.0,1303.995849609375,373,3595,1343488,0.9657803177833557,0.17904376983642578,-0.012722047977149487,0.4513397216796875,0.009991135339078028,240,0.00015,-0.002963590561497161,0.2,7.833606128891309,0.045888893
42,800.0,1323.4490966796875,383,3586,1376256,0.9691014885902405,0.17881615459918976,-0.008945520967245102,0.4518941243489583,0.011314979306916939,246,0.00015,-0.0023855283825469087,0.2,7.859644543379545,0.047948338
43,800.0,1319.901123046875,394,3574,1409024,0.9692106246948242,0.17861810326576233,-0.009971421211957932,0.448455810546875,0.009406599573897742,252,0.00015,-0.002092961557840075,0.2,7.89977199335893,0.044586096
44,800.0,1314.7620849609375,404,3562,1441792,0.961723804473877,0.17842498421669006,0.001228837762027979,0.4565582275390625,0.012003487666030802,258,0.00015,-0.003612109288345285,0.2,7.926475964486599,0.048083574
45,798.0,1321.9769287109375,415,3552,1474560,0.9673014879226685,0.1782023012638092,-0.013342887163162231,0.4550577799479167,0.010877642099027677,264,0.00015,-0.004483565058762906,0.2,7.9514356553554535,0.04911533
46,796.0,1338.7713623046875,425,3545,1507328,0.9603910446166992,0.17793725430965424,-0.0038101221434772015,0.4599761962890625,0.012000356262433343,270,0.00015,-0.0037115874899124415,0.2,7.989977438002825,0.04925051
47,794.0,1309.352783203125,435,3534,1540096,0.967136561870575,0.1779049038887024,-0.0046661244705319405,0.4626820882161458,0.010907414109775951,276,0.00015,-0.003655041695916831,0.2,8.006058558821678,0.04885874
48,798.0,1292.2510986328125,445,3526,1572864,0.9711909890174866,0.17781056463718414,-0.008621979504823685,0.457275390625,0.010036771002584524,282,0.00015,-0.004239148446382994,0.2,8.015731501082579,0.05075417
49,798.0,1281.96484375,457,3512,1605632,0.9648038148880005,0.17766831815242767,-0.00888342596590519,0.4519856770833333,0.010018724520098962,288,0.00015,-0.003734561025945974,0.2,8.036574929952621,0.04896735
50,800.0,1297.57666015625,468,3496,1638400,0.9636679291725159,0.1775926649570465,-0.004885808564722538,0.4637552897135417,0.011971422809438081,294,0.00015,-0.003023302114646261,0.2,8.052627719938755,0.05034099
51,800.0,1295.50048828125,480,3480,1671168,0.9656481146812439,0.17749811708927155,0.00503773707896471,0.4646708170572917,0.011053425533949243,300,0.00015,-0.002013531469250059,0.2,8.063601665198803,0.049513854
52,798.0,1296.74560546875,492,3460,1703936,0.9673957824707031,0.17746601998806,0.000421685166656971,0.4636383056640625,0.009680041222357735,306,0.00015,-0.004143575087558323,0.2,8.071751795709133,0.049666557
53,796.0,1315.0174560546875,504,3439,1736704,0.9717239737510681,0.17725838720798492,-0.0070840418338775635,0.4712066650390625,0.00929234304324685,312,0.00015,-0.002990822986854861,0.2,8.093495972454548,0.04942877
54,798.0,1315.1385498046875,517,3419,1769472,0.9589811563491821,0.17707259953022003,-0.0037548341788351536,0.4695638020833333,0.011472082380350912,318,0.00015,-0.0034943902701343177,0.2,8.11847954740127,0.051098995
55,798.0,1310.4576416015625,530,3396,1802240,0.9720701575279236,0.17709586024284363,-0.005601675249636173,0.4678802490234375,0.010136274106722945,324,0.00015,-0.0019075873133260757,0.2,8.130368284881115,0.049455393
56,798.0,1307.01513671875,542,3380,1835008,0.9629578590393066,0.17733368277549744,-0.013346655294299126,0.4733072916666667,0.011632189228597175,330,0.00015,-0.0036019895487697795,0.2,8.106050757070383,0.051398218
57,796.0,1309.4197998046875,555,3360,1867776,0.9654221534729004,0.17722240090370178,-0.007870560511946678,0.4804331461588542,0.010845587651904983,336,0.00015,-0.0047193774098559516,0.2,8.10500199596087,0.053809248
58,794.0,1316.026611328125,568,3342,1900544,0.9655215740203857,0.17710071802139282,0.007145981304347515,0.4776255289713542,0.011685275596391875,342,0.00015,-0.0010732490439598525,0.2,8.121257012089094,0.05326183
59,796.0,1325.8297119140625,581,3323,1933312,0.9662731289863586,0.1770876944065094,-0.009942122735083103,0.4735361735026042,0.010548374749002202,348,0.00015,-0.0030281764096192396,0.2,8.133492159346739,0.05279971
60,800.0,1332.071533203125,594,3306,1966080,0.9698559641838074,0.17707353830337524,0.006533761043101549,0.4757639567057292,0.009882008096610662,354,0.00015,-0.003119185690896605,0.2,8.131417103111744,0.050706718
61,800.0,1320.28271484375,608,3286,1998848,0.9679574966430664,0.17683261632919312,-0.013206198811531067,0.4756571451822917,0.009896187793250041,360,0.00015,-0.0015141004199297943,0.2,8.154907012979189,0.051833592
62,800.0,1310.9012451171875,622,3265,2031616,0.9627557992935181,0.17671316862106323,-0.008565613068640232,0.4727884928385417,0.010118859026988503,366,0.00015,-0.002831529188066876,0.2,8.175124903519949,0.051973738
63,800.0,1338.42822265625,635,3247,2064384,0.9632339477539062,0.17666339874267578,0.0010742307640612125,0.4717559814453125,0.011584430255121939,372,0.00015,-0.002889146052136008,0.2,8.187578986088434,0.05159706
64,800.0,1337.2618408203125,649,3230,2097152,0.9703694581985474,0.17647340893745422,-0.005390205420553684,0.4676157633463542,0.00894655411442121,378,0.00015,-0.002012474117994619,0.2,8.206850613156954,0.053718075
65,796.0,1330.4942626953125,661,3217,2129920,0.9718784093856812,0.17647649347782135,-0.01985868439078331,0.4685414632161458,0.008424003300509261,384,0.00015,-0.002286065165511294,0.2,8.221991630891958,0.051671997
66,794.0,1321.3614501953125,675,3203,2162688,0.9695964455604553,0.17642280459403992,-0.017742283642292023,0.4750315348307292,0.009012526342606483,390,0.00015,-0.0029696594983761315,0.2,8.22175948570172,0.0522972
67,794.0,1315.012451171875,688,3188,2195456,0.9668232202529907,0.17637069523334503,-0.014132723212242126,0.4812469482421875,0.010414795432249472,396,0.00015,-0.0027671534602025836,0.2,8.230127816398939,0.056513738
68,798.0,1337.208251953125,701,3176,2228224,0.9720758199691772,0.17626775801181793,-0.014139091596007347,0.4749908447265625,0.009027931477855114,402,0.00015,-0.002013842490365884,0.2,8.240773094197115,0.054147102
69,798.0,1341.321044921875,714,3162,2260992,0.9703472256660461,0.17611107230186462,-0.022446800023317337,0.4784088134765625,0.009518467013549525,408,0.00015,-0.002379723001771102,0.2,8.265419979890188,0.053039834
70,798.0,1342.2303466796875,727,3150,2293760,0.9656462669372559,0.1758333146572113,-0.00590349268168211,0.4823099772135417,0.00947867616074897,414,0.00015,-0.0030173080588914067,0.2,8.294846159716448,0.054321326
71,800.0,1314.3565673828125,741,3138,2326528,0.9650092720985413,0.17570073902606964,-0.0104243578389287,0.4929962158203125,0.010708743536573214,420,0.00015,-0.0023217836099623432,0.2,8.32440084964037,0.05828587
72,800.0,1288.76513671875,754,3126,2359296,0.9639426469802856,0.17556601762771606,-0.007441902067512274,0.4829966227213542,0.010334608405779969,426,0.00015,-0.0030524529168663625,0.2,8.345131340126196,0.055667203
73,800.0,1293.667236328125,768,3112,2392064,0.9646550416946411,0.17560115456581116,-0.014799495227634907,0.4887644449869792,0.012097187411806468,432,0.00015,-0.0027226537822571117,0.2,8.346568167209625,0.058596976
74,800.0,1318.3043212890625,781,3102,2424832,0.9671837091445923,0.17570234835147858,0.009380675852298737,0.4741719563802083,0.009061760425538523,438,0.00015,-0.0028180490789964097,0.2,8.338947728276253,0.053205412
75,798.0,1317.34130859375,795,3090,2457600,0.9661529660224915,0.17568053305149078,-0.00846102274954319,0.4779612223307292,0.009056866651614351,444,0.00015,-0.0033582707419554936,0.2,8.338907909890017,0.053448927
76,798.0,1317.61181640625,810,3071,2490368,0.9685268998146057,0.17569486796855927,0.0026284344494342804,0.4867350260416667,0.010688482145875847,450,0.00015,-0.003347535557622905,0.2,8.331896054248014,0.05603502
77,798.0,1334.505615234375,823,3062,2523136,0.9699728488922119,0.17550024390220642,0.0015555548015981913,0.4969380696614583,0.009014549466276852,456,0.00015,-0.0016107329623385642,0.2,8.35358647753795,0.058107294
78,798.0,1315.4754638671875,836,3053,2555904,0.9724804162979126,0.1753678023815155,0.0019329458009451628,0.4879302978515625,0.009185330095836738,462,0.00015,-0.0012528893239505123,0.2,8.377047958473364,0.05615549
79,798.0,1285.8077392578125,851,3039,2588672,0.9673835635185242,0.17539538443088531,0.0007170154713094234,0.4914093017578125,0.010476111803048601,468,0.00015,-0.002304189433440721,0.2,8.375426960488161,0.057909302
80,798.0,1272.5565185546875,864,3031,2621440,0.9733866453170776,0.17559033632278442,-0.019968658685684204,0.4907989501953125,0.009499406232256055,474,0.00015,-0.003727780958494501,0.2,8.365267227093378,0.055500228
81,800.0,1280.8818359375,879,3017,2654208,0.975395143032074,0.1754765510559082,-0.00786413624882698,0.4928131103515625,0.009825215256569209,480,0.00015,-0.003212011077872982,0.2,8.358977635701498,0.056820475
82,800.0,1327.994873046875,895,2999,2686976,0.9745340347290039,0.1752791553735733,-0.015060948207974434,0.4902496337890625,0.009357656304928241,486,0.00015,-0.0016345823066027758,0.2,8.387426527837912,0.05693539
83,800.0,1323.217041015625,910,2987,2719744,0.9602044224739075,0.1750311553478241,0.0016190162859857082,0.5045979817708334,0.01324776228890793,492,0.00015,-0.0025003839158064998,0.2,8.420213105777899,0.060674794
84,800.0,1319.9879150390625,925,2975,2752512,0.9625995755195618,0.17485450208187103,-0.01875164546072483,0.4878285725911458,0.011365278614296889,498,0.00015,-0.004302332529429502,0.2,8.452165057261785,0.056900673
85,800.0,1330.8140869140625,940,2962,2785280,0.9582168459892273,0.17481762170791626,0.004649544134736061,0.4934844970703125,0.011475354208717667,504,0.00015,-0.003716255773421532,0.2,8.462292976677418,0.05691575
86,800.0,1326.5679931640625,953,2955,2818048,0.9638222455978394,0.1749081313610077,-0.006098135374486446,0.4904632568359375,0.009767090120779661,510,0.00015,-0.003373262514893819,0.2,8.460034201542536,0.05714601
87,796.0,1303.068603515625,966,2950,2850816,0.9618014693260193,0.1749589592218399,-0.0023580649867653847,0.4998219807942708,0.011270636336121242,516,0.00015,-0.0028015768499850915,0.2,8.445610528190931,0.058193237
88,796.0,1311.0780029296875,979,2945,2883584,0.9754641652107239,0.17488376796245575,-0.0038320962339639664,0.4947509765625,0.009415940593801983,522,0.00015,-0.0025808368269887674,0.2,8.459093307455381,0.060355354
89,800.0,1327.910888671875,991,2940,2916352,0.964809000492096,0.17484331130981445,0.006347370333969593,0.5017344156901041,0.010218014682322973,528,0.00015,-0.004078951264697632,0.2,8.461051898698011,0.058084913
90,800.0,1311.9881591796875,1004,2937,2949120,0.9625940322875977,0.17505502700805664,-0.004278313368558884,0.4954935709635417,0.010501541268846873,534,0.00015,-0.001985051233835596,0.2,8.447445151706537,0.059594225
91,798.0,1316.7467041015625,1016,2934,2981888,0.9683519601821899,0.17512178421020508,-0.004390745889395475,0.4906819661458333,0.009372143796402574,540,0.00015,-0.003484549706627149,0.2,8.427313052117825,0.056099445
92,798.0,1312.2752685546875,1028,2931,3014656,0.9707346558570862,0.1750343143939972,0.001931672915816307,0.4969278971354167,0.009483306715992512,546,0.00015,-0.002031767747515308,0.2,8.431337676942348,0.056876127
93,800.0,1302.8543701171875,1040,2927,3047424,0.9699640870094299,0.17492446303367615,-0.012067918665707111,0.4958546956380208,0.008874219318386167,552,0.00015,-0.0024114570584667185,0.2,8.443836765984694,0.06036234
94,800.0,1294.2093505859375,1053,2922,3080192,0.9643842577934265,0.17466534674167633,-0.013942750170826912,0.4987131754557292,0.009141438442990571,558,0.00015,-0.003274068789323792,0.2,8.477306964496771,0.05701247
95,800.0,1293.7730712890625,1066,2918,3112960,0.9720600843429565,0.17440921068191528,-0.007943777367472649,0.4949188232421875,0.009160825749859214,564,0.00015,-0.0038068803229786377,0.2,8.516555520395437,0.060770206
96,800.0,1308.8922119140625,1078,2916,3145728,0.963444173336029,0.17462843656539917,-0.018803086131811142,0.5015716552734375,0.010373063129615426,570,0.00015,-0.0029224732691848962,0.2,8.50927464167277,0.06100093
97,800.0,1303.9842529296875,1090,2913,3178496,0.9653850197792053,0.1745884269475937,0.010912882164120674,0.4939931233723958,0.009388243305390157,576,0.00015,-0.001421938011238429,0.2,8.501154271264872,0.057687007
98,800.0,1313.6031494140625,1103,2910,3211264,0.975986659526825,0.17460061609745026,-0.003991085570305586,0.4918975830078125,0.007615382840109912,582,0.00015,-0.0031022246193970204,0.2,8.501104963322481,0.059398912
99,798.0,1309.2071533203125,1115,2907,3244032,0.967321515083313,0.17451392114162445,-0.004290955141186714,0.4897562662760417,0.008956761968875071,588,0.00015,-0.0012681241472212907,0.2,8.514339747528235,0.05967094
100,798.0,1302.4075927734375,1128,2903,3276800,0.9667516350746155,0.17439033091068268,-0.0009182067587971687,0.4926859537760417,0.010342873223028922,594,0.00015,-0.0029234597853549835,0.2,8.523052925864855,0.060149826
101,800.0,1311.1370849609375,1141,2900,3309568,0.9668111205101013,0.17439335584640503,0.005826130043715239,0.498687744140625,0.009427306398720248,600,0.00015,-0.003768353308259975,0.2,8.53457639614741,0.061799675
102,800.0,1331.8828125,1154,2896,3342336,0.9620841145515442,0.17447251081466675,-0.009681465104222298,0.5042266845703125,0.00919479578563672,606,0.00015,-0.0024974720175426532,0.2,8.524165406823158,0.06164189
103,800.0,1317.92529296875,1166,2892,3375104,0.9695250391960144,0.17444480955600739,-0.006588674150407314,0.502197265625,0.008304378510122964,612,0.00015,-0.002178629163002673,0.2,8.526023695866266,0.05835878
104,800.0,1328.7901611328125,1179,2889,3407872,0.9707385897636414,0.17434212565422058,-0.004548681899905205,0.5025634765625,0.00848832743940875,618,0.00015,-0.0016295865643769503,0.2,8.534323828915754,0.06006688
105,800.0,1304.9749755859375,1191,2886,3440640,0.9644227623939514,0.17421454191207886,-0.00902203842997551,0.5109659830729166,0.010674698729417287,624,0.00015,-0.0011766216036145731,0.2,8.548448060949644,0.06335287
106,800.0,1293.333251953125,1204,2883,3473408,0.9661661386489868,0.17392128705978394,-0.012243404984474182,0.5046183268229166,0.010150297957200868,630,0.00015,-0.0008469374685470635,0.2,8.585731593271097,0.06091252
107,798.0,1287.3336181640625,1217,2879,3506176,0.9627984166145325,0.17390745878219604,-0.003792703617364168,0.5093129475911459,0.01053029486865853,636,0.00015,-0.001030487520135163,0.2,8.606639886895815,0.059266746
108,798.0,1305.908203125,1232,2871,3538944,0.971440851688385,0.1738050878047943,-0.016955196857452393,0.512115478515625,0.008790689638165835,642,0.00015,-0.002671754065886489,0.2,8.617053692539534,0.06281488
109,798.0,1294.9736328125,1246,2865,3571712,0.962247908115387,0.17362044751644135,0.0007334365509450436,0.5094807942708334,0.01144621116206205,648,0.00015,-0.0031232486623290847,0.2,8.639132291078568,0.06120505
110,800.0,1317.5743408203125,1260,2860,3604480,0.968928873538971,0.17353802919387817,-0.001615009969100356,0.4941609700520833,0.0083682866509965,654,0.00015,-0.002698969877201307,0.2,8.654865550498167,0.058817975
111,800.0,1326.295166015625,1273,2855,3637248,0.9645455479621887,0.17354068160057068,-0.01946188695728779,0.5126291910807291,0.010403982517649032,660,0.00015,-0.0021468387385539245,0.2,8.659743169943491,0.06017907
112,800.0,1317.3668212890625,1287,2849,3670016,0.9686948657035828,0.1734786331653595,-0.0007386063225567341,0.5162709554036459,0.011278657907193216,666,0.00015,-0.0012049349328056753,0.2,8.667637079954147,0.06515367
113,800.0,1301.897705078125,1303,2841,3702784,0.9647088646888733,0.17346403002738953,-0.0017866985872387886,0.5219675699869791,0.010481031913514016,672,0.00015,-0.0003208889672047614,0.2,8.67368912945191,0.06322373
114,800.0,1299.711181640625,1317,2834,3735552,0.9692580699920654,0.1735224425792694,0.004230554681271315,0.5076904296875,0.009452669150050497,678,0.00015,-0.0027530060663896925,0.2,8.660314636925856,0.061509877
115,800.0,1296.3974609375,1331,2830,3768320,0.973268449306488,0.17354096472263336,0.009968378581106663,0.5024617513020834,0.008757400300964946,684,0.00015,-0.0020234111173825418,0.2,8.658480398356915,0.059864312
116,796.0,1281.69384765625,1347,2820,3801088,0.9650900959968567,0.17351937294006348,0.010313567705452442,0.5178070068359375,0.010898068082800213,690,0.00015,-0.001238152962590296,0.2,8.659597463905811,0.06580596
117,796.0,1304.1287841796875,1362,2813,3833856,0.9750481843948364,0.17335493862628937,-0.015655895695090294,0.5021311442057291,0.00871326516304786,696,0.00015,-0.0009883510665531503,0.2,8.674244346717993,0.059077393
118,800.0,1304.68701171875,1377,2807,3866624,0.9645934104919434,0.17322932183742523,0.01126992516219616,0.5073903401692709,0.00973599158169236,702,0.00015,-0.0015879793791100383,0.2,8.698284154136976,0.06625959
119,794.0,1285.8912353515625,1391,2803,3899392,0.9720318913459778,0.17316746711730957,-0.011579190380871296,0.5032908121744791,0.00840594534020056,708,0.00015,-0.0020103589146553227,0.2,8.710398614406586,0.06422123
120,794.0,1304.0289306640625,1407,2794,3932160,0.9624038934707642,0.17313504219055176,0.005779849365353584,0.5172526041666666,0.01055159319366794,714,0.00015,0.0005822527182317572,0.2,8.713061730066935,0.060771488
121,798.0,1314.3826904296875,1423,2784,3964928,0.9742929935455322,0.17309530079364777,-0.00393045274540782,0.5099029541015625,0.00864022360110539,720,0.00015,-0.0004769403100605511,0.2,8.723302647471428,0.06127751
122,800.0,1334.494384765625,1438,2780,3997696,0.9705690145492554,0.17296838760375977,-0.006228725425899029,0.513427734375,0.008853734821362499,726,0.00015,-0.0027523079649351225,0.2,8.73266588896513,0.062490955
123,800.0,1317.6214599609375,1452,2775,4030464,0.9719878435134888,0.1731320470571518,-0.018611058592796326,0.5061391194661459,0.00798830348382277,732,0.00015,-0.0039585320796504675,0.2,8.727155598501364,0.06305887
124,800.0,1290.4674072265625,1465,2772,4063232,0.9663249254226685,0.17284438014030457,-0.01831304281949997,0.514007568359375,0.00927059031043124,738,0.00015,-0.003046736634132685,0.2,8.745747936268648,0.065487355
125,796.0,1277.9351806640625,1479,2767,4096000,0.9677146673202515,0.17278701066970825,-0.010808693245053291,0.5126953125,0.01006782036832495,744,0.00015,-0.000485892463378453,0.2,8.76572535187006,0.06568907
126,794.0,1273.7984619140625,1494,2762,4128768,0.9675469994544983,0.1726999580860138,-0.012603914365172386,0.5190226236979166,0.009751349961637365,750,0.00015,0.0003074911510339007,0.2,8.781687445938587,0.06650858
127,796.0,1294.374267578125,1508,2758,4161536,0.9635724425315857,0.17285636067390442,-0.006045292131602764,0.5183919270833334,0.00986710835059057,756,0.00015,-0.0018900626273534726,0.2,8.774288746217886,0.06322178
128,798.0,1311.225830078125,1523,2752,4194304,0.9740650057792664,0.17290827631950378,-0.0096885422244668,0.5075327555338541,0.007354028297413606,762,0.00015,-0.0019302512373542413,0.2,8.757852231462797,0.060173694
129,798.0,1317.514892578125,1540,2744,4227072,0.9724422693252563,0.17296336591243744,0.01059609092772007,0.4958546956380208,0.007762697585955418,768,0.00015,-0.0008133034795415975,0.2,8.750928898652395,0.058389746
130,798.0,1324.13134765625,1555,2737,4259840,0.9718088507652283,0.1729697436094284,0.0034738490357995033,0.5136566162109375,0.008073692491355663,774,0.00015,-0.0010159985752882978,0.2,8.745030201971531,0.064843
131,798.0,1308.2396240234375,1573,2728,4292608,0.964551568031311,0.17292055487632751,0.0016386115457862616,0.5154164632161459,0.009717986361162426,780,0.00015,-0.00273013634068775,0.2,8.752676412463188,0.06440522
