time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/total_timesteps,train/std,train/learning_rate,train/entropy_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/loss
911,792.0,1005.7185668945312,4207,117,3833856,0.1849518120288849,0.00015,7.000170597185691,0.9304742813110352,0.2,0.5021311442057291,0.030236491356239032,0.061407883,696,-0.0018350132462122322,-0.009051458910107613
918,792.0,1010.63720703125,4207,118,3866624,0.18496765196323395,0.00015,7.002974880238374,0.9330856800079346,0.2,0.5071360270182291,0.02711070441970757,0.063248426,702,-0.0026841048174901516,-0.009903376922011375
926,790.0,1032.3115234375,4206,119,3899392,0.1851452887058258,0.00015,6.989982323100169,0.9372915625572205,0.2,0.5064951578776041,0.025561935724302504,0.060462702,708,-0.003669292880658759,-0.005551563575863838
935,798.0,1028.4278564453125,4204,120,3932160,0.18522122502326965,0.00015,6.967257206638654,0.9190409183502197,0.2,0.4989878336588542,0.024762220835934084,0.05621731,714,-0.0026591424796909755,-0.001656816340982914
943,794.0,1007.5091552734375,4203,121,3964928,0.18526268005371094,0.00015,6.969252313176791,0.9425967931747437,0.2,0.5099131266276041,0.029269630319807522,0.062416125,720,-0.0026957409354508854,-0.017148954793810844
951,796.0,986.8936767578125,4201,122,3997696,0.18521688878536224,0.00015,6.96205195163687,0.9358358979225159,0.2,0.5182698567708334,0.03141255926069183,0.06222985,726,-0.0029674516154045705,0.005050991661846638
959,798.0,973.07861328125,4200,123,4030464,0.18529455363750458,0.00015,6.955251044283311,0.9258837103843689,0.2,0.5074361165364584,0.02851966719996805,0.061490163,732,-0.0018270562341058394,0.0009220056235790253
967,798.0,996.10107421875,4200,124,4063232,0.18535593152046204,0.00015,6.950509252647559,0.9503287672996521,0.2,0.50311279296875,0.024590260635401744,0.058941897,738,-0.003947874802179285,-0.006810051389038563
975,800.0,998.8699951171875,4199,125,4096000,0.18550001084804535,0.00015,6.939411795387666,0.9315909147262573,0.2,0.5085601806640625,0.033965130380238406,0.061722986,744,-0.001940856240253197,-0.0049896882846951485
983,796.0,980.3489990234375,4198,126,4128768,0.18560093641281128,0.00015,6.919898331165314,0.940790057182312,0.2,0.5096638997395834,0.027503794922571007,0.063993566,750,-0.003421979274814172,0.021575389429926872
991,796.0,992.3897705078125,4196,127,4161536,0.18577513098716736,0.00015,6.897520927091439,0.9376956820487976,0.2,0.5047760009765625,0.03226198049378581,0.06299094,756,-0.0031423442105733557,0.017444882541894913
999,796.0,1018.4078979492188,4197,128,4194304,0.18582004308700562,0.00015,6.885747005542119,0.925981342792511,0.2,0.509185791015625,0.03321060215724477,0.060858533,762,-0.0040544142187476,0.003138805739581585
1007,800.0,1028.393310546875,4197,129,4227072,0.18574802577495575,0.00015,6.887123174965382,0.9372531771659851,0.2,0.5153605143229166,0.030016415354718145,0.062489446,768,-0.00272407937124323,0.0015164809301495552
1014,800.0,1037.370361328125,4197,130,4259840,0.1858125776052475,0.00015,6.892016751070817,0.9331483244895935,0.2,0.515411376953125,0.029015767470506642,0.06413442,774,-0.0022989884309936315,-0.0046005696058273315
1022,800.0,1014.98974609375,4196,131,4292608,0.1858622431755066,0.00015,6.87670794253548,0.9262765645980835,0.2,0.5140482584635416,0.0264935424226375,0.06297597,780,-0.0008926657404420743,0.0006839409470558167
1030,800.0,1010.1908569335938,4196,132,4325376,0.1858627200126648,0.00015,6.874693971127272,0.9334055185317993,0.2,0.5120747884114584,0.028986265606363304,0.0609403,786,-0.0033967964688296584,0.0014520715922117233
1038,800.0,984.75732421875,4195,133,4358144,0.185898095369339,0.00015,6.870964039117098,0.9346089363098145,0.2,0.5111643473307291,0.02557667943377358,0.060691856,792,-0.0026698824179523704,-0.008018450811505318
1047,798.0,974.3644409179688,4193,134,4390912,0.18601857125759125,0.00015,6.863720414539178,0.9301574230194092,0.2,0.5144500732421875,0.02861689366788293,0.06295204,798,-0.002190445839005406,-0.016211409121751785
1054,798.0,974.1541137695312,4194,135,4423680,0.18616880476474762,0.00015,6.846737605830033,0.9377191662788391,0.2,0.5085042317708334,0.03066775924526155,0.06390321,804,-0.0040818694560584845,-0.010827199555933475
1062,798.0,961.016357421875,4194,136,4456448,0.1861979365348816,0.00015,6.835075590759516,0.940994918346405,0.2,0.5143585205078125,0.027420521529469017,0.061787173,810,-0.0017955770084275475,0.011658160015940666
