rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/loss,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/clip_fraction,train/approx_kl,train/value_loss
400.0,31,1320,253952,192,607.476806640625,-0.02880743130517658,0.2,0.0003,-0.04732774943113327,0.8558057546615601,0.13184311985969543,15.792672193050384,300,0.58065185546875,0.09985316,0.025608553213533013
400.0,32,1313,262144,199,655.5437622070312,-0.027105557988397776,0.2,0.0003,-0.031714536249637604,0.8864847421646118,0.13177701830863953,15.798824721574784,310,0.58182373046875,0.105313316,0.023401796555845067
400.0,33,1306,270336,206,654.6528930664062,-0.038680506258970127,0.2,0.0003,-0.04842349886894226,0.9373753666877747,0.13166838884353638,15.819229614734649,320,0.5706298828125,0.10464075,0.01140631357266102
400.0,34,1299,278528,214,596.2053833007812,-0.01449393643415533,0.2,0.0003,0.016360901296138763,0.6500886082649231,0.13152894377708435,15.835279631614686,330,0.600439453125,0.09986958,0.15786561383865774
400.0,35,1293,286720,221,601.2183837890625,-0.01690978658152744,0.2,0.0003,0.050657618790864944,0.673048734664917,0.13132278621196747,15.876239192485809,340,0.6000732421875,0.115413934,0.14683122192509473
400.0,36,1290,294912,228,601.0435791015625,-0.019538332943920978,0.2,0.0003,-0.008188342675566673,0.7853748202323914,0.1313227117061615,15.902070409059524,350,0.61358642578125,0.1264882,0.05926919458433986
400.0,37,1282,303104,236,602.7416381835938,-0.03294030670367647,0.2,0.0003,-0.04946008324623108,0.8846824765205383,0.13121265172958374,15.904199832677842,360,0.5990478515625,0.10619493,0.02079961178242229
400.0,38,1275,311296,244,615.661376953125,-0.037164111441234125,0.2,0.0003,-0.05809099227190018,0.9565702676773071,0.13123326003551483,15.913416600227356,370,0.579345703125,0.10154074,0.010050997775397263
400.0,39,1269,319488,251,641.6116943359375,-0.009478495235089212,0.2,0.0003,0.1349429339170456,0.712070107460022,0.13102349638938904,15.932418888807296,380,0.6227783203125,0.116508484,0.16019923414569348
400.0,40,1265,327680,258,612.681640625,-0.02826311061216984,0.2,0.0003,-0.0407625250518322,0.8832606077194214,0.1309126615524292,15.972439390420913,390,0.59434814453125,0.1285134,0.02171716674347408
400.0,41,1262,335872,265,617.4259643554688,-0.00796328923825058,0.2,0.0003,0.09243018925189972,0.7238802909851074,0.1310993880033493,15.95494310259819,400,0.637744140625,0.13038364,0.2556753730867058
400.0,42,1257,344064,273,617.4861450195312,-0.038180723233381286,0.2,0.0003,-0.055682770907878876,0.8375373482704163,0.13104578852653503,15.947669953107834,410,0.5917724609375,0.10947014,0.015617598860990256
400.0,43,1252,352256,281,652.86572265625,-0.0353266122052446,0.2,0.0003,-0.0491795614361763,0.9416707754135132,0.13112856447696686,15.94588109254837,420,0.58487548828125,0.11013254,0.01066428294579964
400.0,44,1245,360448,289,641.9644775390625,-0.01636625298997387,0.2,0.0003,-0.014239504002034664,0.7261205911636353,0.13082538545131683,15.963869708776475,430,0.59522705078125,0.10125399,0.061310263257473706
400.0,45,1227,368640,300,672.0441284179688,-0.012806731613818557,0.2,0.0003,-0.028704307973384857,0.7877168655395508,0.1308976709842682,15.997449678182601,440,0.607275390625,0.15407476,0.030798923590919004
400.0,46,1213,376832,310,664.6434936523438,-0.032681053486885506,0.2,0.0003,-0.047869518399238586,0.9333634972572327,0.13071689009666443,16.008692902326583,450,0.6038818359375,0.115637764,0.014271097618620842
400.0,47,1213,385024,317,663.7326049804688,-0.013071275266702287,0.2,0.0003,-0.029314596205949783,0.5816193222999573,0.13049036264419556,16.03670960664749,460,0.6068359375,0.10677456,0.1444126136484556
400.0,48,1211,393216,324,659.0032958984375,-0.02901359067473095,0.2,0.0003,-0.050099894404411316,0.8348461389541626,0.1303141862154007,16.0799107670784,470,0.59329833984375,0.10383718,0.016012503195088356
400.0,49,1212,401408,331,656.010498046875,-0.03408397979073925,0.2,0.0003,-0.047220103442668915,0.8991279602050781,0.13033641874790192,16.09813106060028,480,0.601611328125,0.109068595,0.012481148744700476
400.0,50,1209,409600,338,660.809326171875,-0.013533435607678257,0.2,0.0003,-0.01583363674581051,0.6311410665512085,0.1302751898765564,16.09920424222946,490,0.59957275390625,0.10616496,0.12429596575675532
400.0,51,1193,417792,350,674.92578125,-0.029521120080607942,0.2,0.0003,-0.04387178272008896,0.7314403057098389,0.13027498126029968,16.10431960821152,500,0.6173583984375,0.12899801,0.020381466264370828
400.0,52,1175,425984,362,671.78076171875,-0.03263366267201491,0.2,0.0003,-0.04823228716850281,0.8340197801589966,0.13005615770816803,16.133308506011964,510,0.5947021484375,0.110681534,0.01101112664618995
400.0,53,1156,434176,375,634.9759521484375,-0.029703517627785912,0.2,0.0003,-0.03430425748229027,0.8692145347595215,0.13006283342838287,16.151738953590392,520,0.60234375,0.116423145,0.014004359755199402
400.0,54,1132,442368,390,642.173583984375,-0.012517327147361357,0.2,0.0003,0.03899187594652176,0.5831027030944824,0.12987732887268066,16.159292936325073,530,0.6163818359375,0.1306125,0.1899648553226143
400.0,55,1114,450560,404,646.1348266601562,-0.025084292658721096,0.2,0.0003,-0.044006261974573135,0.8083944320678711,0.12965275347232819,16.21872639656067,540,0.61302490234375,0.121583745,0.02571070216363296
