t_s,tick,seg,phase,joint,t_send_s,t_recv_s,overrun,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,cur_a,load_pct,volt,temp_c
1.8794,14,0,pre,6,1.8794,1.8868,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.8875,15,0,pre,6,1.8875,1.8949,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.8956,16,0,pre,6,1.8956,1.9030,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9037,17,0,pre,6,1.9037,1.9113,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9119,18,0,pre,6,1.9119,1.9194,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9200,19,0,pre,6,1.9200,1.9275,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9282,20,0,move,6,1.9282,1.9358,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9465,21,0,move,6,1.9465,1.9538,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9544,22,0,move,6,1.9544,1.9621,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9628,23,0,move,6,1.9628,1.9704,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9711,24,0,move,6,1.9711,1.9786,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9797,25,0,move,6,1.9797,1.9872,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9878,26,0,move,6,1.9878,1.9953,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
1.9960,27,0,move,6,1.9960,2.0034,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
2.0040,28,0,move,6,2.0040,2.0115,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.439,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
2.0121,29,0,move,6,2.0121,2.0195,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.615,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
2.0201,30,0,move,6,2.0201,2.0277,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.703,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.0,12.00,33.0
2.0283,31,0,move,6,2.0283,2.0359,1,0.000,0.439,0.176,-0.088,0.527,0.088,0.879,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.0467,32,0,move,6,2.0467,2.0547,1,0.000,0.439,0.176,-0.088,0.527,0.088,1.230,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.0554,33,0,move,6,2.0554,2.0629,1,0.000,0.439,0.176,-0.088,0.527,0.088,1.406,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.0636,34,0,move,6,2.0636,2.0710,1,0.000,0.439,0.176,-0.088,0.527,0.088,1.582,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.0717,35,0,move,6,2.0717,2.0791,1,0.000,0.439,0.176,-0.088,0.527,0.088,1.758,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.0797,36,0,move,6,2.0797,2.0872,1,0.000,0.439,0.176,-0.088,0.527,0.088,1.934,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.0879,37,0,move,6,2.0879,2.0954,1,0.000,0.439,0.176,-0.088,0.527,0.088,2.109,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.0961,38,0,move,6,2.0961,2.1036,1,0.000,0.439,0.176,-0.088,0.527,0.088,2.373,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.1042,39,0,move,6,2.1042,2.1118,1,0.000,0.439,0.176,-0.088,0.527,0.088,2.549,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.1124,40,0,move,6,2.1124,2.1201,1,0.000,0.439,0.176,-0.088,0.527,0.088,2.812,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.1207,41,0,move,6,2.1207,2.1283,1,0.000,0.439,0.176,-0.088,0.527,0.088,2.988,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,9.2,12.00,33.0
2.1289,42,0,move,6,2.1289,2.1365,1,0.000,0.439,0.176,-0.088,0.527,0.088,3.252,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.1472,43,0,move,6,2.1472,2.1550,1,0.000,0.439,0.176,-0.088,0.527,0.088,3.691,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.1557,44,0,move,6,2.1557,2.1632,1,0.000,0.439,0.176,-0.088,0.527,0.088,3.779,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.1639,45,0,move,6,2.1639,2.1714,1,0.000,0.439,0.176,-0.088,0.527,0.088,3.955,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.1720,46,0,move,6,2.1720,2.1820,1,0.000,0.439,0.176,-0.088,0.527,0.088,4.131,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.1826,47,0,move,6,2.1826,2.1903,1,0.000,0.439,0.176,-0.088,0.527,0.088,4.307,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.1909,48,0,move,6,2.1909,2.1986,1,0.000,0.439,0.176,-0.088,0.527,0.088,4.482,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.1993,49,0,move,6,2.1993,2.2068,1,0.000,0.439,0.176,-0.088,0.527,0.088,4.570,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.2078,50,0,move,6,2.2078,2.2154,1,0.000,0.439,0.176,-0.088,0.527,0.088,4.658,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.2161,51,0,move,6,2.2161,2.2235,1,0.000,0.439,0.176,-0.088,0.527,0.088,4.746,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.2241,52,0,move,6,2.2241,2.2315,1,0.000,0.439,0.176,-0.088,0.527,0.088,4.834,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.013,10.0,12.00,33.0
2.2321,53,0,move,6,2.2321,2.2395,1,0.000,0.439,0.176,-0.088,0.527,0.088,4.922,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,4.0,12.00,33.0
2.2500,54,0,move,6,2.2500,2.2577,1,0.000,0.439,0.176,-0.088,0.527,0.088,5.010,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,4.0,12.00,33.0
2.2583,55,0,move,6,2.2583,2.2661,1,0.000,0.439,0.176,-0.088,0.527,0.088,5.010,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,4.0,12.00,33.0
2.2667,56,0,move,6,2.2667,2.2743,1,0.000,0.439,0.176,-0.088,0.527,0.088,5.098,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,4.0,12.00,33.0
2.2811,57,0,move,6,2.2811,2.2890,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.098,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,4.0,12.00,33.0
2.3213,58,0,move,6,2.3213,2.3291,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,4.0,12.00,33.0
2.3613,59,0,move,6,2.3613,2.3691,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,2.4,12.00,33.0
2.4013,60,0,move,6,2.4013,2.4090,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,2.4,12.00,33.0
2.4413,61,0,move,6,2.4413,2.4492,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,2.4,12.00,33.0
2.4814,62,0,move,6,2.4814,2.4892,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,2.4,12.00,33.0
2.5213,63,0,move,6,2.5213,2.5292,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,2.4,12.00,33.0
2.5613,64,0,move,6,2.5613,2.5694,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,2.4,12.00,33.0
2.6013,65,0,move,6,2.6013,2.6093,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.006,2.4,12.00,33.0
2.6413,66,0,move,6,2.6413,2.6493,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.006,2.4,12.00,33.0
2.6813,67,0,move,6,2.6813,2.6894,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.006,2.4,12.00,33.0
2.7213,68,0,move,6,2.7213,2.7295,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.006,2.4,12.00,33.0
2.7614,69,0,move,6,2.7614,2.7695,0,0.000,0.439,0.176,-0.088,0.527,0.088,5.186,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.000,0.439,0.176,-0.088,0.527,0.088,5.352,2.021,0.439,0.088,0.439,0.176,-0.176,0.264,0.000,0.000,0.088,0.264,0.006,2.4,12.00,33.0
