t_unix,roll_deg,pitch_deg
1786332462.117,1.0,5.4
1786332462.417,14.3,9.3
1786332462.717,-3.9,0.8
1786332463.017,0.5,2.9
1786332463.318,-4.0,-3.5
1786332463.618,0.6,10.2
1786332463.918,5.1,10.1
1786332464.218,-0.5,1.9
1786332464.518,11.5,-0.5
1786332464.819,2.1,0.7
1786332465.119,3.6,8.5
1786332465.419,9.8,3.7
1786332465.719,-0.9,2.5
1786332466.020,7.9,0.3
1786332466.320,-3.1,-1.1
1786332466.620,4.2,6.8
1786332466.921,7.5,9.8
1786332467.221,-5.4,2.7
1786332467.521,8.6,-0.6
1786332467.821,1.3,4.1
1786332468.122,-5.1,8.9
1786332468.422,4.4,3.7
1786332468.722,-9.0,-9.7
1786332469.023,0.2,3.0
1786332469.323,-2.0,-2.8
1786332469.623,1.0,10.2
1786332469.924,8.8,7.0
1786332470.224,-3.9,-9.5
1786332470.524,9.1,9.7
1786332470.824,-2.7,-6.6
1786332471.124,-0.6,0.8
1786332471.425,6.4,6.5
1786332471.725,-5.9,2.9
1786332472.026,0.2,2.1
1786332472.326,-7.5,1.7
1786332472.626,-1.7,6.2
1786332472.926,4.2,11.8
1786332473.226,-1.0,-8.2
1786332473.526,1.0,-0.0
1786332473.827,-2.3,-2.7
1786332474.127,-1.5,-4.2
1786332474.427,6.4,10.4
1786332474.727,-7.3,-3.6
1786332475.027,-2.6,3.6
1786332475.327,-7.3,7.3
1786332475.628,0.7,-8.8
1786332475.928,4.7,10.2
1786332476.228,2.6,-7.8
1786332476.528,12.3,9.0
1786332476.829,-0.5,9.4
1786332477.129,-3.7,-0.7
1786332477.429,9.9,14.0
1786332477.729,-3.8,-1.3
1786332478.029,4.9,1.4
1786332478.330,4.0,1.5
1786332478.630,2.7,-3.3
1786332478.930,10.0,11.8
1786332479.230,-4.8,-2.8
1786332479.531,8.4,6.2
1786332479.831,-2.1,-0.0
1786332480.131,-2.5,3.8
1786332480.431,5.2,9.3
1786332480.731,-5.5,4.8
1786332481.032,0.2,0.5
1786332481.332,-7.4,8.0
1786332481.632,-1.5,-0.0
1786332481.932,4.0,12.0
1786332482.232,-4.4,0.5
1786332482.533,17.7,-0.3
1786332482.833,-6.2,3.3
1786332483.133,-6.6,1.4
1786332483.433,0.7,9.6
1786332483.734,0.9,2.4
1786332484.034,3.9,4.3
1786332484.334,-7.5,-2.2
1786332484.634,-7.2,0.2
1786332484.935,1.3,5.8
1786332485.235,-3.9,3.3
1786332485.535,7.8,1.5
1786332485.836,3.2,5.7
1786332486.136,-0.6,3.9
1786332486.436,4.4,6.6
1786332486.736,-1.1,-0.3
1786332487.037,10.0,-0.5
1786332487.337,-3.7,2.8
1786332487.637,-1.0,2.0
1786332487.938,1.2,8.6
1786332488.238,-6.7,5.5
1786332488.538,6.4,-5.1
1786332488.839,-2.7,0.8
1786332489.139,-3.9,-2.0
1786332489.439,6.2,21.8
1786332489.739,-9.0,-2.9
1786332490.040,2.1,-1.3
1786332490.340,4.6,5.6
1786332490.640,-3.2,-4.9
1786332490.941,7.6,9.6
1786332491.241,-9.2,1.2
1786332491.541,-2.5,-18.6
1786332491.842,-2.0,8.5
1786332492.142,-1.4,3.2
1786332492.442,2.3,10.1
1786332492.743,4.5,9.2
1786332493.043,-8.8,-3.6
1786332493.343,3.7,9.5
1786332493.644,5.0,9.0
1786332493.944,6.8,4.6
1786332494.244,-2.7,3.6
1786332494.544,4.2,2.3
1786332494.844,2.2,7.9
1786332495.145,-0.4,0.3
1786332495.445,6.0,9.1
1786332495.745,-0.2,4.5
1786332496.045,6.0,-5.1
1786332496.345,-10.3,-9.6
1786332496.646,-0.4,-0.2
1786332496.946,7.8,8.8
1786332497.246,3.7,3.5
1786332497.547,-1.3,1.6
1786332497.847,3.2,8.2
1786332498.148,-0.0,-0.3
1786332498.448,9.0,6.4
1786332498.748,-0.1,-1.8
1786332499.048,0.8,-0.1
1786332499.349,1.8,1.5
1786332499.649,-0.8,-0.7
1786332499.949,5.1,4.0
1786332500.250,-3.1,4.2
1786332500.550,3.9,-6.6
1786332500.850,10.7,8.2
1786332501.150,2.9,0.8
1786332501.450,3.7,3.8
1786332501.751,5.2,8.2
1786332502.051,8.5,18.9
1786332502.351,-3.6,7.6
1786332502.652,-9.6,-5.5
1786332502.952,-1.6,4.8
1786332503.252,-2.9,18.2
1786332503.552,3.6,2.0
1786332503.852,0.4,5.8
1786332504.152,-2.0,-0.3
1786332504.453,3.4,3.0
1786332504.753,-1.6,5.3
1786332505.053,5.8,1.4
1786332505.354,0.7,5.5
1786332505.654,1.9,1.8
1786332505.954,-0.3,0.2
1786332506.254,0.1,1.0
1786332506.554,1.3,1.5
1786332506.855,0.8,0.1
1786332507.155,1.7,-0.5
1786332507.455,1.8,-0.2
1786332507.755,0.8,0.9
1786332508.056,0.9,0.9
1786332508.356,0.7,1.8
1786332508.656,0.2,2.5
1786332508.957,0.0,2.8
1786332509.257,0.0,2.6
1786332509.557,0.5,1.4
1786332509.857,1.6,0.2
1786332510.157,1.6,-0.2
1786332510.457,1.0,1.0
1786332510.758,0.7,1.4
1786332511.058,-0.2,2.5
1786332511.358,0.1,2.5
1786332511.659,0.6,1.5
1786332511.959,0.9,0.6
1786332512.259,1.8,-0.1
1786332512.560,1.4,0.2
1786332512.860,1.3,0.6
1786332513.160,0.6,1.7
1786332513.460,-0.1,2.8
1786332513.761,-0.0,2.7
1786332514.061,0.5,1.9
1786332514.361,1.2,0.8
1786332514.661,1.7,-0.3
1786332514.961,1.1,0.8
1786332515.262,0.4,1.6
1786332515.562,0.0,2.8
1786332515.862,0.3,2.0
1786332516.163,1.2,0.9
1786332516.463,1.7,-0.2
1786332516.763,0.9,1.1
1786332517.064,-0.0,2.6
1786332517.364,0.3,2.1
1786332517.664,0.2,2.1
1786332517.964,1.6,0.2
1786332518.264,1.3,0.7
1786332518.565,0.3,1.8
1786332518.865,-0.2,2.8
1786332519.165,0.1,2.2
1786332519.465,1.5,0.6
1786332519.766,1.8,0.1
1786332520.066,0.6,1.7
1786332520.366,-0.1,2.5
1786332520.666,-0.0,2.7
1786332520.967,0.5,1.6
1786332521.267,1.2,0.3
1786332521.567,1.1,0.5
1786332521.867,0.3,2.4
1786332522.167,0.1,2.1
1786332522.468,0.1,2.3
1786332522.768,0.8,0.9
1786332523.068,1.5,-0.1
1786332523.369,1.1,0.9
1786332523.669,-0.1,2.6
1786332523.969,0.6,1.7
1786332524.269,0.5,1.5
1786332524.570,2.0,-0.1
1786332524.870,1.0,1.1
1786332525.170,0.2,2.0
1786332525.470,-0.0,2.1
1786332525.771,1.1,0.5
1786332526.071,1.0,0.6
1786332526.371,0.5,1.9
1786332526.671,-0.0,2.6
1786332526.971,0.6,1.2
1786332527.272,0.8,1.2
1786332527.572,1.7,-0.1
1786332527.872,1.0,1.6
1786332528.172,0.2,2.0
1786332528.472,0.1,2.9
1786332528.773,0.8,1.2
1786332529.073,1.7,0.3
1786332529.373,1.0,1.0
1786332529.673,-0.1,2.4
1786332529.974,0.0,2.6
1786332530.274,0.3,1.8
1786332530.574,1.6,0.6
1786332530.875,1.6,0.0
1786332531.175,0.8,1.3
1786332531.475,0.2,1.9
1786332531.775,-0.0,2.4
1786332532.075,0.6,1.1
1786332532.376,0.9,0.9
1786332532.676,1.3,0.1
1786332532.976,-0.1,2.6
1786332533.276,0.0,2.7
1786332533.576,0.7,1.2
1786332533.877,2.2,-0.2
1786332534.177,1.7,0.3
1786332534.477,0.2,1.9
1786332534.777,-0.4,2.9
1786332535.077,0.2,2.3
1786332535.378,1.1,0.4
1786332535.678,1.4,0.4
1786332535.978,0.6,1.3
1786332536.278,-0.3,2.5
1786332536.579,0.0,2.9
1786332536.879,0.7,1.3
1786332537.179,1.4,0.6
1786332537.480,1.5,0.2
1786332537.780,0.6,1.7
1786332538.080,0.2,2.3
1786332538.380,1.1,0.7
1786332538.680,1.8,-0.3
1786332538.981,0.7,0.9
1786332539.281,-0.4,2.7
1786332539.581,0.5,1.7
1786332539.881,1.1,0.7
1786332540.181,1.7,-0.0
1786332540.482,0.4,1.4
1786332540.782,0.3,2.1
1786332541.082,0.4,1.8
1786332541.382,1.0,0.9
1786332541.682,1.7,-0.1
1786332541.982,0.6,1.7
1786332542.283,-0.0,2.7
1786332542.583,0.6,1.3
1786332542.883,1.4,0.6
1786332543.183,1.4,0.4
1786332543.483,1.0,1.1
1786332543.783,3.8,6.3
1786332544.083,5.4,-0.6
1786332544.384,-2.1,-3.0
1786332544.684,4.5,-5.1
1786332544.984,-2.6,5.0
1786332545.284,-0.9,3.4
1786332545.584,-0.5,3.8
1786332545.885,-0.9,2.4
1786332546.185,-0.1,1.3
1786332546.485,-0.1,1.0
1786332546.785,-0.5,1.8
1786332547.085,-0.2,2.2
1786332547.385,-0.5,1.6
1786332547.686,-0.3,1.5
1786332547.986,-0.3,1.7
1786332548.286,-0.3,1.8
1786332548.587,-0.3,1.6
1786332548.887,-0.4,1.6
1786332549.187,-0.3,1.7
1786332549.487,-0.3,1.6
1786332549.788,-0.2,1.6
1786332550.088,-0.4,1.7
1786332550.388,-0.4,1.8
1786332550.688,-0.3,1.6
1786332550.988,-0.2,1.7
1786332551.289,-0.3,1.7
1786332551.589,-0.2,1.7
1786332551.890,-0.4,1.7
1786332552.190,-0.3,1.6
1786332552.490,-0.3,1.6
1786332552.791,-0.4,1.8
1786332553.091,-0.3,1.6
1786332553.391,-0.3,1.7
1786332553.692,-0.2,1.6
1786332553.992,-0.3,1.7
1786332554.292,-0.2,1.9
1786332554.592,-0.3,1.6
1786332554.892,-0.2,1.7
1786332555.193,-0.4,1.6
1786332555.493,-0.4,1.7
1786332555.793,-0.4,1.6
1786332556.093,-0.5,1.6
1786332556.394,-0.3,1.6
1786332556.694,-0.3,1.6
1786332556.994,-0.2,1.8
1786332557.295,-0.2,1.8
1786332557.595,-0.3,1.6
1786332557.895,-0.2,1.8
1786332558.195,-0.5,1.6
1786332558.495,-0.2,1.6
1786332558.795,-0.3,1.7
1786332559.096,-0.4,1.5
1786332559.396,-0.4,1.6
1786332559.696,-0.2,1.8
1786332559.996,-0.4,1.6
1786332560.296,-0.3,1.7
1786332560.596,-0.2,1.5
1786332560.897,-0.3,1.6
1786332561.197,-0.3,1.8
1786332561.497,-0.3,1.9
1786332561.798,-0.3,1.7
1786332562.098,-0.3,1.7
1786332562.398,-0.2,1.8
1786332562.699,-0.3,1.6
1786332562.999,-0.4,1.7
1786332563.299,-0.4,1.7
1786332563.599,-0.1,1.7
1786332563.899,-0.3,1.6
1786332564.199,-0.5,1.7
1786332564.499,-0.2,1.6
1786332564.800,-0.4,1.8
1786332565.100,-0.3,1.7
1786332565.400,-0.3,1.7
1786332565.700,-0.2,1.6
1786332566.000,-0.1,1.7
1786332566.300,-0.3,1.6
1786332566.600,-0.3,1.8
1786332566.900,-0.3,1.5
1786332567.201,-0.4,1.7
1786332567.501,-0.3,1.7
1786332567.801,-0.3,1.8
1786332568.101,-0.3,1.6
1786332568.401,-0.2,1.7
1786332568.702,-0.3,1.6
1786332569.002,-0.3,1.7
1786332569.302,-0.4,1.6
1786332569.602,-0.3,1.6
1786332569.902,-0.3,1.9
1786332570.202,-0.3,1.7
1786332570.503,-0.2,1.6
1786332570.803,-0.3,1.6
1786332571.103,-0.3,1.6
1786332571.404,-0.4,1.8
1786332571.704,-0.3,1.7
1786332572.004,-0.3,1.6
1786332572.304,-0.3,1.7
1786332572.605,-0.2,1.7
1786332572.905,-0.2,1.6
1786332573.205,-0.2,1.7
1786332573.505,-0.3,1.7
1786332573.805,-0.4,1.5
1786332574.106,-0.3,1.6
1786332574.406,-0.3,1.6
1786332574.706,-0.3,1.8
1786332575.007,-0.4,1.8
1786332575.307,-0.3,1.6
1786332575.607,-0.4,1.8
1786332575.907,-0.2,1.7
1786332576.207,-0.4,1.8
1786332576.508,-0.2,1.6
1786332576.808,-0.1,1.7
1786332577.108,-0.2,1.7
1786332577.408,-0.2,1.6
1786332577.708,-0.3,1.7
1786332578.008,-0.3,1.6
1786332578.308,-0.3,1.7
1786332578.609,-0.3,1.7
1786332578.909,-0.3,1.7
1786332579.209,-0.3,1.6
1786332579.509,-0.3,1.6
1786332579.810,-0.4,1.7
1786332580.110,-0.2,1.8
1786332580.410,-0.4,1.6
1786332580.711,-0.3,1.6
1786332581.011,-0.3,1.7
1786332581.311,-0.4,1.7
1786332581.611,-0.4,1.7
1786332581.911,-0.2,1.6
1786332582.212,-0.4,1.6
1786332582.512,-0.4,1.7
1786332582.812,-0.4,1.7
1786332583.112,-0.3,1.8
1786332583.412,-0.4,1.7
1786332583.713,-0.2,1.7
1786332584.013,-0.3,1.6
1786332584.313,-0.3,1.7
1786332584.613,-0.3,1.7
1786332584.914,-0.2,1.8
1786332585.214,-0.3,1.6
1786332585.514,-0.2,1.6
1786332585.814,-0.3,1.6
1786332586.115,-0.2,1.6
1786332586.415,-0.4,1.7
1786332586.715,-0.5,1.8
1786332587.015,-0.3,1.7
1786332587.316,-0.4,1.7
1786332587.616,-0.3,1.5
1786332587.916,-0.3,1.8
1786332588.216,-0.3,1.5
1786332588.517,-0.3,1.8
1786332588.817,-0.3,1.7
1786332589.117,-0.3,1.5
1786332589.418,-0.3,1.7
1786332589.718,2.0,-5.2
1786332590.018,0.2,15.5
1786332590.318,0.0,12.2
1786332590.619,-0.9,-0.2
1786332590.919,-2.2,-3.5
1786332591.219,-0.2,-1.3
1786332591.519,0.8,11.4
1786332591.820,8.7,10.3
1786332592.120,8.4,5.4
1786332592.420,-0.6,5.5
1786332592.720,-2.7,2.1
1786332593.020,-0.8,11.3
1786332593.321,0.5,1.8
1786332593.621,9.6,7.3
1786332593.921,-5.1,-8.7
1786332594.221,5.1,-1.9
1786332594.521,-1.1,18.6
1786332594.821,-0.4,0.4
1786332595.122,6.5,10.8
1786332595.422,-0.4,-5.5
1786332595.722,-3.4,0.6
1786332596.023,0.9,7.0
1786332596.323,-0.5,-2.8
1786332596.623,3.1,11.8
1786332596.924,-2.2,-6.0
1786332597.224,0.7,2.4
1786332597.524,1.3,8.6
1786332597.825,-1.1,-9.5
1786332598.125,7.2,8.9
1786332598.425,-5.3,-3.9
1786332598.725,0.3,-0.7
1786332599.025,9.5,17.5
1786332599.326,2.8,1.1
1786332599.626,8.4,13.5
1786332599.926,3.4,-3.6
1786332600.226,-3.9,-4.4
1786332600.527,5.1,7.3
1786332600.827,6.9,12.0
1786332601.127,5.3,3.5
1786332601.427,1.4,3.6
1786332601.728,-0.8,0.8
1786332602.028,7.3,8.1
1786332602.328,2.8,1.0
1786332602.628,10.1,0.0
1786332602.928,-4.5,-3.8
1786332603.229,1.8,1.9
1786332603.529,3.9,8.3
1786332603.829,-0.4,1.7
1786332604.129,1.4,6.7
1786332604.430,8.3,2.8
1786332604.730,-2.4,1.4
1786332605.030,0.5,5.2
1786332605.331,0.5,2.2
1786332605.631,2.2,3.5
1786332605.931,None,None
1786332606.232,-6.3,10.4
1786332606.532,-2.6,6.5
1786332606.832,-0.2,0.0
1786332607.132,6.9,2.1
1786332607.432,1.4,3.3
1786332607.733,3.3,22.2
1786332608.033,0.1,7.9
1786332608.333,-8.7,-2.0
1786332608.633,5.2,3.6
1786332608.933,-6.8,-6.9
1786332609.234,-5.3,3.7
1786332609.534,4.9,2.9
1786332609.834,-7.7,8.6
1786332610.134,6.1,1.8
1786332610.434,-3.5,-8.6
1786332610.734,-6.5,4.5
1786332611.034,0.4,5.2
1786332611.335,2.8,9.4
1786332611.635,8.6,1.1
1786332611.935,5.8,4.6
1786332612.235,-2.1,-0.1
1786332612.535,3.7,10.3
1786332612.835,1.2,-2.1
1786332613.135,10.4,10.2
1786332613.436,-0.2,2.0
1786332613.736,-6.6,6.6
1786332614.036,1.2,3.7
1786332614.337,1.2,11.9
1786332614.637,5.1,9.6
1786332614.937,3.9,0.2
1786332615.237,0.4,4.4
1786332615.537,-0.6,0.2
1786332615.838,5.2,9.9
1786332616.138,12.0,15.6
1786332616.438,1.9,-3.3
1786332616.738,-4.2,4.8
1786332617.039,9.0,9.4
1786332617.339,5.6,7.6
1786332617.640,9.2,12.4
1786332617.940,5.5,-5.4
1786332618.240,1.6,-2.0
1786332618.541,4.9,1.3
1786332618.841,0.3,5.5
1786332619.141,3.2,10.1
1786332619.441,-0.1,-0.1
1786332619.741,-3.8,0.9
1786332620.041,13.8,8.3
1786332620.341,1.1,2.6
1786332620.642,5.8,7.5
1786332620.942,-1.0,-5.8
1786332621.242,-2.0,1.8
1786332621.542,0.9,9.2
1786332621.842,2.0,0.4
1786332622.142,3.2,10.4
1786332622.443,-0.8,5.1
1786332622.743,-2.3,5.3
1786332623.043,2.2,11.8
1786332623.343,-1.6,3.0
1786332623.644,7.6,11.8
1786332623.944,-1.8,-0.2
1786332624.244,1.9,1.9
1786332624.544,3.2,5.5
1786332624.845,3.3,4.9
1786332625.145,11.9,10.9
1786332625.445,1.5,-1.4
1786332625.745,1.5,0.3
1786332626.046,1.2,4.3
1786332626.346,-0.7,0.2
1786332626.646,12.1,15.4
1786332626.946,-0.8,-4.5
1786332627.246,4.7,1.3
1786332627.547,3.4,4.1
1786332627.847,-1.8,-3.0
1786332628.147,0.9,7.2
1786332628.447,-1.2,0.5
1786332628.747,-0.4,-1.2
1786332629.048,3.2,7.2
1786332629.348,0.1,-2.0
1786332629.648,9.8,7.7
1786332629.948,-2.5,2.6
1786332630.248,4.4,1.7
1786332630.548,-1.6,0.3
1786332630.849,1.2,7.5
1786332631.149,3.5,4.7
1786332631.449,-3.2,-1.9
1786332631.749,-5.6,6.8
1786332632.049,1.4,-4.4
1786332632.350,1.1,2.9
1786332632.650,9.9,7.8
1786332632.950,-2.6,-3.9
1786332633.251,2.7,1.8
1786332633.551,-1.3,1.1
1786332633.851,0.3,2.2
1786332634.151,12.3,9.5
1786332634.452,-2.2,-6.1
1786332634.752,1.7,7.3
1786332635.052,-0.7,1.7
1786332635.352,-4.7,10.3
1786332635.652,9.5,14.9
1786332635.952,-2.8,-7.8
1786332636.253,-0.3,8.5
1786332636.553,-10.0,-0.9
1786332636.853,1.4,3.8
1786332637.153,8.5,8.5
1786332637.454,-3.5,-3.6
1786332637.754,-1.9,5.2
1786332638.054,5.0,4.5
1786332638.354,1.1,3.1
1786332638.655,4.9,9.9
1786332638.955,1.5,-3.5
1786332639.255,0.0,7.8
1786332639.555,-3.4,4.3
1786332639.855,-1.5,7.6
1786332640.155,15.6,12.7
1786332640.456,0.1,-3.5
1786332640.756,3.5,6.0
1786332641.056,-5.0,-0.6
1786332641.356,-0.3,1.4
1786332641.657,12.2,15.0
1786332641.957,-1.0,-6.1
1786332642.257,-4.2,5.5
1786332642.557,-8.1,1.4
1786332642.857,-5.7,-6.5
1786332643.158,11.0,18.5
1786332643.458,0.9,-4.1
1786332643.758,-1.3,7.5
1786332644.058,-4.4,2.9
1786332644.359,-2.2,-4.2
1786332644.659,11.6,14.6
1786332644.959,-5.3,-2.1
1786332645.260,-1.0,3.6
1786332645.560,-1.0,2.1
1786332645.860,-0.2,3.0
1786332646.160,-1.3,0.2
1786332646.461,1.3,2.1
1786332646.761,-0.5,1.4
1786332647.062,1.1,0.5
1786332647.362,0.2,0.5
1786332647.662,0.5,1.2
1786332647.962,0.4,1.0
1786332648.263,0.5,0.6
1786332648.563,0.5,1.1
1786332648.863,0.2,1.0
1786332649.163,0.4,0.8
1786332649.464,0.5,0.9
1786332649.764,0.2,1.1
1786332650.064,0.5,0.8
1786332650.364,0.5,0.9
1786332650.665,0.4,0.8
1786332650.965,0.4,0.9
1786332651.265,0.2,0.9
1786332651.565,0.3,0.9
1786332651.866,0.5,0.9
1786332652.166,0.5,0.9
1786332652.466,0.5,0.9
1786332652.767,0.4,0.9
1786332653.067,0.4,1.0
1786332653.367,0.6,0.8
1786332653.667,0.3,0.7
1786332653.967,0.5,0.8
1786332654.268,0.4,0.9
1786332654.568,0.5,0.9
1786332654.868,0.4,0.9
1786332655.169,0.3,0.9
1786332655.469,0.5,1.0
1786332655.769,0.3,0.9
1786332656.070,0.4,1.0
1786332656.370,0.5,0.9
1786332656.670,0.4,0.9
1786332656.971,0.4,0.9
1786332657.271,0.4,0.9
1786332657.571,0.5,0.9
1786332657.871,0.4,0.9
1786332658.171,0.6,0.8
1786332658.471,0.4,0.8
1786332658.772,0.5,0.9
1786332659.072,0.5,0.9
1786332659.372,0.4,1.0
1786332659.673,0.5,0.9
1786332659.973,0.4,0.7
1786332660.273,0.4,0.9
1786332660.573,0.3,0.9
1786332660.874,0.4,0.9
1786332661.174,0.4,1.0
1786332661.474,0.4,0.9
1786332661.774,0.5,0.9
1786332662.074,0.4,0.8
1786332662.374,0.3,0.9
1786332662.675,0.5,0.7
1786332662.975,0.4,0.8
1786332663.275,0.5,0.9
1786332663.576,0.4,0.9
1786332663.876,0.4,1.1
1786332664.176,0.5,0.8
1786332664.476,0.5,0.8
1786332664.776,0.3,0.8
1786332665.076,0.3,0.9
1786332665.377,0.5,1.0
1786332665.677,0.4,1.0
1786332665.977,0.5,0.8
1786332666.278,0.4,0.9
1786332666.578,0.4,1.0
1786332666.878,0.4,0.8
1786332667.178,0.3,0.9
1786332667.479,0.3,1.1
1786332667.779,0.4,0.9
1786332668.079,0.5,0.9
1786332668.379,0.4,1.0
1786332668.680,0.5,0.8
1786332668.980,0.4,0.8
1786332669.280,0.5,0.9
1786332669.580,0.4,0.9
1786332669.880,0.3,0.9
1786332670.181,0.5,0.9
1786332670.481,0.4,0.9
1786332670.781,0.4,0.8
1786332671.081,0.4,1.0
1786332671.381,0.3,0.8
1786332671.681,0.4,0.9
1786332671.981,0.5,1.0
1786332672.282,0.5,0.8
1786332672.582,0.4,0.9
1786332672.882,0.5,0.9
1786332673.183,0.5,0.7
1786332673.483,0.4,0.9
1786332673.783,0.2,1.0
1786332674.083,0.5,0.8
1786332674.383,0.5,0.8
1786332674.684,0.4,0.8
1786332674.984,0.4,0.9
1786332675.284,0.5,1.0
1786332675.584,0.3,1.0
1786332675.884,0.6,0.9
1786332676.185,0.4,1.0
1786332676.485,0.4,0.9
1786332676.785,0.4,0.9
1786332677.086,0.4,0.8
1786332677.386,0.3,0.9
1786332677.687,0.5,0.8
1786332677.987,0.5,0.7
1786332678.288,0.4,0.9
1786332678.588,0.5,1.0
1786332678.888,0.3,0.9
1786332679.188,0.4,0.9
1786332679.489,0.5,0.8
1786332679.789,0.5,0.8
1786332680.089,0.4,0.9
1786332680.389,0.5,0.8
1786332680.689,0.4,0.9
1786332680.990,0.4,0.9
1786332681.290,0.4,0.8
1786332681.590,0.5,0.9
1786332681.890,0.4,0.8
1786332682.190,0.5,0.9
1786332682.491,0.6,0.7
1786332682.791,0.4,0.8
1786332683.091,0.5,0.7
1786332683.392,0.4,1.0
1786332683.692,0.4,0.8
1786332683.992,0.4,1.0
1786332684.293,0.6,0.9
1786332684.593,0.3,0.8
1786332684.893,0.4,0.9
1786332685.193,0.6,0.9
1786332685.493,0.3,0.9
1786332685.794,0.3,0.8
1786332686.094,0.5,1.1
1786332686.394,0.4,1.0
1786332686.694,0.5,0.8
1786332686.994,0.5,1.0
1786332687.295,0.4,1.0
1786332687.595,0.5,0.8
1786332687.895,0.5,0.9
1786332688.195,0.3,0.9
1786332688.495,0.4,0.9
1786332688.796,0.5,1.0
1786332689.096,0.5,0.9
1786332689.396,0.5,0.9
1786332689.697,0.4,0.9
1786332689.997,0.5,0.9
1786332690.297,0.3,1.0
1786332690.598,0.4,0.9
1786332690.898,0.4,0.9
1786332691.199,0.4,0.8
1786332691.499,0.2,0.9
1786332691.800,0.4,1.0
1786332692.100,0.4,0.8
1786332692.400,0.5,1.1
1786332692.701,0.4,1.0
1786332693.001,0.4,0.9
1786332693.301,0.3,1.0
1786332693.601,0.4,0.8
1786332693.901,0.4,0.9
1786332694.201,0.4,0.9
1786332694.502,0.3,0.8
1786332694.802,0.4,0.9
1786332695.103,0.4,1.0
1786332695.403,0.4,0.9
1786332695.703,0.4,0.9
1786332696.003,0.5,0.9
1786332696.303,0.5,0.8
1786332696.604,0.4,1.0
1786332696.904,0.4,0.9
1786332697.204,0.4,0.9
1786332697.504,0.3,0.9
1786332697.804,0.5,0.9
1786332698.104,0.4,1.0
1786332698.404,0.4,0.8
1786332698.705,0.3,0.8
1786332699.005,0.5,0.9
1786332699.305,0.5,0.8
1786332699.606,0.3,0.8
1786332699.906,0.4,1.0
1786332700.206,0.4,0.8
1786332700.507,0.6,0.8
1786332700.807,0.3,1.0
1786332701.107,0.5,1.0
1786332701.407,0.4,1.0
1786332701.707,0.4,0.8
1786332702.008,0.4,0.9
1786332702.308,0.5,0.9
1786332702.608,0.3,0.8
1786332702.908,0.4,0.8
1786332703.208,0.3,0.8
1786332703.509,0.2,0.9
1786332703.809,0.3,0.9
1786332704.109,0.4,1.0
1786332704.409,0.5,1.0
1786332704.710,0.4,0.9
1786332705.010,0.4,1.0
1786332705.311,0.4,0.8
1786332705.611,0.4,0.9
1786332705.911,0.4,1.0
1786332706.211,0.5,1.0
1786332706.512,0.5,0.8
1786332706.812,0.5,0.9
1786332707.112,0.3,1.0
1786332707.413,0.2,1.0
1786332707.713,0.4,1.0
1786332708.013,0.6,0.9
1786332708.313,0.6,1.0
1786332708.614,0.4,0.8
1786332708.914,0.5,0.9
1786332709.215,0.4,1.0
1786332709.515,0.3,0.9
1786332709.815,0.3,0.7
1786332710.115,0.4,0.7
1786332710.415,0.5,0.9
1786332710.716,0.4,0.9
1786332711.016,0.4,0.9
1786332711.316,0.5,1.0
1786332711.616,0.4,0.9
1786332711.916,0.6,0.7
1786332712.217,0.6,0.9
1786332712.517,0.5,0.9
1786332712.817,0.4,1.0
1786332713.117,0.4,0.9
1786332713.418,0.5,0.8
1786332713.718,0.3,0.9
1786332714.018,0.5,0.8
1786332714.318,0.6,0.9
1786332714.619,0.4,0.9
1786332714.919,0.2,0.9
1786332715.219,0.3,0.8
1786332715.519,0.5,1.0
1786332715.819,0.5,0.9
1786332716.120,0.4,1.0
1786332716.420,0.4,0.9
1786332716.720,0.5,0.9
1786332717.020,0.3,0.8
1786332717.320,0.3,1.0
1786332717.621,0.3,0.9
1786332717.921,0.5,0.9
1786332718.221,0.3,0.9
1786332718.521,0.3,1.0
1786332718.821,0.4,1.0
1786332719.122,0.3,0.9
1786332719.422,0.5,1.0
1786332719.722,0.5,0.9
1786332720.022,0.4,0.8
1786332720.322,0.4,0.9
1786332720.622,0.3,0.9
1786332720.923,0.3,0.9
1786332721.223,0.4,0.8
1786332721.523,0.5,0.9
1786332721.823,0.5,0.8
1786332722.123,0.3,0.7
1786332722.424,0.5,1.0
1786332722.724,0.5,0.7
1786332723.024,0.4,1.0
1786332723.324,0.3,0.8
1786332723.624,0.6,0.9
1786332723.924,0.3,0.9
1786332724.225,0.5,0.8
1786332724.525,0.3,0.8
1786332724.825,0.3,0.8
1786332725.125,0.6,0.8
1786332725.425,0.3,0.8
1786332725.726,0.5,0.8
1786332726.026,0.3,0.8
1786332726.326,0.6,1.0
1786332726.626,0.4,0.7
1786332726.927,0.4,0.9
1786332727.227,0.5,0.7
1786332727.527,0.3,0.8
1786332727.828,0.4,0.8
1786332728.128,0.4,0.9
1786332728.428,0.5,1.1
1786332728.728,0.4,0.9
1786332729.029,0.4,1.1
1786332729.329,0.5,0.7
1786332729.629,0.4,0.9
1786332729.930,0.5,1.0
1786332730.230,0.5,1.0
1786332730.530,0.5,0.9
1786332730.831,0.4,0.8
1786332731.131,0.3,0.8
1786332731.431,0.4,0.8
1786332731.731,0.3,0.8
1786332732.031,0.4,0.9
1786332732.331,0.6,1.0
1786332732.631,0.3,0.9
1786332732.932,0.4,0.8
1786332733.232,0.3,0.7
