t_unix,roll_deg,pitch_deg
1786332156.199,4.1,1.8
1786332156.499,-2.5,7.1
1786332156.799,14.8,14.4
1786332157.099,0.4,3.8
1786332157.400,0.1,13.4
1786332157.700,-0.9,8.5
1786332158.000,-5.0,1.3
1786332158.300,8.7,2.3
1786332158.600,3.6,1.9
1786332158.901,8.9,6.7
1786332159.201,2.4,6.7
1786332159.501,9.4,3.9
1786332159.801,10.9,5.8
1786332160.101,-5.1,-6.6
1786332160.402,-2.2,-3.3
1786332160.702,1.9,11.4
1786332161.002,8.6,9.8
1786332161.302,5.1,7.8
1786332161.602,-1.7,-4.3
1786332161.903,0.7,0.3
1786332162.203,-0.4,9.7
1786332162.504,5.3,9.4
1786332162.804,10.1,7.0
1786332163.104,-9.3,-8.0
1786332163.404,-4.2,-1.5
1786332163.704,-4.3,4.8
1786332164.004,-5.1,3.9
1786332164.304,6.5,12.9
1786332164.605,-7.0,6.5
1786332164.905,-3.0,0.6
1786332165.205,4.2,5.9
1786332165.505,-5.1,1.0
1786332165.806,6.4,7.3
1786332166.106,-9.2,-2.7
1786332166.406,-3.1,-0.6
1786332166.706,1.9,4.3
1786332167.007,0.4,-0.9
1786332167.307,10.8,11.2
1786332167.607,1.6,8.3
1786332167.907,2.3,-1.7
1786332168.207,5.4,4.3
1786332168.508,-4.5,3.8
1786332168.808,4.0,10.3
1786332169.108,-6.5,1.1
1786332169.409,-6.3,-4.4
1786332169.709,1.8,9.2
1786332170.009,0.0,-3.2
1786332170.309,2.8,10.1
1786332170.610,-3.6,4.0
1786332170.910,-6.9,-1.8
1786332171.210,-2.2,6.5
1786332171.510,0.9,1.9
1786332171.810,4.4,9.4
1786332172.111,-5.5,3.9
1786332172.411,-2.7,-4.2
1786332172.711,4.1,2.8
1786332173.011,1.9,-2.5
1786332173.312,7.0,8.5
1786332173.612,0.1,3.0
1786332173.912,5.5,8.5
1786332174.212,5.8,2.0
1786332174.512,-6.6,3.1
1786332174.812,0.0,-0.8
1786332175.113,-2.5,4.3
1786332175.413,-2.6,-3.4
1786332175.714,1.8,9.5
1786332176.014,0.3,7.4
1786332176.314,7.7,8.3
1786332176.614,-4.4,-4.5
1786332176.915,-0.6,-3.8
1786332177.215,7.3,12.8
1786332177.515,5.3,8.7
1786332177.815,4.5,5.3
1786332178.115,-0.3,-2.6
1786332178.416,3.5,2.2
1786332178.716,2.8,9.0
1786332179.016,7.1,1.7
1786332179.316,4.7,4.4
1786332179.616,-5.2,3.9
1786332179.916,-1.3,-6.5
1786332180.216,6.6,10.9
1786332180.517,3.8,-4.0
1786332180.817,5.7,11.0
1786332181.117,0.3,2.5
1786332181.417,1.2,-2.9
1786332181.718,5.5,9.1
1786332182.018,2.6,3.9
1786332182.318,4.0,10.2
1786332182.618,-0.6,7.7
1786332182.918,-0.9,-3.9
1786332183.219,3.1,15.1
1786332183.519,0.8,-0.0
1786332183.820,4.6,13.2
1786332184.120,-7.2,-6.0
1786332184.420,-1.9,0.9
1786332184.720,0.1,13.9
1786332185.020,1.8,3.5
1786332185.321,5.9,7.5
1786332185.621,-0.2,4.1
1786332185.922,-5.0,4.3
1786332186.222,-9.6,5.1
1786332186.522,1.4,0.6
1786332186.822,9.0,9.6
1786332187.123,2.6,4.1
1786332187.423,-3.8,-1.9
1786332187.724,-0.8,11.0
1786332188.024,-1.7,0.1
1786332188.324,3.5,16.6
1786332188.625,-7.6,-1.2
1786332188.925,-0.4,-1.3
1786332189.225,2.2,0.2
1786332189.525,-4.0,2.2
1786332189.825,-2.5,14.5
1786332190.125,-4.5,-0.0
1786332190.426,5.3,3.1
1786332190.726,3.1,6.0
1786332191.026,-0.6,-1.4
1786332191.326,4.7,16.0
1786332191.627,-5.8,1.6
1786332191.927,-5.2,-4.6
1786332192.227,6.8,3.8
1786332192.527,-2.6,0.5
1786332192.827,9.7,13.9
1786332193.128,-4.8,0.2
1786332193.428,1.1,-2.7
1786332193.728,4.6,7.1
1786332194.028,-2.1,1.1
1786332194.328,6.1,7.6
1786332194.629,2.2,-0.8
1786332194.929,1.1,4.2
1786332195.229,3.0,2.4
1786332195.529,-1.9,-2.5
1786332195.829,6.3,11.7
1786332196.130,-2.5,0.8
1786332196.430,7.7,5.7
1786332196.730,1.3,-0.2
1786332197.031,0.5,3.3
1786332197.331,1.6,9.4
1786332197.631,-2.5,1.6
1786332197.932,1.3,1.0
1786332198.232,-0.2,3.8
1786332198.532,3.9,12.5
1786332198.832,9.2,8.1
1786332199.132,-4.0,6.6
1786332199.433,2.2,7.3
1786332199.733,1.0,8.4
1786332200.033,2.1,-4.3
1786332200.333,4.5,17.0
1786332200.633,-1.1,4.0
1786332200.933,-4.2,2.1
1786332201.234,-0.5,3.6
1786332201.534,-4.0,5.7
1786332201.834,1.5,11.2
1786332202.134,-8.7,-2.9
1786332202.435,-4.3,3.7
1786332202.735,1.0,4.5
1786332203.035,-4.6,-2.8
1786332203.335,5.4,7.9
1786332203.636,-0.7,2.3
1786332203.936,4.9,3.1
1786332204.236,1.3,6.3
1786332204.536,3.6,2.9
1786332204.836,5.2,15.0
1786332205.137,-3.0,-2.8
1786332205.437,5.8,5.5
1786332205.737,0.6,-1.2
1786332206.037,3.2,6.6
1786332206.338,8.2,15.7
1786332206.638,-4.3,-2.0
1786332206.938,1.0,8.2
1786332207.239,-5.2,0.2
1786332207.539,4.9,-3.6
1786332207.839,12.1,11.9
1786332208.140,-2.7,1.9
1786332208.440,4.7,5.9
1786332208.740,-0.9,7.4
1786332209.040,5.0,1.7
1786332209.340,9.4,8.9
1786332209.641,-5.2,0.6
1786332209.941,-4.4,1.8
1786332210.241,1.3,7.2
1786332210.542,-2.4,5.1
1786332210.842,7.1,10.3
1786332211.142,-1.9,-3.3
1786332211.442,-8.3,5.9
1786332211.743,-2.1,5.8
1786332212.043,0.2,9.0
1786332212.343,9.8,7.6
1786332212.643,-3.6,-1.3
1786332212.944,6.2,4.3
1786332213.244,0.2,9.4
1786332213.544,8.0,10.9
1786332213.845,13.5,2.2
1786332214.145,-3.9,-1.4
1786332214.445,-6.3,3.6
1786332214.745,-5.0,6.5
1786332215.045,1.0,6.4
1786332215.346,7.3,2.8
1786332215.646,2.3,3.2
1786332215.946,5.8,0.4
1786332216.247,1.4,8.8
1786332216.547,-1.9,7.8
1786332216.847,8.2,8.7
1786332217.147,-0.4,-1.2
1786332217.448,-2.5,2.2
1786332217.748,-0.9,11.7
1786332218.048,-0.9,3.7
1786332218.349,10.8,12.2
1786332218.649,-6.8,0.8
1786332218.949,1.8,6.3
1786332219.249,2.4,5.0
1786332219.549,-5.4,2.6
1786332219.850,2.6,11.7
1786332220.150,-0.2,-3.2
1786332220.450,-4.8,7.3
1786332220.750,1.5,7.7
1786332221.050,-2.4,-0.8
1786332221.351,6.2,12.1
1786332221.651,-3.4,-1.8
1786332221.952,-0.1,7.2
1786332222.252,-0.7,2.2
1786332222.552,0.6,5.3
1786332222.852,0.1,7.2
1786332223.153,-4.9,0.7
1786332223.453,3.2,2.8
1786332223.754,-6.0,2.5
1786332224.054,-6.1,-0.3
1786332224.354,3.7,9.4
1786332224.655,-3.8,1.3
1786332224.955,1.6,1.6
1786332225.255,-3.2,1.9
1786332225.555,-4.8,0.8
1786332225.856,4.8,11.4
1786332226.156,-6.3,0.6
1786332226.456,-1.4,-3.8
1786332226.757,3.9,10.7
1786332227.057,-4.8,-3.1
1786332227.357,0.6,10.5
1786332227.657,-4.4,-1.5
1786332227.957,0.6,-2.3
1786332228.258,2.8,3.0
1786332228.558,-6.3,3.9
1786332228.858,-0.9,5.4
1786332229.159,6.2,11.7
1786332229.459,5.8,8.0
1786332229.759,6.4,4.2
1786332230.060,-5.3,3.2
1786332230.360,0.3,9.3
1786332230.660,4.6,3.9
1786332230.960,-0.2,-8.2
1786332231.260,5.7,7.5
1786332231.561,2.3,5.9
1786332231.861,6.6,12.0
1786332232.161,-3.1,3.6
1786332232.461,2.7,2.6
1786332232.762,-4.5,4.5
1786332233.062,-7.5,-1.2
1786332233.362,6.3,10.2
1786332233.662,-3.0,3.1
1786332233.963,3.0,3.4
1786332234.263,-8.7,2.0
1786332234.563,-7.6,-3.3
1786332234.864,2.8,11.8
1786332235.164,-7.6,-2.9
1786332235.464,-5.9,-5.6
1786332235.764,7.6,10.5
1786332236.065,-2.6,-1.5
1786332236.365,6.2,14.7
1786332236.665,2.8,-10.0
1786332236.965,-3.8,0.4
1786332237.266,4.2,13.9
1786332237.566,2.6,-1.6
1786332237.866,9.1,11.1
1786332238.166,-2.4,2.3
1786332238.466,2.5,11.4
1786332238.767,9.0,8.7
1786332239.067,-0.6,-2.6
1786332239.367,10.1,11.7
1786332239.667,3.5,-1.5
1786332239.967,5.6,2.3
1786332240.268,-12.4,1.4
1786332240.568,0.3,2.6
1786332240.868,2.4,11.4
1786332241.168,-2.2,-4.4
1786332241.468,-2.3,-4.6
1786332241.768,13.3,5.6
1786332242.068,-0.2,2.1
1786332242.369,3.4,11.9
1786332242.669,-2.1,-3.3
1786332242.969,-6.0,1.9
1786332243.269,9.1,11.3
1786332243.570,-1.6,-2.2
1786332243.870,6.7,16.4
1786332244.170,1.0,-4.2
1786332244.470,3.4,7.4
1786332244.770,5.2,18.3
1786332245.071,-2.3,2.3
1786332245.371,3.2,10.5
1786332245.671,0.9,3.8
1786332245.971,0.9,3.4
1786332246.271,-3.4,4.4
1786332246.572,-1.7,-5.9
1786332246.872,6.3,9.8
1786332247.172,-3.4,2.4
1786332247.472,4.0,6.6
1786332247.772,None,None
1786332248.072,2.5,0.6
1786332248.373,11.8,8.5
1786332248.673,-2.9,5.0
1786332248.973,0.6,1.8
1786332249.273,1.3,3.3
1786332249.573,-3.9,5.7
1786332249.874,8.9,5.8
1786332250.174,-2.8,3.7
1786332250.474,10.2,4.3
1786332250.774,6.2,10.6
1786332251.074,-2.6,0.9
1786332251.375,15.6,12.6
1786332251.675,-1.6,4.5
1786332251.975,5.2,0.7
1786332252.275,9.3,6.7
1786332252.575,0.1,-4.3
1786332252.875,7.4,13.0
1786332253.175,0.6,0.5
1786332253.476,-1.5,-0.1
1786332253.776,1.1,4.5
1786332254.076,-3.8,-4.7
1786332254.376,3.3,9.7
1786332254.677,4.6,3.5
1786332254.977,1.3,2.4
1786332255.277,2.4,12.9
1786332255.578,1.1,0.5
1786332255.878,3.8,11.5
1786332256.178,5.7,8.4
1786332256.478,-0.2,-2.3
1786332256.779,-1.8,4.8
1786332257.079,None,None
1786332257.380,3.6,2.2
1786332257.680,5.1,-0.3
1786332257.980,5.5,3.5
1786332258.280,0.7,7.5
1786332258.580,-1.2,1.8
1786332258.881,0.5,6.9
1786332259.181,-2.0,-1.4
1786332259.481,9.1,10.5
1786332259.781,-1.4,3.8
1786332260.081,-5.0,-0.1
1786332260.381,2.4,2.7
1786332260.681,1.4,1.9
1786332260.981,5.4,6.8
1786332261.282,0.6,10.6
1786332261.582,-4.8,0.3
1786332261.882,0.7,8.2
1786332262.183,-2.3,0.2
1786332262.483,4.5,-1.0
1786332262.784,-1.1,13.6
1786332263.084,-6.3,0.7
1786332263.384,-10.6,12.1
1786332263.684,-0.2,-2.5
1786332263.984,9.1,6.5
1786332264.285,-0.8,2.3
1786332264.585,-2.7,6.4
1786332264.886,3.1,6.5
1786332265.186,7.1,-1.6
1786332265.486,9.1,10.2
1786332265.786,1.8,3.3
1786332266.086,-2.8,5.8
1786332266.386,2.1,14.5
1786332266.687,4.1,-4.9
1786332266.987,7.9,7.5
1786332267.287,5.8,5.6
1786332267.588,2.7,2.7
1786332267.888,3.0,12.3
1786332268.188,1.0,-3.6
1786332268.488,0.8,6.2
1786332268.789,-2.7,2.1
1786332269.089,-2.2,13.5
1786332269.389,5.0,8.0
1786332269.689,-7.4,-2.2
1786332269.990,11.5,9.9
1786332270.290,-1.8,5.9
1786332270.590,-4.7,1.9
1786332270.890,-1.7,18.9
1786332271.190,3.9,6.7
1786332271.491,-2.0,0.2
1786332271.791,-5.3,1.5
1786332272.091,-9.6,-3.0
1786332272.392,2.5,13.7
1786332272.692,2.1,2.6
1786332272.992,-0.6,8.1
1786332273.293,-4.1,0.9
1786332273.593,-1.8,5.4
1786332273.893,7.0,11.9
1786332274.193,1.7,-2.7
1786332274.493,6.4,8.3
1786332274.794,-0.5,7.1
1786332275.094,0.1,3.0
1786332275.394,11.0,14.4
1786332275.694,1.8,-3.1
1786332275.994,9.7,4.5
1786332276.295,-1.5,2.8
1786332276.595,-4.3,-3.9
1786332276.896,7.9,11.7
1786332277.196,-4.2,-6.2
1786332277.496,3.3,4.1
1786332277.796,-3.3,5.1
1786332278.097,-4.5,-2.6
1786332278.397,10.7,18.1
1786332278.698,-4.3,-5.1
1786332278.998,4.4,8.9
1786332279.298,-12.2,-3.3
1786332279.598,-7.2,0.2
1786332279.898,-1.0,13.9
1786332280.199,-2.0,-2.6
1786332280.499,3.2,9.3
1786332280.799,-2.8,2.8
1786332281.100,-5.7,-3.5
1786332281.400,5.9,13.5
1786332281.700,-4.3,-5.7
1786332282.000,3.7,13.6
1786332282.300,3.8,2.1
1786332282.601,-5.7,-4.2
1786332282.901,1.4,0.6
1786332283.201,0.8,3.9
1786332283.501,0.8,5.7
1786332283.801,1.0,6.0
1786332284.102,1.6,5.9
1786332284.402,1.6,5.7
1786332284.702,1.4,5.5
1786332285.003,1.2,5.3
1786332285.303,1.3,5.3
1786332285.603,1.3,5.3
1786332285.903,1.3,5.1
1786332286.203,1.3,5.1
1786332286.504,1.4,5.1
1786332286.804,1.3,5.2
1786332287.104,1.3,5.0
1786332287.404,1.2,5.2
1786332287.704,1.3,5.2
1786332288.005,1.4,5.2
1786332288.305,1.2,5.3
1786332288.605,1.4,5.1
1786332288.905,1.3,5.0
1786332289.206,1.4,5.2
1786332289.506,1.3,5.2
1786332289.806,1.4,5.0
1786332290.106,1.4,5.1
1786332290.407,1.3,5.1
1786332290.707,1.3,5.1
1786332291.007,1.3,5.1
1786332291.308,1.2,5.1
1786332291.608,1.4,5.1
1786332291.908,1.3,5.0
1786332292.209,1.4,5.2
1786332292.509,1.4,5.1
1786332292.809,1.2,5.1
1786332293.109,1.3,5.0
1786332293.410,1.2,5.3
1786332293.710,1.3,5.1
1786332294.011,1.2,5.0
1786332294.311,1.3,5.2
1786332294.611,1.2,5.0
1786332294.911,1.2,4.9
1786332295.211,1.2,5.2
1786332295.512,1.4,5.3
1786332295.812,1.4,5.1
1786332296.112,1.3,5.1
1786332296.413,1.1,5.2
1786332296.713,1.4,5.2
1786332297.013,1.3,5.1
1786332297.313,1.3,5.0
1786332297.613,1.4,5.2
1786332297.914,1.3,5.1
1786332298.214,1.3,5.2
1786332298.514,1.4,5.2
1786332298.814,1.3,5.0
1786332299.115,1.2,5.2
1786332299.415,1.3,5.0
1786332299.715,1.3,5.3
1786332300.016,1.3,5.3
1786332300.316,1.4,5.2
1786332300.616,1.4,5.0
1786332300.916,1.3,5.1
1786332301.217,1.2,5.0
1786332301.517,1.3,5.1
1786332301.817,1.3,5.1
1786332302.117,1.3,5.0
1786332302.417,1.3,5.0
1786332302.718,1.4,5.0
1786332303.018,1.4,5.2
1786332303.318,1.3,5.2
1786332303.618,1.4,4.9
1786332303.919,1.3,5.1
1786332304.219,1.2,5.1
1786332304.519,1.2,5.1
1786332304.819,1.3,5.2
1786332305.120,1.2,5.2
1786332305.420,1.4,5.0
1786332305.720,1.4,5.1
1786332306.020,1.3,5.1
1786332306.320,1.3,5.2
1786332306.621,1.3,5.2
1786332306.921,1.4,5.1
1786332307.221,1.2,5.1
1786332307.521,1.3,5.1
1786332307.821,1.4,5.1
1786332308.122,1.3,5.0
1786332308.422,1.4,5.0
1786332308.722,1.2,5.3
1786332309.023,1.3,5.3
1786332309.323,1.2,5.2
1786332309.623,1.4,5.3
1786332309.923,1.2,5.3
1786332310.224,1.2,5.2
1786332310.524,1.3,5.1
1786332310.824,1.5,5.1
1786332311.124,1.4,5.2
1786332311.424,1.2,5.0
1786332311.724,1.2,5.0
1786332312.025,1.4,5.2
1786332312.325,1.3,5.1
1786332312.625,1.2,5.0
1786332312.925,1.2,5.3
1786332313.226,1.2,5.1
1786332313.526,1.3,5.2
1786332313.826,1.2,5.0
1786332314.127,1.3,5.1
1786332314.427,1.3,5.3
1786332314.727,1.4,5.0
1786332315.028,1.3,5.1
1786332315.328,1.1,5.1
1786332315.628,1.3,5.2
1786332315.929,1.4,5.1
1786332316.229,1.5,5.0
1786332316.529,1.3,5.0
1786332316.829,1.4,5.1
1786332317.130,1.2,5.1
1786332317.430,1.4,5.1
1786332317.730,1.3,5.1
1786332318.030,1.4,5.1
1786332318.331,1.5,5.0
1786332318.631,1.4,5.2
1786332318.931,1.3,5.0
1786332319.231,1.2,5.0
1786332319.532,1.4,5.1
1786332319.832,1.4,5.2
1786332320.132,1.2,5.0
1786332320.432,1.4,5.0
1786332320.732,1.4,5.1
1786332321.032,1.3,5.3
1786332321.333,1.1,5.1
1786332321.633,1.4,5.1
1786332321.933,1.2,5.1
1786332322.233,1.3,5.0
1786332322.533,1.4,5.1
1786332322.834,1.3,5.1
1786332323.134,1.4,5.1
1786332323.434,1.2,5.1
1786332323.734,1.3,5.2
1786332324.034,1.3,5.2
1786332324.335,1.2,5.0
1786332324.635,1.4,5.2
1786332324.935,1.3,5.2
1786332325.235,1.3,5.1
1786332325.536,1.2,5.2
1786332325.836,1.4,5.1
1786332326.136,1.3,5.2
1786332326.436,1.3,5.3
1786332326.736,1.2,5.2
1786332327.037,1.2,5.1
1786332327.337,1.3,4.9
1786332327.637,1.3,5.1
1786332327.938,1.3,5.1
1786332328.238,1.3,5.2
1786332328.538,1.5,5.1
1786332328.839,1.4,5.1
1786332329.139,1.4,5.2
1786332329.439,1.2,5.1
1786332329.739,1.3,5.1
1786332330.039,1.4,5.2
1786332330.340,1.5,5.2
1786332330.640,1.4,5.1
1786332330.940,1.2,5.0
1786332331.240,1.2,5.0
1786332331.540,1.4,5.1
1786332331.840,1.4,5.1
1786332332.140,1.3,5.2
1786332332.441,1.4,5.1
1786332332.741,1.3,5.0
1786332333.041,1.3,5.0
1786332333.342,1.3,5.2
1786332333.642,1.5,5.2
1786332333.942,1.3,5.2
1786332334.242,1.2,5.1
1786332334.543,1.2,5.2
1786332334.843,1.3,5.1
1786332335.143,1.2,5.1
1786332335.443,1.3,5.2
1786332335.743,1.2,5.1
1786332336.044,1.3,5.0
1786332336.344,1.2,5.1
1786332336.645,1.3,5.1
1786332336.945,1.4,5.0
1786332337.245,1.3,5.2
1786332337.546,1.3,5.1
1786332337.846,1.4,5.0
1786332338.146,1.4,5.1
1786332338.446,1.3,5.1
1786332338.747,1.3,5.2
1786332339.047,1.1,5.2
1786332339.347,1.3,5.3
1786332339.648,1.3,5.0
1786332339.948,1.3,5.1
1786332340.248,1.4,5.1
1786332340.548,1.4,5.3
1786332340.848,1.1,5.0
1786332341.149,1.2,5.2
1786332341.449,1.4,5.0
1786332341.749,1.2,5.2
1786332342.049,1.3,5.1
1786332342.350,1.3,5.1
1786332342.650,1.4,5.2
1786332342.951,1.3,5.0
1786332343.251,1.2,5.1
1786332343.551,1.2,5.1
1786332343.852,1.3,5.3
1786332344.152,1.2,5.1
1786332344.452,1.3,5.0
1786332344.752,1.3,5.1
1786332345.053,1.2,5.2
1786332345.353,1.2,5.1
1786332345.653,1.3,5.2
1786332345.953,1.3,5.1
1786332346.253,1.5,5.0
1786332346.553,1.3,5.2
1786332346.854,1.3,5.1
1786332347.154,1.2,5.1
1786332347.454,1.4,5.0
1786332347.754,1.3,5.0
1786332348.055,1.3,5.2
1786332348.355,1.3,5.1
1786332348.655,1.3,5.2
1786332348.956,1.3,5.0
1786332349.256,1.2,5.3
1786332349.556,1.3,5.0
1786332349.856,1.2,5.0
1786332350.157,1.3,4.9
1786332350.457,1.2,5.0
1786332350.757,1.4,5.0
1786332351.057,1.3,5.1
1786332351.357,1.4,5.2
1786332351.657,1.3,5.0
1786332351.958,1.4,5.1
1786332352.258,1.4,5.2
1786332352.558,1.4,5.3
1786332352.858,1.4,5.1
1786332353.159,1.2,5.2
1786332353.459,1.4,5.0
1786332353.759,1.3,5.2
1786332354.059,1.3,5.2
1786332354.359,1.3,5.1
1786332354.660,1.4,5.1
1786332354.960,1.2,5.2
1786332355.260,1.2,5.2
1786332355.560,1.4,5.1
1786332355.860,1.2,5.3
1786332356.161,1.2,5.3
1786332356.461,1.2,5.2
1786332356.761,1.4,5.1
1786332357.061,1.3,5.1
1786332357.362,1.3,5.1
1786332357.662,1.4,5.2
1786332357.962,1.3,5.1
1786332358.262,1.3,5.2
1786332358.563,1.2,5.0
1786332358.863,1.4,5.1
1786332359.163,1.3,5.1
1786332359.464,0.7,5.8
1786332359.764,4.3,3.9
1786332360.064,0.6,3.7
1786332360.364,0.3,3.5
1786332360.665,0.3,4.6
1786332360.965,1.2,3.8
1786332361.265,1.2,5.4
1786332361.565,0.7,4.4
1786332361.865,0.7,4.1
1786332362.165,0.7,4.0
1786332362.465,0.8,4.1
1786332362.766,-0.2,3.1
1786332363.066,-0.2,6.3
1786332363.366,-3.1,4.9
1786332363.667,-2.6,5.4
1786332363.967,-0.5,4.6
1786332364.267,-0.9,4.3
1786332364.568,-1.4,4.7
1786332364.868,-1.2,4.4
1786332365.168,-0.9,4.9
1786332365.468,-1.0,4.5
1786332365.768,-1.1,4.6
1786332366.069,-1.1,4.6
1786332366.369,-1.1,4.6
1786332366.669,-1.1,4.5
1786332366.969,-1.2,4.6
1786332367.270,-1.0,4.7
1786332367.570,-1.1,4.6
1786332367.870,-1.0,4.6
1786332368.171,-1.1,4.7
1786332368.471,-1.0,4.5
1786332368.771,-1.1,4.6
1786332369.071,-1.1,4.6
1786332369.371,-0.9,4.7
1786332369.672,-1.1,4.4
1786332369.972,-0.9,4.6
1786332370.273,-1.0,4.6
1786332370.573,-1.0,4.5
1786332370.873,-1.1,4.5
1786332371.173,-1.1,4.4
1786332371.473,-1.1,4.6
1786332371.773,-1.0,4.7
1786332372.074,-1.0,4.5
1786332372.374,-1.2,4.4
1786332372.674,-1.0,4.4
1786332372.974,-0.9,4.5
1786332373.275,-1.0,4.5
1786332373.575,-1.1,4.5
1786332373.875,-1.1,4.6
1786332374.175,-1.2,4.6
1786332374.476,-1.0,4.4
1786332374.776,-1.0,4.6
1786332375.076,-1.1,4.5
1786332375.377,-1.0,4.4
1786332375.677,-1.0,4.5
1786332375.977,-1.1,4.6
1786332376.277,-1.0,4.7
1786332376.577,-1.0,4.5
1786332376.877,-0.8,4.7
1786332377.177,-1.0,4.6
1786332377.478,-1.1,4.6
1786332377.778,-0.9,4.6
1786332378.078,-1.1,4.6
1786332378.378,-0.9,4.6
1786332378.679,-1.0,4.5
1786332378.979,-1.2,4.6
1786332379.279,-1.1,4.5
1786332379.580,-1.0,4.7
1786332379.880,-1.0,4.5
1786332380.180,-1.2,4.5
1786332380.481,-1.0,4.5
1786332380.781,-1.1,4.5
1786332381.082,-1.2,4.5
1786332381.382,-1.0,4.5
1786332381.682,-1.1,4.5
1786332381.983,-1.1,4.4
1786332382.283,-1.1,4.7
1786332382.583,-1.0,4.6
1786332382.884,-0.9,4.4
1786332383.184,-1.0,4.6
1786332383.484,-1.0,4.5
1786332383.784,-0.9,4.6
1786332384.085,-1.2,4.8
1786332384.385,-1.1,4.5
1786332384.685,-1.1,4.5
1786332384.985,-1.0,4.6
1786332385.285,-1.0,4.6
1786332385.586,-1.1,4.6
1786332385.886,-1.1,4.6
1786332386.186,-1.0,4.6
1786332386.487,-1.1,4.6
1786332386.787,-1.1,4.6
1786332387.087,-1.0,4.5
1786332387.387,-1.0,4.6
1786332387.687,-1.2,4.4
1786332387.988,-1.0,4.5
1786332388.288,-1.0,4.6
1786332388.588,-0.9,4.7
1786332388.888,-1.1,4.7
1786332389.189,-1.3,4.4
1786332389.489,-1.1,4.5
1786332389.789,-1.1,4.7
1786332390.090,-1.0,4.6
1786332390.390,-1.0,4.7
1786332390.691,-1.1,4.5
1786332390.991,-1.1,4.5
1786332391.291,-1.0,4.8
1786332391.591,-1.0,4.5
1786332391.891,-1.0,4.6
1786332426.687,-0.9,4.8
1786332426.987,-1.0,4.7
1786332427.288,-1.1,4.9
1786332427.588,-1.1,4.7
1786332427.888,-1.1,4.7
1786332428.188,-1.1,4.7
1786332428.489,-1.0,4.6
1786332428.789,-1.0,4.7
1786332429.089,-1.1,4.6
1786332429.390,-0.9,4.7
1786332429.690,-1.1,4.6
1786332429.990,-1.1,4.7
1786332430.290,-1.0,4.8
1786332430.590,-1.1,4.7
1786332430.891,-1.0,4.7
1786332431.191,-1.0,4.7
1786332431.491,-1.0,4.8
1786332431.791,-1.1,4.6
1786332432.092,-1.0,4.6
1786332432.392,-1.1,4.6
1786332432.692,-1.1,4.9
1786332432.993,-1.1,4.7
1786332433.293,-1.2,4.8
1786332433.593,-1.1,4.7
1786332433.893,-1.0,4.8
1786332434.193,-1.2,4.7
1786332434.493,-1.0,4.9
1786332434.794,-1.1,4.7
1786332435.094,-1.2,4.8
1786332435.394,-1.0,4.7
1786332435.695,-1.1,4.8
1786332435.995,-1.0,4.7
1786332436.295,-1.0,4.7
1786332436.595,1.6,4.0
1786332436.896,-0.4,5.7
1786332437.196,1.0,-0.6
1786332437.496,0.6,1.5
1786332437.796,1.7,2.8
1786332438.096,0.9,3.8
1786332438.397,1.2,3.8
1786332438.697,1.1,3.1
1786332438.997,1.3,2.7
1786332439.297,1.2,2.8
1786332439.597,1.2,3.1
1786332439.898,1.1,3.3
1786332440.198,1.2,3.1
1786332440.498,1.1,2.8
1786332440.798,1.2,2.9
1786332441.099,1.2,3.1
1786332441.399,1.1,3.1
1786332441.700,1.3,3.0
1786332442.000,1.1,3.0
1786332442.301,1.2,3.0
1786332442.601,1.1,3.1
1786332442.901,1.2,3.0
1786332443.202,1.1,3.1
1786332443.502,1.2,3.0
1786332443.802,1.1,3.0
1786332444.103,1.2,2.9
1786332444.403,1.1,2.9
1786332444.703,1.1,3.0
1786332445.003,1.2,3.2
1786332445.304,1.3,2.9
1786332445.604,1.1,3.0
1786332445.904,1.1,3.2
1786332446.204,1.3,2.9
1786332446.504,1.1,3.0
1786332446.804,1.1,3.0
1786332447.104,1.1,3.0
1786332447.405,1.3,3.0
1786332447.705,1.2,3.0
1786332448.005,0.9,3.0
1786332448.305,1.1,3.1
1786332448.605,1.1,3.1
1786332448.905,1.2,3.0
1786332449.206,1.2,3.1
1786332449.506,1.1,3.0
1786332449.806,1.2,2.9
1786332450.107,1.2,3.1
1786332450.407,1.1,3.0
1786332450.707,1.2,2.9
1786332451.008,1.1,3.2
1786332451.308,1.3,3.0
1786332451.608,1.3,3.1
1786332451.908,1.2,3.1
1786332452.208,2.4,4.9
1786332452.508,5.0,3.3
1786332452.809,2.4,1.6
1786332453.109,-0.6,5.8
1786332453.409,7.4,15.0
1786332453.709,1.4,0.9
1786332454.010,4.1,-4.8
1786332454.310,1.9,-0.1
1786332454.610,5.0,7.0
1786332454.911,10.3,13.5
1786332455.211,-8.6,-10.8
1786332455.511,-2.1,1.7
1786332455.811,-2.2,-0.6
1786332456.112,-2.4,8.2
1786332456.412,4.5,5.1
1786332456.713,1.2,1.6
1786332457.013,-5.0,6.2
1786332457.313,4.3,9.8
1786332457.613,-2.3,3.6
1786332457.913,4.8,8.9
1786332458.214,-2.4,6.8
1786332458.514,1.0,-1.0
1786332458.814,-2.7,13.3
1786332459.114,1.2,4.6
1786332459.415,5.4,6.2
1786332459.715,-0.6,3.0
1786332460.015,2.1,10.6
1786332460.315,-2.2,2.8
1786332460.615,0.0,6.7
1786332460.916,8.6,5.5
1786332461.216,0.5,3.5
1786332461.517,2.2,0.1
1786332461.817,-2.7,-2.0
