t_s,phase,joint,id,name,cmd_deg,present_deg,err_deg,speed_deg_s,load_pct,current_a,volt,temp_c
99.034,return,16,18,L5 hip,0.000,9.668,-9.668,0.00,6.4,0.006,12.20,32.0
99.075,return,16,18,L5 hip,0.000,9.668,-9.668,0.00,6.4,0.006,12.20,32.0
99.125,return,16,18,L5 hip,0.000,8.438,-8.438,-17.58,13.6,0.033,12.20,32.0
99.166,return,16,18,L5 hip,0.000,8.438,-8.438,-17.58,13.6,0.033,12.20,32.0
99.217,return,16,18,L5 hip,0.000,5.889,-5.889,-30.76,15.6,0.033,12.20,32.0
99.257,return,16,18,L5 hip,0.000,5.889,-5.889,-30.76,15.6,0.033,12.20,32.0
99.308,return,16,18,L5 hip,0.000,3.164,-3.164,-30.76,12.8,0.019,12.20,32.0
99.349,return,16,18,L5 hip,0.000,3.164,-3.164,-30.76,12.8,0.019,12.20,32.0
99.400,return,16,18,L5 hip,0.000,1.230,-1.230,-17.58,8.8,0.013,12.20,32.0
99.440,return,16,18,L5 hip,0.000,1.230,-1.230,-17.58,8.8,0.013,12.20,32.0
99.491,return,16,18,L5 hip,0.000,0.527,-0.527,-8.79,5.6,0.013,12.20,32.0
99.532,return,16,18,L5 hip,0.000,0.527,-0.527,-8.79,5.6,0.013,12.20,32.0
99.583,return,16,18,L5 hip,0.000,0.439,-0.439,0.00,4.8,0.006,12.20,32.0
99.623,return,16,18,L5 hip,0.000,0.439,-0.439,0.00,4.8,0.006,12.20,32.0
99.682,step-10r0,16,18,L5 hip,-9.561,0.439,-10.000,0.00,5.6,0.013,12.20,32.0
99.723,step-10r0,16,18,L5 hip,-9.561,0.439,-10.000,0.00,5.6,0.013,12.20,32.0
99.774,step-10r0,16,18,L5 hip,-9.561,-0.088,-9.473,-13.18,9.6,0.019,12.20,32.0
99.815,step-10r0,16,18,L5 hip,-9.561,-0.088,-9.473,-13.18,9.6,0.019,12.20,32.0
99.866,step-10r0,16,18,L5 hip,-9.561,-1.758,-7.803,-21.97,14.4,0.033,12.20,32.0
99.906,step-10r0,16,18,L5 hip,-9.561,-1.758,-7.803,-21.97,14.4,0.033,12.20,32.0
99.957,step-10r0,16,18,L5 hip,-9.561,-4.395,-5.166,-30.76,15.6,0.033,12.20,32.0
99.998,step-10r0,16,18,L5 hip,-9.561,-4.395,-5.166,-30.76,15.6,0.033,12.20,32.0
100.049,step-10r0,16,18,L5 hip,-9.561,-7.031,-2.529,-26.37,12.8,0.019,12.20,32.0
100.090,step-10r0,16,18,L5 hip,-9.561,-7.031,-2.529,-26.37,12.8,0.019,12.20,32.0
100.141,step-10r0,16,18,L5 hip,-9.561,-8.613,-0.947,-13.18,8.4,0.013,12.20,32.0
100.145,return,16,18,L5 hip,0.000,-8.613,8.613,-13.18,8.4,0.013,12.20,32.0
100.185,return,16,18,L5 hip,0.000,-8.613,8.613,-13.18,8.4,0.013,12.20,32.0
100.236,return,16,18,L5 hip,0.000,-8.965,8.965,0.00,3.2,0.000,12.20,32.0
100.277,return,16,18,L5 hip,0.000,-8.965,8.965,0.00,3.2,0.000,12.20,32.0
100.344,return,16,18,L5 hip,0.000,-7.734,7.734,17.58,8.8,0.006,12.20,32.0
100.384,return,16,18,L5 hip,0.000,-7.734,7.734,17.58,8.8,0.006,12.20,32.0
100.435,return,16,18,L5 hip,0.000,-4.746,4.746,30.76,11.2,0.006,12.20,32.0
100.476,return,16,18,L5 hip,0.000,-4.746,4.746,30.76,11.2,0.006,12.20,32.0
100.526,return,16,18,L5 hip,0.000,-2.109,2.109,26.37,7.6,0.006,12.20,32.0
100.567,return,16,18,L5 hip,0.000,-2.109,2.109,26.37,7.6,0.006,12.20,32.0
100.618,return,16,18,L5 hip,0.000,-0.615,0.615,17.58,4.4,0.000,12.20,32.0
100.658,return,16,18,L5 hip,0.000,-0.615,0.615,17.58,4.4,0.000,12.20,32.0
100.709,return,16,18,L5 hip,0.000,-0.176,0.176,0.00,2.4,0.000,12.10,32.0
100.750,return,16,18,L5 hip,0.000,-0.176,0.176,0.00,2.4,0.000,12.10,32.0
100.801,return,16,18,L5 hip,0.000,-0.176,0.176,0.00,2.4,0.006,12.20,32.0
100.841,return,16,18,L5 hip,0.000,-0.176,0.176,0.00,2.4,0.006,12.20,32.0
100.901,step+10r0,17,19,L5 knee,10.000,0.000,10.000,0.00,0.0,0.000,12.10,33.0
100.942,step+10r0,17,19,L5 knee,10.000,0.000,10.000,0.00,0.0,0.000,12.10,33.0
100.992,step+10r0,17,19,L5 knee,10.000,0.264,9.736,4.39,7.6,0.006,12.10,33.0
101.033,step+10r0,17,19,L5 knee,10.000,0.264,9.736,4.39,7.6,0.006,12.10,33.0
101.084,step+10r0,17,19,L5 knee,10.000,2.109,7.891,21.97,10.0,0.006,12.10,33.0
101.125,step+10r0,17,19,L5 knee,10.000,2.109,7.891,21.97,10.0,0.006,12.10,33.0
101.176,step+10r0,17,19,L5 knee,10.000,4.746,5.254,30.76,11.2,0.013,12.10,33.0
101.216,step+10r0,17,19,L5 knee,10.000,4.746,5.254,30.76,11.2,0.013,12.10,33.0
101.283,step+10r0,17,19,L5 knee,10.000,7.383,2.617,26.37,9.2,0.006,12.10,33.0
101.324,step+10r0,17,19,L5 knee,10.000,7.383,2.617,26.37,9.2,0.006,12.10,33.0
101.406,step+10r0,17,19,L5 knee,10.000,9.668,0.332,13.18,3.6,0.000,12.10,33.0
101.409,return,17,19,L5 knee,0.000,9.668,-9.668,13.18,3.6,0.000,12.10,33.0
101.450,return,17,19,L5 knee,0.000,9.668,-9.668,13.18,3.6,0.000,12.10,33.0
101.500,return,17,19,L5 knee,0.000,9.756,-9.756,-4.39,7.2,0.013,12.20,33.0
101.541,return,17,19,L5 knee,0.000,9.756,-9.756,-4.39,7.2,0.013,12.20,33.0
101.592,return,17,19,L5 knee,0.000,8.174,-8.174,-21.97,9.6,0.013,12.10,33.0
101.632,return,17,19,L5 knee,0.000,8.174,-8.174,-21.97,9.6,0.013,12.10,33.0
101.683,return,17,19,L5 knee,0.000,5.625,-5.625,-30.76,12.0,0.013,12.20,33.0
101.723,return,17,19,L5 knee,0.000,5.625,-5.625,-30.76,12.0,0.013,12.20,33.0
101.774,return,17,19,L5 knee,0.000,2.812,-2.812,-26.37,9.6,0.006,12.10,33.0
101.815,return,17,19,L5 knee,0.000,2.812,-2.812,-26.37,9.6,0.006,12.10,33.0
101.865,return,17,19,L5 knee,0.000,0.967,-0.967,-17.58,5.6,0.006,12.10,33.0
101.906,return,17,19,L5 knee,0.000,0.967,-0.967,-17.58,5.6,0.006,12.10,33.0
101.957,return,17,19,L5 knee,0.000,0.264,-0.264,-4.39,2.8,0.000,12.10,32.0
101.997,return,17,19,L5 knee,0.000,0.264,-0.264,-4.39,2.8,0.000,12.10,32.0
102.064,return,17,19,L5 knee,0.000,0.176,-0.176,0.00,2.4,0.006,12.20,33.0
102.104,return,17,19,L5 knee,0.000,0.176,-0.176,0.00,2.4,0.006,12.20,33.0
102.164,step-10r0,17,19,L5 knee,-9.824,0.176,-10.000,0.00,3.2,0.006,12.10,33.0
102.204,step-10r0,17,19,L5 knee,-9.824,0.176,-10.000,0.00,4.8,0.006,12.10,33.0
102.245,step-10r0,17,19,L5 knee,-9.824,0.176,-10.000,0.00,4.8,0.006,12.10,33.0
102.296,step-10r0,17,19,L5 knee,-9.824,-1.055,-8.770,-13.18,8.0,0.006,12.10,33.0
102.336,step-10r0,17,19,L5 knee,-9.824,-1.055,-8.770,-13.18,8.0,0.006,12.10,33.0
102.387,step-10r0,17,19,L5 knee,-9.824,-3.252,-6.572,-30.76,11.2,0.013,12.10,33.0
102.428,step-10r0,17,19,L5 knee,-9.824,-3.252,-6.572,-30.76,11.2,0.013,12.10,33.0
102.478,step-10r0,17,19,L5 knee,-9.824,-5.977,-3.848,-30.76,12.0,0.006,12.10,33.0
102.519,step-10r0,17,19,L5 knee,-9.824,-5.977,-3.848,-30.76,12.0,0.006,12.10,33.0
102.570,step-10r0,17,19,L5 knee,-9.824,-8.262,-1.562,-21.97,7.6,0.006,12.10,32.0
102.610,step-10r0,17,19,L5 knee,-9.824,-8.262,-1.562,-21.97,7.6,0.006,12.10,32.0
102.661,step-10r0,17,19,L5 knee,-9.824,-9.492,-0.332,-8.79,3.2,0.000,12.10,33.0
102.664,return,17,19,L5 knee,0.000,-9.492,9.492,-8.79,3.2,0.000,12.10,33.0
102.705,return,17,19,L5 knee,0.000,-9.492,9.492,-8.79,3.2,0.000,12.10,33.0
102.756,return,17,19,L5 knee,0.000,-9.668,9.668,0.00,7.6,0.013,12.10,33.0
102.796,return,17,19,L5 knee,0.000,-9.668,9.668,0.00,7.6,0.013,12.10,33.0
102.858,return,17,19,L5 knee,0.000,-7.998,7.998,17.58,9.2,0.013,12.10,33.0
102.899,return,17,19,L5 knee,0.000,-7.998,7.998,17.58,9.2,0.013,12.10,33.0
102.949,return,17,19,L5 knee,0.000,-5.186,5.186,30.76,12.4,0.013,12.10,33.0
102.990,return,17,19,L5 knee,0.000,-5.186,5.186,30.76,12.4,0.013,12.10,33.0
103.040,return,17,19,L5 knee,0.000,-2.461,2.461,26.37,8.4,0.006,12.10,33.0
103.081,return,17,19,L5 knee,0.000,-2.461,2.461,26.37,8.4,0.006,12.10,33.0
103.134,return,17,19,L5 knee,0.000,-0.703,0.703,13.18,4.4,0.000,12.10,33.0
103.175,return,17,19,L5 knee,0.000,-0.703,0.703,13.18,4.4,0.000,12.10,33.0
103.251,return,17,19,L5 knee,0.000,-0.088,0.088,8.79,2.4,0.000,12.10,33.0
103.292,return,17,19,L5 knee,0.000,-0.088,0.088,8.79,2.4,0.000,12.10,33.0
103.343,return,17,19,L5 knee,0.000,-0.088,0.088,0.00,0.0,0.000,12.10,33.0
