t_unix,bus_ts,tag,q2_deg
1786331515.4310,1786331515.4288225,dn10,79.19
1786331515.4652,1786331515.4623353,dn10,79.19
1786331515.4925,1786331515.490013,dn10,79.19
1786331515.5253,1786331515.52253,dn10,79.19
1786331515.5527,1786331515.5499735,dn10,79.19
1786331515.5863,1786331515.5839696,dn10,79.19
1786331515.6140,1786331515.6110601,dn10,79.19
1786331515.6458,1786331515.6435366,dn10,79.19
1786331515.6719,1786331515.6694357,dn10,79.19
1786331515.7048,1786331515.702221,dn10,79.19
1786331515.7313,1786331515.7287354,dn10,79.19
1786331515.7628,1786331515.7604058,dn10,79.19
1786331515.7898,1786331515.7871559,dn10,79.19
1786331515.8240,1786331515.8212152,dn10,79.19
1786331515.8505,1786331515.8481958,dn10,79.19
1786331515.8840,1786331515.881125,dn10,79.19
1786331515.9110,1786331515.9082701,dn10,79.19
1786331515.9439,1786331515.9414139,dn10,79.19
1786331515.9708,1786331515.9682555,dn10,79.19
1786331516.0046,1786331516.0016186,dn10,79.19
1786331516.0321,1786331516.029574,dn10,79.19
1786331516.0648,1786331516.0621154,dn10,79.19
1786331516.0920,1786331516.0893962,dn10,79.19
1786331516.1237,1786331516.1213632,dn10,79.19
1786331516.1495,1786331516.1474366,dn10,79.19
1786331516.1821,1786331516.1795344,dn10,79.19
1786331516.2085,1786331516.2063613,dn10,79.19
1786331516.2429,1786331516.2396219,dn10,79.19
1786331516.2698,1786331516.2672026,dn10,79.19
1786331516.3033,1786331516.3004632,dn10,79.19
1786331516.3301,1786331516.327553,dn10,79.19
1786331516.3646,1786331516.361657,dn10,79.19
1786331516.3909,1786331516.3885756,dn10,79.19
1786331516.4243,1786331516.42153,dn10,79.19
1786331516.4510,1786331516.4487119,dn10,79.19
1786331516.4850,1786331516.4823084,dn10,79.19
1786331516.5118,1786331516.5092282,dn10,79.19
1786331516.5447,1786331516.5420969,dn10,79.19
1786331516.5722,1786331516.5692968,dn10,79.19
1786331516.6035,1786331516.601338,dn10,79.19
