t_s,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a
5.72,0.21,2.43,0.78,0.5,-3.19,9.0,0.0,0.0,0.111,10.28,-17.23,22.06,1.23,5.36,-10.02,14.06,-62.67,89.82,-1.41,-0.44,-16.44,9.4,-59.15,98.79,22.94,2.99,-13.36,9.73,-7.36,24.23,11.3,14.08,-17.56,14.84,-57.83,100.88,0.62,10.35,-9.5,12.26,-51.23,108.38,15.69,12.46,-3.5,0.2779,0.8444,-0.5021,0.6251,1.0,-0.9713,0.424,-0.5176,0.5457,0.0318,1.0,-0.9076,0.3503,-0.4883,0.6386,0.4729,0.7975,0.0389,0.0,0.013,0.006,0.019,0.013,0.019,0.006,0.013,0.013,0.0,0.006,0.013,0.0,0.019,0.013,0.013,0.006,0.0
5.76,0.16,2.38,-1.16,-0.6,3.19,9.5,0.0,0.0,0.111,9.93,-16.0,21.62,2.46,6.42,-11.43,13.89,-61.26,90.88,-2.02,0.53,-15.38,9.58,-57.74,100.2,21.45,3.87,-12.66,9.14,-5.86,22.73,12.8,15.58,-19.06,15.97,-56.33,102.38,-0.88,11.85,-11.0,13.76,-51.98,109.88,17.19,13.96,-2.0,0.2613,0.8569,-0.618,0.5903,0.9504,-1.0,0.4563,-0.4995,0.4401,-0.0341,0.9091,-1.0,0.4183,-0.4906,0.6308,0.5688,0.8067,-0.0588,0.0,0.013,0.006,0.019,0.013,0.019,0.006,0.013,0.013,0.0,0.006,0.013,0.0,0.019,0.013,0.013,0.006,0.0
5.8,0.29,2.48,3.02,2.3,-1.09,10.0,0.0,0.0,0.111,10.2,-14.68,21.53,3.78,7.82,-12.83,13.89,-59.85,92.37,-2.55,1.85,-14.06,10.37,-56.43,101.6,19.95,5.1,-11.51,8.74,-4.36,21.23,14.3,17.08,-20.0,15.13,-54.83,100.88,0.62,13.35,-12.5,15.26,-53.48,111.38,18.69,12.46,-0.5,0.2499,0.8333,-0.774,0.4938,0.9535,-1.0,0.4322,-0.4096,0.3126,0.0334,0.7601,-1.0,0.4701,-0.5867,0.6099,0.6576,0.6583,-0.3523,0.019,0.013,0.0,0.013,0.006,0.019,0.013,0.013,0.026,0.0,0.006,0.0,0.013,0.033,0.013,0.0,0.013,0.013
5.84,0.23,2.43,-1.07,-0.48,-1.68,10.5,0.0,0.0,0.111,10.11,-13.27,21.53,5.19,9.14,-14.24,14.06,-58.54,93.78,-2.46,3.16,-12.83,11.25,-55.2,103.01,18.9,6.42,-10.28,9.47,-2.86,19.73,13.11,18.26,-20.0,15.1,-53.33,99.38,1.66,11.85,-14.0,16.76,-54.98,112.88,20.19,10.96,1.0,0.2706,0.8074,-0.9376,0.3747,0.7865,-1.0,0.4313,-0.4361,0.1916,0.0475,0.5578,-1.0,0.5421,-0.5652,0.6059,0.7786,0.6102,-0.5564,0.019,0.013,0.0,0.013,0.006,0.019,0.013,0.013,0.026,0.0,0.006,0.0,0.013,0.033,0.013,0.0,0.013,0.013
5.88,0.26,2.37,-0.28,-0.51,2.99,11.0,0.0,0.0,0.111,8.79,-11.87,21.53,6.59,10.63,-15.73,14.77,-57.04,95.19,-2.02,4.57,-11.95,12.48,-54.23,104.41,18.02,7.82,-8.96,7.97,-1.36,18.23,11.61,16.76,-18.5,14.17,-51.83,97.88,3.16,10.35,-15.5,18.26,-56.48,114.38,21.69,9.46,-0.5,0.2081,0.7161,-1.0,0.2008,0.7559,-0.8523,0.4049,-0.3601,0.0536,0.0959,0.449,-1.0,0.5389,-0.7176,0.6125,0.8194,0.4166,-0.9006,0.019,0.013,0.0,0.013,0.006,0.019,0.013,0.013,0.026,0.0,0.006,0.0,0.013,0.033,0.013,0.0,0.013,0.013
5.92,0.28,2.42,0.57,0.69,-3.27,11.5,0.0,0.0,0.111,9.14,-10.37,21.09,8.0,12.04,-16.96,14.77,-55.72,96.5,-1.14,5.98,-11.34,13.97,-53.44,105.91,17.49,8.96,-7.56,9.39,0.14,16.73,10.11,15.26,-17.0,14.82,-50.33,96.38,4.66,8.85,-17.0,19.72,-57.98,112.94,23.19,7.96,-2.0,0.2684,0.5984,-1.0,0.1211,0.658,-0.8165,0.4235,-0.4176,-0.0097,0.1731,0.3145,-1.0,0.5633,-0.7265,0.564,0.8972,0.3529,-1.0,0.033,0.006,0.013,0.006,0.006,0.006,0.0,0.019,0.013,0.0,0.0,0.0,0.013,0.013,0.013,0.006,0.0,0.013
5.96,0.22,2.38,-0.59,-0.85,2.26,12.0,0.0,0.0,0.111,7.73,-8.96,20.3,9.23,13.36,-18.02,14.77,-54.32,97.47,0.09,7.38,-11.16,15.38,-53.0,107.31,17.31,9.84,-6.06,9.01,1.64,15.23,8.61,13.76,-15.5,16.14,-48.83,94.88,4.45,7.35,-18.5,20.19,-59.48,112.82,24.69,6.46,-3.5,0.2575,0.5434,-1.0,0.0449,0.5525,-0.7688,0.4611,-0.4331,-0.0747,0.127,0.2637,-1.0,0.5769,-0.7498,0.5626,0.898,0.3052,-1.0,0.033,0.006,0.013,0.006,0.006,0.006,0.0,0.019,0.013,0.0,0.0,0.0,0.013,0.013,0.013,0.006,0.0,0.013
6.0,0.21,2.33,-0.3,-0.27,-3.32,12.5,0.0,0.0,0.111,8.7,-6.15,17.93,10.81,15.21,-19.07,15.12,-51.42,98.79,2.64,9.23,-11.95,18.19,-53.44,110.04,18.19,10.72,-3.69,10.51,1.76,13.73,7.11,12.26,-14.0,16.63,-48.9,93.38,5.95,5.85,-20.0,20.87,-60.98,111.9,26.19,4.96,-5.0,0.3033,0.4865,-1.0,0.0382,0.53,-0.7264,0.4752,-0.4346,-0.1069,0.1992,0.2205,-1.0,0.5963,-0.7827,0.5517,0.896,0.2596,-1.0,0.013,0.0,0.006,0.0,0.0,0.006,0.006,0.0,0.0,0.013,0.0,0.006,0.006,0.013,0.006,0.013,0.006,0.006
6.04,0.19,2.29,-0.71,-0.96,3.26,13.0,0.0,0.0,0.111,8.53,-5.1,16.88,11.16,15.64,-19.07,15.56,-50.54,98.88,3.69,9.58,-12.66,18.98,-53.88,110.83,18.9,10.72,-3.08,10.86,1.52,12.23,5.61,10.76,-12.5,18.13,-49.43,91.88,4.91,4.35,-20.0,21.29,-62.48,113.4,27.69,3.46,-6.5,0.3102,0.4822,-1.0,0.0446,0.4745,-0.6874,0.5197,-0.4442,-0.0941,0.1402,0.3157,-1.0,0.6083,-0.7458,0.5759,0.8489,0.2601,-1.0,0.013,0.0,0.006,0.0,0.0,0.006,0.006,0.0,0.0,0.013,0.0,0.006,0.006,0.013,0.006,0.013,0.006,0.006
6.08,0.25,2.32,0.78,0.59,-1.92,13.5,0.0,0.0,0.111,10.11,-3.69,15.64,11.16,15.91,-18.81,16.08,-49.75,98.79,4.66,9.93,-13.62,19.86,-54.76,111.71,20.04,10.37,-2.46,12.12,2.08,10.73,4.78,9.26,-11.0,18.21,-48.48,90.38,5.31,2.85,-20.0,20.89,-62.75,114.9,26.66,1.96,-8.0,0.3463,0.4924,-1.0,0.1366,0.5234,-0.6921,0.5204,-0.4268,0.0012,0.1518,0.4091,-1.0,0.597,-0.6864,0.6223,0.7616,0.3308,-1.0,0.013,0.0,0.006,0.0,0.0,0.006,0.006,0.0,0.0,0.013,0.0,0.006,0.006,0.013,0.006,0.013,0.006,0.006
6.12,0.21,2.31,-1.56,-0.49,-0.05,14.0,0.0,0.0,0.111,10.63,-2.2,14.41,11.16,15.91,-18.02,16.7,-48.87,98.53,5.27,9.84,-15.03,20.65,-55.9,112.68,21.53,9.67,-2.29,11.85,3.58,9.23,6.28,7.76,-9.5,18.02,-47.29,88.88,3.81,4.35,-20.0,20.32,-61.25,116.4,25.16,0.46,-9.5,0.3386,0.5627,-1.0,0.2,0.5393,-0.7503,0.5149,-0.4052,0.1263,0.0402,0.5538,-1.0,0.5806,-0.5743,0.6917,0.6557,0.4376,-1.0,0.033,0.006,0.019,0.026,0.019,0.006,0.006,0.006,0.026,0.006,0.013,0.013,0.006,0.033,0.006,0.006,0.033,0.006
6.16,0.23,2.35,0.69,0.62,0.78,14.5,0.0,0.0,0.111,11.25,-0.79,13.01,10.72,15.38,-16.88,17.4,-48.34,97.82,5.8,9.32,-16.44,21.01,-57.22,113.91,22.76,8.7,-2.29,10.92,5.08,7.73,7.78,9.26,-8.0,17.15,-45.79,87.38,2.31,5.85,-18.5,18.82,-59.75,117.9,23.66,1.96,-8.0,0.3119,0.6262,-0.9441,0.2648,0.6599,-0.7923,0.4901,-0.3525,0.2504,-0.0025,0.7459,-0.8385,0.5371,-0.5338,0.7819,0.5149,0.5079,-0.788,0.033,0.006,0.019,0.026,0.019,0.006,0.006,0.006,0.026,0.006,0.013,0.013,0.006,0.033,0.006,0.006,0.033,0.006
6.2,0.25,2.39,0.95,0.81,-1.13,15.0,0.0,0.0,0.111,12.3,0.62,11.69,9.05,14.5,-15.64,17.75,-47.72,96.42,5.8,8.35,-17.75,21.09,-58.54,115.14,23.82,7.29,-2.99,12.42,6.58,6.23,9.28,10.76,-9.5,16.02,-44.98,88.88,0.81,7.35,-17.0,18.22,-58.25,119.4,22.16,3.46,-6.5,0.3861,0.6798,-0.8449,0.4204,0.7054,-0.9142,0.4576,-0.3633,0.4045,-0.0261,0.896,-0.692,0.5206,-0.3818,0.7842,0.4439,0.6456,-0.5417,0.033,0.006,0.019,0.026,0.019,0.006,0.006,0.006,0.026,0.006,0.013,0.013,0.006,0.033,0.006,0.006,0.033,0.006
6.24,0.26,2.37,-0.19,-0.42,1.96,15.5,0.0,0.0,0.111,11.78,2.11,10.28,8.44,13.45,-14.15,17.75,-46.23,95.01,5.36,7.47,-18.81,20.57,-59.68,116.54,24.43,6.06,-3.87,13.75,8.08,4.73,10.78,12.26,-11.0,15.54,-45.24,90.38,-0.69,8.85,-15.5,16.72,-56.75,120.9,20.66,4.96,-5.0,0.3929,0.7361,-0.8067,0.5184,0.7769,-0.9596,0.4441,-0.368,0.5435,-0.0707,1.0,-0.5503,0.4496,-0.2765,0.8068,0.3893,0.7487,-0.2673,0.019,0.006,0.006,0.013,0.019,0.0,0.006,0.006,0.019,0.006,0.013,0.006,0.006,0.019,0.006,0.0,0.033,0.013
6.28,0.29,2.37,0.64,0.71,-2.42,16.0,0.0,0.0,0.111,12.74,3.43,8.88,8.26,12.48,-12.83,17.75,-45.79,93.69,4.39,6.77,-19.51,19.78,-60.47,117.86,24.87,5.01,-4.92,15.12,9.58,3.72,12.28,13.76,-12.5,14.55,-46.74,91.88,-1.59,10.35,-14.0,15.68,-55.25,122.4,19.16,6.46,-3.5,0.432,0.7906,-0.7209,0.6106,0.8473,-1.0,0.4156,-0.4105,0.5938,-0.0455,1.0,-0.489,0.4481,-0.2257,0.7603,0.3929,0.7996,-0.1671,0.019,0.006,0.006,0.013,0.019,0.0,0.006,0.006,0.019,0.006,0.013,0.006,0.006,0.019,0.006,0.0,0.033,0.013
6.32,0.32,2.35,-0.4,-0.26,0.68,16.5,0.0,0.0,0.111,13.18,4.92,7.38,7.73,11.78,-11.87,16.88,-45.09,92.55,3.43,6.42,-19.86,18.72,-60.91,119.18,24.87,4.22,-5.71,13.62,11.08,5.22,13.78,15.26,-14.0,13.3,-48.24,93.38,-3.04,11.85,-12.5,14.26,-53.75,123.9,17.66,7.96,-2.0,0.3869,0.8082,-0.6702,0.6452,0.8281,-1.0,0.3799,-0.4417,0.641,-0.0869,1.0,-0.4979,0.4074,-0.1698,0.767,0.3613,0.8612,-0.0266,0.019,0.006,0.006,0.013,0.019,0.0,0.006,0.006,0.019,0.006,0.013,0.006,0.006,0.019,0.006,0.0,0.033,0.013
6.36,0.36,2.36,0.44,0.35,1.95,17.0,0.0,0.0,0.111,13.71,6.33,6.15,7.65,11.34,-11.16,15.73,-45.09,91.67,2.11,6.33,-19.86,17.4,-61.0,120.59,24.43,3.69,-6.15,13.18,12.58,6.72,15.28,16.76,-15.5,13.17,-48.2,94.88,-2.98,13.35,-11.0,14.59,-52.25,125.4,16.16,9.46,-0.5,0.3766,0.8304,-0.683,0.6742,0.8593,-1.0,0.3764,-0.4218,0.6221,-0.0852,1.0,-0.5459,0.4169,-0.1786,0.7199,0.4167,0.8543,-0.0365,0.013,0.006,0.006,0.013,0.0,0.006,0.006,0.013,0.013,0.013,0.0,0.0,0.013,0.006,0.013,0.006,0.006,0.0
6.4,0.36,2.39,0.73,0.53,-2.04,17.5,0.0,0.0,0.111,14.5,7.73,5.19,8.35,11.25,-10.72,14.77,-45.44,91.05,0.62,6.59,-19.6,16.17,-60.56,122.08,23.55,3.52,-6.24,12.74,14.08,5.22,16.78,18.26,-17.0,12.42,-47.39,96.38,-3.49,14.85,-9.5,15.28,-50.75,123.9,16.78,10.96,1.0,0.3639,0.8463,-0.7056,0.6892,0.8433,-1.0,0.3549,-0.4071,0.6187,-0.0996,1.0,-0.6648,0.4366,-0.1659,0.6811,0.4794,0.8682,-0.0819,0.013,0.006,0.006,0.013,0.0,0.006,0.006,0.013,0.013,0.013,0.0,0.0,0.013,0.006,0.013,0.006,0.006,0.0
6.44,0.34,2.38,-0.3,-0.35,1.03,18.0,0.0,0.0,0.111,13.62,9.14,4.48,9.49,11.43,-10.81,13.89,-46.23,90.79,-0.7,7.38,-18.63,15.38,-60.03,123.31,22.5,3.52,-6.06,11.24,15.58,3.72,18.28,19.76,-18.5,11.99,-45.89,97.88,-4.99,16.35,-8.0,15.38,-49.25,125.14,18.1,12.46,2.5,0.3096,0.8847,-0.7525,0.624,0.8406,-1.0,0.3427,-0.3463,0.5744,-0.1669,0.9968,-0.7482,0.4395,-0.2013,0.7075,0.5172,0.813,-0.1411,0.013,0.006,0.006,0.013,0.0,0.006,0.006,0.013,0.013,0.013,0.0,0.0,0.013,0.006,0.013,0.006,0.006,0.0
6.48,0.4,2.41,1.17,0.82,0.31,18.5,0.0,0.0,0.111,13.71,10.46,4.04,10.63,12.13,-11.25,13.1,-46.85,90.88,-2.02,8.35,-17.58,14.68,-58.97,124.28,21.09,4.13,-5.36,9.74,17.08,2.22,19.78,21.26,-20.0,11.11,-44.39,99.38,-4.72,17.85,-9.5,16.39,-47.75,124.95,19.58,13.96,4.0,0.2616,0.8966,-0.8171,0.5967,0.8634,-1.0,0.3175,-0.2633,0.5132,-0.1348,0.8747,-0.9532,0.4683,-0.2442,0.7053,0.5595,0.7777,-0.2409,0.071,0.006,0.0,0.019,0.013,0.006,0.006,0.006,0.013,0.013,0.006,0.013,0.006,0.026,0.0,0.013,0.006,0.013
6.52,0.37,2.38,-0.69,-0.2,-1.4,19.0,0.0,0.0,0.111,12.74,11.95,3.69,12.04,13.1,-12.13,12.3,-47.29,91.14,-3.25,9.76,-16.35,14.33,-57.74,124.98,19.95,4.92,-4.39,8.24,18.58,0.72,18.28,19.76,-20.0,11.04,-42.89,100.88,-6.22,16.81,-11.0,17.89,-46.25,126.28,21.08,13.71,5.5,0.2247,0.9052,-0.9252,0.49,0.786,-1.0,0.3154,-0.2267,0.423,-0.1805,0.7602,-1.0,0.5408,-0.2727,0.7209,0.647,0.7038,-0.3621,0.071,0.006,0.0,0.019,0.013,0.006,0.006,0.006,0.013,0.013,0.006,0.013,0.006,0.026,0.0,0.013,0.006,0.013
6.56,0.38,2.36,0.51,0.08,2.42,19.5,0.0,0.0,0.111,11.07,13.36,3.08,13.45,14.41,-13.18,11.69,-47.11,91.49,-4.13,11.16,-14.77,14.33,-56.43,125.33,19.07,6.33,-3.16,6.74,20.08,-0.78,16.78,18.26,-20.0,10.51,-41.39,99.38,-5.03,15.31,-12.5,19.17,-46.37,127.78,22.58,12.21,7.0,0.1614,0.892,-1.0,0.3796,0.758,-1.0,0.3002,-0.1439,0.3059,-0.1437,0.6569,-1.0,0.5477,-0.3885,0.7655,0.6754,0.5863,-0.5496,0.071,0.006,0.0,0.019,0.013,0.006,0.006,0.006,0.013,0.013,0.006,0.013,0.006,0.026,0.0,0.013,0.006,0.013
6.6,0.34,2.36,-0.37,0.28,-2.09,20.0,0.0,0.0,0.111,10.63,14.85,2.29,14.77,15.73,-14.59,11.16,-46.67,92.99,-5.01,12.39,-13.54,14.94,-55.11,126.12,18.46,7.65,-1.85,7.06,21.58,-2.28,15.28,16.76,-19.84,10.29,-39.89,97.88,-3.53,13.81,-14.0,20.6,-47.87,129.09,24.08,10.71,5.5,0.2016,0.8662,-1.0,0.303,0.6734,-0.9982,0.294,-0.131,0.2212,-0.0643,0.5097,-1.0,0.5885,-0.436,0.754,0.745,0.4996,-0.7586,0.019,0.006,0.013,0.013,0.0,0.013,0.006,0.006,0.019,0.006,0.0,0.006,0.0,0.033,0.013,0.0,0.006,0.019
6.64,0.33,2.35,-0.25,-0.55,2.33,20.5,0.0,0.0,0.111,8.35,16.26,1.23,15.91,16.79,-16.0,10.72,-45.62,94.39,-5.54,13.54,-12.57,15.91,-53.61,127.0,18.19,8.96,-0.35,6.0,21.36,-3.78,13.78,15.26,-18.34,11.79,-38.39,96.38,-2.03,12.31,-15.5,20.37,-49.37,129.73,25.58,9.21,4.0,0.1716,0.843,-1.0,0.1915,0.617,-0.8738,0.3422,-0.0948,0.0957,-0.0353,0.453,-1.0,0.582,-0.531,0.7616,0.7577,0.406,-0.9076,0.019,0.006,0.013,0.013,0.0,0.013,0.006,0.006,0.019,0.006,0.0,0.006,0.0,0.033,0.013,0.0,0.006,0.019
6.68,0.36,2.38,0.33,0.93,-1.43,21.0,0.0,0.0,0.111,8.0,17.67,-0.09,16.61,17.49,-17.31,10.55,-44.82,95.54,-5.89,14.41,-11.87,16.88,-52.21,128.06,18.19,10.02,0.97,7.5,19.86,-5.28,12.28,13.76,-16.84,12.9,-36.89,94.88,-0.53,10.81,-17.0,20.5,-50.87,128.23,27.08,7.71,2.5,0.2406,0.7905,-1.0,0.1617,0.5832,-0.7822,0.3686,-0.1137,0.0275,0.0947,0.3835,-1.0,0.5856,-0.595,0.7319,0.8078,0.3424,-1.0,0.019,0.006,0.013,0.013,0.0,0.013,0.006,0.006,0.019,0.006,0.0,0.006,0.0,0.033,0.013,0.0,0.006,0.019
6.72,0.36,2.34,-0.44,-0.49,-0.97,21.5,0.0,0.0,0.111,7.12,18.9,-1.49,17.23,18.02,-18.37,10.55,-43.07,96.42,-5.8,14.94,-11.6,18.19,-51.06,128.85,18.98,10.81,2.11,9.0,18.36,-6.78,10.78,12.26,-15.34,13.96,-35.39,93.38,0.97,9.31,-18.5,20.31,-52.37,126.73,28.35,6.21,1.0,0.2682,0.7702,-1.0,0.1432,0.5345,-0.6903,0.399,-0.125,-0.0042,0.0951,0.3804,-1.0,0.5802,-0.608,0.7088,0.8099,0.3265,-1.0,0.019,0.0,0.013,0.0,0.0,0.006,0.013,0.0,0.006,0.006,0.0,0.0,0.006,0.006,0.006,0.006,0.0,0.006
6.76,0.34,2.39,0.22,0.23,5.0,22.0,0.0,0.0,0.111,5.89,19.86,-2.81,17.4,18.19,-19.16,11.07,-41.84,97.12,-5.1,15.03,-11.6,19.16,-50.27,129.46,19.86,11.34,2.99,9.91,16.86,-8.28,9.28,10.76,-13.84,15.16,-33.89,91.88,2.47,7.81,-20.0,20.17,-53.87,127.91,27.64,4.71,-0.5,0.283,0.7527,-1.0,0.1484,0.5352,-0.6169,0.4331,-0.1385,-0.0248,0.12,0.4463,-1.0,0.5764,-0.6207,0.7402,0.7896,0.3023,-1.0,0.019,0.0,0.013,0.0,0.0,0.006,0.013,0.0,0.006,0.006,0.0,0.0,0.006,0.006,0.006,0.006,0.0,0.006
6.8,0.31,2.43,0.37,0.03,-4.64,22.5,0.0,0.0,0.111,6.42,20.65,-4.22,17.31,18.11,-19.69,12.13,-40.52,97.38,-4.04,15.03,-11.78,19.86,-49.75,129.64,21.01,11.43,3.52,11.41,16.8,-9.78,7.78,9.26,-12.34,15.89,-34.38,90.38,3.97,6.31,-20.0,20.92,-55.37,128.72,26.46,3.21,-2.0,0.3549,0.76,-1.0,0.2188,0.5537,-0.5979,0.4541,-0.1705,0.0256,0.121,0.4646,-1.0,0.5977,-0.569,0.7496,0.756,0.3482,-1.0,0.019,0.0,0.013,0.0,0.0,0.006,0.013,0.0,0.006,0.006,0.0,0.0,0.006,0.006,0.006,0.006,0.0,0.006
6.84,0.3,2.4,0.94,0.68,2.38,23.0,0.0,0.0,0.111,5.8,21.09,-5.62,17.14,17.58,-19.78,13.27,-39.11,97.38,-2.81,14.5,-13.01,20.39,-49.75,129.64,22.41,11.43,3.78,11.85,18.3,-11.28,7.62,7.76,-10.84,15.85,-34.88,88.88,2.47,7.81,-18.5,19.53,-53.89,130.22,24.96,1.71,-3.5,0.3386,0.8093,-1.0,0.2178,0.5626,-0.5705,0.4528,-0.1796,0.0815,-0.0059,0.6035,-0.9813,0.5579,-0.5253,0.8395,0.6782,0.3768,-1.0,0.033,0.0,0.013,0.019,0.019,0.006,0.006,0.026,0.006,0.019,0.019,0.006,0.0,0.0,0.006,0.013,0.019,0.0
6.88,0.32,2.43,0.65,0.17,-0.95,23.5,0.0,0.0,0.111,7.29,21.18,-7.03,15.56,16.7,-19.51,14.24,-37.79,97.03,-1.49,13.54,-13.97,20.74,-50.01,128.85,23.73,10.81,3.78,13.35,19.8,-12.78,9.12,9.26,-9.34,15.23,-36.28,87.38,0.97,9.31,-17.0,18.91,-52.39,131.72,23.46,0.21,-5.0,0.3855,0.8204,-1.0,0.3085,0.6406,-0.5795,0.4351,-0.2051,0.1936,-0.0289,0.7071,-0.8138,0.5404,-0.4523,0.9126,0.5713,0.4341,-0.8251,0.033,0.0,0.013,0.019,0.019,0.006,0.006,0.026,0.006,0.019,0.019,0.006,0.0,0.0,0.006,0.013,0.019,0.0
6.92,0.27,2.4,-1.74,-1.15,-0.5,24.0,0.0,0.0,0.111,7.56,21.01,-8.44,14.5,15.38,-18.63,14.94,-36.56,96.68,-0.09,12.3,-15.21,20.65,-50.54,129.02,24.61,9.93,3.16,13.69,21.3,-14.28,10.62,10.76,-7.84,15.13,-37.78,88.88,-0.53,10.81,-15.5,17.41,-50.89,133.22,21.96,1.71,-3.5,0.3912,0.8678,-0.9557,0.4088,0.7053,-0.5905,0.4324,-0.2402,0.301,-0.1368,0.8381,-0.6471,0.4972,-0.3465,0.9316,0.5336,0.5051,-0.6228,0.033,0.0,0.013,0.019,0.019,0.006,0.006,0.026,0.006,0.019,0.019,0.006,0.0,0.0,0.006,0.013,0.019,0.0
6.96,0.33,2.52,2.06,1.33,1.61,24.5,0.0,0.0,0.111,8.7,20.48,-9.84,13.01,14.06,-17.58,15.38,-35.77,95.45,0.88,11.34,-16.17,19.95,-51.33,129.55,25.31,8.7,2.2,14.1,22.8,-12.78,12.12,12.26,-6.34,14.94,-39.28,90.38,-2.03,12.31,-14.0,15.91,-49.39,134.72,20.46,3.21,-2.0,0.4028,0.8959,-0.8496,0.5286,0.82,-0.6229,0.4269,-0.2935,0.4077,-0.1824,0.9542,-0.5055,0.4381,-0.2882,0.9227,0.4887,0.5728,-0.427,0.0,0.006,0.006,0.0,0.019,0.013,0.0,0.006,0.013,0.006,0.013,0.006,0.006,0.0,0.0,0.006,0.039,0.013
7.0,0.27,2.5,-0.34,-0.1,-2.25,25.0,0.0,0.0,0.111,10.63,20.21,-11.16,11.6,13.01,-16.26,15.47,-35.16,93.96,1.58,10.46,-16.79,19.07,-51.68,130.43,25.75,7.38,1.14,15.6,24.3,-11.28,13.62,13.76,-4.84,14.82,-40.78,91.88,-3.53,13.81,-12.5,14.47,-47.89,136.22,18.96,4.71,-0.5,0.4553,0.9178,-0.8012,0.6916,0.8134,-0.7285,0.4235,-0.3956,0.5654,-0.2183,0.958,-0.5135,0.4134,-0.1133,0.8909,0.4725,0.7462,-0.2297,0.0,0.006,0.006,0.0,0.019,0.013,0.0,0.006,0.013,0.006,0.013,0.006,0.006,0.0,0.0,0.006,0.039,0.013
7.04,0.26,2.49,-0.47,-0.53,3.54,25.5,0.0,0.0,0.111,11.25,20.39,-12.3,11.51,12.13,-14.85,15.47,-34.89,92.81,2.11,9.93,-17.05,17.93,-51.68,131.48,25.75,6.06,0.0,14.1,25.8,-9.78,15.12,15.26,-3.34,13.62,-42.28,93.38,-5.03,15.31,-11.0,12.97,-46.39,137.72,17.46,6.21,1.0,0.4025,0.938,-0.7874,0.6828,0.8538,-0.7278,0.3893,-0.3951,0.6116,-0.31,1.0,-0.4213,0.3582,-0.0927,0.8778,0.4811,0.7372,-0.1144,0.0,0.006,0.006,0.0,0.019,0.013,0.0,0.006,0.013,0.006,0.013,0.006,0.006,0.0,0.0,0.006,0.039,0.013
7.08,0.25,2.46,-0.45,-0.32,-3.88,26.0,0.0,0.0,0.111,13.45,20.65,-13.1,10.81,11.51,-13.45,15.12,-35.24,91.85,2.2,9.76,-17.05,16.61,-51.24,132.98,25.22,5.1,-0.88,13.66,26.01,-8.28,16.62,16.76,-4.74,12.39,-43.78,94.88,-6.53,16.81,-9.5,13.45,-44.89,136.22,18.15,7.71,2.5,0.3903,0.9275,-0.7618,0.7788,0.8667,-0.8205,0.3541,-0.4105,0.6452,-0.2968,0.993,-0.5326,0.3843,-0.0566,0.8035,0.5184,0.837,-0.0673,0.006,0.006,0.006,0.006,0.013,0.019,0.006,0.0,0.013,0.013,0.006,0.013,0.006,0.006,0.013,0.0,0.019,0.013
7.12,0.23,2.45,0.07,-0.4,2.27,26.5,0.0,0.0,0.111,13.45,21.62,-13.62,10.46,11.25,-11.95,14.24,-36.04,91.23,1.93,9.84,-16.61,15.29,-50.71,134.21,24.43,4.31,-1.49,12.16,25.86,-6.78,18.12,18.26,-6.24,12.27,-45.28,96.38,-8.03,18.31,-8.0,12.72,-43.39,134.72,19.65,9.21,4.0,0.3439,0.9248,-0.818,0.7001,0.8449,-0.8495,0.3506,-0.3796,0.6466,-0.4014,1.0,-0.5222,0.3636,-0.066,0.8111,0.5629,0.7957,-0.0492,0.006,0.006,0.006,0.006,0.013,0.019,0.006,0.0,0.013,0.013,0.006,0.013,0.006,0.006,0.013,0.0,0.019,0.013
7.16,0.3,2.49,1.05,0.87,-0.78,27.0,0.0,0.0,0.111,14.85,22.68,-13.71,10.46,11.25,-10.55,13.36,-36.91,90.79,0.88,10.46,-15.47,14.33,-49.66,135.18,23.29,3.87,-1.76,11.12,25.33,-8.28,19.62,19.76,-7.74,10.95,-43.78,97.88,-9.53,19.81,-6.5,14.22,-41.89,133.22,21.15,10.71,5.5,0.3177,0.9151,-0.8663,0.7296,0.8279,-0.9372,0.3127,-0.3354,0.6253,-0.3491,0.9085,-0.6866,0.4115,-0.0711,0.7573,0.6492,0.8202,-0.1184,0.006,0.006,0.006,0.006,0.013,0.019,0.006,0.0,0.013,0.013,0.006,0.013,0.006,0.006,0.013,0.0,0.019,0.013
