time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/entropy_loss,train/learning_rate,train/clip_range,train/value_loss,train/loss,train/std,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/approx_kl,train/clip_fraction
791,5214,126,524.1445922851562,4128768,400.0,8.815551094710827,0.00015,0.2,0.00435395423664886,-0.0015504914335906506,0.15897276997566223,-0.0008855150817907997,750,0.9910606145858765,0.04239612,0.42950439453125
797,5217,127,527.4246215820312,4161536,400.0,8.849250289301077,0.00015,0.2,0.003886873410010594,-0.015064671635627747,0.15868698060512543,0.00106208014706984,756,0.9916267991065979,0.04325121,0.431121826171875
803,5218,128,497.3674621582031,4194304,400.0,8.882797655959925,0.00015,0.2,0.004858428371638486,0.001660824753344059,0.15842197835445404,0.0004197317102807574,762,0.9893790483474731,0.043327704,0.4355977376302083
809,5219,129,484.9004211425781,4227072,400.0,8.916323485473791,0.00015,0.2,0.0052901877570548095,-0.00038500898517668247,0.1581398844718933,-0.0020811734611925203,768,0.9896485805511475,0.046871178,0.4481455485026042
815,5221,130,488.9769592285156,4259840,400.0,8.95370056728522,0.00015,0.2,0.0051711303046128405,-0.015346847474575043,0.15795594453811646,-1.8586650185170583e-05,774,0.9909194111824036,0.046162214,0.4471842447916667
821,5222,131,491.6438293457031,4292608,400.0,8.965394740303358,0.00015,0.2,0.005243287112534745,0.0035093207843601704,0.15792109072208405,0.0008386954747644874,780,0.9892724752426147,0.04496571,0.4413960774739583
828,5223,132,491.5260925292969,4325376,400.0,8.97719112286965,0.00015,0.2,0.004780154285375223,0.031167633831501007,0.1577882021665573,-0.0015175949902186403,786,0.9912276268005371,0.048441596,0.442230224609375
834,5224,133,467.5971984863281,4358144,400.0,8.980646741886934,0.00015,0.2,0.004529640675173141,-0.006171890068799257,0.15781261026859283,-0.0004001726271477916,792,0.9921393394470215,0.046754975,0.443145751953125
840,5224,134,488.6067199707031,4390912,400.0,8.97850419829289,0.00015,0.2,0.0044694536954921205,-0.005632652435451746,0.1578323096036911,-0.0023287714745189683,798,0.9920875430107117,0.044787966,0.4363505045572917
846,5224,135,501.1752624511719,4423680,400.0,8.97790872802337,0.00015,0.2,0.004437874244710353,-0.006946959532797337,0.15776492655277252,-0.0009580100765257763,804,0.9915106296539307,0.048082262,0.4519602457682292
852,5225,136,502.60223388671875,4456448,400.0,9.003262631595135,0.00015,0.2,0.0044168033127789386,-0.0008374745957553387,0.15756390988826752,-0.0008159835712528244,810,0.9904115796089172,0.045095533,0.4371490478515625
859,5225,137,473.71112060546875,4489216,400.0,9.039322723944982,0.00015,0.2,0.0042570098103169585,0.004011038690805435,0.15723103284835815,-0.0008617992110278768,816,0.9913144111633301,0.046403475,0.4485270182291667
865,5226,138,486.5139465332031,4521984,400.0,9.058017072578272,0.00015,0.2,0.0049686733212486916,-0.007217436097562313,0.1572028547525406,-0.0008138460877186541,822,0.990368127822876,0.048403364,0.4536692301432292
871,5226,139,526.9003295898438,4554752,400.0,9.0637915233771,0.00015,0.2,0.004395525287691271,-0.0060936082154512405,0.15713174641132355,0.001209266837273996,828,0.9920294880867004,0.04624949,0.4432729085286458
877,5226,140,493.7109375,4587520,400.0,9.08781630297502,0.00015,0.2,0.0038249392055149656,-0.011980855837464333,0.15686491131782532,-0.0004959508726945691,834,0.9926319122314453,0.04261577,0.4291737874348958
883,5227,141,476.8487243652344,4620288,400.0,9.127816470960775,0.00015,0.2,0.004868711341866098,0.002277775201946497,0.1565978080034256,0.00044962131141801365,840,0.9907891154289246,0.04647515,0.4483439127604167
890,5226,142,457.6729431152344,4653056,400.0,9.165982676049074,0.00015,0.2,0.005026131937484024,-0.016053425148129463,0.15633952617645264,0.0006072633817287473,846,0.9893926978111267,0.046893273,0.4544270833333333
896,5228,143,500.5824890136719,4685824,400.0,9.179363198578358,0.00015,0.2,0.006141889460802001,0.0033600185997784138,0.15625783801078796,-0.00038073356548314524,852,0.9899442195892334,0.04981967,0.449371337890625
902,5229,144,508.9497985839844,4718592,400.0,9.217942354579767,0.00015,0.2,0.003932891417813759,-0.006937202997505665,0.15590347349643707,-0.0007987530480022542,858,0.9912055730819702,0.04514046,0.4461924235026042
908,5229,145,499.3687438964844,4751360,400.0,9.262337289750576,0.00015,0.2,0.004407433296364616,-0.003251842688769102,0.15557904541492462,-0.00031913787946299027,864,0.9909749031066895,0.045091417,0.4482320149739583
914,5230,146,522.0594482421875,4784128,400.0,9.296751223504543,0.00015,0.2,0.004322049816740521,-0.02462625503540039,0.15536938607692719,-0.0017913662838206317,870,0.9907756447792053,0.05011718,0.4537556966145833
921,5229,147,500.5797119140625,4816896,400.0,9.315798707306385,0.00015,0.2,0.0038298168722879686,0.011978404596447945,0.1552489846944809,-1.0348436868904779e-05,876,0.9902786612510681,0.047761075,0.4471384684244792
927,5230,148,494.75457763671875,4849664,400.0,9.332024835050106,0.00015,0.2,0.004538634013442788,0.007635840680450201,0.15518924593925476,-0.0009120223057834664,882,0.9926497340202332,0.048264958,0.4533742268880208
933,5230,149,503.7504577636719,4882432,400.0,9.334815527002016,0.00015,0.2,0.004002631709833319,0.00098072225227952,0.1551457643508911,-0.00021082393141114153,888,0.9921544194221497,0.046721082,0.4481557210286458
939,5231,150,518.8662109375,4915200,400.0,9.354228804508844,0.00015,0.2,0.003925441388976954,0.001380890142172575,0.15487359464168549,0.0008669137896504253,894,0.9910067915916443,0.050352078,0.455596923828125
945,5232,151,497.02984619140625,4947968,400.0,9.371304805080095,0.00015,0.2,0.004293850772228325,-0.00381334125995636,0.15490983426570892,0.0001586870900306773,900,0.9903427958488464,0.04663737,0.4507598876953125
951,5232,152,512.0802612304688,4980736,400.0,9.40222555398941,0.00015,0.2,0.004511220432808234,-0.0072068264707922935,0.15456488728523254,0.0005779283959176004,906,0.9906601309776306,0.050245352,0.4640706380208333
958,5230,153,536.3878173828125,5013504,400.0,9.433006030817827,0.00015,0.2,0.0033749204503692454,-0.002205907367169857,0.1543978452682495,-0.0006417658193337653,912,0.9937300086021423,0.04873346,0.4479522705078125
