time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/entropy_loss,train/learning_rate,train/clip_range,train/value_loss,train/loss,train/std,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/approx_kl,train/clip_fraction
622,5161,98,511.7801818847656,3211264,400.0,8.116393419603506,0.00015,0.2,0.004373651291340745,-0.004678670316934586,0.16431820392608643,-0.0031879752289872463,582,0.9917130470275879,0.03751774,0.3991800944010417
628,5164,99,497.55609130859375,3244032,400.0,8.148543054858843,0.00015,0.2,0.006101287891700243,-0.00467290636152029,0.16412216424942017,-0.002665449397682096,588,0.9887376427650452,0.04101424,0.4174601236979167
634,5167,100,514.910400390625,3276800,400.0,8.182277043660482,0.00015,0.2,0.004698384182120208,-0.0033349310979247093,0.1638045459985733,-0.002968383364835366,594,0.9876224994659424,0.041499663,0.4183146158854167
640,5170,101,502.7266845703125,3309568,400.0,8.212413109838963,0.00015,0.2,0.003989410408394178,-0.014378915540874004,0.16361886262893677,-0.0027307647669658763,600,0.9904187917709351,0.038987767,0.4138031005859375
646,5173,102,506.23126220703125,3342336,400.0,8.233451537787914,0.00015,0.2,0.004549776514371236,-0.0018499736906960607,0.16346098482608795,-0.0015190294391989785,606,0.990336000919342,0.04195401,0.4147440592447917
652,5176,103,499.2318420410156,3375104,400.0,8.264535541335741,0.00015,0.2,0.004544712506079425,-0.012077143415808678,0.16316774487495422,-0.0015462381003696162,612,0.9919827580451965,0.043038,0.4302724202473958
658,5178,104,501.3510437011719,3407872,400.0,8.293806644777456,0.00015,0.2,0.0050438496885666,-0.008531881496310234,0.16298264265060425,-0.0019086053334831377,618,0.9878444671630859,0.041563876,0.4289398193359375
664,5180,105,473.24591064453125,3440640,400.0,8.331235940257708,0.00015,0.2,0.00438873693322724,0.0026352403219789267,0.16262562572956085,-0.0014922911832400132,624,0.9901714324951172,0.040585663,0.4108835856119792
670,5181,106,489.0765380859375,3473408,400.0,8.373243182897568,0.00015,0.2,0.0057373794691860285,0.005635907873511314,0.16233943402767181,-0.002556302325198582,630,0.9887152314186096,0.0408335,0.4225921630859375
676,5183,107,489.333984375,3506176,400.0,8.395630344748497,0.00015,0.2,0.005268156460563962,-0.009422950446605682,0.16220343112945557,-0.002876440675512034,636,0.9917868375778198,0.03955408,0.4169362386067708
682,5186,108,487.37225341796875,3538944,400.0,8.438244653244814,0.00015,0.2,0.004927640634681059,-0.02129245549440384,0.16181637346744537,-0.0017129811634125265,642,0.9899850487709045,0.04229641,0.4271952311197917
688,5188,109,492.59527587890625,3571712,400.0,8.46762952953577,0.00015,0.2,0.005080997607365134,-0.01469937339425087,0.16163912415504456,-0.0030724796294331704,648,0.9891193509101868,0.041319035,0.425872802734375
694,5190,110,496.7476501464844,3604480,400.0,8.488988764584064,0.00015,0.2,0.005544348598050419,-0.008197654038667679,0.16145555675029755,-0.0011413016072765458,654,0.9883595108985901,0.039974198,0.4214223225911458
700,5190,111,470.1949462890625,3637248,400.0,8.516538108388582,0.00015,0.2,0.004210704804791021,-0.0024893193040043116,0.1612846702337265,-0.0017336788368993439,660,0.9911416172981262,0.039162114,0.4208984375
706,5192,112,462.0552673339844,3670016,400.0,8.540722526609898,0.00015,0.2,0.005748699384639622,-0.008837061002850533,0.16108296811580658,-0.0006696509026369313,666,0.9927125573158264,0.04451728,0.4353535970052083
712,5194,113,491.4917907714844,3702784,400.0,8.56152739127477,0.00015,0.2,0.005010822818197387,-0.004290999844670296,0.16090527176856995,-0.0022615097841480747,672,0.9926174879074097,0.042668313,0.4248860677083333
719,5195,114,486.9178771972656,3735552,400.0,8.57086414595445,0.00015,0.2,0.004661086997657549,-0.0010280797723680735,0.16092820465564728,-0.0025640900391105483,678,0.9885151982307434,0.042966,0.4255879720052083
725,5196,115,486.0572509765625,3768320,400.0,8.578439022103945,0.00015,0.2,0.00477486573557447,-0.010038778185844421,0.16073693335056305,-0.002103401508065872,684,0.9912101626396179,0.04319565,0.4262135823567708
731,5198,116,511.2198486328125,3801088,400.0,8.616169959306717,0.00015,0.2,0.0044836304647712195,-0.011437472887337208,0.160431370139122,-0.0016006343854921095,690,0.991814136505127,0.044391587,0.4253896077473958
737,5200,117,491.18597412109375,3833856,400.0,8.661914251744747,0.00015,0.2,0.0041359482893312816,0.004241928458213806,0.1600615382194519,-0.001946598974124451,696,0.9930210709571838,0.043644413,0.424530029296875
743,5201,118,491.8076171875,3866624,400.0,8.69553704559803,0.00015,0.2,0.004672435089863332,-0.015857573598623276,0.1599186509847641,-0.003019193574800738,702,0.9915114641189575,0.042628895,0.4249013264973958
749,5202,119,494.71917724609375,3899392,400.0,8.71167553961277,0.00015,0.2,0.004755327021484845,0.004119958728551865,0.15978609025478363,-0.0028123751047435994,708,0.9914506673812866,0.043986328,0.4303843180338542
755,5203,120,479.43011474609375,3932160,400.0,8.721451771756014,0.00015,0.2,0.004687009270128328,0.016946326941251755,0.15972845256328583,-0.0003391981166108356,714,0.992658793926239,0.04260738,0.4292755126953125
761,5205,121,501.1297607421875,3964928,400.0,8.718912961582342,0.00015,0.2,0.005373393280630505,-0.005565579514950514,0.15981994569301605,0.0016064337408655167,720,0.9910517930984497,0.047643557,0.4389597574869792
767,5206,122,474.1846923828125,3997696,400.0,8.729553006589413,0.00015,0.2,0.003928692372937803,-0.01168167032301426,0.1596391648054123,-0.0010170741352339974,726,0.9920024275779724,0.04234206,0.4270680745442708
773,5208,123,464.4125671386719,4030464,400.0,8.751733231047789,0.00015,0.2,0.0050570876422474,0.0018719960935413837,0.1595018208026886,-0.0012365561645613827,732,0.9901071190834045,0.04466562,0.4401194254557292
779,5209,124,457.73114013671875,4063232,400.0,8.771332420408726,0.00015,0.2,0.004836174790398218,-0.025946471840143204,0.15924684703350067,-0.0018666896952102736,738,0.9902108907699585,0.04672991,0.4481353759765625
785,5212,125,513.6386108398438,4096000,400.0,8.797532059252262,0.00015,0.2,0.004342441344609445,-0.014600861817598343,0.159216046333313,-0.0013650581816667302,744,0.9912922978401184,0.04396659,0.4409128824869792
