t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,rot60_k
0.0,run,-0.16,3.32,0.12,0.11,0.12,0.0,0.0,0.0,0.019,0.09,0.7,0.18,-0.26,-0.09,0.26,-0.26,0.09,0.44,0.0,0.44,0.26,-0.09,0.44,0.18,0.0,0.35,0.26,-0.02,-0.88,1.68,1.24,-0.91,1.68,1.24,-1.41,1.94,-1.5,1.94,1.68,1.41,-1.24,1.68,1.5,-1.03,1.76,-0.0006,0.3347,-0.0872,0.1332,0.4381,-0.3185,0.1654,-0.0831,-0.2023,-0.2264,0.5725,-0.0853,0.07,-0.0315,-0.2547,0.4166,0.4357,-0.1809,0.0,0.006,0.006,0.0,0.006,0.0,0.0,0.006,0.0,0.006,0.0,0.0,0.006,0.019,0.013,0.006,0.006,0.0,0.0,0.0015,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0031,0.0,0.0,0.0015,0.0,0.0,0.003,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0062,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0017,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.04,run,-0.16,3.31,-0.22,-0.06,-0.13,0.0,0.0,0.0,0.019,0.09,0.7,0.18,-0.26,-0.09,0.35,-0.26,-0.09,0.44,-0.09,0.44,0.26,0.0,0.26,0.26,0.0,0.26,0.26,-0.43,0.62,3.18,2.74,0.59,3.18,2.74,-2.91,3.44,-2.18,3.44,3.18,2.91,-2.74,3.18,3.0,0.47,3.26,-0.0123,0.5474,-0.2907,0.1671,0.5615,-0.446,0.1802,0.1612,-0.1671,-0.0624,0.6172,-0.4055,0.1383,0.1315,-0.0255,0.336,0.5772,-0.5186,0.0,0.006,0.006,0.0,0.006,0.0,0.0,0.006,0.0,0.006,0.0,0.0,0.006,0.019,0.013,0.006,0.006,0.0,0.0,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0031,0.0,0.0,0.0015,0.0,0.0,0.0021,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0043,0.0,0.0,0.0022,0.0,0.0,0.0005,0.0021,0.0019,0.002,-0.0006,0.3347,-0.0872,0.1332,0.4381,-0.3185,0.1654,-0.0831,-0.2023,-0.2264,0.5725,-0.0853,0.07,-0.0315,-0.2547,0.4166,0.4357,-0.1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.08,run,-0.14,3.32,0.47,0.23,0.59,0.0,0.0,0.0,0.019,-0.26,0.53,0.62,0.18,-0.18,0.88,0.18,-0.7,0.88,-0.97,1.05,0.79,0.62,-0.53,0.97,0.88,-0.09,0.7,-0.25,2.12,4.68,4.24,2.09,4.68,4.24,-4.41,4.94,-0.69,4.94,4.68,4.41,-4.24,4.68,4.5,1.97,4.76,-0.0073,0.6152,-0.3738,0.1942,0.6384,-0.4851,0.2047,0.1729,-0.0791,-0.0197,0.6358,-0.459,0.1655,0.1701,-0.0663,0.2868,0.5572,-0.5062,0.0,0.006,0.006,0.0,0.006,0.0,0.0,0.006,0.0,0.006,0.0,0.0,0.006,0.019,0.013,0.006,0.006,0.0,0.0,0.0015,0.0,0.0,0.0,0.0031,0.0,-0.0031,0.0,-0.0015,0.0,0.0015,0.0015,0.0,0.0015,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0071,0.0,-0.0115,0.0,-0.0058,0.0,0.0016,0.0058,-0.0085,0.0058,0.0,-0.0042,0.0,-0.0,-0.0002,-0.0039,-0.001,-0.0022,-0.0123,0.5474,-0.2907,0.1671,0.5615,-0.446,0.1802,0.1612,-0.1671,-0.0624,0.6172,-0.4055,0.1383,0.1315,-0.0255,0.336,0.5772,-0.5186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12,run,-0.17,3.29,-0.47,-0.34,0.3,0.0,0.0,0.0,0.026,-0.53,0.26,1.49,0.97,-0.26,1.93,0.97,-1.41,1.49,-1.76,1.85,2.02,1.49,-1.32,2.2,1.93,-0.18,1.58,-0.39,3.62,6.18,5.74,3.59,6.18,5.74,-5.91,6.44,0.1,6.44,6.18,5.25,-5.74,6.18,6.0,3.47,6.26,-0.011,0.5913,-0.379,0.1761,0.6333,-0.4935,0.1975,0.1711,-0.1038,0.0027,0.6304,-0.4741,0.1499,0.1823,-0.1235,0.2758,0.5777,-0.5364,0.0,0.0,0.013,0.013,0.0,0.013,0.013,0.026,0.019,0.0,0.006,0.006,0.019,0.026,0.006,0.026,0.0,0.013,-0.0061,-0.0015,0.0077,0.0077,-0.0015,0.0123,0.0077,-0.0138,0.0077,-0.0169,0.0107,0.0107,0.0123,-0.0138,0.0138,0.0153,-0.0061,0.0077,-0.0228,-0.0104,0.0285,0.0285,-0.0057,0.0392,0.0285,-0.048,0.0285,-0.0611,0.0399,0.0353,0.044,-0.0573,0.0497,0.0571,-0.0258,0.0285,0.0018,0.0004,0.0083,0.0039,0.0103,-0.0073,0.6152,-0.3738,0.1942,0.6384,-0.4851,0.2047,0.1729,-0.0791,-0.0197,0.6358,-0.459,0.1655,0.1701,-0.0663,0.2868,0.5572,-0.5062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16,run,-0.2,3.29,-0.41,-0.07,1.32,0.0,0.0,0.0,0.026,-0.35,0.26,2.46,2.02,-0.18,3.08,1.93,-2.55,2.11,-1.49,2.9,3.08,2.64,-2.37,3.16,2.64,-0.18,2.64,-1.01,5.12,7.68,5.57,5.09,7.68,6.08,-7.41,7.94,0.37,7.36,7.68,3.99,-7.24,7.68,7.5,4.97,7.76,-0.0289,0.551,-0.4048,0.1591,0.5872,-0.5057,0.1737,0.1931,-0.1892,0.0104,0.5883,-0.4968,0.1141,0.2037,-0.2484,0.2713,0.5738,-0.5942,0.0,0.0,0.013,0.013,0.0,0.013,0.013,0.026,0.019,0.0,0.006,0.006,0.019,0.026,0.006,0.026,0.0,0.013,-0.0107,-0.0061,0.023,0.0215,-0.0031,0.0307,0.0215,-0.0261,0.0184,-0.0307,0.0245,0.0322,0.0276,-0.0276,0.0353,0.0337,-0.0077,0.023,-0.0334,-0.0247,0.0779,0.0721,-0.0098,0.097,0.0721,-0.08,0.0605,-0.0949,0.0801,0.1059,0.0887,-0.0923,0.1159,0.1095,-0.0238,0.0779,-0.001,-0.0021,-0.0081,-0.0059,0.0052,-0.011,0.5913,-0.379,0.1761,0.6333,-0.4935,0.1975,0.1711,-0.1038,0.0027,0.6304,-0.4741,0.1499,0.1823,-0.1235,0.2758,0.5777,-0.5364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,run,-0.17,3.29,0.43,-0.06,-2.52,0.0,0.0,0.0,0.026,-0.26,0.7,3.78,3.16,0.35,4.39,3.16,-3.96,3.69,-1.85,4.22,4.39,3.69,-3.69,4.57,4.57,0.26,3.87,-1.99,3.7,9.18,5.58,4.25,9.18,5.04,-8.91,9.44,0.07,5.86,9.18,2.49,-8.74,9.18,9.0,5.46,9.26,-0.0568,0.5218,-0.4243,0.1595,0.5319,-0.5132,0.1439,0.2435,-0.3065,0.002,0.5337,-0.5024,0.0601,0.248,-0.4173,0.2645,0.5539,-0.6491,0.0,0.0,0.013,0.013,0.0,0.013,0.013,0.026,0.019,0.0,0.006,0.006,0.019,0.026,0.006,0.026,0.0,0.013,-0.0077,-0.0061,0.0399,0.0399,-0.0015,0.0506,0.0383,-0.046,0.0291,-0.0261,0.043,0.0506,0.0476,-0.046,0.0522,0.046,-0.0077,0.0414,-0.0118,-0.0173,0.1178,0.1195,-0.0011,0.1427,0.1138,-0.1308,0.0827,-0.0492,0.1251,0.1432,0.1369,-0.1336,0.1444,0.1227,-0.0167,0.1236,-0.0037,-0.0015,-0.0072,-0.0013,0.0231,-0.0289,0.551,-0.4048,0.1591,0.5872,-0.5057,0.1737,0.1931,-0.1892,0.0104,0.5883,-0.4968,0.1141,0.2037,-0.2484,0.2713,0.5738,-0.5942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.24,run,-0.15,3.28,0.02,-0.15,-2.16,0.0,0.0,0.0,0.026,-2.11,3.6,8.61,5.36,4.04,8.96,5.62,-8.44,8.7,0.26,7.21,8.96,4.13,-8.35,8.96,9.23,4.83,8.7,-2.74,2.2,10.68,5.7,2.75,10.68,4.05,-8.89,10.94,-0.38,4.36,10.68,0.99,-9.24,10.68,9.51,4.33,7.76,-0.0784,0.4918,-0.4622,0.1628,0.4567,-0.5204,0.1156,0.2928,-0.4271,-0.0109,0.4672,-0.5211,0.0118,0.2865,-0.5718,0.2716,0.5333,-0.7165,0.0,0.0,0.0,0.006,0.0,0.006,0.013,0.006,0.006,0.006,0.013,0.006,0.006,0.013,0.006,0.013,0.0,0.0,-0.0061,0.0015,0.0629,0.0598,0.0077,0.0736,0.0598,-0.0706,0.0568,-0.0322,0.066,0.0736,0.066,-0.069,0.0767,0.0798,0.0,0.0629,-0.0026,0.0166,0.1685,0.1582,0.0336,0.1859,0.1599,-0.1833,0.1611,-0.0574,0.1736,0.1862,0.1646,-0.1796,0.1928,0.212,0.017,0.1668,-0.0011,-0.0021,0.0075,-0.001,-0.0441,-0.0568,0.5218,-0.4243,0.1595,0.5319,-0.5132,0.1439,0.2435,-0.3065,0.002,0.5337,-0.5024,0.0601,0.248,-0.4173,0.2645,0.5539,-0.6491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.28,run,-0.15,3.26,0.04,0.18,0.57,0.0,0.0,0.0,0.026,-2.11,3.6,8.88,5.36,4.04,9.05,5.62,-8.61,8.96,-0.26,7.03,8.96,3.25,-8.53,9.14,9.05,5.27,8.88,-4.19,0.7,12.18,4.58,1.25,12.18,4.4,-10.39,12.44,0.86,2.86,12.18,-0.51,-10.74,9.5,11.01,2.83,6.26,-0.1198,0.3089,-0.5509,0.1307,0.2839,-0.5057,0.1258,0.26,-0.5183,0.0246,0.2996,-0.5466,-0.02,0.2417,-0.653,0.334,0.4403,-0.8244,0.0,0.0,0.0,0.006,0.0,0.006,0.013,0.006,0.006,0.006,0.013,0.006,0.006,0.013,0.006,0.013,0.0,0.0,-0.0383,0.0522,0.1473,0.0982,0.0721,0.1534,0.1028,-0.1488,0.1442,0.0046,0.1181,0.1534,0.0736,-0.1503,0.1534,0.1611,0.0798,0.1473,-0.0267,0.0508,0.1832,0.1404,0.0734,0.1918,0.1452,-0.1888,0.1804,-0.0117,0.1619,0.192,0.1212,-0.1886,0.1943,0.2113,0.0736,0.182,0.0003,-0.003,0.0003,-0.0026,-0.0377,-0.0784,0.4918,-0.4622,0.1628,0.4567,-0.5204,0.1156,0.2928,-0.4271,-0.0109,0.4672,-0.5211,0.0118,0.2865,-0.5718,0.2716,0.5333,-0.7165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.32,run,-0.17,3.25,-0.03,0.28,0.44,0.0,0.0,0.0,0.026,-2.64,3.52,9.4,5.36,4.04,9.67,4.92,-8.61,9.4,-0.26,6.33,9.67,2.2,-8.96,9.76,9.23,5.27,8.79,-3.96,-0.8,13.68,3.84,-0.25,13.68,5.02,-11.31,13.94,0.8,1.36,13.68,0.25,-12.24,11.0,12.51,1.33,4.76,-0.1133,0.2355,-0.5423,0.1096,0.1925,-0.5134,0.1434,0.249,-0.5336,0.0228,0.2229,-0.5349,0.0072,0.1878,-0.6196,0.367,0.3698,-0.8298,0.0,0.0,0.0,0.006,0.0,0.006,0.013,0.006,0.006,0.006,0.013,0.006,0.006,0.013,0.006,0.013,0.0,0.0,-0.0383,0.0522,0.1519,0.0982,0.0721,0.1549,0.1028,-0.1519,0.1488,-0.0046,0.115,0.1534,0.0583,-0.1534,0.1565,0.158,0.0874,0.1503,-0.0187,0.0355,0.1492,0.0983,0.0514,0.1413,0.1016,-0.1461,0.1472,-0.0501,0.0993,0.1344,0.015,-0.146,0.15,0.1339,0.0864,0.1414,0.0007,-0.0047,0.0007,0.0031,0.0099,-0.1198,0.3089,-0.5509,0.1307,0.2839,-0.5057,0.1258,0.26,-0.5183,0.0246,0.2996,-0.5466,-0.02,0.2417,-0.653,0.334,0.4403,-0.8244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.36,run,-0.17,3.27,-0.01,-0.16,-0.3,0.0,0.0,0.0,0.033,-3.43,2.99,9.93,5.36,3.6,10.37,4.31,-9.05,10.11,-0.26,5.27,10.37,1.05,-9.67,10.02,10.46,4.92,8.26,-3.74,-2.3,15.18,3.55,-1.75,15.18,5.51,-12.81,15.44,0.75,-0.14,15.18,0.91,-13.74,12.5,13.5,-0.17,3.26,-0.1068,0.1888,-0.5338,0.1014,0.1553,-0.5185,0.1575,0.22,-0.5279,0.0213,0.2019,-0.5256,0.026,0.1511,-0.5937,0.3856,0.3424,-0.8201,0.0,0.019,0.0,0.019,0.033,0.013,0.0,0.026,0.019,0.013,0.026,0.013,0.006,0.026,0.006,0.0,0.026,0.013,-0.0476,0.0506,0.1611,0.0982,0.0721,0.1657,0.0905,-0.1519,0.1565,-0.0046,0.1028,0.1657,0.0399,-0.1611,0.1672,0.1611,0.0874,0.1488,-0.0472,0.0192,0.1386,0.0688,0.036,0.1387,0.0256,-0.1023,0.1315,-0.0351,0.024,0.1396,-0.0578,-0.1306,0.1448,0.1051,0.0605,0.0933,-0.0012,-0.005,-0.0005,0.0049,0.0076,-0.1133,0.2355,-0.5423,0.1096,0.1925,-0.5134,0.1434,0.249,-0.5336,0.0228,0.2229,-0.5349,0.0072,0.1878,-0.6196,0.367,0.3698,-0.8298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
