t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,rot60_k
0.0,run,0.31,3.62,0.03,0.0,0.22,0.0,0.0,0.0,0.019,0.09,0.35,0.09,0.18,0.0,0.09,0.18,0.09,0.35,-0.09,0.44,0.0,-0.09,0.53,0.0,0.0,0.44,0.26,-0.02,-1.15,1.59,1.68,-0.79,1.59,1.68,-1.41,1.85,-1.59,1.94,1.5,1.41,-1.15,1.5,1.5,-0.98,1.76,-0.0006,0.3353,-0.0824,0.1325,0.4402,-0.3147,0.1651,-0.0815,-0.1993,-0.2262,0.5742,-0.0816,0.07,-0.0301,-0.2534,0.4157,0.4366,-0.1761,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.013,0.0,0.013,0.006,0.006,0.006,0.019,0.013,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019,-0.0009,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.04,run,0.32,3.62,0.1,0.11,-0.32,0.0,0.0,0.0,0.019,0.09,0.35,0.09,0.18,0.0,0.26,0.18,0.0,0.44,-0.18,0.62,0.18,0.0,0.35,0.09,0.0,0.44,0.35,-0.43,0.35,3.09,3.18,0.71,3.09,3.18,-2.91,3.35,-2.16,3.44,3.0,2.91,-2.65,3.0,3.0,0.52,3.26,-0.0124,0.5487,-0.2843,0.166,0.5628,-0.4399,0.1797,0.1642,-0.1634,-0.0618,0.619,-0.3994,0.1386,0.1344,-0.0201,0.3336,0.5782,-0.5133,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.013,0.0,0.013,0.006,0.006,0.006,0.019,0.013,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0006,-0.0001,0.0005,0.0001,0.0038,-0.0006,0.3353,-0.0824,0.1325,0.4402,-0.3147,0.1651,-0.0815,-0.1993,-0.2262,0.5742,-0.0816,0.07,-0.0301,-0.2534,0.4157,0.4366,-0.1761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.08,run,0.31,3.59,-0.02,0.09,0.88,0.0,0.0,0.0,0.019,-0.09,0.09,0.7,0.26,-0.26,0.79,0.26,-0.7,0.88,-1.14,1.14,0.7,0.7,-0.35,0.7,0.88,0.26,0.88,-0.27,1.85,4.59,4.68,2.21,4.59,4.68,-4.41,4.85,-0.66,4.94,4.5,4.41,-4.15,4.5,4.5,2.02,4.76,-0.0078,0.614,-0.3731,0.1932,0.6371,-0.4828,0.2039,0.1717,-0.0779,-0.018,0.6356,-0.4583,0.165,0.1708,-0.0622,0.2862,0.5579,-0.5067,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.013,0.0,0.013,0.006,0.006,0.006,0.019,0.013,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,-0.0015,0.0015,-0.0015,0.0031,0.0031,0.0015,0.0,0.0015,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,-0.0058,0.0058,-0.0058,0.0116,0.0116,0.0058,-0.008,0.0058,0.0,0.0,0.0058,0.0018,0.0001,0.0017,0.0019,-0.0056,-0.0124,0.5487,-0.2843,0.166,0.5628,-0.4399,0.1797,0.1642,-0.1634,-0.0618,0.619,-0.3994,0.1386,0.1344,-0.0201,0.3336,0.5782,-0.5133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12,run,0.31,3.58,-0.8,-0.61,0.55,0.0,0.0,0.0,0.033,-0.62,-0.18,1.41,1.32,-0.26,1.85,1.41,-1.41,1.14,-1.76,1.93,1.85,1.58,-1.23,1.85,1.93,0.09,1.58,-0.37,3.35,6.09,6.18,3.71,6.09,6.18,-5.91,6.35,-0.03,6.44,6.0,5.35,-5.65,6.0,6.0,3.52,6.26,-0.0104,0.5948,-0.3872,0.1799,0.6343,-0.4948,0.1996,0.1684,-0.0986,-0.0008,0.6308,-0.4777,0.153,0.1823,-0.1088,0.2786,0.5758,-0.5338,0.006,0.006,0.013,0.013,0.0,0.013,0.019,0.033,0.033,0.006,0.0,0.013,0.019,0.026,0.013,0.013,0.0,0.013,-0.0031,-0.0046,0.0107,0.0015,-0.0046,0.0123,0.0015,-0.0138,0.0092,-0.0184,0.0123,0.0123,0.0138,-0.0123,0.0123,0.0153,-0.0031,0.0107,-0.0113,-0.017,0.0397,0.0057,-0.017,0.0422,0.0057,-0.0495,0.0324,-0.0665,0.0422,0.0422,0.0495,-0.0509,0.0438,0.0567,-0.0113,0.0381,0.0009,-0.0029,-0.0004,0.0015,0.0154,-0.0078,0.614,-0.3731,0.1932,0.6371,-0.4828,0.2039,0.1717,-0.0779,-0.018,0.6356,-0.4583,0.165,0.1708,-0.0622,0.2862,0.5579,-0.5067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16,run,0.28,3.62,-0.19,0.26,-0.37,0.0,0.0,0.0,0.033,-0.44,-0.09,2.46,2.46,-0.09,2.99,2.46,-2.64,2.29,-1.58,2.99,2.9,2.72,-2.37,2.99,2.81,0.18,2.64,-0.93,4.85,7.59,5.65,5.21,7.59,6.16,-7.41,7.85,0.29,7.59,7.5,4.08,-7.15,7.5,7.5,5.02,7.76,-0.0267,0.5543,-0.4058,0.1615,0.5912,-0.5059,0.1761,0.1923,-0.182,0.0083,0.5926,-0.4958,0.1167,0.2042,-0.2375,0.2715,0.5739,-0.5886,0.006,0.006,0.013,0.013,0.0,0.013,0.019,0.033,0.033,0.006,0.0,0.013,0.019,0.026,0.013,0.013,0.0,0.013,-0.0123,-0.0092,0.023,0.0199,-0.0046,0.0307,0.0215,-0.0261,0.0138,-0.0291,0.0261,0.0322,0.0291,-0.0276,0.0322,0.0337,-0.0061,0.023,-0.0423,-0.0291,0.0736,0.0727,-0.0119,0.0983,0.0784,-0.0804,0.0399,-0.0866,0.0811,0.104,0.0919,-0.0929,0.1051,0.1084,-0.0194,0.0725,0.0012,-0.0041,-0.014,-0.0106,0.0096,-0.0104,0.5948,-0.3872,0.1799,0.6343,-0.4948,0.1996,0.1684,-0.0986,-0.0008,0.6308,-0.4777,0.153,0.1823,-0.1088,0.2786,0.5758,-0.5338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,run,0.33,3.62,0.65,-0.19,-1.56,0.0,0.0,0.0,0.033,-0.26,0.44,3.78,3.6,0.44,4.31,3.69,-3.96,3.69,-2.11,4.22,4.31,3.78,-3.69,4.31,4.39,0.53,3.87,-2.02,3.5,9.09,5.44,4.12,9.09,5.03,-8.91,9.35,0.12,6.09,9.0,2.58,-8.65,9.0,9.0,5.63,9.26,-0.0578,0.5182,-0.4267,0.1554,0.5294,-0.5138,0.1438,0.2407,-0.3086,0.0034,0.5315,-0.5038,0.0585,0.2491,-0.421,0.2666,0.5569,-0.6529,0.006,0.006,0.013,0.013,0.0,0.013,0.019,0.033,0.033,0.006,0.0,0.013,0.019,0.026,0.013,0.013,0.0,0.013,-0.0092,-0.0077,0.0414,0.0399,-0.0015,0.0506,0.0399,-0.0476,0.0337,-0.0261,0.0445,0.0506,0.0491,-0.0476,0.0522,0.0491,-0.0046,0.0414,-0.018,-0.0146,0.1211,0.1262,0.0033,0.1441,0.1245,-0.1375,0.1033,-0.049,0.1263,0.1423,0.1397,-0.1404,0.1489,0.1339,-0.0078,0.1203,-0.0012,-0.0005,-0.0033,0.0046,-0.0065,-0.0267,0.5543,-0.4058,0.1615,0.5912,-0.5059,0.1761,0.1923,-0.182,0.0083,0.5926,-0.4958,0.1167,0.2042,-0.2375,0.2715,0.5739,-0.5886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.24,run,0.32,3.6,0.12,0.39,0.27,0.0,0.0,0.0,0.033,-1.32,1.32,5.19,4.66,1.49,5.8,4.57,-5.36,5.19,-0.97,5.36,5.71,4.57,-5.1,5.71,5.62,1.23,5.36,-2.81,2.0,10.59,5.62,2.62,10.59,3.99,-8.79,10.85,-0.35,4.59,10.5,1.08,-9.02,10.5,9.53,4.31,7.76,-0.0803,0.4877,-0.4616,0.1605,0.4544,-0.5179,0.1141,0.2947,-0.4313,-0.01,0.464,-0.519,0.0092,0.2906,-0.576,0.2723,0.533,-0.7171,0.0,0.0,0.019,0.006,0.006,0.019,0.006,0.019,0.019,0.013,0.0,0.013,0.0,0.019,0.006,0.006,0.006,0.006,-0.0061,0.0015,0.0644,0.0598,0.0077,0.0736,0.0614,-0.0706,0.0583,-0.0353,0.066,0.0752,0.0675,-0.0706,0.0752,0.0767,0.0015,0.0629,-0.0012,0.0242,0.1707,0.1628,0.0366,0.1868,0.1673,-0.1821,0.1639,-0.0687,0.1686,0.1913,0.1665,-0.1842,0.1902,0.1968,0.0175,0.1644,0.0025,0.0,0.0113,-0.0034,-0.0273,-0.0578,0.5182,-0.4267,0.1554,0.5294,-0.5138,0.1438,0.2407,-0.3086,0.0034,0.5315,-0.5038,0.0585,0.2491,-0.421,0.2666,0.5569,-0.6529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.28,run,0.32,3.58,-0.22,-0.71,-1.96,0.0,0.0,0.0,0.033,-1.67,2.2,6.5,5.27,2.46,7.21,5.36,-6.59,6.59,-0.26,6.33,7.03,5.01,-6.5,7.21,7.03,2.46,6.59,-3.04,0.5,12.09,5.88,1.12,12.09,3.89,-7.47,12.35,-0.55,3.09,12.0,-0.36,-8.55,11.4,9.95,2.81,6.26,-0.0869,0.4487,-0.5017,0.1679,0.3913,-0.5271,0.1112,0.3187,-0.499,-0.0156,0.3975,-0.532,-0.0104,0.2991,-0.6306,0.2843,0.4855,-0.764,0.0,0.0,0.019,0.006,0.006,0.019,0.006,0.019,0.019,0.013,0.0,0.013,0.0,0.019,0.006,0.006,0.006,0.006,-0.0245,0.0169,0.089,0.0782,0.0261,0.0997,0.0767,-0.0951,0.0844,-0.0153,0.0859,0.0997,0.0813,-0.0951,0.0997,0.0982,0.0138,0.089,-0.0698,0.0744,0.2115,0.183,0.0946,0.2285,0.1746,-0.2195,0.2125,0.0266,0.1928,0.2259,0.1683,-0.2209,0.2251,0.2182,0.0582,0.2128,0.0021,-0.0018,0.0021,0.0067,0.0047,-0.0803,0.4877,-0.4616,0.1605,0.4544,-0.5179,0.1141,0.2947,-0.4313,-0.01,0.464,-0.519,0.0092,0.2906,-0.576,0.2723,0.533,-0.7171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.32,run,0.36,3.56,1.23,0.71,0.32,0.0,0.0,0.0,0.033,-2.46,2.9,7.91,5.71,3.25,8.61,5.8,-7.56,7.91,-0.44,7.03,8.44,5.19,-7.56,8.53,8.09,3.25,7.56,-3.21,-1.0,13.59,5.34,-0.38,13.59,4.18,-8.15,13.85,-0.2,1.59,13.5,-0.4,-9.75,10.4,10.77,1.31,4.76,-0.0918,0.3829,-0.5365,0.1527,0.316,-0.5272,0.1194,0.3064,-0.5311,-0.0058,0.326,-0.5438,-0.0115,0.2773,-0.6424,0.3077,0.4326,-0.7957,0.0,0.0,0.019,0.006,0.006,0.019,0.006,0.019,0.019,0.013,0.0,0.013,0.0,0.019,0.006,0.006,0.006,0.006,-0.0307,0.0322,0.112,0.089,0.043,0.1243,0.0905,-0.1166,0.1089,-0.0031,0.1028,0.1227,0.089,-0.1197,0.1258,0.1227,0.0353,0.1104,-0.0718,0.1094,0.234,0.1682,0.1293,0.2517,0.1738,-0.2339,0.2405,0.0645,0.198,0.2441,0.1465,-0.2464,0.2551,0.2445,0.121,0.2293,0.002,-0.0041,-0.0039,-0.0125,-0.0342,-0.0869,0.4487,-0.5017,0.1679,0.3913,-0.5271,0.1112,0.3187,-0.499,-0.0156,0.3975,-0.532,-0.0104,0.2991,-0.6306,0.2843,0.4855,-0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.36,run,0.35,3.58,-0.07,0.26,0.34,0.0,0.0,0.0,0.033,-3.25,3.25,9.23,5.71,3.78,10.02,5.8,-8.26,9.32,0.18,7.29,9.93,4.92,-8.44,9.67,9.23,3.78,8.35,-3.34,-2.5,15.09,4.73,-1.88,15.09,4.5,-9.41,15.35,0.07,0.09,15.0,-0.3,-11.25,11.07,11.74,-0.19,3.26,-0.0954,0.3064,-0.5548,0.1351,0.2416,-0.5221,0.1286,0.2834,-0.5519,0.0021,0.2635,-0.5398,-0.0087,0.2399,-0.6344,0.3353,0.3815,-0.8155,0.0,0.006,0.013,0.006,0.0,0.013,0.013,0.013,0.019,0.006,0.0,0.006,0.006,0.019,0.006,0.013,0.0,0.0,-0.0445,0.0445,0.1365,0.0966,0.0568,0.1488,0.0982,-0.1335,0.1319,-0.0061,0.115,0.1473,0.092,-0.1381,0.1488,0.1411,0.0491,0.1273,-0.1021,0.1227,0.256,0.1465,0.1423,0.2683,0.1505,-0.2271,0.2547,0.0337,0.1847,0.263,0.1141,-0.2416,0.2649,0.2403,0.1365,0.2238,0.0055,-0.0051,0.0215,0.0123,0.0056,-0.0918,0.3829,-0.5365,0.1527,0.316,-0.5272,0.1194,0.3064,-0.5311,-0.0058,0.326,-0.5438,-0.0115,0.2773,-0.6424,0.3077,0.4326,-0.7957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
