t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,rot60_k
0.0,run,0.14,2.68,-0.05,0.17,0.12,0.0,0.0,0.0,0.019,-0.09,0.53,0.18,0.18,0.53,0.09,0.18,0.26,0.62,-0.09,0.44,0.26,0.09,0.44,0.18,0.0,0.53,0.18,-0.03,-1.06,1.68,1.68,-0.78,1.59,1.68,-1.32,2.03,-1.59,1.94,1.68,1.59,-1.24,1.68,1.5,-0.97,1.68,-0.0007,0.3364,-0.0838,0.1322,0.4403,-0.3164,0.1658,-0.0812,-0.201,-0.2261,0.5732,-0.0845,0.0704,-0.0311,-0.2539,0.416,0.4362,-0.1785,0.013,0.006,0.0,0.006,0.006,0.006,0.0,0.019,0.006,0.013,0.006,0.006,0.013,0.019,0.013,0.013,0.013,0.006,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0,0.0015,0.0,0.0031,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0038,0.0,0.0,0.0038,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0069,-0.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.04,run,0.14,2.71,0.08,0.12,-1.62,0.0,0.0,0.0,0.019,0.44,0.44,0.18,0.18,0.53,0.35,0.18,-0.18,0.7,-0.35,0.62,0.35,0.09,0.18,0.44,0.09,0.53,0.35,-0.39,0.44,3.18,3.18,0.72,3.09,3.18,-2.82,3.53,-2.2,3.44,3.18,3.09,-2.74,3.18,3.0,0.53,3.18,-0.0113,0.5496,-0.289,0.1675,0.5632,-0.4446,0.1802,0.1607,-0.1631,-0.0628,0.6187,-0.4025,0.1392,0.1306,-0.0201,0.3348,0.5789,-0.5159,0.013,0.006,0.0,0.006,0.006,0.006,0.0,0.019,0.006,0.013,0.006,0.006,0.013,0.019,0.013,0.013,0.013,0.006,-0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0,0.0015,0.0,0.0031,0.0,0.0,0.0,0.0,-0.0101,0.0025,0.0,0.0,0.0,0.0,0.0,0.0023,0.0026,0.0,0.0,0.0026,0.0,0.0049,0.0,0.0,0.0,0.0,-0.0012,0.0038,-0.0009,0.003,0.0022,-0.0007,0.3364,-0.0838,0.1322,0.4403,-0.3164,0.1658,-0.0812,-0.201,-0.2261,0.5732,-0.0845,0.0704,-0.0311,-0.2539,0.416,0.4362,-0.1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.08,run,0.1,2.72,0.09,-0.0,1.3,0.0,0.0,0.0,0.019,-0.44,0.0,0.88,0.35,0.18,0.97,0.44,-0.79,1.23,-1.23,1.23,1.05,1.05,-0.62,1.14,1.05,0.26,0.88,-0.35,1.94,4.68,4.68,2.22,4.59,4.68,-4.32,5.03,-0.7,4.94,4.68,4.59,-4.24,4.68,4.5,2.03,4.68,-0.01,0.612,-0.3744,0.1888,0.6341,-0.4867,0.2011,0.1733,-0.0837,-0.0149,0.6299,-0.4611,0.1631,0.1712,-0.0757,0.2847,0.559,-0.5123,0.013,0.006,0.0,0.006,0.006,0.006,0.0,0.019,0.006,0.013,0.006,0.006,0.013,0.019,0.013,0.013,0.013,0.006,0.0077,0.0,0.0,0.0,0.0,0.0046,0.0,-0.0061,0.0031,-0.0046,0.0031,0.0031,0.0,-0.0015,0.0046,0.0015,0.0,0.0031,0.0275,-0.004,0.0,0.0,0.0,0.0173,0.0,-0.0272,0.0076,-0.0173,0.0115,0.0076,0.0,-0.0138,0.0173,0.0058,0.0,0.0115,-0.0017,0.0063,0.0015,0.0021,-0.0283,-0.0113,0.5496,-0.289,0.1675,0.5632,-0.4446,0.1802,0.1607,-0.1631,-0.0628,0.6187,-0.4025,0.1392,0.1306,-0.0201,0.3348,0.5789,-0.5159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12,run,0.01,2.65,-0.69,-0.58,0.86,0.0,0.0,0.0,0.026,-0.7,0.53,4.48,4.39,0.62,4.92,4.39,-4.39,4.57,-2.02,4.83,5.01,4.31,-4.31,5.1,4.75,0.62,4.48,-0.44,3.44,6.18,6.18,3.72,6.09,6.18,-5.82,6.53,-0.07,6.44,6.18,5.11,-5.74,6.18,6.0,3.53,6.18,-0.0125,0.5927,-0.3898,0.1792,0.6284,-0.4964,0.1948,0.1755,-0.1108,-0.002,0.6256,-0.4761,0.1459,0.186,-0.1291,0.275,0.5771,-0.5406,0.0,0.006,0.0,0.0,0.006,0.006,0.013,0.019,0.013,0.019,0.0,0.0,0.006,0.013,0.006,0.026,0.013,0.0,-0.0077,-0.0077,0.0123,0.0031,-0.0061,0.0153,0.0046,-0.0169,0.0123,-0.0199,0.0138,0.0153,0.0169,-0.0153,0.0169,0.0184,-0.0046,0.0123,-0.0382,-0.0315,0.0459,0.0115,-0.023,0.0523,0.0172,-0.0592,0.0398,-0.0695,0.0483,0.0513,0.0632,-0.0614,0.058,0.0672,-0.0172,0.0425,-0.0046,0.0073,0.0016,-0.0001,0.0227,-0.01,0.612,-0.3744,0.1888,0.6341,-0.4867,0.2011,0.1733,-0.0837,-0.0149,0.6299,-0.4611,0.1631,0.1712,-0.0757,0.2847,0.559,-0.5123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16,run,0.02,2.66,0.44,0.41,0.96,0.0,0.0,0.0,0.026,-0.26,1.23,5.1,5.27,1.41,5.45,5.01,-4.92,5.19,-1.32,5.45,5.54,4.75,-4.83,5.62,5.1,1.32,5.1,-1.94,1.94,7.68,4.68,2.45,7.59,5.27,-7.32,8.03,1.43,4.94,7.68,3.61,-7.24,7.68,7.5,5.03,6.55,-0.0582,0.4215,-0.456,0.1159,0.4991,-0.5164,0.1504,0.1862,-0.2961,0.0505,0.4953,-0.5274,0.0818,0.1925,-0.4145,0.2906,0.5595,-0.6876,0.0,0.006,0.0,0.0,0.006,0.006,0.013,0.019,0.013,0.019,0.0,0.0,0.006,0.013,0.006,0.026,0.013,0.0,-0.0123,0.0015,0.0752,0.0736,0.0015,0.0844,0.0736,-0.0798,0.0706,-0.0337,0.0767,0.0844,0.0736,-0.0798,0.0859,0.0828,0.0015,0.0752,-0.0316,-0.0123,0.0991,0.0831,-0.0079,0.1101,0.0855,-0.1084,0.0899,-0.0634,0.1007,0.1094,0.1046,-0.1115,0.1141,0.1156,-0.0055,0.0967,-0.0128,0.0015,-0.0121,-0.0101,0.015,-0.0125,0.5927,-0.3898,0.1792,0.6284,-0.4964,0.1948,0.1755,-0.1108,-0.002,0.6256,-0.4761,0.1459,0.186,-0.1291,0.275,0.5771,-0.5406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,run,0.04,2.69,0.3,0.02,-1.19,0.0,0.0,0.0,0.026,-0.53,2.2,5.71,5.45,2.29,5.98,5.62,-5.45,5.8,-0.09,6.06,6.06,4.83,-5.36,6.06,6.24,2.29,5.71,-3.33,0.44,9.18,4.48,0.95,9.09,4.31,-8.82,9.53,0.54,3.44,9.18,2.11,-8.74,9.18,9.0,3.53,5.05,-0.0951,0.3868,-0.4768,0.128,0.3898,-0.5242,0.123,0.2565,-0.4501,0.0154,0.3937,-0.5283,0.0255,0.2312,-0.5916,0.3143,0.4904,-0.7509,0.0,0.006,0.0,0.0,0.006,0.006,0.013,0.019,0.013,0.019,0.0,0.0,0.006,0.013,0.006,0.026,0.013,0.0,-0.0046,0.0138,0.0859,0.089,0.0153,0.0936,0.0844,-0.089,0.0813,-0.0215,0.0874,0.0936,0.0813,-0.089,0.0951,0.089,0.0138,0.0859,0.0153,0.0512,0.1217,0.133,0.0618,0.1219,0.1122,-0.1208,0.1153,0.0155,0.1229,0.1214,0.1106,-0.1229,0.1247,0.1108,0.056,0.12,-0.0117,0.0026,0.0076,0.0071,0.0167,-0.0582,0.4215,-0.456,0.1159,0.4991,-0.5164,0.1504,0.1862,-0.2961,0.0505,0.4953,-0.5274,0.0818,0.1925,-0.4145,0.2906,0.5595,-0.6876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.24,run,-0.02,2.68,-1.03,-0.45,2.95,0.0,0.0,0.0,0.045,-1.14,2.81,6.42,5.98,2.99,6.68,5.8,-6.15,6.59,0.0,6.24,6.77,4.75,-6.06,6.86,6.15,3.16,6.15,-3.3,-1.06,10.68,5.22,-0.55,10.59,4.38,-9.05,11.03,-0.16,1.94,10.68,0.61,-10.24,10.68,10.5,2.03,3.55,-0.0942,0.3809,-0.5161,0.149,0.3261,-0.5351,0.1252,0.29,-0.5018,-0.0046,0.3386,-0.538,0.0168,0.2376,-0.6114,0.3253,0.4357,-0.7819,0.0,0.0,0.013,0.0,0.006,0.013,0.0,0.026,0.019,0.013,0.0,0.013,0.013,0.033,0.006,0.045,0.006,0.0,-0.0092,0.0307,0.0966,0.092,0.0307,0.1028,0.0951,-0.0982,0.092,0.0,0.0982,0.1028,0.0828,-0.0982,0.1028,0.1089,0.0307,0.0966,-0.0063,0.0982,0.1249,0.1044,0.0999,0.1194,0.1182,-0.1185,0.1204,0.0902,0.1257,0.119,0.0831,-0.1201,0.1157,0.1513,0.1015,0.1237,-0.0101,0.0048,0.0052,0.0003,-0.0207,-0.0951,0.3868,-0.4768,0.128,0.3898,-0.5242,0.123,0.2565,-0.4501,0.0154,0.3937,-0.5283,0.0255,0.2312,-0.5916,0.3143,0.4904,-0.7509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.28,run,0.01,2.74,0.6,0.48,-0.31,0.0,0.0,0.0,0.045,-1.67,3.25,7.29,5.89,3.43,7.73,5.8,-7.21,7.56,0.44,6.15,7.91,3.96,-7.12,7.91,7.73,3.87,6.24,-3.26,-2.56,12.18,5.28,-2.05,12.09,4.52,-8.79,12.53,-0.21,0.44,12.18,0.55,-11.74,12.18,11.67,0.53,2.05,-0.0931,0.3519,-0.5399,0.1509,0.2964,-0.5345,0.1291,0.2947,-0.5136,-0.0061,0.3019,-0.5315,0.0156,0.2348,-0.6068,0.3333,0.4012,-0.7811,0.0,0.0,0.013,0.0,0.006,0.013,0.0,0.026,0.019,0.013,0.0,0.013,0.013,0.033,0.006,0.045,0.006,0.0,-0.0199,0.0414,0.1089,0.1012,0.043,0.115,0.0982,-0.1104,0.1058,0.0015,0.1012,0.115,0.0813,-0.1104,0.1166,0.1074,0.046,0.1043,-0.0447,0.1091,0.1335,0.1076,0.116,0.1296,0.0943,-0.129,0.1361,0.0689,0.0995,0.1294,0.0524,-0.1301,0.1328,0.1002,0.1286,0.1154,-0.0153,0.0043,-0.018,-0.0079,0.0515,-0.0942,0.3809,-0.5161,0.149,0.3261,-0.5351,0.1252,0.29,-0.5018,-0.0046,0.3386,-0.538,0.0168,0.2376,-0.6114,0.3253,0.4357,-0.7819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.32,run,0.01,2.72,-0.34,-0.49,-2.4,0.0,0.0,0.0,0.045,-2.64,3.25,8.53,5.71,3.43,9.05,5.71,-8.09,8.61,0.62,5.71,9.14,2.9,-8.44,9.23,8.96,4.22,6.06,-3.29,-4.06,13.68,4.92,-3.55,13.59,4.87,-9.97,14.03,0.1,-1.06,13.68,0.8,-13.24,13.68,12.28,-0.97,0.55,-0.0941,0.3083,-0.5522,0.1407,0.2473,-0.5334,0.1392,0.2733,-0.5197,0.0029,0.2685,-0.5355,0.0229,0.2019,-0.5987,0.3509,0.3828,-0.8036,0.0,0.0,0.013,0.0,0.006,0.013,0.0,0.026,0.019,0.013,0.0,0.013,0.013,0.033,0.006,0.045,0.006,0.0,-0.0291,0.0491,0.1243,0.0997,0.0506,0.1335,0.0982,-0.1289,0.1227,0.0092,0.0997,0.135,0.0675,-0.1289,0.135,0.135,0.0583,0.1058,-0.0656,0.1049,0.1506,0.0696,0.1098,0.1594,0.066,-0.159,0.1582,0.0768,0.0639,0.1649,-0.0148,-0.1597,0.1616,0.1731,0.1358,0.0865,-0.0126,0.0091,0.0105,0.0083,-0.0054,-0.0931,0.3519,-0.5399,0.1509,0.2964,-0.5345,0.1291,0.2947,-0.5136,-0.0061,0.3019,-0.5315,0.0156,0.2348,-0.6068,0.3333,0.4012,-0.7811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.36,run,0.01,2.73,0.31,0.28,4.38,0.0,0.0,0.0,0.045,-3.43,2.99,9.84,5.27,3.34,10.37,4.92,-8.79,10.02,-0.53,4.75,10.55,2.02,-9.76,10.63,9.93,4.22,5.36,-3.35,-5.56,15.18,4.31,-5.05,15.09,5.33,-11.47,15.53,0.55,-2.56,15.18,1.18,-14.74,15.1,12.97,-2.47,-0.95,-0.0958,0.2519,-0.5529,0.1233,0.1955,-0.5317,0.1523,0.2455,-0.5181,0.0156,0.2344,-0.5347,0.0337,0.1647,-0.587,0.3707,0.3662,-0.8164,0.0,0.019,0.006,0.006,0.026,0.013,0.0,0.026,0.019,0.019,0.026,0.013,0.0,0.033,0.006,0.0,0.019,0.013,-0.046,0.0491,0.1457,0.0966,0.0506,0.1565,0.0966,-0.1442,0.1411,0.0123,0.092,0.1565,0.0491,-0.1519,0.158,0.1565,0.0644,0.1028,-0.1093,0.0735,0.1861,0.0372,0.0769,0.1979,0.0404,-0.1689,0.1798,0.0653,0.016,0.196,-0.0794,-0.1982,0.1995,0.2018,0.1181,0.049,-0.0125,0.0078,-0.006,-0.0086,-0.0419,-0.0941,0.3083,-0.5522,0.1407,0.2473,-0.5334,0.1392,0.2733,-0.5197,0.0029,0.2685,-0.5355,0.0229,0.2019,-0.5987,0.3509,0.3828,-0.8036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
