t_s,phase,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a,obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,rot60_k
0.0,run,-0.18,2.57,-0.22,-0.45,-0.49,0.0,0.0,0.0,0.026,0.26,0.62,0.18,-0.18,-0.09,0.26,0.26,0.09,0.62,-1.14,0.53,0.26,-0.09,0.44,0.0,-0.09,0.18,0.26,-0.01,-0.97,1.68,1.32,-0.92,1.68,1.76,-1.41,2.12,-2.29,1.94,1.68,1.41,-1.24,1.5,1.41,-0.93,1.76,-0.0004,0.3329,-0.0868,0.1337,0.4378,-0.3179,0.1642,-0.0839,-0.2017,-0.2264,0.5747,-0.0861,0.071,-0.0321,-0.2554,0.417,0.4377,-0.1799,0.0,0.013,0.0,0.0,0.006,0.006,0.006,0.019,0.006,0.0,0.006,0.006,0.013,0.026,0.013,0.013,0.006,0.006,-0.0046,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,-0.0061,0.0015,0.0015,0.0,0.0031,0.0,0.0,0.0,0.0,0.0072,0.0038,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,-0.015,0.0038,0.0069,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,-0.0054,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.04,run,-0.2,2.58,-0.34,-0.1,1.54,0.0,0.0,0.0,0.026,-0.35,0.62,0.26,-0.18,-0.09,0.44,0.26,-0.18,0.7,-1.41,0.62,0.44,0.09,0.09,0.26,0.09,0.18,0.35,-0.44,0.53,3.18,2.82,0.58,3.18,3.26,-2.91,3.62,-2.16,3.44,3.18,2.91,-2.74,3.0,2.91,0.57,3.26,-0.0126,0.5455,-0.2896,0.1656,0.5603,-0.4458,0.1793,0.1623,-0.1685,-0.0617,0.618,-0.4086,0.139,0.131,-0.0269,0.3365,0.5771,-0.5191,0.0,0.013,0.0,0.0,0.006,0.006,0.006,0.019,0.006,0.0,0.006,0.006,0.013,0.026,0.013,0.013,0.006,0.006,0.0,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,-0.0061,0.0015,0.0015,0.0,0.0031,0.0,0.0,0.0,0.0,0.0126,0.0026,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,-0.0105,0.0026,0.0049,0.0,0.0049,0.0,0.0,0.0,0.0,-0.001,-0.0041,-0.0039,-0.0079,-0.0085,-0.0004,0.3329,-0.0868,0.1337,0.4378,-0.3179,0.1642,-0.0839,-0.2017,-0.2264,0.5747,-0.0861,0.071,-0.0321,-0.2554,0.417,0.4377,-0.1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.08,run,-0.11,2.6,1.47,0.84,-3.89,0.0,0.0,0.0,0.026,0.09,0.26,0.88,0.35,-0.18,1.14,0.62,-0.79,1.23,-2.02,1.23,1.05,0.97,-0.62,0.97,1.05,-0.26,0.88,-0.26,2.03,4.68,4.32,2.08,4.68,4.76,-4.41,5.12,-0.66,4.94,4.68,4.41,-4.24,4.5,4.41,2.07,4.76,-0.0075,0.6067,-0.3807,0.1941,0.6322,-0.4858,0.2034,0.1739,-0.0888,-0.0182,0.6325,-0.4619,0.162,0.1704,-0.0765,0.2883,0.5585,-0.5143,0.0,0.013,0.0,0.0,0.006,0.006,0.006,0.019,0.006,0.0,0.006,0.006,0.013,0.026,0.013,0.013,0.006,0.006,-0.0107,0.0015,0.0015,0.0,0.0,0.0046,0.0,-0.0046,0.0015,-0.0107,0.0031,0.0046,0.0031,-0.0031,0.0046,0.0031,0.0,0.0015,-0.0319,0.0018,0.0058,0.0,0.0,0.0132,0.0,-0.0174,0.0058,-0.0248,0.0077,0.015,0.0116,-0.0199,0.0174,0.0116,0.0,0.0058,-0.002,-0.0037,-0.006,-0.0017,0.027,-0.0126,0.5455,-0.2896,0.1656,0.5603,-0.4458,0.1793,0.1623,-0.1685,-0.0617,0.618,-0.4086,0.139,0.131,-0.0269,0.3365,0.5771,-0.5191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12,run,-0.14,2.57,-0.35,-0.85,-1.82,0.0,0.0,0.0,0.039,-0.26,-0.09,1.58,1.23,-0.26,2.2,1.58,-1.67,1.67,-2.2,2.11,2.2,1.85,-1.49,2.11,1.85,-0.53,1.76,-0.56,3.53,6.18,5.82,3.58,6.18,6.26,-5.91,6.62,0.04,6.44,6.18,5.05,-5.74,6.0,5.91,3.57,6.26,-0.016,0.5866,-0.3838,0.1727,0.6222,-0.5013,0.1923,0.1705,-0.1219,0.0012,0.6227,-0.4868,0.1442,0.1812,-0.1508,0.2783,0.5781,-0.5506,0.006,0.0,0.013,0.019,0.0,0.013,0.019,0.033,0.039,0.013,0.006,0.013,0.013,0.033,0.006,0.019,0.0,0.019,-0.0031,-0.0046,0.0123,0.0092,-0.0015,0.0169,0.0061,-0.0153,0.0107,-0.0215,0.0138,0.0153,0.0184,-0.0153,0.0169,0.0199,-0.0077,0.0107,0.0062,-0.0215,0.044,0.0342,-0.0057,0.0548,0.0228,-0.0521,0.0383,-0.0573,0.0453,0.0504,0.0651,-0.0595,0.0578,0.0708,-0.0285,0.0383,0.0052,-0.0018,0.0256,0.0147,-0.0679,-0.0075,0.6067,-0.3807,0.1941,0.6322,-0.4858,0.2034,0.1739,-0.0888,-0.0182,0.6325,-0.4619,0.162,0.1704,-0.0765,0.2883,0.5585,-0.5143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16,run,-0.13,2.6,-0.05,0.3,0.88,0.0,0.0,0.0,0.039,-0.79,-0.18,2.9,2.37,-0.09,3.43,2.81,-2.9,2.9,-2.29,3.16,3.43,2.99,-2.72,3.25,3.16,-0.53,2.9,-1.24,5.03,7.68,5.62,5.08,7.68,5.9,-7.41,8.12,0.21,6.98,7.68,3.65,-7.24,7.5,7.41,5.07,7.76,-0.0355,0.5497,-0.4029,0.1605,0.5777,-0.5071,0.1686,0.2046,-0.2125,0.0061,0.5815,-0.4988,0.1042,0.2129,-0.2835,0.2679,0.5699,-0.6007,0.006,0.0,0.013,0.019,0.0,0.013,0.019,0.033,0.039,0.013,0.006,0.013,0.013,0.033,0.006,0.019,0.0,0.019,-0.0092,-0.0107,0.0245,0.0245,-0.0031,0.0353,0.023,-0.0307,0.0184,-0.0245,0.0291,0.0353,0.0337,-0.0307,0.0368,0.0337,-0.0123,0.0261,-0.019,-0.0383,0.0773,0.0821,-0.0098,0.1082,0.08,-0.0947,0.0559,-0.0517,0.0899,0.1109,0.1038,-0.0998,0.1161,0.1019,-0.0374,0.085,0.0033,-0.0042,-0.0061,-0.0148,-0.0318,-0.016,0.5866,-0.3838,0.1727,0.6222,-0.5013,0.1923,0.1705,-0.1219,0.0012,0.6227,-0.4868,0.1442,0.1812,-0.1508,0.2783,0.5781,-0.5506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,run,-0.13,2.6,-0.03,-0.13,0.3,0.0,0.0,0.0,0.039,-0.44,0.26,3.96,3.43,0.53,4.66,3.96,-4.13,4.13,-1.93,4.39,4.66,3.96,-4.04,4.48,4.31,-0.09,4.04,-2.16,3.53,9.18,5.63,3.58,9.18,4.77,-8.91,9.62,-0.05,5.48,9.18,2.15,-8.74,9.0,8.91,5.61,8.58,-0.0616,0.5157,-0.4285,0.1608,0.5174,-0.5103,0.1362,0.2595,-0.3379,-0.0014,0.5245,-0.5012,0.0466,0.2616,-0.4572,0.263,0.5565,-0.6637,0.006,0.0,0.013,0.019,0.0,0.013,0.019,0.033,0.039,0.013,0.006,0.013,0.013,0.033,0.006,0.019,0.0,0.019,-0.0184,-0.0123,0.0476,0.0445,0.0,0.0568,0.0445,-0.0522,0.0399,-0.0261,0.0476,0.0568,0.0537,-0.0522,0.0568,0.0568,-0.0123,0.046,-0.0468,-0.0324,0.138,0.1302,0.0043,0.154,0.1343,-0.1446,0.1174,-0.0418,0.13,0.156,0.1454,-0.1482,0.154,0.1553,-0.0262,0.1322,0.0036,-0.0012,-0.0008,0.0053,0.0154,-0.0355,0.5497,-0.4029,0.1605,0.5777,-0.5071,0.1686,0.2046,-0.2125,0.0061,0.5815,-0.4988,0.1042,0.2129,-0.2835,0.2679,0.5699,-0.6007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.24,run,-0.14,2.6,-0.33,0.02,1.72,0.0,0.0,0.0,0.045,-1.23,1.05,5.36,4.39,1.58,5.98,4.92,-5.45,5.54,-1.32,5.36,5.98,4.57,-5.27,5.89,5.71,0.35,5.36,-2.85,2.06,10.68,5.94,2.08,10.68,3.99,-8.12,11.12,-0.48,3.98,10.68,0.65,-8.62,10.5,9.35,4.11,7.08,-0.0815,0.492,-0.4612,0.1697,0.4524,-0.5166,0.114,0.3069,-0.4418,-0.0136,0.4621,-0.5158,0.0068,0.2978,-0.5815,0.2672,0.528,-0.7187,0.013,0.0,0.013,0.013,0.0,0.019,0.013,0.026,0.026,0.045,0.0,0.013,0.0,0.013,0.013,0.006,0.033,0.006,-0.0123,-0.0046,0.066,0.0629,0.0107,0.0782,0.0644,-0.0736,0.0614,-0.0199,0.069,0.0782,0.0706,-0.0752,0.0782,0.0767,-0.0046,0.066,-0.0101,0.0057,0.1648,0.1593,0.0428,0.1874,0.1679,-0.1808,0.1618,-0.0065,0.1706,0.1887,0.1643,-0.189,0.1873,0.1826,0.0101,0.1664,0.0039,-0.0013,-0.0005,-0.0022,0.0052,-0.0616,0.5157,-0.4285,0.1608,0.5174,-0.5103,0.1362,0.2595,-0.3379,-0.0014,0.5245,-0.5012,0.0466,0.2616,-0.4572,0.263,0.5565,-0.6637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.28,run,-0.18,2.64,-0.8,0.42,3.91,0.0,0.0,0.0,0.045,-1.93,2.02,6.77,5.1,2.46,7.38,5.54,-6.77,6.94,-1.05,6.06,7.38,4.83,-6.59,7.29,7.03,1.49,6.15,-2.99,0.56,12.18,6.0,0.58,12.18,3.86,-7.18,12.62,-0.49,2.48,12.18,-0.26,-8.57,11.08,9.76,2.61,5.58,-0.0855,0.4524,-0.4974,0.1715,0.3957,-0.5265,0.1103,0.3239,-0.4998,-0.014,0.4032,-0.5317,-0.0075,0.2987,-0.6343,0.279,0.4895,-0.7628,0.013,0.0,0.013,0.013,0.0,0.019,0.013,0.026,0.026,0.045,0.0,0.013,0.0,0.013,0.013,0.006,0.033,0.006,-0.0261,0.0092,0.0905,0.0798,0.0291,0.1012,0.0813,-0.0966,0.0859,-0.0092,0.0859,0.1012,0.0813,-0.0966,0.1028,0.1012,0.0031,0.089,-0.0588,0.0557,0.2073,0.1748,0.0989,0.2174,0.1807,-0.2128,0.2052,0.0357,0.1826,0.2183,0.1552,-0.2128,0.2231,0.2198,0.0358,0.2027,0.0029,-0.0011,-0.0057,0.0003,0.03,-0.0815,0.492,-0.4612,0.1697,0.4524,-0.5166,0.114,0.3069,-0.4418,-0.0136,0.4621,-0.5158,0.0068,0.2978,-0.5815,0.2672,0.528,-0.7187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.32,run,-0.2,2.6,-1.03,-0.58,1.15,0.0,0.0,0.0,0.045,-2.11,2.72,8.0,5.45,3.08,8.79,5.89,-7.65,8.26,-0.97,6.59,8.7,4.75,-7.56,8.61,8.09,3.43,7.65,-3.19,-0.94,13.68,5.53,-0.92,13.68,4.06,-7.7,14.12,-0.16,0.98,13.68,-0.35,-9.65,9.94,10.58,1.11,4.08,-0.0911,0.3885,-0.5307,0.1581,0.331,-0.5282,0.116,0.3146,-0.53,-0.0046,0.3363,-0.5368,-0.0099,0.279,-0.6477,0.3024,0.4433,-0.7917,0.013,0.0,0.013,0.013,0.0,0.019,0.013,0.026,0.026,0.045,0.0,0.013,0.0,0.013,0.013,0.006,0.033,0.006,-0.0383,0.0261,0.115,0.092,0.0445,0.1258,0.092,-0.1197,0.1104,-0.0046,0.0982,0.1258,0.0859,-0.1197,0.1273,0.1243,0.023,0.1028,-0.0872,0.1023,0.2372,0.1684,0.1268,0.2443,0.1668,-0.2353,0.2357,0.0422,0.1739,0.2449,0.1259,-0.2353,0.2483,0.2402,0.0999,0.1937,-0.0004,0.0016,-0.014,0.0073,0.0683,-0.0855,0.4524,-0.4974,0.1715,0.3957,-0.5265,0.1103,0.3239,-0.4998,-0.014,0.4032,-0.5317,-0.0075,0.2987,-0.6343,0.279,0.4895,-0.7628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.36,run,-0.21,2.63,0.2,0.38,0.52,0.0,0.0,0.0,0.052,-3.43,3.25,9.49,5.45,3.34,10.2,5.89,-8.26,9.67,-0.97,6.68,10.11,4.31,-8.35,9.67,9.14,3.6,8.0,-3.44,-2.44,15.18,4.82,-2.42,15.18,4.57,-9.2,15.62,0.09,-0.52,15.18,-0.17,-11.15,11.44,11.81,-0.39,2.58,-0.0983,0.3096,-0.563,0.1376,0.2467,-0.5222,0.1305,0.2828,-0.5445,0.0027,0.2619,-0.541,-0.0048,0.2391,-0.6274,0.3374,0.3851,-0.8147,0.006,0.0,0.013,0.0,0.0,0.019,0.006,0.013,0.019,0.052,0.0,0.013,0.013,0.019,0.0,0.013,0.006,0.006,-0.0414,0.0383,0.1365,0.0982,0.0552,0.1503,0.0982,-0.135,0.1335,-0.0031,0.1074,0.1488,0.0844,-0.1365,0.1503,0.1427,0.0568,0.1289,-0.0725,0.1177,0.2466,0.1409,0.1291,0.2631,0.1398,-0.2222,0.2513,0.0353,0.1562,0.2578,0.0824,-0.228,0.2601,0.2372,0.1965,0.2334,-0.0026,-0.0013,-0.018,-0.0101,0.02,-0.0911,0.3885,-0.5307,0.1581,0.331,-0.5282,0.116,0.3146,-0.53,-0.0046,0.3363,-0.5368,-0.0099,0.279,-0.6477,0.3024,0.4433,-0.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
