t_s,phase,joint,id,name,cmd_deg,present_deg,err_deg,speed_deg_s,load_pct,current_a,volt,temp_c
92.163,step+12r0,11,13,L3 knee,12.000,11.953,0.047,0.00,0.0,0.000,12.30,29.0
92.167,return,11,13,L3 knee,0.000,11.953,-11.953,0.00,0.0,0.000,12.30,29.0
92.207,return,11,13,L3 knee,0.000,11.953,-11.953,0.00,0.0,0.000,12.30,29.0
92.258,return,11,13,L3 knee,0.000,11.602,-11.602,-439.20,4.8,0.006,12.30,29.0
92.299,return,11,13,L3 knee,0.000,11.602,-11.602,-439.20,4.8,0.006,12.30,29.0
92.350,return,11,13,L3 knee,0.000,9.756,-9.756,-1098.00,7.2,0.013,12.30,29.0
92.390,return,11,13,L3 knee,0.000,9.756,-9.756,-1098.00,7.2,0.013,12.30,29.0
92.441,return,11,13,L3 knee,0.000,7.031,-7.031,-1537.20,6.4,0.006,12.30,29.0
92.482,return,11,13,L3 knee,0.000,7.031,-7.031,-1537.20,6.4,0.006,12.30,29.0
92.574,return,11,13,L3 knee,0.000,3.252,-3.252,-1537.20,6.0,0.006,12.30,29.0
92.615,return,11,13,L3 knee,0.000,3.252,-3.252,-1537.20,6.0,0.006,12.30,29.0
92.666,return,11,13,L3 knee,0.000,0.879,-0.879,-1098.00,2.8,0.006,12.30,29.0
92.706,return,11,13,L3 knee,0.000,0.879,-0.879,-1098.00,2.8,0.006,12.30,29.0
92.757,return,11,13,L3 knee,0.000,0.176,-0.176,-219.60,2.8,0.006,12.30,29.0
92.798,return,11,13,L3 knee,0.000,0.176,-0.176,-219.60,2.8,0.006,12.30,29.0
92.849,return,11,13,L3 knee,0.000,0.176,-0.176,0.00,2.4,0.000,12.30,29.0
92.894,step-12r0,11,13,L3 knee,-11.824,0.176,-12.000,0.00,2.4,0.000,12.30,29.0
92.945,step-12r0,11,13,L3 knee,-11.824,-0.088,-11.736,-439.20,2.8,0.006,12.30,29.0
92.986,step-12r0,11,13,L3 knee,-11.824,-0.088,-11.736,-439.20,2.8,0.006,12.30,29.0
93.037,step-12r0,11,13,L3 knee,-11.824,-1.406,-10.418,-878.40,4.8,0.006,12.30,29.0
93.078,step-12r0,11,13,L3 knee,-11.824,-1.406,-10.418,-878.40,4.8,0.006,12.30,29.0
93.129,step-12r0,11,13,L3 knee,-11.824,-3.779,-8.045,-1317.60,6.8,0.019,12.30,29.0
93.169,step-12r0,11,13,L3 knee,-11.824,-3.779,-8.045,-1317.60,6.8,0.019,12.30,29.0
93.220,step-12r0,11,13,L3 knee,-11.824,-6.680,-5.145,-1537.20,6.4,0.013,12.30,29.0
93.261,step-12r0,11,13,L3 knee,-11.824,-6.680,-5.145,-1537.20,6.4,0.013,12.30,29.0
93.312,step-12r0,11,13,L3 knee,-11.824,-9.404,-2.420,-1317.60,5.6,0.013,12.30,29.0
93.353,step-12r0,11,13,L3 knee,-11.824,-9.404,-2.420,-1317.60,5.6,0.013,12.30,29.0
93.404,step-12r0,11,13,L3 knee,-11.824,-11.162,-0.662,-878.40,3.2,0.006,12.30,29.0
93.444,step-12r0,11,13,L3 knee,-11.824,-11.162,-0.662,-878.40,3.2,0.006,12.30,29.0
93.495,step-12r0,11,13,L3 knee,-11.824,-11.777,-0.047,0.00,0.0,0.006,12.30,29.0
93.499,return,11,13,L3 knee,0.000,-11.777,11.777,0.00,0.0,0.006,12.30,29.0
93.540,return,11,13,L3 knee,0.000,-11.777,11.777,0.00,0.0,0.006,12.30,29.0
93.591,return,11,13,L3 knee,0.000,-11.514,11.514,219.60,5.2,0.013,12.30,29.0
93.631,return,11,13,L3 knee,0.000,-11.514,11.514,219.60,5.2,0.013,12.30,29.0
93.682,return,11,13,L3 knee,0.000,-9.668,9.668,1098.00,6.8,0.006,12.30,29.0
93.723,return,11,13,L3 knee,0.000,-9.668,9.668,1098.00,6.8,0.006,12.30,29.0
93.774,return,11,13,L3 knee,0.000,-6.855,6.855,1537.20,6.4,0.000,12.30,29.0
93.814,return,11,13,L3 knee,0.000,-6.855,6.855,1537.20,6.4,0.000,12.30,29.0
93.865,return,11,13,L3 knee,0.000,-4.043,4.043,1537.20,6.4,0.013,12.30,29.0
93.906,return,11,13,L3 knee,0.000,-4.043,4.043,1537.20,6.4,0.013,12.30,29.0
93.957,return,11,13,L3 knee,0.000,-1.670,1.670,1098.00,4.8,0.006,12.30,29.0
93.997,return,11,13,L3 knee,0.000,-1.670,1.670,1098.00,4.8,0.006,12.30,29.0
94.048,return,11,13,L3 knee,0.000,-0.264,0.264,439.20,0.0,0.000,12.30,29.0
94.089,return,11,13,L3 knee,0.000,-0.264,0.264,439.20,0.0,0.000,12.30,29.0
94.140,return,11,13,L3 knee,0.000,0.088,-0.088,219.60,0.0,0.000,12.30,29.0
94.180,return,11,13,L3 knee,0.000,0.088,-0.088,219.60,0.0,0.000,12.30,29.0
94.240,step+12r0,12,14,L4 yaw,11.912,-0.088,12.000,0.00,0.0,0.000,12.20,29.0
94.281,step+12r0,12,14,L4 yaw,11.912,-0.088,12.000,0.00,0.0,0.000,12.20,29.0
94.332,step+12r0,12,14,L4 yaw,11.912,0.439,11.473,658.80,4.8,0.013,12.20,29.0
94.373,step+12r0,12,14,L4 yaw,11.912,0.439,11.473,658.80,4.8,0.013,12.20,29.0
94.434,step+12r0,12,14,L4 yaw,11.912,2.285,9.627,1317.60,7.6,0.019,12.20,29.0
94.475,step+12r0,12,14,L4 yaw,11.912,2.285,9.627,1317.60,7.6,0.019,12.20,29.0
94.526,step+12r0,12,14,L4 yaw,11.912,5.449,6.463,1756.80,6.8,0.006,12.20,29.0
94.567,step+12r0,12,14,L4 yaw,11.912,5.449,6.463,1756.80,6.8,0.006,12.20,29.0
94.618,step+12r0,12,14,L4 yaw,11.912,8.262,3.650,1537.20,7.2,0.013,12.20,29.0
94.658,step+12r0,12,14,L4 yaw,11.912,8.262,3.650,1537.20,7.2,0.013,12.20,29.0
94.719,step+12r0,12,14,L4 yaw,11.912,10.459,1.453,878.40,5.6,0.006,12.20,29.0
94.760,step+12r0,12,14,L4 yaw,11.912,10.459,1.453,878.40,5.6,0.006,12.20,29.0
94.827,step+12r0,12,14,L4 yaw,11.912,11.689,0.223,219.60,3.2,0.006,12.20,29.0
94.868,step+12r0,12,14,L4 yaw,11.912,11.689,0.223,219.60,3.2,0.006,12.20,29.0
94.919,step+12r0,12,14,L4 yaw,11.912,11.777,0.135,0.00,2.4,0.006,12.20,29.0
94.964,return,12,14,L4 yaw,-0.088,11.777,-11.865,0.00,2.4,0.006,12.20,29.0
95.015,return,12,14,L4 yaw,-0.088,11.777,-11.865,0.00,2.4,0.006,12.20,29.0
95.055,return,12,14,L4 yaw,-0.088,11.777,-11.865,0.00,2.4,0.006,12.20,29.0
95.117,return,12,14,L4 yaw,-0.088,10.547,-10.635,-1098.00,4.8,0.006,12.20,29.0
95.158,return,12,14,L4 yaw,-0.088,10.547,-10.635,-1098.00,4.8,0.006,12.20,29.0
95.209,return,12,14,L4 yaw,-0.088,7.910,-7.998,-1537.20,7.2,0.006,12.20,29.0
95.249,return,12,14,L4 yaw,-0.088,7.910,-7.998,-1537.20,7.2,0.006,12.20,29.0
95.300,return,12,14,L4 yaw,-0.088,5.098,-5.186,-1317.60,7.2,0.013,12.20,29.0
95.341,return,12,14,L4 yaw,-0.088,5.098,-5.186,-1317.60,7.2,0.013,12.20,29.0
95.392,return,12,14,L4 yaw,-0.088,2.373,-2.461,-1317.60,5.6,0.006,12.20,29.0
95.432,return,12,14,L4 yaw,-0.088,2.373,-2.461,-1317.60,5.6,0.006,12.20,29.0
95.483,return,12,14,L4 yaw,-0.088,0.615,-0.703,-658.80,4.0,0.006,12.20,29.0
95.524,return,12,14,L4 yaw,-0.088,0.615,-0.703,-658.80,4.0,0.006,12.20,29.0
95.575,return,12,14,L4 yaw,-0.088,0.088,-0.176,0.00,2.4,0.000,12.20,29.0
95.615,return,12,14,L4 yaw,-0.088,0.088,-0.176,0.00,2.4,0.000,12.20,29.0
95.666,return,12,14,L4 yaw,-0.088,0.088,-0.176,0.00,2.4,0.006,12.20,29.0
95.710,step-12r0,12,14,L4 yaw,-11.912,0.088,-12.000,0.00,2.4,0.006,12.20,29.0
95.761,step-12r0,12,14,L4 yaw,-11.912,0.000,-11.912,-219.60,4.8,0.019,12.20,29.0
95.801,step-12r0,12,14,L4 yaw,-11.912,0.000,-11.912,-219.60,4.8,0.019,12.20,29.0
95.852,step-12r0,12,14,L4 yaw,-11.912,-1.318,-10.594,-658.80,6.8,0.019,12.20,29.0
95.893,step-12r0,12,14,L4 yaw,-11.912,-1.318,-10.594,-658.80,6.8,0.019,12.20,29.0
95.944,step-12r0,12,14,L4 yaw,-11.912,-3.691,-8.221,-1537.20,8.4,0.019,12.20,30.0
95.984,step-12r0,12,14,L4 yaw,-11.912,-3.691,-8.221,-1537.20,8.4,0.019,12.20,30.0
96.035,step-12r0,12,14,L4 yaw,-11.912,-6.592,-5.320,-1537.20,6.8,0.013,12.20,29.0
96.076,step-12r0,12,14,L4 yaw,-11.912,-6.592,-5.320,-1537.20,6.8,0.013,12.20,29.0
96.126,step-12r0,12,14,L4 yaw,-11.912,-9.316,-2.596,-1537.20,6.0,0.013,12.20,29.0
96.167,step-12r0,12,14,L4 yaw,-11.912,-9.316,-2.596,-1537.20,6.0,0.013,12.20,29.0
96.217,step-12r0,12,14,L4 yaw,-11.912,-11.162,-0.750,-878.40,3.6,0.006,12.20,29.0
96.258,step-12r0,12,14,L4 yaw,-11.912,-11.162,-0.750,-878.40,3.6,0.006,12.20,29.0
96.309,step-12r0,12,14,L4 yaw,-11.912,-11.865,-0.047,-439.20,2.4,0.006,12.20,29.0
96.350,step-12r0,12,14,L4 yaw,-11.912,-11.865,-0.047,-439.20,2.4,0.006,12.20,29.0
96.401,step-12r0,12,14,L4 yaw,-11.912,-11.865,-0.047,0.00,0.0,0.000,12.20,29.0
96.405,return,12,14,L4 yaw,-0.088,-11.865,11.777,0.00,0.0,0.000,12.20,29.0
96.445,return,12,14,L4 yaw,-0.088,-11.865,11.777,0.00,0.0,0.000,12.20,29.0
96.496,return,12,14,L4 yaw,-0.088,-11.602,11.514,439.20,5.6,0.013,12.20,29.0
96.537,return,12,14,L4 yaw,-0.088,-11.602,11.514,439.20,5.6,0.013,12.20,29.0
96.588,return,12,14,L4 yaw,-0.088,-9.756,9.668,1098.00,6.4,0.013,12.20,29.0
96.628,return,12,14,L4 yaw,-0.088,-9.756,9.668,1098.00,6.4,0.013,12.20,29.0
96.679,return,12,14,L4 yaw,-0.088,-7.119,7.031,1537.20,7.2,0.013,12.20,29.0
96.720,return,12,14,L4 yaw,-0.088,-7.119,7.031,1537.20,7.2,0.013,12.20,29.0
96.771,return,12,14,L4 yaw,-0.088,-4.307,4.219,1537.20,7.2,0.013,12.20,29.0
96.811,return,12,14,L4 yaw,-0.088,-4.307,4.219,1537.20,7.2,0.013,12.20,29.0
96.862,return,12,14,L4 yaw,-0.088,-1.846,1.758,878.40,6.0,0.013,12.20,29.0
96.903,return,12,14,L4 yaw,-0.088,-1.846,1.758,878.40,6.0,0.013,12.20,29.0
96.954,return,12,14,L4 yaw,-0.088,-0.439,0.352,658.80,2.0,0.006,12.20,29.0
96.994,return,12,14,L4 yaw,-0.088,-0.439,0.352,658.80,2.0,0.006,12.20,29.0
97.045,return,12,14,L4 yaw,-0.088,-0.264,0.176,0.00,2.4,0.006,12.20,29.0
97.086,return,12,14,L4 yaw,-0.088,-0.264,0.176,0.00,2.4,0.006,12.20,29.0
97.162,step+12r0,13,15,L4 hip,12.088,0.088,12.000,0.00,0.0,0.000,12.20,29.0
97.202,step+12r0,13,15,L4 hip,12.088,0.088,12.000,0.00,0.0,0.000,12.20,29.0
97.263,step+12r0,13,15,L4 hip,12.088,1.406,10.682,1317.60,3.6,0.000,12.20,29.0
97.304,step+12r0,13,15,L4 hip,12.088,1.406,10.682,1317.60,3.6,0.000,12.20,29.0
97.360,step+12r0,13,15,L4 hip,12.088,3.867,8.221,1537.20,4.4,0.000,12.20,29.0
97.401,step+12r0,13,15,L4 hip,12.088,3.867,8.221,1537.20,4.4,0.000,12.20,29.0
97.452,step+12r0,13,15,L4 hip,12.088,6.680,5.408,2196.00,4.0,0.000,12.20,29.0
97.493,step+12r0,13,15,L4 hip,12.088,6.680,5.408,2196.00,4.0,0.000,12.20,29.0
97.554,step+12r0,13,15,L4 hip,12.088,9.668,2.420,1537.20,4.8,0.006,12.20,29.0
97.594,step+12r0,13,15,L4 hip,12.088,9.668,2.420,1537.20,4.8,0.006,12.20,29.0
97.645,step+12r0,13,15,L4 hip,12.088,11.514,0.574,878.40,2.4,0.000,12.20,29.0
97.686,step+12r0,13,15,L4 hip,12.088,11.514,0.574,878.40,2.4,0.000,12.20,29.0
97.753,step+12r0,13,15,L4 hip,12.088,12.129,-0.041,219.60,2.0,0.006,12.20,29.0
97.793,step+12r0,13,15,L4 hip,12.088,12.129,-0.041,219.60,2.0,0.006,12.20,29.0
97.844,step+12r0,13,15,L4 hip,12.088,12.129,-0.041,0.00,0.0,0.000,12.20,29.0
97.848,return,13,15,L4 hip,0.088,12.129,-12.041,0.00,0.0,0.000,12.20,29.0
97.889,return,13,15,L4 hip,0.088,12.129,-12.041,0.00,0.0,0.000,12.20,29.0
97.940,return,13,15,L4 hip,0.088,11.602,-11.514,-658.80,5.2,0.013,12.20,29.0
97.981,return,13,15,L4 hip,0.088,11.602,-11.514,-658.80,5.2,0.013,12.20,29.0
98.032,return,13,15,L4 hip,0.088,9.844,-9.756,-1098.00,8.4,0.026,12.20,29.0
98.072,return,13,15,L4 hip,0.088,9.844,-9.756,-1098.00,8.4,0.026,12.20,29.0
98.123,return,13,15,L4 hip,0.088,7.119,-7.031,-1537.20,8.8,0.026,12.20,29.0
98.164,return,13,15,L4 hip,0.088,7.119,-7.031,-1537.20,8.8,0.026,12.20,29.0
98.215,return,13,15,L4 hip,0.088,4.307,-4.219,-1537.20,8.8,0.026,12.20,29.0
98.255,return,13,15,L4 hip,0.088,4.307,-4.219,-1537.20,8.8,0.026,12.20,29.0
98.306,return,13,15,L4 hip,0.088,1.846,-1.758,-1098.00,6.0,0.019,12.20,29.0
98.347,return,13,15,L4 hip,0.088,1.846,-1.758,-1098.00,6.0,0.019,12.20,29.0
98.397,return,13,15,L4 hip,0.088,0.439,-0.352,-658.80,2.8,0.006,12.20,29.0
98.438,return,13,15,L4 hip,0.088,0.439,-0.352,-658.80,2.8,0.006,12.20,29.0
98.505,return,13,15,L4 hip,0.088,0.352,-0.264,0.00,3.2,0.013,12.20,29.0
98.546,return,13,15,L4 hip,0.088,0.352,-0.264,0.00,3.2,0.013,12.20,29.0
98.605,step-12r0,13,15,L4 hip,-11.648,0.352,-12.000,0.00,4.0,0.013,12.20,29.0
98.646,step-12r0,13,15,L4 hip,-11.648,0.352,-12.000,0.00,4.0,0.013,12.20,29.0
98.697,step-12r0,13,15,L4 hip,-11.648,-0.439,-11.209,-658.80,7.2,0.026,12.20,29.0
98.738,step-12r0,13,15,L4 hip,-11.648,-0.439,-11.209,-658.80,7.2,0.026,12.20,29.0
98.804,step-12r0,13,15,L4 hip,-11.648,-2.900,-8.748,-1098.00,8.0,0.026,12.20,29.0
98.845,step-12r0,13,15,L4 hip,-11.648,-2.900,-8.748,-1098.00,8.0,0.026,12.20,29.0
98.896,step-12r0,13,15,L4 hip,-11.648,-5.713,-5.936,-1537.20,8.8,0.019,12.20,29.0
98.937,step-12r0,13,15,L4 hip,-11.648,-5.713,-5.936,-1537.20,8.8,0.019,12.20,29.0
98.988,step-12r0,13,15,L4 hip,-11.648,-8.525,-3.123,-1537.20,8.0,0.019,12.20,29.0
99.029,step-12r0,13,15,L4 hip,-11.648,-8.525,-3.123,-1537.20,8.0,0.019,12.20,29.0
99.080,step-12r0,13,15,L4 hip,-11.648,-10.547,-1.102,-878.40,5.2,0.006,12.20,29.0
99.120,step-12r0,13,15,L4 hip,-11.648,-10.547,-1.102,-878.40,5.2,0.006,12.20,29.0
99.171,step-12r0,13,15,L4 hip,-11.648,-11.514,-0.135,0.00,2.0,0.006,12.20,29.0
99.175,return,13,15,L4 hip,0.088,-11.514,11.602,0.00,2.0,0.006,12.20,29.0
99.216,return,13,15,L4 hip,0.088,-11.514,11.602,0.00,2.0,0.006,12.20,29.0
99.267,return,13,15,L4 hip,0.088,-11.074,11.162,219.60,4.0,0.006,12.20,29.0
99.308,return,13,15,L4 hip,0.088,-11.074,11.162,219.60,4.0,0.006,12.20,29.0
99.375,return,13,15,L4 hip,0.088,-8.701,8.789,1317.60,4.8,0.006,12.20,29.0
99.415,return,13,15,L4 hip,0.088,-8.701,8.789,1317.60,4.8,0.006,12.20,29.0
99.466,return,13,15,L4 hip,0.088,-5.977,6.064,1317.60,6.4,0.006,12.20,29.0
99.507,return,13,15,L4 hip,0.088,-5.977,6.064,1317.60,6.4,0.006,12.20,29.0
99.558,return,13,15,L4 hip,0.088,-3.340,3.428,1537.20,5.6,0.006,12.20,29.0
99.598,return,13,15,L4 hip,0.088,-3.340,3.428,1537.20,5.6,0.006,12.20,29.0
99.649,return,13,15,L4 hip,0.088,-0.967,1.055,1098.00,3.2,0.000,12.20,29.0
99.690,return,13,15,L4 hip,0.088,-0.967,1.055,1098.00,3.2,0.000,12.20,29.0
99.752,return,13,15,L4 hip,0.088,0.000,0.088,439.20,0.0,0.000,12.20,29.0
99.792,return,13,15,L4 hip,0.088,0.000,0.088,439.20,0.0,0.000,12.20,29.0
99.854,return,13,15,L4 hip,0.088,0.000,0.088,0.00,0.0,0.000,12.20,29.0
99.898,step+12r0,14,16,L4 knee,12.088,0.088,12.000,0.00,0.0,0.000,12.20,29.0
99.949,step+12r0,14,16,L4 knee,12.088,0.088,12.000,0.00,3.2,0.013,12.20,29.0
99.990,step+12r0,14,16,L4 knee,12.088,0.088,12.000,0.00,3.2,0.013,12.20,29.0
100.041,step+12r0,14,16,L4 knee,12.088,1.494,10.594,1098.00,3.6,0.000,12.20,29.0
100.081,step+12r0,14,16,L4 knee,12.088,1.494,10.594,1098.00,3.6,0.000,12.20,29.0
100.142,step+12r0,14,16,L4 knee,12.088,3.867,8.221,1537.20,6.4,0.006,12.20,29.0
100.182,step+12r0,14,16,L4 knee,12.088,3.867,8.221,1537.20,6.4,0.006,12.20,29.0
100.233,step+12r0,14,16,L4 knee,12.088,6.943,5.145,1537.20,6.8,0.006,12.20,27.0
100.274,step+12r0,14,16,L4 knee,12.088,6.943,5.145,1537.20,6.8,0.006,12.20,27.0
100.325,step+12r0,14,16,L4 knee,12.088,9.756,2.332,1537.20,4.0,0.006,12.20,29.0
100.365,step+12r0,14,16,L4 knee,12.088,9.756,2.332,1537.20,4.0,0.006,12.20,29.0
100.416,step+12r0,14,16,L4 knee,12.088,11.514,0.574,878.40,2.4,0.000,12.20,29.0
100.457,step+12r0,14,16,L4 knee,12.088,11.514,0.574,878.40,2.4,0.000,12.20,29.0
100.508,step+12r0,14,16,L4 knee,12.088,12.129,-0.041,658.80,2.0,0.000,12.20,29.0
100.548,step+12r0,14,16,L4 knee,12.088,12.129,-0.041,658.80,2.0,0.000,12.20,29.0
100.599,step+12r0,14,16,L4 knee,12.088,12.041,0.047,0.00,0.0,0.000,12.20,29.0
100.603,return,14,16,L4 knee,0.088,12.041,-11.953,0.00,0.0,0.000,12.20,29.0
100.643,return,14,16,L4 knee,0.088,12.041,-11.953,0.00,0.0,0.000,12.20,29.0
100.694,return,14,16,L4 knee,0.088,11.689,-11.602,-658.80,5.2,0.013,12.20,29.0
100.735,return,14,16,L4 knee,0.088,11.689,-11.602,-658.80,5.2,0.013,12.20,29.0
100.812,return,14,16,L4 knee,0.088,8.877,-8.789,-1098.00,6.8,0.006,12.20,29.0
100.852,return,14,16,L4 knee,0.088,8.877,-8.789,-1098.00,6.8,0.006,12.20,29.0
100.903,return,14,16,L4 knee,0.088,6.240,-6.152,-1317.60,6.4,0.013,12.20,29.0
100.944,return,14,16,L4 knee,0.088,6.240,-6.152,-1317.60,6.4,0.013,12.20,29.0
100.994,return,14,16,L4 knee,0.088,3.340,-3.252,-1537.20,5.2,0.013,12.20,29.0
101.035,return,14,16,L4 knee,0.088,3.340,-3.252,-1537.20,5.2,0.013,12.20,29.0
101.096,return,14,16,L4 knee,0.088,1.230,-1.143,-1098.00,4.0,0.006,12.20,29.0
101.137,return,14,16,L4 knee,0.088,1.230,-1.143,-1098.00,4.0,0.006,12.20,29.0
101.187,return,14,16,L4 knee,0.088,0.176,-0.088,-219.60,0.0,0.000,12.20,29.0
101.228,return,14,16,L4 knee,0.088,0.176,-0.088,-219.60,0.0,0.000,12.20,29.0
101.289,return,14,16,L4 knee,0.088,0.176,-0.088,0.00,0.0,0.000,12.20,29.0
101.333,step-12r0,14,16,L4 knee,-11.824,0.176,-12.000,0.00,0.0,0.000,12.20,29.0
101.394,step-12r0,14,16,L4 knee,-11.824,0.088,-11.912,-219.60,4.4,0.013,12.20,29.0
101.434,step-12r0,14,16,L4 knee,-11.824,0.088,-11.912,-219.60,4.4,0.013,12.20,29.0
101.485,step-12r0,14,16,L4 knee,-11.824,-1.494,-10.330,-878.40,6.0,0.013,12.20,29.0
101.526,step-12r0,14,16,L4 knee,-11.824,-1.494,-10.330,-878.40,6.0,0.013,12.20,29.0
101.577,step-12r0,14,16,L4 knee,-11.824,-3.955,-7.869,-1317.60,7.2,0.013,12.20,29.0
101.618,step-12r0,14,16,L4 knee,-11.824,-3.955,-7.869,-1317.60,7.2,0.013,12.20,29.0
101.668,step-12r0,14,16,L4 knee,-11.824,-6.943,-4.881,-1537.20,6.4,0.013,12.20,29.0
101.709,step-12r0,14,16,L4 knee,-11.824,-6.943,-4.881,-1537.20,6.4,0.013,12.20,29.0
101.760,step-12r0,14,16,L4 knee,-11.824,-9.668,-2.156,-1317.60,4.4,0.006,12.20,29.0
101.800,step-12r0,14,16,L4 knee,-11.824,-9.668,-2.156,-1317.60,4.4,0.006,12.20,29.0
101.851,step-12r0,14,16,L4 knee,-11.824,-11.338,-0.486,-658.80,3.2,0.000,12.20,29.0
101.892,step-12r0,14,16,L4 knee,-11.824,-11.338,-0.486,-658.80,3.2,0.000,12.20,29.0
101.943,step-12r0,14,16,L4 knee,-11.824,-11.777,-0.047,0.00,0.0,0.000,12.20,29.0
101.947,return,14,16,L4 knee,0.088,-11.777,11.865,0.00,0.0,0.000,12.20,29.0
101.988,return,14,16,L4 knee,0.088,-11.777,11.865,0.00,0.0,0.000,12.20,29.0
102.039,return,14,16,L4 knee,0.088,-11.514,11.602,439.20,5.2,0.013,12.20,29.0
102.079,return,14,16,L4 knee,0.088,-11.514,11.602,439.20,5.2,0.013,12.20,29.0
102.163,return,14,16,L4 knee,0.088,-8.701,8.789,1317.60,6.8,0.019,12.20,29.0
102.203,return,14,16,L4 knee,0.088,-8.701,8.789,1317.60,6.8,0.019,12.20,29.0
102.270,return,14,16,L4 knee,0.088,-5.801,5.889,1537.20,5.6,0.006,12.20,29.0
102.311,return,14,16,L4 knee,0.088,-5.801,5.889,1537.20,5.6,0.006,12.20,29.0
102.362,return,14,16,L4 knee,0.088,-2.549,2.637,1537.20,5.2,0.006,12.20,29.0
102.402,return,14,16,L4 knee,0.088,-2.549,2.637,1537.20,5.2,0.006,12.20,29.0
102.453,return,14,16,L4 knee,0.088,-0.703,0.791,658.80,2.8,0.006,12.20,29.0
102.493,return,14,16,L4 knee,0.088,-0.703,0.791,658.80,2.8,0.006,12.20,29.0
102.544,return,14,16,L4 knee,0.088,-0.088,0.176,0.00,2.8,0.006,12.20,29.0
102.585,return,14,16,L4 knee,0.088,-0.088,0.176,0.00,2.8,0.006,12.20,29.0
102.646,return,14,16,L4 knee,0.088,0.000,0.088,0.00,0.0,0.000,12.20,29.0
102.689,step+12r0,15,17,L5 yaw,11.912,-0.088,12.000,0.00,0.0,0.000,12.20,31.0
102.740,step+12r0,15,17,L5 yaw,11.912,-0.088,12.000,0.00,3.2,0.013,12.20,31.0
102.781,step+12r0,15,17,L5 yaw,11.912,-0.088,12.000,0.00,3.2,0.013,12.20,31.0
102.832,step+12r0,15,17,L5 yaw,11.912,1.230,10.682,878.40,5.2,0.013,12.20,31.0
102.872,step+12r0,15,17,L5 yaw,11.912,1.230,10.682,878.40,5.2,0.013,12.20,31.0
102.923,step+12r0,15,17,L5 yaw,11.912,3.604,8.309,1537.20,7.2,0.006,12.20,31.0
102.964,step+12r0,15,17,L5 yaw,11.912,3.604,8.309,1537.20,7.2,0.006,12.20,31.0
103.014,step+12r0,15,17,L5 yaw,11.912,6.504,5.408,1537.20,6.4,0.013,12.20,31.0
103.055,step+12r0,15,17,L5 yaw,11.912,6.504,5.408,1537.20,6.4,0.013,12.20,31.0
103.106,step+12r0,15,17,L5 yaw,11.912,9.316,2.596,1537.20,4.4,0.006,12.20,31.0
103.146,step+12r0,15,17,L5 yaw,11.912,9.316,2.596,1537.20,4.4,0.006,12.20,31.0
103.213,step+12r0,15,17,L5 yaw,11.912,11.162,0.750,878.40,2.8,0.006,12.20,31.0
103.254,step+12r0,15,17,L5 yaw,11.912,11.162,0.750,878.40,2.8,0.006,12.20,31.0
103.304,step+12r0,15,17,L5 yaw,11.912,11.865,0.047,0.00,0.0,0.000,12.20,31.0
103.308,return,15,17,L5 yaw,-0.088,11.865,-11.953,0.00,0.0,0.000,12.20,31.0
103.349,return,15,17,L5 yaw,-0.088,11.865,-11.953,0.00,0.0,0.000,12.20,31.0
103.400,return,15,17,L5 yaw,-0.088,11.426,-11.514,-658.80,4.0,0.006,12.20,31.0
103.440,return,15,17,L5 yaw,-0.088,11.426,-11.514,-658.80,4.0,0.006,12.20,31.0
103.491,return,15,17,L5 yaw,-0.088,9.580,-9.668,-1098.00,5.6,0.013,12.20,31.0
103.532,return,15,17,L5 yaw,-0.088,9.580,-9.668,-1098.00,5.6,0.013,12.20,31.0
103.583,return,15,17,L5 yaw,-0.088,6.768,-6.855,-1537.20,5.2,0.000,12.20,31.0
103.623,return,15,17,L5 yaw,-0.088,6.768,-6.855,-1537.20,5.2,0.000,12.20,31.0
103.674,return,15,17,L5 yaw,-0.088,4.043,-4.131,-1537.20,6.8,0.013,12.20,31.0
103.714,return,15,17,L5 yaw,-0.088,4.043,-4.131,-1537.20,6.8,0.013,12.20,31.0
103.775,return,15,17,L5 yaw,-0.088,1.582,-1.670,-1098.00,4.8,0.006,12.20,31.0
103.816,return,15,17,L5 yaw,-0.088,1.582,-1.670,-1098.00,4.8,0.006,12.20,31.0
103.866,return,15,17,L5 yaw,-0.088,0.088,-0.176,-219.60,2.8,0.013,12.20,31.0
103.907,return,15,17,L5 yaw,-0.088,0.088,-0.176,-219.60,2.8,0.013,12.20,31.0
103.958,return,15,17,L5 yaw,-0.088,-0.088,0.000,0.00,0.0,0.000,12.20,31.0
103.999,return,15,17,L5 yaw,-0.088,-0.088,0.000,0.00,0.0,0.000,12.20,31.0
104.057,step-12r0,15,17,L5 yaw,-12.088,-0.088,-12.000,0.00,0.0,0.000,12.20,31.0
104.098,step-12r0,15,17,L5 yaw,-12.088,-0.088,-12.000,0.00,0.0,0.000,12.20,31.0
104.149,step-12r0,15,17,L5 yaw,-12.088,-0.791,-11.297,-1098.00,4.0,0.006,12.20,31.0
104.190,step-12r0,15,17,L5 yaw,-12.088,-0.791,-11.297,-1098.00,4.0,0.006,12.20,31.0
104.241,step-12r0,15,17,L5 yaw,-12.088,-2.637,-9.451,-1317.60,6.4,0.013,12.20,31.0
104.281,step-12r0,15,17,L5 yaw,-12.088,-2.637,-9.451,-1317.60,6.4,0.013,12.20,31.0
104.332,step-12r0,15,17,L5 yaw,-12.088,-5.449,-6.639,-1756.80,6.8,0.006,12.20,31.0
