t_s,phase,joint,id,name,cmd_deg,present_deg,err_deg,speed_deg_s,load_pct,current_a,volt,temp_c
79.452,ramp,8,10,L2 knee,-0.549,0.088,-0.636,0.00,6.4,0.013,12.10,33.0
79.495,ramp,8,10,L2 knee,-0.657,0.088,-0.745,0.00,6.4,0.013,12.10,33.0
79.549,ramp,8,10,L2 knee,-0.744,-0.264,-0.481,0.00,4.4,0.006,12.20,33.0
79.593,ramp,8,10,L2 knee,-0.852,-0.264,-0.589,0.00,4.4,0.006,12.20,33.0
79.648,ramp,8,10,L2 knee,-0.941,-0.439,-0.501,-219.60,5.2,0.013,12.10,33.0
79.691,ramp,8,10,L2 knee,-1.049,-0.439,-0.609,-219.60,5.2,0.013,12.10,33.0
79.746,ramp,8,10,L2 knee,-1.136,-0.703,-0.433,-219.60,4.4,0.006,12.20,33.0
79.790,ramp,8,10,L2 knee,-1.245,-0.703,-0.542,-219.60,4.4,0.006,12.20,33.0
79.844,ramp,8,10,L2 knee,-1.333,-0.879,-0.454,-219.60,4.4,0.006,12.10,33.0
79.888,ramp,8,10,L2 knee,-1.441,-0.879,-0.562,-219.60,4.4,0.006,12.10,33.0
79.941,ramp,8,10,L2 knee,-1.529,-0.879,-0.650,0.00,6.4,0.013,12.10,33.0
79.985,ramp,8,10,L2 knee,-1.637,-0.879,-0.758,0.00,6.4,0.013,12.10,33.0
80.039,ramp,8,10,L2 knee,-1.724,-1.230,-0.493,-219.60,5.6,0.006,12.10,33.0
80.083,ramp,8,10,L2 knee,-1.832,-1.230,-0.602,-219.60,5.6,0.006,12.10,33.0
80.137,ramp,8,10,L2 knee,-1.920,-1.406,-0.513,0.00,6.0,0.006,12.20,33.0
80.181,ramp,8,10,L2 knee,-2.028,-1.406,-0.622,0.00,6.0,0.006,12.20,33.0
80.235,ramp,8,10,L2 knee,-2.116,-1.582,-0.534,0.00,5.6,0.013,12.10,33.0
80.279,ramp,8,10,L2 knee,-2.224,-1.582,-0.642,0.00,5.6,0.013,12.10,33.0
80.359,ramp,8,10,L2 knee,-2.312,-1.846,-0.466,-219.60,4.8,0.006,12.10,33.0
80.402,ramp,8,10,L2 knee,-2.471,-1.846,-0.625,-219.60,4.8,0.006,12.10,33.0
80.473,ramp,8,10,L2 knee,-2.558,-1.934,-0.625,0.00,6.8,0.013,12.10,33.0
80.541,ramp,8,10,L2 knee,-2.699,-2.285,-0.414,0.00,4.0,0.006,12.20,33.0
80.585,ramp,8,10,L2 knee,-2.836,-2.285,-0.551,0.00,4.0,0.006,12.20,33.0
80.639,ramp,8,10,L2 knee,-2.923,-2.373,-0.550,-219.60,5.2,0.006,12.10,33.0
80.682,ramp,8,10,L2 knee,-3.031,-2.373,-0.658,-219.60,5.2,0.006,12.10,33.0
80.736,ramp,8,10,L2 knee,-3.118,-2.637,-0.482,-219.60,4.4,0.006,12.20,33.0
80.780,ramp,8,10,L2 knee,-3.226,-2.637,-0.590,-219.60,4.4,0.006,12.20,33.0
80.834,ramp,8,10,L2 knee,-3.314,-2.725,-0.589,0.00,6.8,0.006,12.10,33.0
80.878,ramp,8,10,L2 knee,-3.422,-2.725,-0.697,0.00,6.8,0.006,12.10,33.0
80.931,ramp,8,10,L2 knee,-3.509,-2.988,-0.520,0.00,5.6,0.013,12.20,33.0
80.975,ramp,8,10,L2 knee,-3.616,-2.988,-0.628,0.00,5.6,0.013,12.20,33.0
81.029,ramp,8,10,L2 knee,-3.704,-3.252,-0.452,-219.60,4.8,0.006,12.10,33.0
81.073,ramp,8,10,L2 knee,-3.811,-3.252,-0.559,-219.60,4.8,0.006,12.10,33.0
81.127,ramp,8,10,L2 knee,-3.899,-3.340,-0.559,0.00,5.6,0.006,12.20,33.0
81.171,ramp,8,10,L2 knee,-4.007,-3.340,-0.667,0.00,5.6,0.006,12.20,33.0
81.225,ramp,8,10,L2 knee,-4.095,-3.691,-0.404,0.00,5.2,0.006,12.10,33.0
81.269,ramp,8,10,L2 knee,-4.204,-3.691,-0.512,0.00,5.2,0.006,12.10,33.0
81.323,ramp,8,10,L2 knee,-4.292,-3.867,-0.424,0.00,4.8,0.006,12.10,33.0
81.367,ramp,8,10,L2 knee,-4.400,-3.867,-0.533,0.00,4.8,0.006,12.10,33.0
81.421,ramp,8,10,L2 knee,-4.488,-3.955,-0.533,0.00,5.6,0.013,12.10,33.0
81.465,ramp,8,10,L2 knee,-4.596,-3.955,-0.641,0.00,5.6,0.013,12.10,33.0
81.519,ramp,8,10,L2 knee,-4.683,-4.219,-0.465,-219.60,4.0,0.006,12.20,33.0
81.582,ramp,8,10,L2 knee,-4.791,-4.307,-0.485,0.00,4.8,0.006,12.10,33.0
81.626,ramp,8,10,L2 knee,-4.918,-4.307,-0.611,0.00,4.8,0.006,12.10,33.0
81.680,ramp,8,10,L2 knee,-5.005,-4.482,-0.523,0.00,5.6,0.006,12.20,33.0
81.723,ramp,8,10,L2 knee,-5.113,-4.482,-0.631,0.00,5.6,0.006,12.20,33.0
81.794,ramp,8,10,L2 knee,-5.201,-4.658,-0.542,0.00,5.6,0.013,12.20,33.0
81.837,ramp,8,10,L2 knee,-5.341,-4.658,-0.683,0.00,5.6,0.013,12.20,33.0
81.891,ramp,8,10,L2 knee,-5.427,-4.922,-0.506,-219.60,5.2,0.006,12.10,33.0
81.935,ramp,8,10,L2 knee,-5.536,-4.922,-0.614,-219.60,5.2,0.006,12.10,33.0
81.989,ramp,8,10,L2 knee,-5.624,-5.098,-0.526,0.00,5.6,0.006,12.10,33.0
82.033,ramp,8,10,L2 knee,-5.732,-5.098,-0.634,0.00,5.6,0.006,12.10,33.0
82.103,ramp,8,10,L2 knee,-5.736,-5.361,-0.375,0.00,4.0,0.006,12.10,33.0
82.106,ramp,8,10,L2 knee,-5.736,-5.361,-0.375,0.00,4.0,0.006,12.10,33.0
82.149,ramp,8,10,L2 knee,-5.650,-5.361,-0.289,0.00,4.0,0.006,12.10,33.0
82.203,ramp,8,10,L2 knee,-5.564,-5.361,-0.202,0.00,2.8,0.006,12.20,33.0
82.246,ramp,8,10,L2 knee,-5.456,-5.361,-0.094,0.00,2.8,0.006,12.20,33.0
82.300,ramp,8,10,L2 knee,-5.368,-5.361,-0.007,0.00,2.0,0.000,12.10,33.0
82.344,ramp,8,10,L2 knee,-5.260,-5.361,0.101,0.00,2.0,0.000,12.10,33.0
82.398,ramp,8,10,L2 knee,-5.173,-5.361,0.188,0.00,0.0,0.000,12.10,33.0
82.442,ramp,8,10,L2 knee,-5.065,-5.361,0.296,0.00,0.0,0.000,12.10,33.0
82.506,ramp,8,10,L2 knee,-4.978,-5.361,0.383,0.00,3.6,0.006,12.10,33.0
82.549,ramp,8,10,L2 knee,-4.849,-5.361,0.512,0.00,3.6,0.006,12.10,33.0
82.603,ramp,8,10,L2 knee,-4.763,-5.186,0.423,0.00,4.4,0.006,12.10,33.0
82.647,ramp,8,10,L2 knee,-4.654,-5.186,0.531,0.00,4.4,0.006,12.10,33.0
82.717,ramp,8,10,L2 knee,-4.567,-5.010,0.443,0.00,4.4,0.006,12.10,33.0
82.761,ramp,8,10,L2 knee,-4.427,-5.010,0.583,0.00,4.4,0.006,12.10,33.0
82.815,ramp,8,10,L2 knee,-4.340,-4.834,0.494,219.60,4.8,0.006,12.10,33.0
82.858,ramp,8,10,L2 knee,-4.232,-4.834,0.602,219.60,4.8,0.006,12.10,33.0
82.912,ramp,8,10,L2 knee,-4.144,-4.482,0.338,219.60,3.2,0.006,12.10,33.0
82.956,ramp,8,10,L2 knee,-4.037,-4.482,0.446,219.60,3.2,0.006,12.10,33.0
83.020,ramp,8,10,L2 knee,-3.949,-4.395,0.445,219.60,4.0,0.000,12.10,33.0
83.064,ramp,8,10,L2 knee,-3.821,-4.395,0.574,219.60,4.0,0.000,12.10,33.0
83.144,ramp,8,10,L2 knee,-3.733,-4.219,0.486,0.00,4.8,0.006,12.10,33.0
83.189,ramp,8,10,L2 knee,-3.572,-4.219,0.647,0.00,4.8,0.006,12.10,33.0
83.243,ramp,8,10,L2 knee,-3.484,-3.867,0.384,0.00,3.2,0.006,12.10,33.0
83.287,ramp,8,10,L2 knee,-3.375,-3.867,0.492,0.00,3.2,0.006,12.10,33.0
83.341,ramp,8,10,L2 knee,-3.287,-3.867,0.580,0.00,6.0,0.006,12.20,33.0
83.385,ramp,8,10,L2 knee,-3.179,-3.867,0.689,0.00,6.0,0.006,12.20,33.0
83.440,ramp,8,10,L2 knee,-3.091,-3.516,0.425,0.00,4.0,0.006,12.10,33.0
83.483,ramp,8,10,L2 knee,-2.982,-3.516,0.534,0.00,4.0,0.006,12.10,33.0
83.538,ramp,8,10,L2 knee,-2.894,-3.340,0.446,0.00,4.0,0.006,12.20,33.0
83.582,ramp,8,10,L2 knee,-2.786,-3.340,0.554,0.00,4.0,0.006,12.20,33.0
83.636,ramp,8,10,L2 knee,-2.698,-3.164,0.466,219.60,4.0,0.006,12.10,33.0
83.680,ramp,8,10,L2 knee,-2.589,-3.164,0.575,219.60,4.0,0.006,12.10,33.0
83.750,ramp,8,10,L2 knee,-2.502,-2.988,0.487,0.00,5.2,0.013,12.10,33.0
83.794,ramp,8,10,L2 knee,-2.361,-2.988,0.627,0.00,5.2,0.013,12.10,33.0
83.864,ramp,8,10,L2 knee,-2.273,-2.812,0.539,0.00,5.2,0.006,12.10,33.0
83.908,ramp,8,10,L2 knee,-2.133,-2.812,0.680,0.00,5.2,0.006,12.10,33.0
83.962,ramp,8,10,L2 knee,-2.045,-2.549,0.504,0.00,5.2,0.006,12.10,33.0
84.006,ramp,8,10,L2 knee,-1.936,-2.549,0.612,0.00,5.2,0.006,12.10,33.0
84.060,ramp,8,10,L2 knee,-1.849,-2.285,0.436,0.00,4.0,0.006,12.10,33.0
84.104,ramp,8,10,L2 knee,-1.740,-2.285,0.545,0.00,4.0,0.006,12.10,33.0
84.171,ramp,8,10,L2 knee,-1.652,-2.109,0.457,219.60,3.6,0.000,12.10,32.0
84.215,ramp,8,10,L2 knee,-1.520,-2.109,0.590,219.60,3.6,0.000,12.10,32.0
84.284,ramp,8,10,L2 knee,-1.432,-1.934,0.502,0.00,5.2,0.013,12.10,33.0
84.328,ramp,8,10,L2 knee,-1.293,-1.934,0.641,0.00,5.2,0.013,12.10,33.0
84.382,ramp,8,10,L2 knee,-1.205,-1.670,0.464,0.00,4.4,0.006,12.10,33.0
84.426,ramp,8,10,L2 knee,-1.098,-1.670,0.572,0.00,4.4,0.006,12.10,33.0
84.480,ramp,8,10,L2 knee,-1.010,-1.406,0.396,219.60,4.0,0.006,12.20,33.0
84.524,ramp,8,10,L2 knee,-0.901,-1.406,0.505,219.60,4.0,0.006,12.20,33.0
84.578,ramp,8,10,L2 knee,-0.814,-1.230,0.416,0.00,4.0,0.006,12.10,33.0
84.621,ramp,8,10,L2 knee,-0.706,-1.230,0.524,0.00,4.0,0.006,12.10,33.0
84.675,ramp,8,10,L2 knee,-0.619,-0.967,0.348,0.00,3.2,0.000,12.10,33.0
84.719,ramp,8,10,L2 knee,-0.511,-0.967,0.456,0.00,3.2,0.000,12.10,33.0
84.773,ramp,8,10,L2 knee,-0.423,-0.879,0.456,0.00,4.0,0.006,12.10,33.0
84.816,ramp,8,10,L2 knee,-0.316,-0.879,0.563,0.00,4.0,0.006,12.10,33.0
84.870,ramp,8,10,L2 knee,-0.228,-0.703,0.475,219.60,4.4,0.006,12.10,33.0
84.914,ramp,8,10,L2 knee,-0.120,-0.703,0.583,219.60,4.4,0.006,12.10,33.0
84.968,ramp,8,10,L2 knee,-0.033,-0.439,0.407,439.20,4.4,0.000,12.10,33.0
85.012,ramp,8,10,L2 knee,0.075,-0.439,0.515,439.20,4.4,0.000,12.10,33.0
85.066,ramp,8,10,L2 knee,0.163,-0.264,0.426,0.00,4.4,0.006,12.10,33.0
85.109,ramp,8,10,L2 knee,0.264,-0.264,0.527,0.00,4.4,0.006,12.10,33.0
85.127,return,8,10,L2 knee,0.264,-0.176,0.439,219.60,4.0,0.000,12.10,33.0
85.168,return,8,10,L2 knee,0.264,-0.176,0.439,219.60,4.0,0.000,12.10,33.0
85.235,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.275,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.365,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.20,32.0
85.405,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.20,32.0
85.456,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.496,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.547,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.588,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.638,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.679,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.730,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.770,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.10,33.0
85.821,return,8,10,L2 knee,0.264,-0.088,0.352,0.00,4.0,0.006,12.20,33.0
85.866,step+12r0,9,11,L3 yaw,11.912,-0.088,12.000,0.00,0.0,0.000,12.10,29.0
85.916,step+12r0,9,11,L3 yaw,11.912,-0.088,12.000,0.00,3.2,0.013,12.10,29.0
85.956,step+12r0,9,11,L3 yaw,11.912,-0.088,12.000,0.00,3.2,0.013,12.10,29.0
86.007,step+12r0,9,11,L3 yaw,11.912,1.143,10.770,658.80,6.4,0.026,12.10,29.0
86.048,step+12r0,9,11,L3 yaw,11.912,1.143,10.770,658.80,6.4,0.026,12.10,29.0
86.099,step+12r0,9,11,L3 yaw,11.912,3.428,8.484,1537.20,8.0,0.013,12.10,29.0
86.140,step+12r0,9,11,L3 yaw,11.912,3.428,8.484,1537.20,8.0,0.013,12.10,29.0
86.191,step+12r0,9,11,L3 yaw,11.912,6.240,5.672,1537.20,8.0,0.013,12.10,29.0
86.231,step+12r0,9,11,L3 yaw,11.912,6.240,5.672,1537.20,8.0,0.013,12.10,29.0
86.292,step+12r0,9,11,L3 yaw,11.912,8.965,2.947,1317.60,6.8,0.013,12.10,29.0
86.333,step+12r0,9,11,L3 yaw,11.912,8.965,2.947,1317.60,6.8,0.013,12.10,29.0
86.384,step+12r0,9,11,L3 yaw,11.912,11.074,0.838,878.40,4.4,0.013,12.10,29.0
86.424,step+12r0,9,11,L3 yaw,11.912,11.074,0.838,878.40,4.4,0.013,12.10,29.0
86.475,step+12r0,9,11,L3 yaw,11.912,11.689,0.223,0.00,3.2,0.006,12.10,29.0
86.479,return,9,11,L3 yaw,-0.088,11.689,-11.777,0.00,3.2,0.006,12.10,29.0
86.520,return,9,11,L3 yaw,-0.088,11.689,-11.777,0.00,3.2,0.006,12.10,29.0
86.570,return,9,11,L3 yaw,-0.088,11.338,-11.426,-439.20,3.2,0.006,12.10,29.0
86.611,return,9,11,L3 yaw,-0.088,11.338,-11.426,-439.20,3.2,0.006,12.10,29.0
86.662,return,9,11,L3 yaw,-0.088,9.668,-9.756,-1317.60,6.0,0.013,12.20,29.0
86.702,return,9,11,L3 yaw,-0.088,9.668,-9.756,-1317.60,6.0,0.013,12.20,29.0
86.753,return,9,11,L3 yaw,-0.088,7.031,-7.119,-1537.20,6.8,0.013,12.10,29.0
86.794,return,9,11,L3 yaw,-0.088,7.031,-7.119,-1537.20,6.8,0.013,12.10,29.0
86.845,return,9,11,L3 yaw,-0.088,4.131,-4.219,-1537.20,6.4,0.013,12.10,29.0
86.885,return,9,11,L3 yaw,-0.088,4.131,-4.219,-1537.20,6.4,0.013,12.10,29.0
86.936,return,9,11,L3 yaw,-0.088,1.582,-1.670,-1317.60,4.0,0.013,12.10,29.0
86.977,return,9,11,L3 yaw,-0.088,1.582,-1.670,-1317.60,4.0,0.013,12.10,29.0
87.027,return,9,11,L3 yaw,-0.088,0.176,-0.264,-658.80,2.0,0.006,12.10,29.0
87.068,return,9,11,L3 yaw,-0.088,0.176,-0.264,-658.80,2.0,0.006,12.10,29.0
87.119,return,9,11,L3 yaw,-0.088,0.000,-0.088,0.00,0.0,0.000,12.10,29.0
87.160,return,9,11,L3 yaw,-0.088,0.000,-0.088,0.00,0.0,0.000,12.10,29.0
87.219,step-12r0,9,11,L3 yaw,-12.000,0.000,-12.000,0.00,2.4,0.006,12.10,29.0
87.260,step-12r0,9,11,L3 yaw,-12.000,0.000,-12.000,0.00,2.4,0.006,12.10,29.0
87.311,step-12r0,9,11,L3 yaw,-12.000,-0.791,-11.209,-658.80,4.0,0.013,12.10,29.0
87.352,step-12r0,9,11,L3 yaw,-12.000,-0.791,-11.209,-658.80,4.0,0.013,12.10,29.0
87.419,step-12r0,9,11,L3 yaw,-12.000,-2.637,-9.363,-1317.60,6.4,0.013,12.10,29.0
87.460,step-12r0,9,11,L3 yaw,-12.000,-2.637,-9.363,-1317.60,6.4,0.013,12.10,29.0
87.521,step-12r0,9,11,L3 yaw,-12.000,-5.801,-6.199,-1537.20,8.0,0.026,12.10,29.0
87.562,step-12r0,9,11,L3 yaw,-12.000,-5.801,-6.199,-1537.20,8.0,0.026,12.10,29.0
87.623,step-12r0,9,11,L3 yaw,-12.000,-8.877,-3.123,-1537.20,8.0,0.013,12.20,29.0
87.664,step-12r0,9,11,L3 yaw,-12.000,-8.877,-3.123,-1537.20,8.0,0.013,12.20,29.0
87.714,step-12r0,9,11,L3 yaw,-12.000,-10.986,-1.014,-1098.00,5.6,0.013,12.10,29.0
87.755,step-12r0,9,11,L3 yaw,-12.000,-10.986,-1.014,-1098.00,5.6,0.013,12.10,29.0
87.822,step-12r0,9,11,L3 yaw,-12.000,-11.777,-0.223,-219.60,2.8,0.006,12.10,29.0
87.863,step-12r0,9,11,L3 yaw,-12.000,-11.777,-0.223,-219.60,2.8,0.006,12.10,29.0
87.914,step-12r0,9,11,L3 yaw,-12.000,-11.865,-0.135,0.00,2.4,0.006,12.20,29.0
87.918,return,9,11,L3 yaw,-0.088,-11.865,11.777,0.00,2.4,0.006,12.20,29.0
87.959,return,9,11,L3 yaw,-0.088,-11.865,11.777,0.00,2.4,0.006,12.20,29.0
88.010,return,9,11,L3 yaw,-0.088,-11.689,11.602,439.20,6.0,0.013,12.10,29.0
88.050,return,9,11,L3 yaw,-0.088,-11.689,11.602,439.20,6.0,0.013,12.10,29.0
88.101,return,9,11,L3 yaw,-0.088,-9.844,9.756,1098.00,6.0,0.013,12.20,29.0
88.142,return,9,11,L3 yaw,-0.088,-9.844,9.756,1098.00,6.0,0.013,12.20,29.0
88.192,return,9,11,L3 yaw,-0.088,-7.119,7.031,1537.20,6.0,0.006,12.10,29.0
88.233,return,9,11,L3 yaw,-0.088,-7.119,7.031,1537.20,6.0,0.006,12.10,29.0
88.294,return,9,11,L3 yaw,-0.088,-4.307,4.219,1537.20,6.4,0.006,12.10,29.0
88.334,return,9,11,L3 yaw,-0.088,-4.307,4.219,1537.20,6.4,0.006,12.10,29.0
88.396,return,9,11,L3 yaw,-0.088,-1.582,1.494,1098.00,3.6,0.006,12.10,29.0
88.436,return,9,11,L3 yaw,-0.088,-1.582,1.494,1098.00,3.6,0.006,12.10,29.0
88.487,return,9,11,L3 yaw,-0.088,-0.352,0.264,439.20,2.4,0.006,12.10,29.0
88.528,return,9,11,L3 yaw,-0.088,-0.352,0.264,439.20,2.4,0.006,12.10,29.0
88.579,return,9,11,L3 yaw,-0.088,-0.264,0.176,-219.60,2.4,0.006,12.10,29.0
88.623,step+12r0,10,12,L3 hip,12.439,0.439,12.000,0.00,0.0,0.000,12.20,33.0
88.674,step+12r0,10,12,L3 hip,12.439,0.439,12.000,0.00,3.2,0.006,12.20,33.0
88.714,step+12r0,10,12,L3 hip,12.439,0.439,12.000,0.00,3.2,0.006,12.20,33.0
88.765,step+12r0,10,12,L3 hip,12.439,1.494,10.945,658.80,8.0,0.006,12.20,33.0
88.806,step+12r0,10,12,L3 hip,12.439,1.494,10.945,658.80,8.0,0.006,12.20,33.0
88.857,step+12r0,10,12,L3 hip,12.439,3.691,8.748,1317.60,11.6,0.006,12.20,33.0
88.898,step+12r0,10,12,L3 hip,12.439,3.691,8.748,1317.60,11.6,0.006,12.20,33.0
88.949,step+12r0,10,12,L3 hip,12.439,6.504,5.936,1537.20,11.2,0.006,12.20,33.0
88.989,step+12r0,10,12,L3 hip,12.439,6.504,5.936,1537.20,11.2,0.006,12.20,33.0
89.040,step+12r0,10,12,L3 hip,12.439,9.316,3.123,1537.20,9.2,0.006,12.20,33.0
89.081,step+12r0,10,12,L3 hip,12.439,9.316,3.123,1537.20,9.2,0.006,12.20,33.0
89.132,step+12r0,10,12,L3 hip,12.439,11.338,1.102,878.40,6.0,0.006,12.20,33.0
89.173,step+12r0,10,12,L3 hip,12.439,11.338,1.102,878.40,6.0,0.006,12.20,33.0
89.223,step+12r0,10,12,L3 hip,12.439,12.305,0.135,439.20,2.0,0.000,12.10,33.0
89.264,step+12r0,10,12,L3 hip,12.439,12.305,0.135,439.20,2.0,0.000,12.10,33.0
89.315,step+12r0,10,12,L3 hip,12.439,12.393,0.047,0.00,0.0,0.000,12.10,33.0
89.319,return,10,12,L3 hip,0.439,12.393,-11.953,0.00,0.0,0.000,12.10,33.0
89.360,return,10,12,L3 hip,0.439,12.393,-11.953,0.00,0.0,0.000,12.10,33.0
89.411,return,10,12,L3 hip,0.439,12.393,-11.953,0.00,9.2,0.019,12.20,33.0
89.451,return,10,12,L3 hip,0.439,12.393,-11.953,0.00,9.2,0.019,12.20,33.0
89.502,return,10,12,L3 hip,0.439,10.811,-10.371,-878.40,12.8,0.019,12.20,33.0
89.543,return,10,12,L3 hip,0.439,10.811,-10.371,-878.40,12.8,0.019,12.20,33.0
89.593,return,10,12,L3 hip,0.439,8.262,-7.822,-1537.20,13.6,0.019,12.20,33.0
89.634,return,10,12,L3 hip,0.439,8.262,-7.822,-1537.20,13.6,0.019,12.20,33.0
89.685,return,10,12,L3 hip,0.439,5.449,-5.010,-1537.20,14.4,0.026,12.20,33.0
89.726,return,10,12,L3 hip,0.439,5.449,-5.010,-1537.20,14.4,0.026,12.20,33.0
89.776,return,10,12,L3 hip,0.439,2.900,-2.461,-1317.60,11.6,0.019,12.20,32.0
89.817,return,10,12,L3 hip,0.439,2.900,-2.461,-1317.60,11.6,0.019,12.20,32.0
89.869,return,10,12,L3 hip,0.439,1.230,-0.791,-658.80,6.8,0.006,12.10,33.0
89.910,return,10,12,L3 hip,0.439,1.230,-0.791,-658.80,6.8,0.006,12.10,33.0
89.961,return,10,12,L3 hip,0.439,0.791,-0.352,0.00,4.0,0.006,12.20,33.0
90.002,return,10,12,L3 hip,0.439,0.791,-0.352,0.00,4.0,0.006,12.20,33.0
90.061,step-12r0,10,12,L3 hip,-11.209,0.791,-12.000,0.00,4.8,0.006,12.20,33.0
90.102,step-12r0,10,12,L3 hip,-11.209,0.791,-12.000,0.00,4.8,0.006,12.20,33.0
90.168,step-12r0,10,12,L3 hip,-11.209,0.352,-11.561,-439.20,10.0,0.019,12.20,33.0
90.209,step-12r0,10,12,L3 hip,-11.209,0.352,-11.561,-439.20,10.0,0.019,12.20,33.0
90.259,step-12r0,10,12,L3 hip,-11.209,-1.846,-9.363,-1098.00,13.6,0.026,12.20,33.0
90.300,step-12r0,10,12,L3 hip,-11.209,-1.846,-9.363,-1098.00,13.6,0.026,12.20,33.0
90.367,step-12r0,10,12,L3 hip,-11.209,-4.570,-6.639,-1537.20,14.4,0.026,12.20,33.0
90.408,step-12r0,10,12,L3 hip,-11.209,-4.570,-6.639,-1537.20,14.4,0.026,12.20,33.0
90.475,step-12r0,10,12,L3 hip,-11.209,-7.822,-3.387,-1317.60,13.6,0.019,12.20,33.0
90.516,step-12r0,10,12,L3 hip,-11.209,-7.822,-3.387,-1317.60,13.6,0.019,12.20,33.0
90.577,step-12r0,10,12,L3 hip,-11.209,-10.107,-1.102,-658.80,8.8,0.019,12.20,33.0
90.618,step-12r0,10,12,L3 hip,-11.209,-10.107,-1.102,-658.80,8.8,0.019,12.20,33.0
90.669,step-12r0,10,12,L3 hip,-11.209,-10.811,-0.398,0.00,4.8,0.006,12.20,33.0
90.673,return,10,12,L3 hip,0.439,-10.811,11.250,0.00,4.8,0.006,12.20,33.0
90.713,return,10,12,L3 hip,0.439,-10.811,11.250,0.00,4.8,0.006,12.20,33.0
90.764,return,10,12,L3 hip,0.439,-10.811,11.250,0.00,4.8,0.006,12.10,33.0
90.805,return,10,12,L3 hip,0.439,-10.811,11.250,0.00,4.8,0.006,12.10,33.0
90.856,return,10,12,L3 hip,0.439,-9.316,9.756,1098.00,8.8,0.006,12.20,33.0
90.896,return,10,12,L3 hip,0.439,-9.316,9.756,1098.00,8.8,0.006,12.20,33.0
90.963,return,10,12,L3 hip,0.439,-6.768,7.207,1537.20,11.2,0.006,12.20,33.0
91.004,return,10,12,L3 hip,0.439,-6.768,7.207,1537.20,11.2,0.006,12.20,33.0
91.055,return,10,12,L3 hip,0.439,-3.340,3.779,1756.80,8.8,0.000,12.20,33.0
91.096,return,10,12,L3 hip,0.439,-3.340,3.779,1756.80,8.8,0.000,12.20,33.0
91.147,return,10,12,L3 hip,0.439,-1.055,1.494,1098.00,6.0,0.000,12.20,33.0
91.187,return,10,12,L3 hip,0.439,-1.055,1.494,1098.00,6.0,0.000,12.20,33.0
91.238,return,10,12,L3 hip,0.439,0.176,0.264,439.20,2.0,0.000,12.20,33.0
91.279,return,10,12,L3 hip,0.439,0.176,0.264,439.20,2.0,0.000,12.20,33.0
91.329,return,10,12,L3 hip,0.439,0.352,0.088,0.00,0.0,0.000,12.20,33.0
91.370,return,10,12,L3 hip,0.439,0.352,0.088,0.00,0.0,0.000,12.20,33.0
91.430,step+12r0,11,13,L3 knee,12.000,0.000,12.000,0.00,0.0,0.000,12.30,28.0
91.470,step+12r0,11,13,L3 knee,12.000,0.000,12.000,0.00,0.0,0.000,12.30,28.0
91.521,step+12r0,11,13,L3 knee,12.000,0.439,11.561,219.60,6.8,0.013,12.20,29.0
91.562,step+12r0,11,13,L3 knee,12.000,0.439,11.561,219.60,6.8,0.013,12.20,29.0
91.613,step+12r0,11,13,L3 knee,12.000,2.461,9.539,1098.00,7.2,0.013,12.30,29.0
91.653,step+12r0,11,13,L3 knee,12.000,2.461,9.539,1098.00,7.2,0.013,12.30,29.0
91.704,step+12r0,11,13,L3 knee,12.000,5.273,6.727,1537.20,6.4,0.006,12.30,29.0
91.745,step+12r0,11,13,L3 knee,12.000,5.273,6.727,1537.20,6.4,0.006,12.30,29.0
91.796,step+12r0,11,13,L3 knee,12.000,8.086,3.914,1537.20,6.4,0.006,12.30,29.0
91.837,step+12r0,11,13,L3 knee,12.000,8.086,3.914,1537.20,6.4,0.006,12.30,29.0
91.888,step+12r0,11,13,L3 knee,12.000,10.547,1.453,1098.00,4.0,0.000,12.30,29.0
91.929,step+12r0,11,13,L3 knee,12.000,10.547,1.453,1098.00,4.0,0.000,12.30,29.0
91.980,step+12r0,11,13,L3 knee,12.000,11.777,0.223,658.80,2.4,0.006,12.30,29.0
92.020,step+12r0,11,13,L3 knee,12.000,11.777,0.223,658.80,2.4,0.006,12.30,29.0
92.071,step+12r0,11,13,L3 knee,12.000,11.953,0.047,219.60,0.0,0.000,12.30,29.0
92.112,step+12r0,11,13,L3 knee,12.000,11.953,0.047,219.60,0.0,0.000,12.30,29.0
