time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/clip_range,train/n_updates,train/loss,train/entropy_loss,train/value_loss,train/std,train/explained_variance,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/approx_kl
1785856,109,363,400.0,4912,556.0712280273438,0.2,1080,-0.007306241896003485,8.977872017025948,0.002965529946231982,0.1578192263841629,0.9878513813018799,0.0003,0.6752197265625,-0.00033109839423559604,0.18500245
1802240,110,366,400.0,4914,554.04052734375,0.2,1090,-0.02211475558578968,8.995977237820625,0.00404553488624515,0.15766164660453796,0.977719783782959,0.0003,0.68310546875,0.0031218146075843835,0.1688264
1818624,111,369,400.0,4917,564.7716674804688,0.2,1100,-0.024513814598321915,9.009254366159439,0.002979691655127681,0.15754863619804382,0.986826479434967,0.0003,0.676568603515625,-7.239676706376486e-05,0.17472005
1835008,112,373,400.0,4918,567.6365356445312,0.2,1110,-0.027993738651275635,9.031057700514793,0.002997027215678827,0.1573336273431778,0.985242486000061,0.0003,0.6728515625,-0.002110822605754947,0.17842652
1851392,113,376,400.0,4919,568.1742553710938,0.2,1120,0.003122142981737852,9.058002439141273,0.00262460335616197,0.15721651911735535,0.988291323184967,0.0003,0.662835693359375,-0.0037982677851687184,0.17134303
1867776,114,379,400.0,4920,552.818359375,0.2,1130,-0.012692994438111782,9.082079365849495,0.002784798688662704,0.15688392519950867,0.9905217885971069,0.0003,0.6666259765625,-0.0008424797793850303,0.16848254
1884160,115,382,400.0,4921,554.4421997070312,0.2,1140,-0.028749866411089897,9.138000041246414,0.003230348168654018,0.15651915967464447,0.9886149764060974,0.0003,0.673699951171875,0.0004742456832900643,0.16823672
1900544,116,386,400.0,4922,558.7293090820312,0.2,1150,-0.026475537568330765,9.146135455369949,0.0034423981996951625,0.15660908818244934,0.9847443699836731,0.0003,0.68529052734375,-0.0030773387530643958,0.19195953
1916928,117,389,400.0,4923,561.1603393554688,0.2,1160,0.0026166392490267754,9.163689744472503,0.0026829448568605587,0.15638630092144012,0.9897236227989197,0.0003,0.674627685546875,-0.0006780594871088397,0.1804358
1933312,118,392,400.0,4925,560.4945068359375,0.2,1170,-0.02880396507680416,9.201934316754341,0.002799049665190978,0.1561596542596817,0.9853520393371582,0.0003,0.6670654296875,-0.0009023214603075758,0.16012436
1949696,119,395,400.0,4927,565.9048461914062,0.2,1180,-0.00766906701028347,9.22016184926033,0.002302116520513664,0.155949667096138,0.9874690175056458,0.0003,0.678875732421875,0.0030976552385254762,0.17343064
1966080,120,398,400.0,4928,558.63818359375,0.2,1190,0.0005612026434391737,9.262871089577676,0.0035047892826696623,0.1556025892496109,0.9826817512512207,0.0003,0.67470703125,0.003338260685268324,0.16503668
1982464,121,402,400.0,4930,569.5947875976562,0.2,1200,-0.007523398846387863,9.275706440210342,0.0033216607957001544,0.15568478405475616,0.9877148866653442,0.0003,0.67574462890625,0.0006173777292133309,0.170107
1998848,122,405,400.0,4931,576.5294189453125,0.2,1210,-0.032134994864463806,9.260365611314773,0.003353708526265109,0.15580594539642334,0.9857617020606995,0.0003,0.68084716796875,0.0006462802266469225,0.17492001
2015232,123,408,400.0,4933,563.5535888671875,0.2,1220,0.0016014603897929192,9.254696777462959,0.0034049549180053874,0.15570572018623352,0.9866452217102051,0.0003,0.673828125,0.0006224822078365833,0.16627975
2031616,124,411,400.0,4933,570.6435546875,0.2,1230,0.0022913352586328983,9.265118530392646,0.003165897861981648,0.15570423007011414,0.9898214340209961,0.0003,0.690570068359375,0.0016324814394465647,0.20549041
2048000,125,415,400.0,4934,568.994873046875,0.2,1240,-0.032379135489463806,9.267851492762565,0.0026595753261062782,0.155740424990654,0.9865599870681763,0.0003,0.6814697265625,-0.0016266224738501478,0.17932929
2064384,126,418,400.0,4935,564.6231689453125,0.2,1250,-0.014241366647183895,9.266507720947265,0.0028346593298920197,0.15568937361240387,0.9895647168159485,0.0003,0.70230712890625,0.0023394890878989825,0.20460683
2080768,127,421,400.0,4936,561.6508178710938,0.2,1260,-0.002556024119257927,9.281963753700257,0.002622483202139847,0.1554604321718216,0.9885192513465881,0.0003,0.688885498046875,0.0015397977360407822,0.18750606
2097152,128,424,400.0,4937,561.242919921875,0.2,1270,-0.006520739756524563,9.306778690218925,0.004142053076429874,0.15534617006778717,0.9832959771156311,0.0003,0.695233154296875,0.005144934410054702,0.1937949
2113536,129,428,400.0,4937,564.2369995117188,0.2,1280,-0.012145547196269035,9.333969795703888,0.002686867410011473,0.15503990650177002,0.990231990814209,0.0003,0.67991943359375,0.000830437928379979,0.18309604
2129920,130,431,400.0,4938,569.9146728515625,0.2,1290,-0.012318985536694527,9.362855976819992,0.0031791926357982447,0.15499576926231384,0.9871820211410522,0.0003,0.695849609375,0.0005468065792229027,0.18952289
2146304,131,434,400.0,4940,571.841064453125,0.2,1300,-0.011399942450225353,9.401082381606102,0.002477492166144657,0.1545310616493225,0.9876747727394104,0.0003,0.687603759765625,0.0012033772713039071,0.19512185
2162688,132,437,400.0,4942,585.3914184570312,0.2,1310,-0.008531092666089535,9.45522657930851,0.002741119242273271,0.15436342358589172,0.9858593344688416,0.0003,0.6839599609375,-0.004353868691396201,0.19024408
2179072,133,440,400.0,4943,580.6204833984375,0.2,1320,-0.017852352932095528,9.454769533872604,0.0023578850170451913,0.15420709550380707,0.9846770167350769,0.0003,0.69051513671875,-0.0008419472753303126,0.19380765
2195456,134,444,400.0,4943,557.7869262695312,0.2,1330,-0.012790543027222157,9.481878304481507,0.003463102701789467,0.15407606959342957,0.9822863340377808,0.0003,0.70439453125,0.005443462728726445,0.20267045
2211840,135,447,400.0,4942,565.6444702148438,0.2,1340,-0.0027709784917533398,9.51925544142723,0.004309621678112307,0.15359018743038177,0.9814884662628174,0.0003,0.700579833984375,0.0019275302453024778,0.21554606
2228224,136,450,400.0,4941,565.3507080078125,0.2,1350,-0.010109026916325092,9.547915688157081,0.0032783748807560186,0.15369535982608795,0.9883529543876648,0.0003,0.704461669921875,0.003825737949227914,0.2033217
2244608,137,454,400.0,4941,571.6660766601562,0.2,1360,-0.0031697689555585384,9.562843176722527,0.0038686999010678846,0.15346525609493256,0.983345627784729,0.0003,0.69586181640625,0.005228600732516497,0.2013818
2260992,138,457,400.0,4940,562.5281372070312,0.2,1370,0.006091568153351545,9.599420341849328,0.0030221816599805607,0.1531379520893097,0.9875649213790894,0.0003,0.69696044921875,-1.7064333223970608e-05,0.19633746
